,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2018-02-01 00:00:00+01:00,101.2,8.82,3699.99,2067.2200000000003,59.373,25.916,0.0,37.248,1.848,5881.860000000001,0.0,42.42212,25.508999999999997
2018-02-01 01:00:00+01:00,101.66000000000001,8.82,3566.22,1771.2,58.64,25.916,0.0,34.512,1.512,5263.580000000001,0.0,41.499900000000004,26.520999999999997
2018-02-01 02:00:00+01:00,101.43,8.82,3323.18,1667.88,58.64,25.954,0.0,33.36,1.488,5043.0,0.041,40.57768,30.392999999999997
2018-02-01 03:00:00+01:00,100.97,8.82,3160.99,1655.5800000000002,58.64,25.916,0.0,33.36,1.488,5017.58,0.0,38.73324,33.22
2018-02-01 04:00:00+01:00,101.89,8.33,3198.23,1658.8600000000001,57.907,25.954,0.0,33.312,1.488,5244.72,0.0,37.81102,32.900999999999996
2018-02-01 05:00:00+01:00,97.06,8.33,3643.64,1715.44,58.64,25.916,0.0,33.072,1.752,5947.46,0.0,35.96658,32.967
2018-02-01 06:00:00+01:00,96.60000000000001,17.64,4683.91,2233.6800000000003,68.169,25.384,0.0,42.6,10.992,7359.500000000001,0.0,35.044360000000005,32.626
2018-02-01 07:00:00+01:00,99.36,17.64,5813.849999999999,2487.88,60.839,25.308,0.0,71.712,25.176000000000002,8217.220000000001,5.248,35.044360000000005,35.727999999999994
2018-02-01 08:00:00+01:00,98.44,17.64,6201.44,2486.2400000000002,58.64,25.308,0.0,92.496,33.744,8076.18,36.121,35.044360000000005,38.544
2018-02-01 09:00:00+01:00,97.75,17.64,6381.2699999999995,2496.9,64.504,25.156,2.04,96.864,34.176,8117.18,90.28200000000001,34.12214,38.224999999999994
2018-02-01 10:00:00+01:00,97.98,17.64,6285.23,2450.1600000000003,58.64,25.156,5.784,87.792,30.432000000000002,8432.880000000001,109.757,37.81102,42.492999999999995
2018-02-01 11:00:00+01:00,97.98,17.64,6214.67,2267.3,57.907,25.422,8.76,76.872,25.104,8210.66,113.652,37.81102,47.311
2018-02-01 12:00:00+01:00,97.29,17.64,6143.62,2056.56,58.64,25.384,0.8160000000000001,69.096,16.128,8143.420000000001,95.07900000000001,38.73324,49.863
2018-02-01 13:00:00+01:00,97.75,17.64,6175.96,1949.96,58.64,25.384,2.424,70.584,21.408,8175.400000000001,78.187,37.81102,52.150999999999996
2018-02-01 14:00:00+01:00,97.52000000000001,17.64,6460.16,2126.26,58.64,25.308,1.68,71.136,24.192,8313.16,61.951,39.655460000000005,54.769
2018-02-01 15:00:00+01:00,96.14,17.64,6390.09,2362.42,58.64,25.308,1.608,73.32000000000001,25.608,8555.880000000001,36.531,41.499900000000004,56.099999999999994
