,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2018-09-30 23:00:00+01:00,951.0,5340.0,1031.0,0.0,0.0,372.0,6793.0,121.0,0.0,3336.0,3679.0
2018-09-30 23:30:00+01:00,976.0,4256.0,1215.0,0.0,149.0,369.0,6791.0,121.0,0.0,3316.0,3486.0
2018-10-01 00:00:00+01:00,980.0,4004.0,1135.0,0.0,0.0,347.0,6791.0,121.0,0.0,3192.0,3419.0
2018-10-01 00:30:00+01:00,973.0,3694.0,1096.0,0.0,0.0,341.0,6799.0,121.0,0.0,3117.0,3598.0
2018-10-01 01:00:00+01:00,980.0,3773.0,1230.0,0.0,0.0,336.0,6793.0,120.0,0.0,3062.0,3670.0
2018-10-01 01:30:00+01:00,885.0,3850.0,1097.0,0.0,0.0,333.0,6797.0,121.0,0.0,2989.0,3663.0
2018-10-01 02:00:00+01:00,956.0,3917.0,1279.0,0.0,0.0,392.0,6815.0,121.0,0.0,2864.0,3581.0
2018-10-01 02:30:00+01:00,975.0,3992.0,1284.0,0.0,0.0,411.0,6804.0,121.0,0.0,2828.0,3445.0
2018-10-01 03:00:00+01:00,991.0,4614.0,1283.0,0.0,0.0,411.0,6805.0,121.0,0.0,2865.0,3296.0
2018-10-01 03:30:00+01:00,1007.0,4431.0,1283.0,0.0,0.0,412.0,6802.0,121.0,0.0,2868.0,3253.0
2018-10-01 04:00:00+01:00,1022.0,4276.0,1169.0,0.0,0.0,408.0,6806.0,121.0,0.0,3036.0,3217.0
2018-10-01 04:30:00+01:00,1094.0,4370.0,1129.0,0.0,96.0,347.0,6792.0,121.0,0.0,2982.0,3195.0
2018-10-01 05:00:00+01:00,1148.0,4650.0,1246.0,0.0,148.0,360.0,6799.0,120.0,0.0,2980.0,3078.0
2018-10-01 05:30:00+01:00,1248.0,5326.0,1662.0,0.0,28.0,374.0,6807.0,121.0,0.0,2955.0,2869.0
2018-10-01 06:00:00+01:00,1454.0,6196.0,1929.0,0.0,0.0,586.0,6806.0,121.0,0.0,2927.0,2671.0
2018-10-01 06:30:00+01:00,1882.0,8177.0,2010.0,0.0,2.0,607.0,6806.0,121.0,0.0,2875.0,2471.0
2018-10-01 07:00:00+01:00,2194.0,11041.0,2042.0,0.0,284.0,791.0,6803.0,121.0,34.0,2768.0,2422.0
2018-10-01 07:30:00+01:00,2462.0,13706.0,2068.0,0.0,424.0,813.0,6801.0,120.0,487.0,2660.0,2309.0
2018-10-01 08:00:00+01:00,2580.0,14295.0,2203.0,0.0,542.0,887.0,6743.0,130.0,1260.0,2652.0,2128.0
2018-10-01 08:30:00+01:00,2606.0,14720.0,2207.0,0.0,443.0,774.0,6616.0,138.0,2170.0,2532.0,1959.0
2018-10-01 09:00:00+01:00,2690.0,14362.0,2223.0,0.0,326.0,771.0,6599.0,121.0,3070.0,2527.0,1787.0
2018-10-01 09:30:00+01:00,2862.0,14379.0,1981.0,0.0,163.0,775.0,6603.0,121.0,3920.0,2515.0,1705.0
2018-10-01 10:00:00+01:00,2797.0,13940.0,1919.0,0.0,285.0,655.0,6592.0,121.0,4510.0,2478.0,1750.0
2018-10-01 10:30:00+01:00,2758.0,13404.0,1908.0,0.0,158.0,616.0,6598.0,121.0,4950.0,2532.0,1857.0
2018-10-01 11:00:00+01:00,2726.0,13261.0,1945.0,0.0,284.0,501.0,6597.0,121.0,5340.0,2533.0,1886.0
2018-10-01 11:30:00+01:00,2766.0,13263.0,1904.0,0.0,160.0,497.0,6612.0,121.0,5550.0,2522.0,1849.0
2018-10-01 12:00:00+01:00,2820.0,13687.0,1661.0,0.0,170.0,455.0,6602.0,121.0,5570.0,2443.0,1925.0
2018-10-01 12:30:00+01:00,2820.0,13727.0,1684.0,0.0,169.0,438.0,6593.0,121.0,5480.0,2265.0,2001.0
