,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2018-02-01 00:00:00+01:00,0.92,379.015,794.3750000000001,0.0,1.461,347.27000000000004,0.0,21.21106,2.532,1.69675
2018-02-01 00:15:00+01:00,0.92,371.665,774.08,0.0,1.461,340.3,0.0,22.13328,2.613,1.672
2018-02-01 00:30:00+01:00,0.92,357.455,768.1350000000001,0.0,1.461,342.555,0.0,22.59439,2.616,1.66925
2018-02-01 00:45:00+01:00,0.92,350.84,756.45,0.0,1.461,345.01500000000004,0.0,23.747165000000003,2.586,1.9057499999999998
2018-02-01 01:00:00+01:00,0.92,331.6075,703.5600000000001,0.0,1.461,337.43,0.0,23.51661,2.553,1.859
2018-02-01 01:15:00+01:00,0.92,314.2125,711.35,0.0,1.461,341.53000000000003,0.0,23.055500000000002,2.595,1.75175
2018-02-01 01:30:00+01:00,0.92,314.7025,709.9150000000001,0.0,1.461,342.76000000000005,0.0,23.055500000000002,2.571,1.8039999999999998
2018-02-01 01:45:00+01:00,0.92,318.5,679.1650000000001,0.0,1.461,345.83500000000004,0.0,23.055500000000002,2.523,1.83975
2018-02-01 02:00:00+01:00,0.92,313.84499999999997,610.9000000000001,0.0,1.461,350.96000000000004,0.0,23.055500000000002,2.586,1.958
2018-02-01 02:15:00+01:00,0.92,319.1125,588.35,0.0,1.461,337.43,0.0,23.055500000000002,2.613,1.8039999999999998
2018-02-01 02:30:00+01:00,0.92,319.235,587.94,0.0,1.461,343.785,0.0,23.055500000000002,2.619,1.85625
2018-02-01 02:45:00+01:00,0.9775,309.435,584.0450000000001,0.0,1.461,342.96500000000003,0.0,23.286055,2.613,1.85625
2018-02-01 03:00:00+01:00,0.92,314.335,545.505,0.0,1.464,339.07000000000005,0.0,23.747165000000003,2.613,1.83425
2018-02-01 03:15:00+01:00,0.92,315.315,526.235,0.0,1.464,341.94,0.0,22.824945,2.616,1.85075
2018-02-01 03:30:00+01:00,0.92,314.9475,530.13,0.0,1.461,342.14500000000004,0.0,23.055500000000002,2.619,1.8232499999999998
2018-02-01 03:45:00+01:00,0.92,313.6,529.3100000000001,0.0,1.461,343.375,0.0,23.286055,2.607,1.89475
2018-02-01 04:00:00+01:00,0.92,307.23,519.0600000000001,0.0,1.461,339.89000000000004,0.0,23.747165000000003,2.61,1.815
2018-02-01 04:15:00+01:00,0.92,303.31,528.695,0.0,1.458,338.45500000000004,0.0,24.669385000000002,2.604,1.7489999999999999
2018-02-01 04:30:00+01:00,0.92,288.61,535.0500000000001,0.0,1.458,338.45500000000004,0.0,23.286055,2.577,1.6664999999999999
2018-02-01 04:45:00+01:00,0.92,302.575,546.5300000000001,0.0,1.458,333.94500000000005,0.0,22.13328,2.559,1.77925
2018-02-01 05:00:00+01:00,0.92,311.7625,583.0200000000001,0.0,1.458,336.40500000000003,0.0,23.51661,2.553,1.7874999999999999
2018-02-01 05:15:00+01:00,0.92,305.1475,602.085,0.0,1.458,330.05,0.0,22.824945,2.604,1.6609999999999998
2018-02-01 05:30:00+01:00,0.92,323.89,621.5600000000001,0.0,1.458,332.71500000000003,0.0,23.51661,2.583,1.5812499999999998
2018-02-01 05:45:00+01:00,0.92,345.0825,659.075,0.0,1.458,337.225,0.0,23.286055,2.556,1.5014999999999998
2018-02-01 06:00:00+01:00,0.92,390.04,724.8800000000001,0.0,1.455,375.15000000000003,0.0,22.824945,2.541,1.6059999999999999
2018-02-01 06:15:00+01:00,0.8625,406.5775,751.5300000000001,0.0,1.458,390.52500000000003,0.0,21.441615000000002,2.505,1.69675
2018-02-01 06:30:00+01:00,0.92,450.1875,746.61,0.0,1.458,373.305,0.0,22.59439,2.4210000000000003,1.5839999999999999
2018-02-01 06:45:00+01:00,0.92,504.7,739.845,0.0,1.458,426.19500000000005,0.0,23.747165000000003,2.433,1.71325
2018-02-01 07:00:00+01:00,0.92,589.3475,787.815,0.0,1.455,495.89500000000004,0.0,23.97772,2.373,1.6775
2018-02-01 07:15:00+01:00,0.92,611.8875,825.5350000000001,0.0,1.455,501.84000000000003,0.0,24.208275,2.394,1.7242499999999998
2018-02-01 07:30:00+01:00,0.92,645.8199999999999,850.5450000000001,0.0,1.458,521.725,0.0,23.97772,2.337,1.815
2018-02-01 07:45:00+01:00,0.92,677.7925,881.5000000000001,0.0,1.458,545.3000000000001,0.0,24.669385000000002,2.307,1.7269999999999999
2018-02-01 08:00:00+01:00,0.8625,733.6525,899.1300000000001,0.0,1.458,544.89,0.0,24.208275,2.061,1.65
2018-02-01 08:15:00+01:00,0.92,719.5649999999999,908.97,0.0,1.458,514.345,0.0,23.97772,2.184,1.7489999999999999
2018-02-01 08:30:00+01:00,0.92,723.975,898.72,0.0,1.458,529.105,0.0,23.97772,2.0460000000000003,1.8259999999999998
2018-02-01 08:45:00+01:00,0.92,736.47,902.4100000000001,0.0,1.458,536.69,0.0,24.89994,1.941,1.7214999999999998
2018-02-01 09:00:00+01:00,0.92,733.04,895.44,0.0,1.458,538.125,0.0,23.747165000000003,1.965,1.386
2018-02-01 09:15:00+01:00,0.92,748.965,897.08,0.0,1.458,544.6850000000001,0.0,23.747165000000003,2.007,1.31725
2018-02-01 09:30:00+01:00,0.92,747.495,898.105,0.0,1.458,544.07,0.0,24.89994,2.052,1.37775
2018-02-01 09:45:00+01:00,0.92,743.4525,897.4900000000001,0.0,1.458,542.635,0.0,25.591605,1.92,1.4189999999999998
2018-02-01 10:00:00+01:00,0.92,763.42,896.8750000000001,0.0,1.458,540.585,0.0,24.89994,1.9140000000000001,1.4575
2018-02-01 10:15:00+01:00,0.92,750.5575,902.205,0.0,1.458,542.635,0.0,25.130495,1.929,1.4409999999999998
2018-02-01 10:30:00+01:00,0.92,749.5775,903.23,0.0,1.458,546.12,0.0,24.208275,1.977,1.3392499999999998
2018-02-01 10:45:00+01:00,0.92,746.27,902.82,0.0,1.458,546.735,0.0,25.361050000000002,1.854,1.3034999999999999
2018-02-01 11:00:00+01:00,0.92,772.24,906.9200000000001,0.0,1.458,545.505,0.0,24.669385000000002,1.8960000000000001,1.2429999999999999
2018-02-01 11:15:00+01:00,0.92,738.185,908.1500000000001,0.0,1.458,540.585,0.0,24.89994,2.064,1.3365
2018-02-01 11:30:00+01:00,0.92,748.5975,905.075,0.0,1.458,542.4300000000001,0.0,24.669385000000002,2.184,1.265
2018-02-01 11:45:00+01:00,0.92,747.6175,916.1450000000001,0.0,1.458,550.63,0.0,25.130495,2.208,1.1715
2018-02-01 12:00:00+01:00,0.92,752.15,927.4200000000001,0.0,1.458,551.45,0.0,25.130495,2.241,1.2374999999999998
2018-02-01 12:15:00+01:00,0.92,737.8175,922.705,0.0,1.458,538.945,0.0,24.43883,2.343,1.254
2018-02-01 12:30:00+01:00,0.92,748.5975,902.82,0.0,1.458,536.8950000000001,0.0,23.97772,2.361,1.0999999999999999
2018-02-01 12:45:00+01:00,0.92,752.0275,896.0550000000001,0.0,1.458,520.085,0.0,22.59439,2.379,1.155
2018-02-01 13:00:00+01:00,0.92,746.515,894.21,0.0,1.458,551.0400000000001,0.0,21.21106,2.382,1.10275
2018-02-01 13:15:00+01:00,0.92,739.0425,898.9250000000001,0.0,1.458,541.2,0.0,20.28884,2.382,1.254
2018-02-01 13:30:00+01:00,0.92,683.305,899.335,0.0,1.458,539.355,0.0,19.36662,2.391,1.1192499999999999
2018-02-01 13:45:00+01:00,0.92,732.795,900.7700000000001,0.0,1.458,544.89,0.0,19.827730000000003,2.394,0.9844999999999999
2018-02-01 14:00:00+01:00,0.92,738.3075,900.975,0.0,1.458,540.995,0.0,20.28884,2.394,1.012
2018-02-01 14:15:00+01:00,0.92,744.6775,899.7450000000001,0.0,1.458,451.20500000000004,0.0,20.980505,2.451,1.02575
2018-02-01 14:30:00+01:00,0.92,746.515,907.5350000000001,0.0,1.461,443.82500000000005,0.0,20.749950000000002,2.349,0.98725
2018-02-01 14:45:00+01:00,0.92,751.5375,906.1,0.0,1.461,448.13000000000005,0.0,20.519395,2.448,0.9542499999999999
2018-02-01 15:00:00+01:00,0.92,768.81,903.23,0.0,1.458,468.425,0.0,22.13328,2.361,0.9927499999999999
2018-02-01 15:15:00+01:00,0.92,767.585,916.965,0.0,1.458,475.6,0.0,23.747165000000003,2.433,1.19075
2018-02-01 15:30:00+01:00,0.92,770.77,916.7600000000001,0.0,1.458,471.09000000000003,0.0,18.213845,2.451,1.1989999999999998
2018-02-01 15:45:00+01:00,0.92,776.2825,917.58,0.0,1.458,478.47,0.0,7.83887,2.433,1.386
2018-02-01 16:00:00+01:00,0.8625,713.1949999999999,911.6350000000001,0.0,1.458,481.34000000000003,0.0,8.29998,2.445,1.41075
2018-02-01 16:15:00+01:00,0.92,765.9925,912.0450000000001,0.0,1.461,487.285,0.0,8.29998,2.472,1.37775
2018-02-01 16:30:00+01:00,0.92,771.3824999999999,912.6600000000001,0.0,1.458,494.87000000000006,0.0,8.069425,2.478,1.27325
2018-02-01 16:45:00+01:00,0.92,781.9175,918.8100000000001,0.0,1.458,509.83500000000004,0.0,7.83887,2.445,1.507
2018-02-01 17:00:00+01:00,0.92,736.47,894.825,0.0,1.458,529.515,0.0,8.069425,2.3970000000000002,1.5592499999999998
2018-02-01 17:15:00+01:00,0.92,740.39,897.2850000000001,0.0,1.458,523.57,0.0,7.83887,2.358,1.5207499999999998
2018-02-01 17:30:00+01:00,0.92,748.5975,906.9200000000001,0.0,1.458,538.5350000000001,0.0,8.069425,2.379,1.551
2018-02-01 17:45:00+01:00,0.92,769.1775,916.965,0.0,1.458,566.4150000000001,0.0,8.069425,2.487,1.51525
2018-02-01 18:00:00+01:00,0.92,763.91,911.4300000000001,0.0,1.458,634.6800000000001,0.0,8.069425,2.493,1.4822499999999998
2018-02-01 18:15:00+01:00,0.92,748.23,903.0250000000001,0.0,1.458,633.245,0.0,8.29998,2.487,1.4465
2018-02-01 18:30:00+01:00,0.92,755.335,894.21,0.0,1.458,630.375,0.0,8.069425,2.535,1.55375
2018-02-01 18:45:00+01:00,0.92,750.68,888.6750000000001,0.0,1.458,625.865,0.0,8.069425,2.5380000000000003,1.4794999999999998
2018-02-01 19:00:00+01:00,0.92,743.6975,891.955,0.0,1.458,600.0350000000001,0.0,8.29998,2.5260000000000002,1.5207499999999998
2018-02-01 19:15:00+01:00,0.92,742.84,889.7,0.0,1.461,590.195,0.0,8.530535,2.559,1.6775
2018-02-01 19:30:00+01:00,0.92,739.5325,888.47,0.0,1.458,578.1,0.0,11.297195,2.553,1.5812499999999998
2018-02-01 19:45:00+01:00,0.92,739.0425,880.475,0.0,1.458,569.2850000000001,0.0,20.058285,2.5260000000000002,1.6252499999999999
2018-02-01 20:00:00+01:00,0.92,733.285,892.57,0.0,1.458,553.9100000000001,0.0,23.51661,2.454,1.60875
2018-02-01 20:15:00+01:00,0.92,714.665,889.085,0.0,1.458,538.33,0.0,23.747165000000003,2.445,1.59225
2018-02-01 20:30:00+01:00,0.92,690.5325,870.6350000000001,0.0,1.458,528.49,0.0,23.055500000000002,2.472,1.22375
2018-02-01 20:45:00+01:00,0.92,669.2175,866.5350000000001,0.0,1.458,526.6450000000001,0.0,23.51661,2.493,1.6004999999999998
2018-02-01 21:00:00+01:00,0.92,549.1675,848.7,0.0,1.458,503.07000000000005,0.0,24.208275,2.508,1.5895
2018-02-01 21:15:00+01:00,0.92,525.035,846.445,0.0,1.458,513.115,0.0,25.130495,2.469,1.63075
2018-02-01 21:30:00+01:00,0.92,499.31,858.95,0.0,1.458,521.9300000000001,0.0,25.130495,2.349,1.6417499999999998
2018-02-01 21:45:00+01:00,0.92,492.8175,862.4350000000001,0.0,1.458,498.76500000000004,0.0,25.130495,2.1750000000000003,1.5565
2018-02-01 22:00:00+01:00,0.8625,475.1775,863.6650000000001,0.0,1.458,465.55500000000006,0.0,25.361050000000002,1.986,1.4822499999999998
2018-02-01 22:15:00+01:00,0.92,478.6075,865.715,0.0,1.458,484.62000000000006,0.0,26.28327,1.701,1.5839999999999999
2018-02-01 22:30:00+01:00,0.92,467.95,840.09,0.0,1.458,476.42,0.0,25.82216,1.506,1.5399999999999998
2018-02-01 22:45:00+01:00,0.92,456.0675,813.235,0.0,1.458,465.76000000000005,0.0,24.89994,1.374,1.5839999999999999
2018-02-01 23:00:00+01:00,0.8625,436.34499999999997,811.595,0.0,1.458,443.00500000000005,0.0,24.43883,1.56,1.7105
2018-02-01 23:15:00+01:00,0.92,421.4,805.855,0.0,1.458,421.07000000000005,0.0,24.43883,1.59,1.6885
2018-02-01 23:30:00+01:00,0.92,413.56,795.4000000000001,0.0,1.458,403.44000000000005,0.0,24.669385000000002,1.545,1.6224999999999998
2018-02-01 23:45:00+01:00,0.92,405.59749999999997,796.0150000000001,0.0,1.458,400.57000000000005,0.0,24.89994,1.419,1.639
2018-02-02 00:00:00+01:00,0.92,411.2325,811.3900000000001,0.0,1.458,379.25000000000006,0.0,24.669385000000002,1.344,1.6637499999999998
2018-02-02 00:15:00+01:00,0.92,411.11,808.9300000000001,0.0,1.458,371.87,0.0,24.669385000000002,1.344,1.51525
