,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2018-12-01 00:00:00+01:00,67.85000000000001,1841.42,0.0,0.0,0.0,0.192,23.904,525.62,0.0,241.62164,8.808,5.7749999999999995
2018-12-01 01:00:00+01:00,50.370000000000005,1681.68,0.0,0.0,0.096,0.096,23.916,531.36,0.0,241.62164,6.6240000000000006,5.994999999999999
2018-12-01 02:00:00+01:00,49.68,1463.1399999999999,0.0,0.0,0.14400000000000002,0.048,23.928,541.2,0.0,241.62164,6.336,6.435
2018-12-01 03:00:00+01:00,48.760000000000005,1421.49,0.0,0.0,0.24,0.048,23.928,546.94,0.0,239.77720000000002,6.36,5.686999999999999
2018-12-01 04:00:00+01:00,49.910000000000004,1381.8,0.0,0.0,0.28800000000000003,0.048,23.928,543.6600000000001,0.0,244.38830000000002,6.0600000000000005,6.170999999999999
2018-12-01 05:00:00+01:00,48.760000000000005,1537.1299999999999,0.0,0.0,0.28800000000000003,0.048,23.928,557.6,0.0,243.46608,6.924,5.984
2018-12-01 06:00:00+01:00,57.96,1610.1399999999999,0.0,0.0,0.216,0.07200000000000001,23.928,574.0,0.0,243.46608,8.028,5.324
2018-12-01 07:00:00+01:00,76.82000000000001,1639.54,0.0,0.0,0.12,0.07200000000000001,23.928,591.22,0.0,236.08832,8.952,5.159
2018-12-01 08:00:00+01:00,81.19,1736.07,0.0,0.0,2.376,0.07200000000000001,23.94,645.34,0.615,236.08832,7.572,5.9399999999999995
2018-12-01 09:00:00+01:00,83.95,1674.33,0.0,0.0,1.416,0.07200000000000001,23.94,633.86,7.093,230.555,9.348,6.556
2018-12-01 10:00:00+01:00,84.18,1684.62,0.0,0.0,2.208,0.07200000000000001,23.928,625.6600000000001,12.341000000000001,235.1661,11.904,8.349
2018-12-01 11:00:00+01:00,84.64,1730.68,0.0,0.0,12.120000000000001,0.07200000000000001,23.94,634.6800000000001,13.202,237.93276,12.636000000000001,8.734
