,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2018-06-01 00:00:00+02:00,359.0,2702.0,0.0,0.0,545.0,17.0,2967.0,420.0,0.0,213.0,10.0,48.0
2018-06-01 01:00:00+02:00,358.0,2712.0,0.0,0.0,697.0,16.0,2968.0,320.0,0.0,216.0,10.0,111.0
2018-06-01 02:00:00+02:00,357.0,2679.0,0.0,0.0,727.0,15.0,2970.0,317.0,0.0,218.0,10.0,114.0
2018-06-01 03:00:00+02:00,357.0,2750.0,0.0,0.0,658.0,15.0,2969.0,342.0,0.0,218.0,10.0,91.0
2018-06-01 04:00:00+02:00,358.0,2656.0,0.0,0.0,618.0,15.0,2971.0,382.0,0.0,226.0,5.0,94.0
2018-06-01 05:00:00+02:00,361.0,2813.0,0.0,0.0,602.0,16.0,2974.0,335.0,0.0,230.0,0.0,147.0
2018-06-01 06:00:00+02:00,356.0,2728.0,0.0,0.0,300.0,14.0,2975.0,361.0,29.0,230.0,10.0,196.0
2018-06-01 07:00:00+02:00,342.0,2777.0,0.0,0.0,63.0,12.0,2975.0,512.0,73.0,224.0,9.0,187.0
2018-06-01 08:00:00+02:00,342.0,2870.0,0.0,0.0,20.0,16.0,2974.0,630.0,156.0,227.0,20.0,138.0
2018-06-01 09:00:00+02:00,346.0,3097.0,0.0,0.0,509.0,28.0,2975.0,677.0,257.0,223.0,23.0,109.0
2018-06-01 10:00:00+02:00,333.0,3101.0,0.0,0.0,748.0,34.0,2971.0,690.0,332.0,229.0,42.0,125.0
2018-06-01 11:00:00+02:00,329.0,3236.0,0.0,0.0,771.0,36.0,2971.0,700.0,401.0,237.0,37.0,116.0
2018-06-01 12:00:00+02:00,331.0,3381.0,0.0,0.0,227.0,36.0,2970.0,702.0,413.0,236.0,2.0,142.0
2018-06-01 13:00:00+02:00,332.0,3325.0,0.0,0.0,94.0,37.0,2970.0,703.0,481.0,233.0,5.0,178.0
