,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2018-07-31 23:00:00+01:00,1631.0,9613.0,0.0,0.0,0.0,82.0,7910.0,29.0,0.0,1597.0,2139.0
2018-07-31 23:30:00+01:00,1483.0,8207.0,0.0,0.0,0.0,82.0,7917.0,28.0,0.0,1418.0,2125.0
2018-08-01 00:00:00+01:00,1531.0,7535.0,0.0,0.0,0.0,82.0,7913.0,29.0,0.0,1093.0,2032.0
2018-08-01 00:30:00+01:00,1185.0,7451.0,0.0,0.0,0.0,82.0,7925.0,29.0,0.0,1041.0,2008.0
2018-08-01 01:00:00+01:00,1183.0,7319.0,0.0,0.0,0.0,79.0,7915.0,28.0,0.0,1152.0,1871.0
2018-08-01 01:30:00+01:00,1179.0,6991.0,0.0,0.0,0.0,79.0,7919.0,27.0,0.0,1262.0,1850.0
2018-08-01 02:00:00+01:00,1179.0,6969.0,0.0,0.0,0.0,63.0,7917.0,41.0,0.0,1270.0,1793.0
2018-08-01 02:30:00+01:00,1191.0,6699.0,0.0,0.0,0.0,63.0,7916.0,50.0,0.0,1253.0,1842.0
2018-08-01 03:00:00+01:00,1223.0,6691.0,0.0,0.0,0.0,63.0,7921.0,50.0,0.0,1099.0,1631.0
2018-08-01 03:30:00+01:00,1199.0,7019.0,0.0,0.0,0.0,63.0,7915.0,68.0,0.0,1077.0,1641.0
2018-08-01 04:00:00+01:00,1149.0,6804.0,0.0,0.0,0.0,63.0,7929.0,68.0,0.0,1259.0,1665.0
2018-08-01 04:30:00+01:00,1181.0,6796.0,0.0,0.0,0.0,63.0,7923.0,68.0,0.0,1306.0,1747.0
2018-08-01 05:00:00+01:00,1230.0,7010.0,0.0,0.0,0.0,63.0,7926.0,69.0,0.0,1139.0,1610.0
2018-08-01 05:30:00+01:00,1250.0,7360.0,0.0,0.0,0.0,63.0,7929.0,69.0,128.0,1051.0,1643.0
2018-08-01 06:00:00+01:00,1345.0,8089.0,0.0,0.0,0.0,88.0,7930.0,69.0,128.0,1091.0,1543.0
2018-08-01 06:30:00+01:00,1750.0,9203.0,0.0,0.0,0.0,95.0,7920.0,68.0,722.0,1186.0,1587.0
2018-08-01 07:00:00+01:00,2124.0,11155.0,0.0,0.0,250.0,114.0,7925.0,68.0,1050.0,1153.0,1699.0
2018-08-01 07:30:00+01:00,2286.0,12378.0,0.0,0.0,841.0,119.0,7909.0,67.0,1670.0,1068.0,1815.0
2018-08-01 08:00:00+01:00,2258.0,12476.0,0.0,0.0,611.0,260.0,7916.0,67.0,1885.0,1004.0,2364.0
2018-08-01 08:30:00+01:00,2303.0,12581.0,0.0,0.0,434.0,300.0,7918.0,67.0,3130.0,840.0,2562.0
2018-08-01 09:00:00+01:00,2253.0,12608.0,0.0,0.0,398.0,292.0,7916.0,65.0,3810.0,829.0,2730.0
2018-08-01 09:30:00+01:00,2224.0,12539.0,0.0,0.0,314.0,291.0,7911.0,64.0,4280.0,787.0,2956.0
2018-08-01 10:00:00+01:00,2214.0,12432.0,0.0,0.0,433.0,118.0,7907.0,64.0,4507.0,726.0,3035.0
2018-08-01 10:30:00+01:00,2215.0,11986.0,0.0,0.0,605.0,105.0,7908.0,64.0,5000.0,731.0,2873.0
2018-08-01 11:00:00+01:00,2145.0,12028.0,0.0,0.0,448.0,91.0,7925.0,65.0,5370.0,726.0,3031.0
