,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2018-01-01 00:00:00+01:00,26.450000000000003,216.48000000000002,326.83,0.0,0.12,0.0,23.256,68.88000000000001,,13.833300000000001,0.858
2018-01-01 00:15:00+01:00,26.450000000000003,215.66000000000003,334.67,0.0,0.12,0.0,23.244,68.88000000000001,,12.91108,0.9129999999999999
2018-01-01 00:30:00+01:00,26.450000000000003,214.84,315.07,0.0,0.12,0.0,23.256,68.88000000000001,,13.833300000000001,1.023
2018-01-01 00:45:00+01:00,26.450000000000003,214.02,294.49,0.0,0.12,0.0,23.256,68.88000000000001,,13.833300000000001,1.166
2018-01-01 01:00:00+01:00,26.220000000000002,224.68,338.59,0.0,0.12,0.0,23.268,71.34,,14.75552,1.474
2018-01-01 01:15:00+01:00,26.450000000000003,230.42000000000002,322.42,0.0,0.12,0.0,23.244,71.34,,14.75552,1.595
2018-01-01 01:30:00+01:00,25.990000000000002,230.42000000000002,294.49,0.0,0.12,0.0,23.232,71.34,,13.833300000000001,1.595
2018-01-01 01:45:00+01:00,24.84,241.9,264.11,0.0,0.12,0.0,23.22,63.96000000000001,,13.833300000000001,1.5399999999999998
2018-01-01 02:00:00+01:00,22.77,265.68,308.7,0.0,0.12,0.0,23.232,65.60000000000001,,13.833300000000001,1.5839999999999999
2018-01-01 02:15:00+01:00,20.01,258.3,314.58,0.0,0.12,0.0,22.788,65.60000000000001,,14.75552,1.6059999999999999
2018-01-01 02:30:00+01:00,19.32,233.70000000000002,315.56,0.733,0.12,0.0,22.608,65.60000000000001,,14.75552,1.5839999999999999
2018-01-01 02:45:00+01:00,18.86,223.04000000000002,304.78,0.733,0.12,0.0,22.632,65.60000000000001,,14.75552,1.496
2018-01-01 03:00:00+01:00,18.17,218.12,288.61,0.733,0.12,0.0,22.62,65.60000000000001,,15.67774,1.628
2018-01-01 03:15:00+01:00,17.94,220.58,260.19,0.0,0.12,0.0,22.584,65.60000000000001,,13.833300000000001,1.7269999999999999
2018-01-01 03:30:00+01:00,17.71,218.94000000000003,248.43,0.0,0.12,0.0,22.104,65.60000000000001,,13.833300000000001,1.7599999999999998
2018-01-01 03:45:00+01:00,17.94,218.12,241.57,0.0,0.12,0.0,21.996000000000002,65.60000000000001,,14.75552,1.8259999999999998
2018-01-01 04:00:00+01:00,17.71,218.94000000000003,224.42,0.0,0.12,0.0,21.204,68.88000000000001,,14.75552,1.8479999999999999
2018-01-01 04:15:00+01:00,17.71,219.76000000000002,243.53,0.733,0.12,0.0,20.868000000000002,68.88000000000001,,13.833300000000001,1.7819999999999998
2018-01-01 04:30:00+01:00,17.48,217.3,249.9,0.0,0.12,0.0,20.568,68.88000000000001,,15.67774,1.639
2018-01-01 04:45:00+01:00,17.48,218.94000000000003,288.12,0.0,0.12,0.0,19.896,68.88000000000001,,13.833300000000001,1.507
2018-01-01 05:00:00+01:00,17.71,214.84,319.96999999999997,0.0,0.12,0.0,19.632,78.72,,14.75552,1.3639999999999999
2018-01-01 05:15:00+01:00,17.94,215.66000000000003,316.54,0.0,0.12,0.0,19.632,78.72,,14.75552,1.386
2018-01-01 05:30:00+01:00,18.400000000000002,218.94000000000003,316.54,0.0,0.12,0.0,19.644000000000002,78.72,,15.67774,1.2979999999999998
2018-01-01 05:45:00+01:00,19.32,218.12,316.54,0.0,0.12,0.0,19.62,78.72,,14.75552,1.188
2018-01-01 06:00:00+01:00,20.01,216.48000000000002,321.44,0.0,0.12,0.0,19.644000000000002,82.0,,15.67774,1.1989999999999998
2018-01-01 06:15:00+01:00,21.62,214.84,324.87,0.0,0.12,0.0,19.632,82.0,,16.59996,1.067
2018-01-01 06:30:00+01:00,23.92,219.76000000000002,324.38,0.0,0.12,0.0,19.62,82.0,,16.59996,1.012
2018-01-01 06:45:00+01:00,25.07,223.86,323.89,0.0,0.12,0.0,19.644000000000002,82.0,,15.67774,1.001
2018-01-01 07:00:00+01:00,25.76,216.48000000000002,325.36,0.0,0.12,0.0,19.632,81.18,,15.67774,1.034
2018-01-01 07:15:00+01:00,26.220000000000002,213.20000000000002,306.25,0.0,0.12,0.0,19.656,81.18,,15.67774,0.957
2018-01-01 07:30:00+01:00,26.220000000000002,214.02,304.78,0.0,0.12,0.0,19.656,81.18,,14.75552,0.847
2018-01-01 07:45:00+01:00,26.450000000000003,223.04000000000002,318.5,0.0,0.12,0.0,19.668,81.18,,14.75552,0.726
2018-01-01 08:00:00+01:00,26.450000000000003,220.58,319.48,0.0,0.12,0.0,19.656,79.54,,13.833300000000001,0.572
2018-01-01 08:15:00+01:00,26.450000000000003,220.58,327.32,0.0,0.12,0.0,19.668,79.54,,14.75552,0.473
2018-01-01 08:30:00+01:00,26.450000000000003,236.16000000000003,327.81,0.0,0.12,0.0,19.668,79.54,,15.67774,0.43999999999999995
2018-01-01 08:45:00+01:00,26.450000000000003,251.74,327.81,0.0,0.12,0.0,19.692,79.54,,15.67774,0.407
2018-01-01 09:00:00+01:00,26.68,241.08,321.44,0.0,0.12,0.0,19.68,79.54,,16.59996,0.32999999999999996
2018-01-01 09:15:00+01:00,26.68,218.94000000000003,324.87,0.0,0.12,0.0,19.668,79.54,,15.67774,0.21999999999999997
2018-01-01 09:30:00+01:00,26.68,228.78000000000003,326.83,0.0,0.12,0.0,19.992,79.54,,14.75552,0.176
