,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2018-07-01 01:00:00+03:00,1124.22,792.8199999999999,0.0,2.568,9.6,0.0,1.8259999999999998
2018-07-01 02:00:00+03:00,1119.3000000000002,649.25,0.0,0.432,10.032,0.0,2.068
2018-07-01 03:00:00+03:00,1124.22,634.06,0.0,0.0,5.928,0.0,2.266
2018-07-01 04:00:00+03:00,1127.5,612.01,0.0,0.0,4.728,0.0,2.2769999999999997
2018-07-01 05:00:00+03:00,1119.3000000000002,501.76,0.0,0.0,5.832,0.0,2.871
2018-07-01 06:00:00+03:00,1133.24,401.8,0.0,0.0,6.264,0.738,3.8499999999999996
2018-07-01 07:00:00+03:00,1155.38,353.78,0.0,0.0,6.384,6.601,3.9379999999999997
2018-07-01 08:00:00+03:00,1184.9,284.69,0.0,0.0,9.24,21.853,3.377
2018-07-01 09:00:00+03:00,1246.4,275.38,0.0,0.0,7.968,39.77,3.8609999999999998
2018-07-01 10:00:00+03:00,1247.22,265.09,0.0,0.0,8.184000000000001,54.407000000000004,3.9819999999999998
2018-07-01 11:00:00+03:00,1321.0200000000002,269.99,0.0,1.368,9.72,63.632000000000005,3.553
2018-07-01 12:00:00+03:00,1365.3000000000002,265.09,0.0,2.832,8.376,68.552,2.827
2018-07-01 13:00:00+03:00,1377.6000000000001,259.7,0.0,1.728,7.152,70.028,2.2439999999999998
2018-07-01 14:00:00+03:00,1348.9,264.6,0.0,0.6960000000000001,6.24,67.568,1.9029999999999998
2018-07-01 15:00:00+03:00,1344.8000000000002,278.32,0.0,0.0,6.768,61.787000000000006,1.672
2018-07-01 16:00:00+03:00,1317.74,342.51,0.0,0.0,4.464,51.701,1.43
2018-07-01 17:00:00+03:00,1248.0400000000002,590.45,0.0,0.048,4.008,38.704,1.21
2018-07-01 18:00:00+03:00,1224.26,798.21,0.0,2.952,8.832,21.566000000000003,1.056
2018-07-01 19:00:00+03:00,1335.7800000000002,887.88,0.0,3.12,17.184,6.929,0.979
2018-07-01 20:00:00+03:00,1292.3200000000002,998.62,0.0,4.224,20.976,0.984,0.825
2018-07-01 21:00:00+03:00,1242.3000000000002,1059.87,0.0,8.736,24.264,0.0,0.8909999999999999
2018-07-01 22:00:00+03:00,1254.6000000000001,1069.67,0.0,8.832,21.432000000000002,0.0,0.693
2018-07-01 23:00:00+03:00,1230.8200000000002,1064.28,0.0,5.5200000000000005,19.056,0.0,0.627
2018-07-02 00:00:00+03:00,1190.64,1044.19,0.0,1.2,15.528,0.0,0.638
2018-07-02 01:00:00+03:00,1261.98,894.25,0.0,1.248,14.52,0.0,0.715
