,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2018-03-01 01:00:00+02:00,31.0,3199.0,351.0,91.0,0.0,103.0,90.0,2104.0,0.0,3.0,172.0
2018-03-01 02:00:00+02:00,30.0,3166.0,353.0,91.0,0.0,102.0,9.0,2105.0,0.0,3.0,193.0
2018-03-01 03:00:00+02:00,31.0,3197.0,352.0,91.0,0.0,104.0,9.0,2103.0,0.0,3.0,158.0
2018-03-01 04:00:00+02:00,31.0,3186.0,353.0,91.0,0.0,105.0,9.0,2102.0,0.0,3.0,112.0
2018-03-01 05:00:00+02:00,31.0,3203.0,349.0,90.0,0.0,108.0,126.0,2104.0,0.0,3.0,89.0
2018-03-01 06:00:00+02:00,31.0,3215.0,350.0,90.0,0.0,109.0,581.0,2106.0,0.0,4.0,91.0
2018-03-01 07:00:00+02:00,31.0,3262.0,351.0,89.0,0.0,134.0,990.0,2105.0,22.0,5.0,81.0
2018-03-01 08:00:00+02:00,32.0,3279.0,350.0,90.0,0.0,175.0,953.0,2104.0,99.0,5.0,53.0
2018-03-01 09:00:00+02:00,31.0,3326.0,344.0,90.0,0.0,185.0,1000.0,2106.0,183.0,5.0,32.0
2018-03-01 10:00:00+02:00,30.0,3323.0,345.0,89.0,0.0,174.0,803.0,2105.0,269.0,5.0,18.0
2018-03-01 11:00:00+02:00,28.0,3303.0,346.0,89.0,0.0,172.0,610.0,2104.0,359.0,5.0,17.0
2018-03-01 12:00:00+02:00,30.0,3230.0,347.0,89.0,0.0,166.0,434.0,2103.0,439.0,4.0,7.0
2018-03-01 13:00:00+02:00,30.0,3153.0,348.0,89.0,0.0,174.0,324.0,2104.0,467.0,4.0,6.0
2018-03-01 14:00:00+02:00,29.0,3176.0,350.0,89.0,0.0,179.0,366.0,2103.0,413.0,4.0,26.0
2018-03-01 15:00:00+02:00,31.0,3245.0,353.0,89.0,0.0,179.0,439.0,2103.0,283.0,3.0,61.0
2018-03-01 16:00:00+02:00,33.0,3247.0,351.0,89.0,0.0,177.0,626.0,2104.0,131.0,4.0,69.0
2018-03-01 17:00:00+02:00,31.0,3244.0,353.0,89.0,0.0,179.0,941.0,2103.0,25.0,4.0,124.0
2018-03-01 18:00:00+02:00,31.0,3244.0,358.0,89.0,75.0,164.0,1378.0,2103.0,0.0,4.0,176.0
2018-03-01 19:00:00+02:00,32.0,3269.0,352.0,88.0,142.0,162.0,1509.0,2101.0,0.0,4.0,168.0
2018-03-01 20:00:00+02:00,32.0,3275.0,351.0,89.0,108.0,162.0,1312.0,2103.0,0.0,4.0,168.0
2018-03-01 21:00:00+02:00,33.0,3269.0,352.0,89.0,0.0,159.0,1155.0,2103.0,0.0,4.0,237.0
2018-03-01 22:00:00+02:00,33.0,3247.0,350.0,89.0,0.0,159.0,954.0,2102.0,0.0,4.0,280.0
2018-03-01 23:00:00+02:00,22.0,3172.0,341.0,89.0,0.0,144.0,648.0,2102.0,0.0,4.0,326.0
2018-03-02 00:00:00+02:00,17.0,3096.0,311.0,86.0,0.0,103.0,333.0,2103.0,0.0,4.0,183.0
2018-03-02 01:00:00+02:00,16.0,3071.0,312.0,86.0,0.0,79.0,88.0,2103.0,0.0,4.0,155.0
2018-03-02 02:00:00+02:00,16.0,3019.0,312.0,87.0,0.0,79.0,88.0,2102.0,0.0,4.0,99.0
2018-03-02 03:00:00+02:00,16.0,3056.0,311.0,87.0,0.0,82.0,88.0,2101.0,0.0,4.0,69.0
2018-03-02 04:00:00+02:00,15.0,3018.0,312.0,87.0,0.0,84.0,88.0,2102.0,0.0,4.0,98.0
