,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2018-10-01 01:00:00+03:00,30.0,2567.0,197.0,61.0,0.0,78.0,8.0,1024.0,0.0,5.0,160.0
2018-10-01 02:00:00+03:00,30.0,2560.0,197.0,59.0,0.0,63.0,8.0,1026.0,0.0,5.0,142.0
2018-10-01 03:00:00+03:00,29.0,2554.0,197.0,59.0,0.0,60.0,8.0,1025.0,0.0,4.0,124.0
2018-10-01 04:00:00+03:00,28.0,2579.0,197.0,57.0,0.0,61.0,8.0,1024.0,0.0,4.0,156.0
2018-10-01 05:00:00+03:00,30.0,2663.0,193.0,58.0,0.0,62.0,8.0,1023.0,0.0,4.0,159.0
2018-10-01 06:00:00+03:00,29.0,2683.0,194.0,59.0,0.0,61.0,274.0,1023.0,0.0,4.0,180.0
2018-10-01 07:00:00+03:00,30.0,2727.0,197.0,60.0,0.0,92.0,626.0,1024.0,1.0,5.0,174.0
2018-10-01 08:00:00+03:00,29.0,2737.0,198.0,60.0,0.0,131.0,799.0,1023.0,13.0,5.0,158.0
2018-10-01 09:00:00+03:00,28.0,2733.0,201.0,60.0,0.0,132.0,879.0,1023.0,38.0,5.0,151.0
2018-10-01 10:00:00+03:00,27.0,2737.0,198.0,60.0,0.0,136.0,836.0,1024.0,66.0,5.0,173.0
2018-10-01 11:00:00+03:00,28.0,2729.0,190.0,60.0,0.0,131.0,898.0,1023.0,89.0,5.0,141.0
2018-10-01 12:00:00+03:00,29.0,2639.0,190.0,61.0,0.0,126.0,855.0,1024.0,106.0,5.0,142.0
2018-10-01 13:00:00+03:00,28.0,2554.0,190.0,61.0,0.0,122.0,936.0,1025.0,113.0,5.0,126.0
2018-10-01 14:00:00+03:00,27.0,2401.0,187.0,61.0,0.0,120.0,1017.0,1024.0,122.0,5.0,129.0
2018-10-01 15:00:00+03:00,27.0,2397.0,194.0,61.0,0.0,122.0,956.0,1023.0,105.0,5.0,127.0
2018-10-01 16:00:00+03:00,25.0,2405.0,196.0,61.0,0.0,125.0,1008.0,1025.0,78.0,5.0,111.0
2018-10-01 17:00:00+03:00,27.0,2410.0,195.0,61.0,29.0,103.0,1021.0,1024.0,44.0,5.0,111.0
2018-10-01 18:00:00+03:00,27.0,2430.0,214.0,61.0,166.0,70.0,1099.0,1023.0,9.0,5.0,121.0
2018-10-01 19:00:00+03:00,27.0,2425.0,218.0,61.0,232.0,76.0,1212.0,1023.0,0.0,4.0,97.0
2018-10-01 20:00:00+03:00,27.0,2420.0,218.0,61.0,295.0,76.0,1216.0,1023.0,0.0,5.0,82.0
2018-10-01 21:00:00+03:00,27.0,2353.0,216.0,60.0,274.0,71.0,1077.0,1023.0,0.0,5.0,69.0
2018-10-01 22:00:00+03:00,27.0,2327.0,218.0,59.0,240.0,62.0,993.0,1024.0,0.0,5.0,43.0
2018-10-01 23:00:00+03:00,27.0,2421.0,218.0,59.0,1.0,58.0,1004.0,1024.0,0.0,5.0,35.0
2018-10-02 00:00:00+03:00,27.0,2391.0,200.0,61.0,0.0,56.0,660.0,1025.0,0.0,5.0,22.0
2018-10-02 01:00:00+03:00,27.0,2449.0,202.0,61.0,0.0,53.0,437.0,1025.0,0.0,5.0,19.0
2018-10-02 02:00:00+03:00,27.0,2505.0,202.0,60.0,0.0,54.0,374.0,1025.0,0.0,5.0,32.0
2018-10-02 03:00:00+03:00,28.0,2655.0,203.0,60.0,0.0,53.0,272.0,1024.0,0.0,4.0,65.0
2018-10-02 04:00:00+03:00,27.0,2679.0,201.0,59.0,0.0,51.0,247.0,1026.0,0.0,4.0,88.0
2018-10-02 05:00:00+03:00,26.0,2688.0,200.0,60.0,0.0,53.0,275.0,1025.0,0.0,4.0,94.0
2018-10-02 06:00:00+03:00,26.0,2676.0,198.0,60.0,0.0,58.0,456.0,1026.0,0.0,4.0,116.0
2018-10-02 07:00:00+03:00,28.0,2759.0,201.0,60.0,0.0,62.0,661.0,1025.0,5.0,4.0,139.0
2018-10-02 08:00:00+03:00,28.0,2825.0,206.0,61.0,0.0,109.0,642.0,1025.0,72.0,4.0,118.0
2018-10-02 09:00:00+03:00,25.0,2910.0,201.0,61.0,0.0,132.0,574.0,1026.0,176.0,3.0,101.0
2018-10-02 10:00:00+03:00,25.0,2952.0,197.0,61.0,0.0,131.0,335.0,1026.0,305.0,3.0,77.0
2018-10-02 11:00:00+03:00,26.0,2958.0,198.0,60.0,0.0,125.0,156.0,1027.0,420.0,3.0,76.0
2018-10-02 12:00:00+03:00,26.0,2915.0,195.0,60.0,0.0,109.0,47.0,1025.0,509.0,3.0,67.0
2018-10-02 13:00:00+03:00,25.0,2888.0,192.0,60.0,0.0,129.0,54.0,1026.0,532.0,5.0,36.0
2018-10-02 14:00:00+03:00,26.0,2850.0,196.0,61.0,0.0,119.0,8.0,1026.0,523.0,4.0,11.0
2018-10-02 15:00:00+03:00,26.0,2841.0,195.0,61.0,0.0,98.0,74.0,1026.0,459.0,4.0,1.0
2018-10-02 16:00:00+03:00,27.0,2837.0,195.0,61.0,0.0,99.0,233.0,1026.0,319.0,4.0,2.0
2018-10-02 17:00:00+03:00,28.0,2834.0,196.0,60.0,0.0,98.0,451.0,1027.0,163.0,4.0,6.0
2018-10-02 18:00:00+03:00,27.0,2830.0,196.0,60.0,0.0,65.0,793.0,1026.0,27.0,4.0,19.0
2018-10-02 19:00:00+03:00,26.0,2839.0,197.0,59.0,161.0,69.0,1105.0,1025.0,0.0,4.0,36.0
2018-10-02 20:00:00+03:00,26.0,2837.0,197.0,59.0,236.0,66.0,1080.0,1025.0,0.0,4.0,28.0
2018-10-02 21:00:00+03:00,27.0,2827.0,197.0,59.0,97.0,58.0,1046.0,1025.0,0.0,4.0,35.0
2018-10-02 22:00:00+03:00,27.0,2821.0,200.0,60.0,0.0,52.0,898.0,1025.0,0.0,4.0,49.0
2018-10-02 23:00:00+03:00,28.0,2708.0,200.0,60.0,0.0,49.0,595.0,1026.0,0.0,4.0,83.0
2018-10-03 00:00:00+03:00,28.0,2573.0,199.0,57.0,0.0,47.0,270.0,1026.0,0.0,4.0,110.0
2018-10-03 01:00:00+03:00,29.0,2607.0,202.0,58.0,0.0,45.0,83.0,1028.0,0.0,4.0,129.0
2018-10-03 02:00:00+03:00,27.0,2467.0,201.0,59.0,0.0,45.0,8.0,1028.0,0.0,4.0,138.0
2018-10-03 03:00:00+03:00,28.0,2258.0,200.0,59.0,0.0,45.0,8.0,1029.0,0.0,4.0,149.0
2018-10-03 04:00:00+03:00,28.0,2432.0,201.0,59.0,0.0,45.0,8.0,1029.0,0.0,4.0,155.0
2018-10-03 05:00:00+03:00,27.0,2531.0,202.0,60.0,0.0,45.0,55.0,1028.0,0.0,4.0,165.0
2018-10-03 06:00:00+03:00,27.0,2616.0,202.0,60.0,0.0,50.0,383.0,1028.0,0.0,4.0,153.0
2018-10-03 07:00:00+03:00,29.0,2625.0,203.0,59.0,0.0,85.0,651.0,1029.0,5.0,4.0,174.0
2018-10-03 08:00:00+03:00,29.0,2627.0,199.0,58.0,0.0,131.0,701.0,1028.0,70.0,4.0,126.0
2018-10-03 09:00:00+03:00,28.0,2671.0,170.0,58.0,0.0,142.0,686.0,1029.0,210.0,4.0,94.0
2018-10-03 10:00:00+03:00,27.0,2635.0,170.0,58.0,0.0,138.0,503.0,1030.0,365.0,4.0,90.0
2018-10-03 11:00:00+03:00,28.0,2610.0,165.0,59.0,0.0,138.0,315.0,1029.0,521.0,4.0,96.0
2018-10-03 12:00:00+03:00,27.0,2490.0,164.0,59.0,0.0,132.0,261.0,1028.0,613.0,4.0,103.0
2018-10-03 13:00:00+03:00,28.0,2454.0,165.0,59.0,0.0,130.0,205.0,1029.0,666.0,4.0,108.0
2018-10-03 14:00:00+03:00,28.0,2462.0,174.0,59.0,0.0,126.0,172.0,1029.0,630.0,4.0,99.0
2018-10-03 15:00:00+03:00,29.0,2573.0,183.0,60.0,0.0,124.0,171.0,1028.0,516.0,4.0,86.0
2018-10-03 16:00:00+03:00,29.0,2631.0,190.0,60.0,0.0,122.0,299.0,1028.0,352.0,4.0,93.0
2018-10-03 17:00:00+03:00,30.0,2624.0,190.0,60.0,0.0,129.0,573.0,1028.0,150.0,4.0,119.0
2018-10-03 18:00:00+03:00,29.0,2626.0,193.0,60.0,0.0,94.0,1012.0,1026.0,19.0,4.0,118.0
2018-10-03 19:00:00+03:00,29.0,2649.0,193.0,59.0,330.0,94.0,1156.0,1026.0,0.0,5.0,121.0
2018-10-03 20:00:00+03:00,28.0,2669.0,195.0,59.0,337.0,93.0,1145.0,1025.0,0.0,4.0,137.0
2018-10-03 21:00:00+03:00,28.0,2681.0,195.0,59.0,80.0,86.0,1045.0,1029.0,0.0,4.0,214.0
2018-10-03 22:00:00+03:00,30.0,2724.0,199.0,59.0,0.0,53.0,730.0,1028.0,0.0,4.0,282.0
2018-10-03 23:00:00+03:00,30.0,2781.0,202.0,59.0,0.0,53.0,305.0,1029.0,0.0,4.0,350.0
2018-10-04 00:00:00+03:00,29.0,2643.0,196.0,58.0,0.0,52.0,12.0,1029.0,0.0,4.0,364.0
2018-10-04 01:00:00+03:00,29.0,2756.0,198.0,59.0,0.0,49.0,8.0,1030.0,0.0,4.0,346.0
2018-10-04 02:00:00+03:00,29.0,2853.0,199.0,59.0,0.0,50.0,8.0,1031.0,0.0,4.0,214.0
2018-10-04 03:00:00+03:00,28.0,2890.0,200.0,59.0,0.0,50.0,8.0,1030.0,0.0,4.0,182.0
2018-10-04 04:00:00+03:00,28.0,2837.0,200.0,59.0,0.0,50.0,8.0,1029.0,0.0,4.0,242.0
2018-10-04 05:00:00+03:00,29.0,2696.0,197.0,61.0,0.0,50.0,8.0,1030.0,0.0,4.0,344.0
2018-10-04 06:00:00+03:00,28.0,2814.0,201.0,61.0,0.0,52.0,165.0,1030.0,0.0,3.0,337.0
2018-10-04 07:00:00+03:00,29.0,2855.0,200.0,59.0,0.0,84.0,390.0,1031.0,12.0,3.0,323.0
2018-10-04 08:00:00+03:00,28.0,2854.0,196.0,59.0,0.0,127.0,381.0,1030.0,152.0,3.0,253.0
2018-10-04 09:00:00+03:00,29.0,2848.0,196.0,59.0,0.0,129.0,266.0,1029.0,375.0,3.0,188.0
2018-10-04 10:00:00+03:00,28.0,2803.0,195.0,59.0,0.0,137.0,74.0,1030.0,573.0,3.0,148.0
2018-10-04 11:00:00+03:00,29.0,2762.0,187.0,57.0,0.0,132.0,8.0,1029.0,694.0,4.0,128.0
2018-10-04 12:00:00+03:00,29.0,2814.0,187.0,58.0,0.0,131.0,8.0,1030.0,722.0,4.0,129.0
2018-10-04 13:00:00+03:00,30.0,2828.0,186.0,57.0,0.0,128.0,28.0,1029.0,722.0,4.0,135.0
2018-10-04 14:00:00+03:00,30.0,2783.0,184.0,57.0,0.0,119.0,23.0,1031.0,679.0,4.0,144.0
2018-10-04 15:00:00+03:00,29.0,2852.0,188.0,59.0,0.0,122.0,23.0,1029.0,581.0,4.0,120.0
2018-10-04 16:00:00+03:00,30.0,2857.0,188.0,58.0,0.0,117.0,23.0,1028.0,423.0,4.0,81.0
2018-10-04 17:00:00+03:00,29.0,2890.0,187.0,58.0,0.0,120.0,314.0,1029.0,211.0,4.0,67.0
2018-10-04 18:00:00+03:00,29.0,2889.0,187.0,62.0,0.0,83.0,774.0,1028.0,31.0,4.0,53.0
2018-10-04 19:00:00+03:00,28.0,2915.0,185.0,59.0,220.0,87.0,1107.0,1028.0,0.0,4.0,51.0
2018-10-04 20:00:00+03:00,28.0,2949.0,184.0,59.0,182.0,90.0,1091.0,1027.0,0.0,4.0,61.0
2018-10-04 21:00:00+03:00,27.0,2959.0,185.0,58.0,29.0,84.0,1061.0,1028.0,0.0,4.0,46.0
2018-10-04 22:00:00+03:00,28.0,2887.0,186.0,57.0,0.0,57.0,910.0,1029.0,0.0,4.0,28.0
2018-10-04 23:00:00+03:00,29.0,2881.0,187.0,58.0,0.0,54.0,634.0,1031.0,0.0,4.0,19.0
2018-10-05 00:00:00+03:00,29.0,2956.0,188.0,59.0,0.0,56.0,168.0,1032.0,0.0,4.0,23.0
2018-10-05 01:00:00+03:00,28.0,2871.0,190.0,58.0,0.0,54.0,8.0,1032.0,0.0,4.0,28.0
2018-10-05 02:00:00+03:00,27.0,3046.0,190.0,58.0,0.0,54.0,8.0,1031.0,0.0,4.0,21.0
2018-10-05 03:00:00+03:00,28.0,3050.0,192.0,59.0,0.0,54.0,8.0,1030.0,0.0,4.0,16.0
2018-10-05 04:00:00+03:00,27.0,3096.0,190.0,58.0,0.0,54.0,8.0,1030.0,0.0,4.0,16.0
