,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2018-02-01 00:00:00+01:00,440.0,18.0,7551.0,2521.0,81.0,682.0,0.0,1552.0,77.0,7173.0,0.0,46.0,2319.0
2018-02-01 01:00:00+01:00,442.0,18.0,7278.0,2160.0,80.0,682.0,0.0,1438.0,63.0,6419.0,0.0,45.0,2411.0
2018-02-01 02:00:00+01:00,441.0,18.0,6782.0,2034.0,80.0,683.0,0.0,1390.0,62.0,6150.0,1.0,44.0,2763.0
2018-02-01 03:00:00+01:00,439.0,18.0,6451.0,2019.0,80.0,682.0,0.0,1390.0,62.0,6119.0,0.0,42.0,3020.0
2018-02-01 04:00:00+01:00,443.0,17.0,6527.0,2023.0,79.0,683.0,0.0,1388.0,62.0,6396.0,0.0,41.0,2991.0
2018-02-01 05:00:00+01:00,422.0,17.0,7436.0,2092.0,80.0,682.0,0.0,1378.0,73.0,7253.0,0.0,39.0,2997.0
2018-02-01 06:00:00+01:00,420.0,36.0,9559.0,2724.0,93.0,668.0,0.0,1775.0,458.0,8975.0,0.0,38.0,2966.0
2018-02-01 07:00:00+01:00,432.0,36.0,11865.0,3034.0,83.0,666.0,0.0,2988.0,1049.0,10021.0,128.0,38.0,3248.0
2018-02-01 08:00:00+01:00,428.0,36.0,12656.0,3032.0,80.0,666.0,0.0,3854.0,1406.0,9849.0,881.0,38.0,3504.0
2018-02-01 09:00:00+01:00,425.0,36.0,13023.0,3045.0,88.0,662.0,85.0,4036.0,1424.0,9899.0,2202.0,37.0,3475.0
2018-02-01 10:00:00+01:00,426.0,36.0,12827.0,2988.0,80.0,662.0,241.0,3658.0,1268.0,10284.0,2677.0,41.0,3863.0
2018-02-01 11:00:00+01:00,426.0,36.0,12683.0,2765.0,79.0,669.0,365.0,3203.0,1046.0,10013.0,2772.0,41.0,4301.0
2018-02-01 12:00:00+01:00,423.0,36.0,12538.0,2508.0,80.0,668.0,34.0,2879.0,672.0,9931.0,2319.0,42.0,4533.0
2018-02-01 13:00:00+01:00,425.0,36.0,12604.0,2378.0,80.0,668.0,101.0,2941.0,892.0,9970.0,1907.0,41.0,4741.0
2018-02-01 14:00:00+01:00,424.0,36.0,13184.0,2593.0,80.0,666.0,70.0,2964.0,1008.0,10138.0,1511.0,43.0,4979.0
2018-02-01 15:00:00+01:00,418.0,36.0,13041.0,2881.0,80.0,666.0,67.0,3055.0,1067.0,10434.0,891.0,45.0,5100.0
2018-02-01 16:00:00+01:00,426.0,36.0,13018.0,3123.0,81.0,661.0,72.0,3772.0,1270.0,10394.0,282.0,41.0,4980.0
2018-02-01 17:00:00+01:00,429.0,17.0,13456.0,3074.0,93.0,654.0,275.0,4271.0,1078.0,10449.0,3.0,43.0,4836.0
2018-02-01 18:00:00+01:00,429.0,17.0,13076.0,3017.0,82.0,655.0,549.0,4418.0,1068.0,10141.0,0.0,46.0,4941.0
2018-02-01 19:00:00+01:00,427.0,17.0,12870.0,3015.0,80.0,656.0,513.0,4340.0,1137.0,9990.0,0.0,47.0,5030.0
2018-02-01 20:00:00+01:00,431.0,17.0,12690.0,3009.0,84.0,672.0,168.0,3371.0,777.0,9502.0,0.0,44.0,5343.0
2018-02-01 21:00:00+01:00,437.0,17.0,11492.0,2986.0,81.0,673.0,67.0,3031.0,428.0,8707.0,0.0,44.0,5511.0
2018-02-01 22:00:00+01:00,433.0,17.0,9851.0,2740.0,88.0,669.0,0.0,2115.0,183.0,7972.0,0.0,46.0,5630.0
2018-02-01 23:00:00+01:00,436.0,17.0,8196.0,2112.0,80.0,677.0,0.0,1888.0,141.0,7261.0,1.0,47.0,5664.0
2018-02-02 00:00:00+01:00,429.0,16.0,6219.0,2253.0,79.0,675.0,0.0,1764.0,54.0,6342.0,0.0,44.0,5458.0
2018-02-02 01:00:00+01:00,430.0,16.0,6105.0,2552.0,78.0,674.0,0.0,1637.0,74.0,6025.0,3.0,48.0,5199.0
2018-02-02 02:00:00+01:00,423.0,16.0,5706.0,2170.0,79.0,675.0,0.0,1654.0,122.0,5856.0,6.0,50.0,5161.0
2018-02-02 03:00:00+01:00,422.0,16.0,5994.0,2005.0,79.0,675.0,0.0,1627.0,110.0,5806.0,7.0,49.0,4862.0
2018-02-02 04:00:00+01:00,429.0,16.0,6200.0,2202.0,78.0,676.0,0.0,1673.0,51.0,5999.0,8.0,46.0,4761.0
2018-02-02 05:00:00+01:00,426.0,16.0,6791.0,2610.0,79.0,666.0,0.0,1729.0,63.0,6715.0,1.0,41.0,4640.0
2018-02-02 06:00:00+01:00,422.0,16.0,8422.0,2961.0,79.0,657.0,0.0,2331.0,302.0,8155.0,2.0,39.0,4645.0
2018-02-02 07:00:00+01:00,417.0,16.0,9744.0,3075.0,78.0,667.0,432.0,3183.0,926.0,9548.0,33.0,41.0,4627.0
2018-02-02 08:00:00+01:00,418.0,16.0,10711.0,3105.0,79.0,673.0,968.0,4120.0,1482.0,9989.0,464.0,42.0,4759.0
2018-02-02 09:00:00+01:00,409.0,16.0,10870.0,3095.0,79.0,674.0,1749.0,4232.0,1347.0,9961.0,1155.0,44.0,4709.0
2018-02-02 10:00:00+01:00,412.0,16.0,10748.0,2990.0,79.0,671.0,1494.0,3915.0,1217.0,10046.0,1975.0,43.0,5155.0
2018-02-02 11:00:00+01:00,381.0,16.0,10441.0,2871.0,79.0,648.0,916.0,3731.0,1292.0,9695.0,2722.0,42.0,5565.0
2018-02-02 12:00:00+01:00,411.0,16.0,9741.0,2784.0,84.0,646.0,201.0,3417.0,1216.0,8810.0,2863.0,43.0,5703.0
2018-02-02 13:00:00+01:00,418.0,16.0,9699.0,2574.0,101.0,662.0,112.0,3321.0,1094.0,8871.0,2181.0,42.0,5749.0
2018-02-02 14:00:00+01:00,420.0,16.0,10030.0,2498.0,126.0,662.0,264.0,3431.0,1089.0,9703.0,1354.0,40.0,5708.0
2018-02-02 15:00:00+01:00,426.0,16.0,10584.0,2496.0,138.0,658.0,416.0,3547.0,1067.0,9958.0,810.0,43.0,5766.0
2018-02-02 16:00:00+01:00,442.0,16.0,11420.0,2530.0,136.0,656.0,177.0,3994.0,1233.0,10067.0,232.0,45.0,5552.0
2018-02-02 17:00:00+01:00,438.0,16.0,11698.0,2593.0,137.0,672.0,704.0,4696.0,1174.0,9944.0,12.0,43.0,5404.0
2018-02-02 18:00:00+01:00,437.0,16.0,11018.0,2904.0,137.0,676.0,1062.0,4973.0,1368.0,10186.0,6.0,39.0,5261.0
2018-02-02 19:00:00+01:00,439.0,16.0,10905.0,2999.0,138.0,676.0,690.0,4818.0,1371.0,9781.0,4.0,44.0,5536.0
2018-02-02 20:00:00+01:00,430.0,16.0,10406.0,3108.0,141.0,675.0,111.0,3737.0,912.0,9146.0,2.0,43.0,5675.0
2018-02-02 21:00:00+01:00,438.0,16.0,9262.0,3082.0,146.0,675.0,63.0,3273.0,343.0,8230.0,3.0,47.0,5914.0
2018-02-02 22:00:00+01:00,445.0,16.0,8108.0,2950.0,152.0,675.0,63.0,2459.0,175.0,7478.0,10.0,44.0,5466.0
2018-02-02 23:00:00+01:00,439.0,16.0,6347.0,2689.0,137.0,668.0,62.0,2271.0,154.0,6766.0,13.0,48.0,5836.0
2018-02-03 00:00:00+01:00,427.0,16.0,5013.0,2083.0,77.0,678.0,0.0,2212.0,355.0,6114.0,0.0,47.0,5947.0
2018-02-03 01:00:00+01:00,424.0,16.0,4531.0,1639.0,78.0,676.0,0.0,2023.0,180.0,5953.0,0.0,42.0,5258.0
2018-02-03 02:00:00+01:00,426.0,16.0,4648.0,1558.0,78.0,672.0,0.0,1928.0,59.0,5799.0,0.0,45.0,4730.0
2018-02-03 03:00:00+01:00,425.0,16.0,4625.0,1515.0,78.0,681.0,0.0,1872.0,36.0,5577.0,0.0,44.0,4906.0
2018-02-03 04:00:00+01:00,405.0,16.0,4731.0,1564.0,78.0,681.0,0.0,1859.0,49.0,5698.0,0.0,41.0,4409.0
2018-02-03 05:00:00+01:00,398.0,16.0,4878.0,1587.0,77.0,682.0,0.0,1788.0,60.0,5953.0,0.0,41.0,5017.0
2018-02-03 06:00:00+01:00,397.0,16.0,5369.0,1896.0,78.0,681.0,0.0,1902.0,91.0,6298.0,0.0,39.0,5876.0
2018-02-03 07:00:00+01:00,391.0,16.0,5720.0,2303.0,78.0,682.0,0.0,2749.0,275.0,7331.0,17.0,37.0,5980.0
2018-02-03 08:00:00+01:00,376.0,16.0,5697.0,2415.0,77.0,681.0,0.0,3481.0,1079.0,7337.0,383.0,38.0,6147.0
