,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2018-10-01 02:45:00+02:00,4476.0,15699.0,373.0,3315.0,7811.0,526.0,21.0,194.0,1189.0,17.0,7913.0,217.0,122.0,0.0,548.0,2288.0,3943.0
2018-10-01 03:00:00+02:00,4475.0,15748.0,373.0,3154.0,7889.0,529.0,21.0,194.0,1190.0,78.0,7888.0,217.0,122.0,0.0,548.0,2230.0,3957.0
2018-10-01 03:15:00+02:00,4467.0,15744.0,363.0,3164.0,7913.0,529.0,21.0,194.0,1190.0,76.0,7832.0,217.0,122.0,0.0,555.0,1958.0,4063.0
2018-10-01 03:30:00+02:00,4470.0,15763.0,363.0,3176.0,7940.0,530.0,21.0,194.0,1191.0,21.0,7838.0,217.0,122.0,0.0,560.0,2159.0,4187.0
2018-10-01 03:45:00+02:00,4463.0,15757.0,363.0,3191.0,7954.0,531.0,21.0,194.0,1190.0,12.0,7790.0,217.0,122.0,0.0,558.0,2457.0,4358.0
2018-10-01 04:00:00+02:00,4460.0,15830.0,363.0,3318.0,7864.0,529.0,22.0,194.0,1189.0,46.0,7827.0,217.0,122.0,0.0,562.0,2698.0,4453.0
2018-10-01 04:15:00+02:00,4479.0,15814.0,372.0,3340.0,7971.0,528.0,22.0,194.0,1191.0,38.0,7803.0,217.0,122.0,0.0,560.0,2509.0,4518.0
2018-10-01 04:30:00+02:00,4490.0,15814.0,372.0,3390.0,8327.0,529.0,22.0,194.0,1193.0,55.0,7883.0,217.0,122.0,0.0,562.0,2560.0,4635.0
2018-10-01 04:45:00+02:00,4492.0,15799.0,372.0,3401.0,8725.0,528.0,22.0,195.0,1192.0,38.0,7930.0,216.0,122.0,0.0,560.0,2480.0,4722.0
2018-10-01 05:00:00+02:00,4493.0,15771.0,372.0,3529.0,9451.0,528.0,21.0,194.0,1192.0,38.0,7910.0,216.0,122.0,0.0,557.0,2485.0,4913.0
2018-10-01 05:15:00+02:00,4508.0,15780.0,352.0,3550.0,9986.0,529.0,21.0,211.0,1195.0,22.0,7926.0,216.0,122.0,0.0,557.0,2567.0,5129.0
2018-10-01 05:30:00+02:00,4501.0,15810.0,352.0,3694.0,10486.0,528.0,21.0,210.0,1194.0,33.0,7942.0,216.0,122.0,0.0,557.0,2796.0,5308.0
2018-10-01 05:45:00+02:00,4526.0,15849.0,352.0,3813.0,11106.0,528.0,21.0,218.0,1194.0,63.0,7950.0,216.0,122.0,0.0,555.0,2763.0,5460.0
2018-10-01 06:00:00+02:00,4526.0,15690.0,352.0,4549.0,11845.0,527.0,21.0,287.0,1192.0,18.0,7876.0,216.0,122.0,0.0,557.0,3320.0,5734.0
2018-10-01 06:15:00+02:00,4518.0,15689.0,344.0,4631.0,12363.0,526.0,22.0,354.0,1189.0,38.0,7847.0,215.0,122.0,0.0,561.0,3361.0,5938.0
2018-10-01 06:30:00+02:00,4513.0,15770.0,344.0,4727.0,12463.0,526.0,22.0,824.0,1190.0,128.0,7875.0,215.0,122.0,0.0,556.0,3495.0,6089.0
2018-10-01 06:45:00+02:00,4503.0,15795.0,344.0,4971.0,12906.0,523.0,21.0,1162.0,1195.0,132.0,7945.0,216.0,122.0,0.0,555.0,3870.0,6165.0
2018-10-01 07:00:00+02:00,4520.0,15783.0,344.0,5489.0,13636.0,527.0,22.0,3899.0,1203.0,59.0,7929.0,257.0,122.0,7.0,553.0,3841.0,6406.0
2018-10-01 07:15:00+02:00,4519.0,15883.0,317.0,5574.0,13833.0,525.0,22.0,4409.0,1205.0,45.0,7896.0,257.0,122.0,59.0,552.0,3610.0,6727.0
2018-10-01 07:30:00+02:00,4514.0,15887.0,317.0,5588.0,14090.0,528.0,22.0,4100.0,1202.0,43.0,7961.0,257.0,122.0,227.0,554.0,3660.0,6894.0
2018-10-01 07:45:00+02:00,4501.0,15864.0,317.0,5591.0,14128.0,528.0,22.0,4050.0,1201.0,128.0,7950.0,257.0,122.0,540.0,554.0,3836.0,6989.0
2018-10-01 08:00:00+02:00,4489.0,15810.0,317.0,5583.0,14027.0,526.0,22.0,4986.0,1203.0,150.0,7948.0,257.0,122.0,1020.0,556.0,3807.0,7010.0
2018-10-01 08:15:00+02:00,4506.0,15805.0,320.0,5611.0,14075.0,526.0,22.0,4866.0,1207.0,149.0,7961.0,257.0,122.0,1627.0,555.0,3994.0,6900.0
2018-10-01 08:30:00+02:00,4511.0,15763.0,320.0,5624.0,14076.0,526.0,22.0,4955.0,1209.0,180.0,7952.0,257.0,122.0,2349.0,555.0,4177.0,6484.0
2018-10-01 08:45:00+02:00,4515.0,15753.0,320.0,5625.0,14094.0,527.0,22.0,4679.0,1213.0,155.0,7946.0,257.0,122.0,3035.0,550.0,4121.0,6326.0
2018-10-01 09:00:00+02:00,4505.0,15818.0,320.0,5609.0,14180.0,527.0,22.0,5063.0,1218.0,151.0,7978.0,257.0,122.0,3830.0,537.0,4178.0,6282.0
2018-10-01 09:15:00+02:00,4497.0,15828.0,320.0,5601.0,14000.0,529.0,22.0,4826.0,1221.0,149.0,7994.0,257.0,122.0,4753.0,547.0,4336.0,5945.0
2018-10-01 09:30:00+02:00,4484.0,15925.0,320.0,5601.0,13784.0,531.0,22.0,4721.0,1226.0,149.0,7989.0,257.0,122.0,5546.0,551.0,4313.0,5701.0
2018-10-01 09:45:00+02:00,4469.0,15983.0,320.0,5490.0,13554.0,528.0,22.0,4265.0,1232.0,133.0,7988.0,257.0,122.0,6398.0,546.0,4300.0,5747.0
2018-10-01 10:00:00+02:00,4482.0,16042.0,320.0,5428.0,13438.0,528.0,22.0,3203.0,1245.0,168.0,7998.0,257.0,122.0,7164.0,550.0,4274.0,5733.0
2018-10-01 10:15:00+02:00,4493.0,16072.0,335.0,5452.0,13494.0,530.0,23.0,2647.0,1247.0,83.0,7991.0,257.0,122.0,7990.0,549.0,4290.0,6032.0
2018-10-01 10:30:00+02:00,4496.0,16127.0,335.0,5457.0,13413.0,526.0,23.0,2278.0,1252.0,29.0,7974.0,257.0,122.0,8836.0,551.0,4319.0,6565.0
2018-10-01 10:45:00+02:00,4474.0,16111.0,335.0,5469.0,13333.0,528.0,23.0,2156.0,1259.0,22.0,7967.0,257.0,122.0,9385.0,545.0,4228.0,7239.0
2018-10-01 11:00:00+02:00,4485.0,16068.0,335.0,5272.0,12938.0,529.0,23.0,1093.0,1262.0,47.0,7983.0,257.0,122.0,9657.0,550.0,4250.0,7941.0
2018-10-01 11:15:00+02:00,4477.0,16074.0,310.0,5209.0,12640.0,529.0,23.0,1164.0,1267.0,92.0,7982.0,257.0,122.0,10063.0,548.0,4286.0,8429.0
2018-10-01 11:30:00+02:00,4482.0,15973.0,310.0,5100.0,12163.0,529.0,22.0,1116.0,1265.0,31.0,7923.0,257.0,122.0,10455.0,544.0,4280.0,8927.0
2018-10-01 11:45:00+02:00,4499.0,15895.0,310.0,5042.0,11518.0,529.0,22.0,1226.0,1271.0,34.0,7912.0,257.0,122.0,10659.0,542.0,4292.0,9346.0
2018-10-01 12:00:00+02:00,4539.0,15531.0,310.0,4670.0,10643.0,529.0,22.0,750.0,1290.0,108.0,7903.0,257.0,122.0,10969.0,530.0,4343.0,9831.0
2018-10-01 12:15:00+02:00,4537.0,15265.0,324.0,4686.0,10286.0,527.0,22.0,540.0,1295.0,38.0,7901.0,257.0,122.0,11080.0,541.0,4345.0,10358.0
2018-10-01 12:30:00+02:00,4528.0,15342.0,324.0,4682.0,9983.0,527.0,22.0,817.0,1300.0,45.0,7888.0,257.0,122.0,11100.0,543.0,4420.0,10750.0
2018-10-01 12:45:00+02:00,4517.0,15301.0,324.0,4716.0,9767.0,528.0,22.0,687.0,1308.0,45.0,7863.0,257.0,122.0,11173.0,545.0,4425.0,10946.0
2018-10-01 13:00:00+02:00,4515.0,15264.0,324.0,4366.0,9620.0,526.0,23.0,1207.0,1312.0,175.0,7811.0,256.0,122.0,11067.0,551.0,4320.0,11511.0
2018-10-01 13:15:00+02:00,4511.0,15213.0,332.0,4363.0,9674.0,526.0,23.0,906.0,1322.0,50.0,7768.0,256.0,122.0,11268.0,552.0,4297.0,11736.0
2018-10-01 13:30:00+02:00,4510.0,15232.0,332.0,4434.0,9586.0,529.0,22.0,497.0,1328.0,29.0,7700.0,256.0,122.0,11322.0,546.0,4340.0,12151.0
2018-10-01 13:45:00+02:00,4517.0,15172.0,332.0,4501.0,9533.0,528.0,22.0,381.0,1333.0,13.0,7654.0,256.0,122.0,11365.0,544.0,4260.0,12853.0
2018-10-01 14:00:00+02:00,4526.0,14954.0,332.0,4614.0,9464.0,528.0,22.0,474.0,1334.0,46.0,7664.0,256.0,122.0,11101.0,545.0,4361.0,13253.0
2018-10-01 14:15:00+02:00,4536.0,14960.0,286.0,4687.0,9428.0,525.0,22.0,418.0,1338.0,32.0,7658.0,256.0,122.0,10514.0,545.0,4459.0,13972.0
2018-10-01 14:30:00+02:00,4535.0,14926.0,286.0,4738.0,9365.0,525.0,22.0,411.0,1337.0,16.0,7648.0,256.0,122.0,10623.0,532.0,4495.0,14658.0
2018-10-01 14:45:00+02:00,4524.0,14903.0,286.0,4804.0,9242.0,526.0,22.0,470.0,1340.0,31.0,7661.0,256.0,122.0,10293.0,528.0,4414.0,15218.0
2018-10-01 15:00:00+02:00,4549.0,14842.0,286.0,4831.0,8822.0,527.0,22.0,507.0,1343.0,41.0,7659.0,256.0,122.0,9658.0,494.0,4445.0,15308.0
2018-10-01 15:15:00+02:00,4556.0,14780.0,283.0,4889.0,8738.0,529.0,22.0,446.0,1351.0,43.0,7658.0,256.0,122.0,8720.0,491.0,4482.0,15377.0
2018-10-01 15:30:00+02:00,4538.0,14768.0,283.0,4894.0,8683.0,529.0,22.0,388.0,1354.0,71.0,7665.0,256.0,122.0,8210.0,525.0,4517.0,15652.0
2018-10-01 15:45:00+02:00,4544.0,14764.0,283.0,4888.0,8669.0,528.0,22.0,330.0,1357.0,74.0,7666.0,256.0,122.0,7549.0,552.0,4491.0,15653.0
2018-10-01 16:00:00+02:00,4542.0,14802.0,283.0,4927.0,8581.0,527.0,22.0,343.0,1359.0,31.0,7659.0,256.0,122.0,6878.0,552.0,4308.0,15871.0
2018-10-01 16:15:00+02:00,4557.0,14719.0,280.0,4956.0,8626.0,527.0,22.0,382.0,1361.0,158.0,7687.0,256.0,122.0,6186.0,547.0,4084.0,16233.0
2018-10-01 16:30:00+02:00,4561.0,14689.0,280.0,4958.0,8776.0,528.0,22.0,371.0,1363.0,189.0,7692.0,256.0,122.0,5354.0,525.0,4231.0,16283.0
2018-10-01 16:45:00+02:00,4553.0,14725.0,280.0,4992.0,9135.0,528.0,22.0,272.0,1363.0,163.0,7681.0,256.0,122.0,4763.0,534.0,4494.0,16336.0
2018-10-01 17:00:00+02:00,4553.0,15174.0,280.0,5200.0,9266.0,528.0,22.0,375.0,1366.0,68.0,7650.0,257.0,122.0,3994.0,540.0,4531.0,16540.0
2018-10-01 17:15:00+02:00,4548.0,15375.0,268.0,5201.0,9560.0,527.0,22.0,531.0,1374.0,137.0,7690.0,257.0,122.0,3216.0,540.0,4544.0,15336.0
2018-10-01 17:30:00+02:00,4559.0,15443.0,268.0,5390.0,10064.0,529.0,22.0,833.0,1380.0,241.0,7705.0,257.0,122.0,2380.0,542.0,4569.0,15049.0
2018-10-01 17:45:00+02:00,4562.0,15483.0,268.0,5450.0,10476.0,527.0,22.0,1208.0,1383.0,202.0,7705.0,257.0,122.0,1748.0,543.0,4549.0,14475.0
2018-10-01 18:00:00+02:00,4559.0,15740.0,268.0,5544.0,10631.0,526.0,22.0,831.0,1390.0,157.0,7686.0,257.0,122.0,1104.0,536.0,4590.0,13897.0
2018-10-01 18:15:00+02:00,4572.0,15922.0,271.0,5475.0,10779.0,528.0,22.0,931.0,1406.0,229.0,7783.0,257.0,122.0,658.0,497.0,4553.0,13585.0
2018-10-01 18:30:00+02:00,4576.0,15907.0,271.0,5498.0,10874.0,527.0,22.0,1804.0,1417.0,101.0,7827.0,257.0,122.0,260.0,499.0,4556.0,13566.0
2018-10-01 18:45:00+02:00,4546.0,15875.0,271.0,5499.0,11077.0,523.0,22.0,2500.0,1428.0,147.0,7880.0,258.0,122.0,72.0,549.0,4478.0,13431.0
2018-10-01 19:00:00+02:00,4559.0,15839.0,271.0,5425.0,11322.0,524.0,22.0,4177.0,1446.0,45.0,7850.0,258.0,122.0,4.0,551.0,4308.0,13482.0
2018-10-01 19:15:00+02:00,4551.0,15892.0,268.0,5318.0,11431.0,523.0,22.0,4658.0,1466.0,52.0,7873.0,258.0,122.0,0.0,561.0,4456.0,13483.0
2018-10-01 19:30:00+02:00,4542.0,15857.0,268.0,5328.0,11407.0,524.0,22.0,4075.0,1465.0,30.0,7865.0,258.0,122.0,0.0,546.0,4498.0,13552.0
2018-10-01 19:45:00+02:00,4542.0,15827.0,268.0,5333.0,11393.0,524.0,22.0,3643.0,1476.0,29.0,7863.0,258.0,122.0,0.0,548.0,4401.0,13821.0
2018-10-01 20:00:00+02:00,4546.0,15876.0,268.0,5346.0,11298.0,523.0,22.0,3014.0,1486.0,82.0,7867.0,259.0,122.0,0.0,548.0,4124.0,14056.0
2018-10-01 20:15:00+02:00,4544.0,15817.0,264.0,5361.0,11225.0,522.0,22.0,2201.0,1491.0,60.0,7827.0,259.0,122.0,0.0,549.0,4233.0,14503.0
2018-10-01 20:30:00+02:00,4549.0,15878.0,264.0,5366.0,10963.0,524.0,22.0,1465.0,1496.0,8.0,7839.0,259.0,122.0,0.0,546.0,4267.0,14569.0
2018-10-01 20:45:00+02:00,4524.0,15756.0,264.0,5421.0,10651.0,523.0,22.0,1129.0,1498.0,14.0,7768.0,259.0,122.0,0.0,547.0,4195.0,14470.0
2018-10-01 21:00:00+02:00,4529.0,15847.0,264.0,5232.0,10112.0,523.0,22.0,927.0,1506.0,76.0,7767.0,260.0,122.0,0.0,552.0,4230.0,14677.0
2018-10-01 21:15:00+02:00,4536.0,15838.0,270.0,5249.0,9834.0,524.0,22.0,547.0,1517.0,21.0,7752.0,260.0,122.0,0.0,556.0,4227.0,14447.0
2018-10-01 21:30:00+02:00,4531.0,15798.0,270.0,5232.0,9403.0,526.0,22.0,408.0,1523.0,12.0,7760.0,260.0,122.0,0.0,548.0,4103.0,14382.0
2018-10-01 21:45:00+02:00,4525.0,15777.0,270.0,5195.0,8946.0,526.0,22.0,535.0,1533.0,15.0,7749.0,260.0,122.0,0.0,546.0,3629.0,14317.0
2018-10-01 22:00:00+02:00,4527.0,15720.0,270.0,4722.0,8630.0,524.0,22.0,804.0,1539.0,66.0,7774.0,253.0,122.0,0.0,547.0,3639.0,13988.0
2018-10-01 22:15:00+02:00,4533.0,15651.0,298.0,4638.0,8473.0,524.0,22.0,548.0,1543.0,12.0,7757.0,253.0,122.0,0.0,538.0,3603.0,14197.0
2018-10-01 22:30:00+02:00,4516.0,15651.0,298.0,4521.0,8138.0,524.0,22.0,435.0,1546.0,13.0,7695.0,252.0,122.0,0.0,546.0,3621.0,14346.0
2018-10-01 22:45:00+02:00,4500.0,15681.0,298.0,4304.0,7558.0,520.0,22.0,543.0,1554.0,13.0,7634.0,252.0,122.0,0.0,547.0,3268.0,14320.0
2018-10-01 23:00:00+02:00,4515.0,15585.0,298.0,3931.0,6846.0,522.0,22.0,559.0,1564.0,24.0,7699.0,259.0,122.0,0.0,546.0,3399.0,14290.0
2018-10-01 23:15:00+02:00,4510.0,15417.0,309.0,3874.0,6350.0,522.0,22.0,532.0,1570.0,30.0,7734.0,256.0,122.0,0.0,550.0,3295.0,14168.0
2018-10-01 23:30:00+02:00,4514.0,15421.0,309.0,3851.0,6076.0,521.0,23.0,422.0,1576.0,12.0,7705.0,256.0,122.0,0.0,551.0,3177.0,14089.0
2018-10-01 23:45:00+02:00,4515.0,15425.0,309.0,3600.0,6046.0,521.0,23.0,359.0,1586.0,16.0,7737.0,256.0,122.0,0.0,550.0,3044.0,13932.0
2018-10-02 00:00:00+02:00,4503.0,15378.0,,3089.0,6619.0,522.0,23.0,309.0,1592.0,110.0,7811.0,216.0,122.0,0.0,532.0,2912.0,13775.0
2018-10-02 00:15:00+02:00,4508.0,15397.0,,3092.0,6499.0,521.0,23.0,246.0,1595.0,105.0,7775.0,216.0,122.0,0.0,530.0,3111.0,13810.0
2018-10-02 00:30:00+02:00,4494.0,15459.0,,3103.0,6324.0,522.0,23.0,282.0,1594.0,101.0,7761.0,216.0,122.0,0.0,531.0,2839.0,13684.0
2018-10-02 00:45:00+02:00,4504.0,15416.0,,3067.0,6149.0,521.0,23.0,294.0,1598.0,102.0,7750.0,216.0,122.0,0.0,529.0,2713.0,13562.0
2018-10-02 01:00:00+02:00,4495.0,15287.0,,3069.0,5976.0,520.0,23.0,217.0,1595.0,108.0,7778.0,216.0,122.0,0.0,534.0,2846.0,13223.0
2018-10-02 01:15:00+02:00,4477.0,15193.0,,3059.0,5892.0,521.0,23.0,241.0,1591.0,108.0,7772.0,216.0,122.0,0.0,537.0,2913.0,13197.0
2018-10-02 01:30:00+02:00,4478.0,15220.0,,3088.0,5694.0,522.0,23.0,293.0,1592.0,114.0,7789.0,216.0,122.0,0.0,537.0,2681.0,12999.0
2018-10-02 01:45:00+02:00,4492.0,15203.0,,3050.0,5667.0,524.0,23.0,219.0,1594.0,107.0,7791.0,216.0,122.0,0.0,536.0,2890.0,12829.0
2018-10-02 02:00:00+02:00,4504.0,15247.0,,3056.0,5834.0,521.0,23.0,194.0,1593.0,123.0,7853.0,216.0,122.0,0.0,536.0,2736.0,12703.0
2018-10-02 02:15:00+02:00,4511.0,15232.0,,3054.0,6078.0,523.0,23.0,194.0,1592.0,118.0,7818.0,216.0,122.0,0.0,536.0,2906.0,12801.0
2018-10-02 02:30:00+02:00,4502.0,15242.0,,3060.0,6248.0,521.0,23.0,194.0,1587.0,125.0,7812.0,216.0,122.0,0.0,535.0,2630.0,13012.0
2018-10-02 02:45:00+02:00,4509.0,15233.0,,3056.0,6271.0,523.0,23.0,194.0,1586.0,125.0,7786.0,213.0,122.0,0.0,527.0,2631.0,12968.0
2018-10-02 03:00:00+02:00,4507.0,15235.0,,3069.0,6112.0,523.0,23.0,194.0,1577.0,99.0,7756.0,213.0,122.0,0.0,523.0,2784.0,13066.0
2018-10-02 03:15:00+02:00,4499.0,15059.0,,3052.0,6064.0,526.0,23.0,194.0,1574.0,100.0,7668.0,213.0,122.0,0.0,522.0,3215.0,13349.0
2018-10-02 03:30:00+02:00,4502.0,14951.0,,3055.0,6047.0,526.0,23.0,194.0,1568.0,94.0,7653.0,213.0,122.0,0.0,513.0,3200.0,13574.0
2018-10-02 03:45:00+02:00,4494.0,14882.0,,3036.0,6083.0,526.0,23.0,194.0,1565.0,106.0,7549.0,213.0,122.0,0.0,514.0,3332.0,13616.0
2018-10-02 04:00:00+02:00,4481.0,15143.0,,3022.0,6028.0,523.0,23.0,194.0,1558.0,97.0,7672.0,213.0,122.0,0.0,524.0,3443.0,13712.0
2018-10-02 04:15:00+02:00,4491.0,15152.0,,3010.0,5980.0,520.0,23.0,194.0,1554.0,99.0,7767.0,213.0,122.0,0.0,533.0,3641.0,13896.0
2018-10-02 04:30:00+02:00,4490.0,15117.0,,3039.0,6159.0,521.0,23.0,194.0,1549.0,88.0,7775.0,212.0,122.0,0.0,520.0,4036.0,14187.0
2018-10-02 04:45:00+02:00,4485.0,15114.0,,3097.0,6314.0,521.0,23.0,194.0,1542.0,88.0,7729.0,212.0,122.0,0.0,502.0,4222.0,14395.0
2018-10-02 05:00:00+02:00,4497.0,15063.0,,3179.0,6771.0,524.0,23.0,194.0,1544.0,92.0,7670.0,212.0,122.0,0.0,485.0,4308.0,14642.0
2018-10-02 05:15:00+02:00,4515.0,15072.0,,3288.0,7313.0,523.0,23.0,195.0,1539.0,90.0,7684.0,213.0,122.0,0.0,531.0,4489.0,14762.0
2018-10-02 05:30:00+02:00,4502.0,14841.0,,3334.0,7957.0,521.0,23.0,194.0,1536.0,90.0,7667.0,212.0,122.0,0.0,531.0,4672.0,14786.0
2018-10-02 05:45:00+02:00,4501.0,14705.0,,3432.0,8416.0,521.0,23.0,202.0,1531.0,88.0,7650.0,219.0,122.0,0.0,518.0,4772.0,14956.0
2018-10-02 06:00:00+02:00,4503.0,14636.0,,3762.0,8645.0,521.0,23.0,566.0,1522.0,34.0,7550.0,220.0,122.0,0.0,498.0,4817.0,15460.0
2018-10-02 06:15:00+02:00,4506.0,14668.0,,3840.0,9022.0,522.0,23.0,971.0,1523.0,166.0,7581.0,220.0,122.0,0.0,524.0,4856.0,15967.0
2018-10-02 06:30:00+02:00,4530.0,14778.0,,3836.0,9381.0,522.0,21.0,1987.0,1528.0,208.0,7641.0,220.0,122.0,0.0,530.0,4849.0,16262.0
2018-10-02 06:45:00+02:00,4534.0,14831.0,,3887.0,9617.0,519.0,20.0,3015.0,1528.0,154.0,7760.0,220.0,122.0,0.0,529.0,4811.0,16541.0
2018-10-02 07:00:00+02:00,4542.0,14822.0,,4275.0,9801.0,521.0,19.0,3216.0,1529.0,60.0,7810.0,218.0,122.0,4.0,529.0,4903.0,16879.0
2018-10-02 07:15:00+02:00,4534.0,14879.0,,4290.0,10001.0,521.0,19.0,3236.0,1530.0,133.0,7835.0,218.0,122.0,50.0,531.0,4715.0,17482.0
2018-10-02 07:30:00+02:00,4535.0,14698.0,,4285.0,10041.0,520.0,20.0,3431.0,1533.0,194.0,7857.0,218.0,122.0,265.0,529.0,4690.0,17847.0
2018-10-02 07:45:00+02:00,4535.0,14520.0,,4267.0,9976.0,520.0,19.0,4047.0,1533.0,229.0,7856.0,218.0,122.0,685.0,535.0,4688.0,17949.0
2018-10-02 08:00:00+02:00,4547.0,14321.0,,4185.0,9839.0,522.0,19.0,4751.0,1525.0,229.0,7841.0,218.0,122.0,1360.0,534.0,4573.0,18125.0
2018-10-02 08:15:00+02:00,4547.0,14283.0,,4188.0,9671.0,518.0,20.0,4877.0,1525.0,221.0,7805.0,218.0,122.0,2029.0,530.0,4413.0,18042.0
2018-10-02 08:30:00+02:00,4546.0,14305.0,,4196.0,9558.0,522.0,20.0,4403.0,1527.0,178.0,7759.0,218.0,122.0,2770.0,526.0,4423.0,18471.0
2018-10-02 08:45:00+02:00,4541.0,14386.0,,4191.0,9293.0,521.0,20.0,3998.0,1529.0,187.0,7744.0,218.0,122.0,3504.0,534.0,4138.0,18815.0
2018-10-02 09:00:00+02:00,4532.0,14422.0,,4039.0,8597.0,522.0,19.0,3114.0,1526.0,218.0,7761.0,220.0,122.0,4262.0,534.0,3950.0,19191.0
2018-10-02 09:15:00+02:00,4530.0,14407.0,,4047.0,8153.0,523.0,20.0,2885.0,1526.0,161.0,7761.0,219.0,122.0,5027.0,528.0,3855.0,19818.0
2018-10-02 09:30:00+02:00,4540.0,14442.0,,4006.0,8041.0,521.0,19.0,2259.0,1530.0,104.0,7742.0,219.0,122.0,5820.0,527.0,3741.0,20370.0
2018-10-02 09:45:00+02:00,4536.0,14367.0,,3957.0,7917.0,516.0,20.0,2393.0,1530.0,66.0,7736.0,219.0,122.0,6296.0,523.0,3482.0,21415.0
2018-10-02 10:00:00+02:00,4553.0,14138.0,,3999.0,7953.0,516.0,21.0,2672.0,1531.0,160.0,7717.0,219.0,122.0,6728.0,527.0,3402.0,22209.0
2018-10-02 10:15:00+02:00,4325.0,13947.0,,3998.0,8085.0,515.0,22.0,1826.0,1504.0,47.0,7662.0,219.0,122.0,7190.0,534.0,3336.0,23291.0
2018-10-02 10:30:00+02:00,4289.0,13759.0,,3982.0,8028.0,513.0,22.0,1244.0,1493.0,54.0,7635.0,219.0,122.0,7816.0,524.0,3413.0,24179.0
2018-10-02 10:45:00+02:00,4314.0,13681.0,,3940.0,7704.0,513.0,22.0,839.0,1495.0,46.0,7596.0,219.0,122.0,8335.0,519.0,3454.0,25159.0
2018-10-02 11:00:00+02:00,4324.0,13762.0,,3807.0,7348.0,517.0,22.0,471.0,1494.0,59.0,7625.0,219.0,122.0,8536.0,528.0,3642.0,25840.0
2018-10-02 11:15:00+02:00,4346.0,13626.0,,3776.0,7214.0,513.0,22.0,371.0,1500.0,53.0,7621.0,219.0,122.0,8978.0,530.0,3713.0,26480.0
2018-10-02 11:30:00+02:00,4337.0,13660.0,,3735.0,6984.0,517.0,22.0,463.0,1508.0,47.0,7628.0,219.0,122.0,8863.0,528.0,3710.0,27432.0
2018-10-02 11:45:00+02:00,4344.0,13450.0,,3707.0,6526.0,512.0,22.0,666.0,1512.0,56.0,7622.0,219.0,122.0,8796.0,531.0,3714.0,28216.0
2018-10-02 12:00:00+02:00,4382.0,12954.0,,3635.0,5490.0,512.0,22.0,402.0,1518.0,126.0,7640.0,219.0,122.0,8889.0,529.0,3722.0,29047.0
2018-10-02 12:15:00+02:00,4468.0,12415.0,,3659.0,5399.0,510.0,22.0,428.0,1521.0,119.0,7677.0,220.0,122.0,8651.0,527.0,3833.0,29379.0
2018-10-02 12:30:00+02:00,4468.0,11955.0,,3668.0,5337.0,510.0,22.0,587.0,1517.0,109.0,7674.0,220.0,122.0,8430.0,520.0,3808.0,29735.0
