,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2018-07-01 00:00:00+02:00,356.0,733.0,6845.0,252.0,195.0
2018-07-01 01:00:00+02:00,357.0,733.0,5955.0,256.0,165.0
2018-07-01 02:00:00+02:00,356.0,731.0,5542.0,257.0,168.0
2018-07-01 03:00:00+02:00,356.0,730.0,5458.0,72.0,183.0
2018-07-01 04:00:00+02:00,356.0,724.0,5279.0,74.0,190.0
2018-07-01 05:00:00+02:00,358.0,726.0,5252.0,75.0,206.0
2018-07-01 06:00:00+02:00,356.0,729.0,6206.0,246.0,221.0
2018-07-01 07:00:00+02:00,357.0,728.0,7009.0,248.0,249.0
2018-07-01 08:00:00+02:00,355.0,722.0,7108.0,254.0,234.0
2018-07-01 09:00:00+02:00,360.0,720.0,7306.0,254.0,237.0
2018-07-01 10:00:00+02:00,358.0,724.0,7576.0,253.0,239.0
2018-07-01 11:00:00+02:00,359.0,728.0,7752.0,253.0,217.0
2018-07-01 12:00:00+02:00,354.0,726.0,7727.0,254.0,235.0
2018-07-01 13:00:00+02:00,354.0,726.0,7658.0,255.0,245.0
2018-07-01 14:00:00+02:00,355.0,722.0,7549.0,256.0,247.0
2018-07-01 15:00:00+02:00,354.0,720.0,7634.0,255.0,232.0
2018-07-01 16:00:00+02:00,355.0,722.0,7600.0,254.0,195.0
2018-07-01 17:00:00+02:00,354.0,722.0,7712.0,252.0,159.0
2018-07-01 18:00:00+02:00,356.0,723.0,8285.0,249.0,96.0
2018-07-01 19:00:00+02:00,355.0,719.0,9431.0,246.0,88.0
2018-07-01 20:00:00+02:00,353.0,721.0,9856.0,243.0,60.0
2018-07-01 21:00:00+02:00,354.0,721.0,9289.0,244.0,81.0
2018-07-01 22:00:00+02:00,355.0,716.0,9260.0,242.0,69.0
2018-07-01 23:00:00+02:00,354.0,715.0,8629.0,242.0,54.0
2018-07-02 00:00:00+02:00,353.0,696.0,8364.0,238.0,93.0
2018-07-02 01:00:00+02:00,353.0,693.0,7277.0,238.0,158.0
2018-07-02 02:00:00+02:00,356.0,694.0,6824.0,239.0,137.0
2018-07-02 03:00:00+02:00,357.0,692.0,6569.0,227.0,124.0
2018-07-02 04:00:00+02:00,358.0,692.0,6197.0,228.0,112.0
2018-07-02 05:00:00+02:00,348.0,693.0,7225.0,231.0,102.0
2018-07-02 06:00:00+02:00,346.0,690.0,10788.0,240.0,79.0
2018-07-02 07:00:00+02:00,337.0,700.0,14501.0,59.0,98.0
2018-07-02 08:00:00+02:00,254.0,698.0,15451.0,60.0,103.0
2018-07-02 09:00:00+02:00,236.0,694.0,15067.0,60.0,118.0
2018-07-02 10:00:00+02:00,206.0,697.0,15045.0,61.0,106.0
2018-07-02 11:00:00+02:00,206.0,699.0,15127.0,61.0,112.0
2018-07-02 12:00:00+02:00,206.0,699.0,15103.0,61.0,170.0
2018-07-02 13:00:00+02:00,206.0,695.0,15028.0,63.0,194.0
2018-07-02 14:00:00+02:00,211.0,694.0,14590.0,64.0,213.0
2018-07-02 15:00:00+02:00,207.0,695.0,14328.0,66.0,196.0
2018-07-02 16:00:00+02:00,206.0,701.0,14185.0,70.0,278.0
2018-07-02 17:00:00+02:00,198.0,698.0,14383.0,72.0,260.0
2018-07-02 18:00:00+02:00,205.0,694.0,14547.0,72.0,205.0
2018-07-02 19:00:00+02:00,205.0,695.0,14657.0,254.0,224.0
2018-07-02 20:00:00+02:00,206.0,697.0,14630.0,253.0,209.0
2018-07-02 21:00:00+02:00,209.0,696.0,14670.0,252.0,208.0
2018-07-02 22:00:00+02:00,208.0,691.0,14115.0,251.0,211.0
2018-07-02 23:00:00+02:00,211.0,687.0,10780.0,248.0,217.0
2018-07-03 00:00:00+02:00,209.0,687.0,9201.0,249.0,221.0
2018-07-03 01:00:00+02:00,215.0,688.0,7912.0,239.0,222.0
2018-07-03 02:00:00+02:00,247.0,690.0,7104.0,224.0,222.0
2018-07-03 03:00:00+02:00,252.0,690.0,7169.0,72.0,235.0
2018-07-03 04:00:00+02:00,253.0,686.0,7064.0,72.0,225.0
2018-07-03 05:00:00+02:00,269.0,684.0,8311.0,219.0,221.0
2018-07-03 06:00:00+02:00,271.0,690.0,11601.0,252.0,200.0
2018-07-03 07:00:00+02:00,267.0,706.0,14773.0,69.0,174.0
2018-07-03 08:00:00+02:00,267.0,710.0,15514.0,68.0,158.0
2018-07-03 09:00:00+02:00,270.0,712.0,15732.0,67.0,148.0
2018-07-03 10:00:00+02:00,257.0,711.0,15636.0,67.0,135.0
2018-07-03 11:00:00+02:00,243.0,709.0,15455.0,65.0,118.0
2018-07-03 12:00:00+02:00,250.0,707.0,15293.0,64.0,115.0
2018-07-03 13:00:00+02:00,250.0,708.0,15466.0,64.0,149.0
2018-07-03 14:00:00+02:00,251.0,695.0,15226.0,64.0,157.0
2018-07-03 15:00:00+02:00,251.0,697.0,15092.0,65.0,156.0
2018-07-03 16:00:00+02:00,271.0,692.0,14488.0,66.0,173.0
2018-07-03 17:00:00+02:00,277.0,695.0,14716.0,66.0,173.0
2018-07-03 18:00:00+02:00,276.0,694.0,15102.0,64.0,163.0
2018-07-03 19:00:00+02:00,279.0,692.0,14897.0,227.0,157.0
