,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2018-02-01 00:00:00+01:00,132.0,120.0,370.0,2801.0,0.0,32.0
2018-02-01 01:00:00+01:00,140.0,113.0,401.0,2801.0,0.0,32.0
2018-02-01 02:00:00+01:00,107.0,111.0,328.0,2803.0,0.0,25.0
2018-02-01 03:00:00+01:00,127.0,111.0,348.0,2805.0,0.0,21.0
2018-02-01 04:00:00+01:00,155.0,133.0,368.0,2806.0,0.0,16.0
2018-02-01 05:00:00+01:00,226.0,128.0,450.0,2809.0,0.0,15.0
2018-02-01 06:00:00+01:00,612.0,147.0,1645.0,2810.0,0.0,9.0
2018-02-01 07:00:00+01:00,1551.0,175.0,2310.0,2810.0,0.0,11.0
2018-02-01 08:00:00+01:00,1575.0,162.0,2513.0,2808.0,1.0,12.0
2018-02-01 09:00:00+01:00,1441.0,156.0,2585.0,2809.0,8.0,16.0
2018-02-01 10:00:00+01:00,1470.0,156.0,2336.0,2804.0,17.0,16.0
2018-02-01 11:00:00+01:00,1421.0,153.0,2161.0,2795.0,25.0,18.0
2018-02-01 12:00:00+01:00,1174.0,153.0,1792.0,2795.0,35.0,19.0
2018-02-01 13:00:00+01:00,1195.0,157.0,1098.0,2796.0,41.0,17.0
2018-02-01 14:00:00+01:00,1000.0,165.0,1457.0,2795.0,36.0,12.0
2018-02-01 15:00:00+01:00,1112.0,156.0,1594.0,2796.0,23.0,14.0
2018-02-01 16:00:00+01:00,1101.0,160.0,2057.0,2796.0,10.0,10.0
2018-02-01 17:00:00+01:00,1256.0,168.0,2270.0,2810.0,1.0,11.0
2018-02-01 18:00:00+01:00,1313.0,164.0,2561.0,2822.0,0.0,10.0
2018-02-01 19:00:00+01:00,1209.0,167.0,2281.0,2823.0,0.0,10.0
2018-02-01 20:00:00+01:00,729.0,157.0,1133.0,2731.0,0.0,7.0
2018-02-01 21:00:00+01:00,659.0,156.0,746.0,2532.0,0.0,5.0
2018-02-01 22:00:00+01:00,317.0,153.0,515.0,2661.0,0.0,3.0
2018-02-01 23:00:00+01:00,214.0,148.0,488.0,2736.0,0.0,3.0
2018-02-02 00:00:00+01:00,256.0,149.0,492.0,2767.0,0.0,2.0
2018-02-02 01:00:00+01:00,149.0,142.0,359.0,2820.0,0.0,2.0
2018-02-02 02:00:00+01:00,161.0,138.0,353.0,2831.0,0.0,1.0
2018-02-02 03:00:00+01:00,163.0,141.0,323.0,2829.0,0.0,0.0
2018-02-02 04:00:00+01:00,181.0,149.0,294.0,2828.0,0.0,1.0
2018-02-02 05:00:00+01:00,245.0,159.0,398.0,2828.0,0.0,2.0
2018-02-02 06:00:00+01:00,577.0,161.0,983.0,2830.0,0.0,2.0
2018-02-02 07:00:00+01:00,1368.0,166.0,2050.0,2829.0,0.0,1.0
2018-02-02 08:00:00+01:00,1432.0,167.0,2666.0,2829.0,6.0,3.0
2018-02-02 09:00:00+01:00,1337.0,162.0,2557.0,2828.0,42.0,5.0
