,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2018-05-01 00:00:00+02:00,378.0,189.0,343.0,21.0,0.0,117.0,520.0,668.0
2018-05-01 01:00:00+02:00,366.0,191.0,357.0,25.0,0.0,131.0,379.0,552.0
2018-05-01 02:00:00+02:00,402.0,168.0,313.0,16.0,0.0,126.0,335.0,582.0
2018-05-01 03:00:00+02:00,402.0,153.0,313.0,13.0,0.0,116.0,335.0,565.0
2018-05-01 04:00:00+02:00,400.0,146.0,302.0,14.0,0.0,114.0,478.0,650.0
2018-05-01 05:00:00+02:00,365.0,152.0,321.0,16.0,1.0,108.0,462.0,707.0
2018-05-01 06:00:00+02:00,365.0,171.0,333.0,17.0,14.0,117.0,515.0,745.0
2018-05-01 07:00:00+02:00,371.0,214.0,391.0,24.0,47.0,132.0,646.0,685.0
2018-05-01 08:00:00+02:00,374.0,231.0,459.0,27.0,69.0,127.0,540.0,782.0
2018-05-01 09:00:00+02:00,445.0,245.0,469.0,20.0,112.0,119.0,510.0,844.0
2018-05-01 10:00:00+02:00,363.0,285.0,592.0,23.0,163.0,118.0,608.0,866.0
2018-05-01 11:00:00+02:00,324.0,294.0,702.0,26.0,194.0,117.0,653.0,872.0
2018-05-01 12:00:00+02:00,319.0,295.0,761.0,20.0,198.0,120.0,632.0,840.0
2018-05-01 13:00:00+02:00,328.0,267.0,780.0,23.0,195.0,119.0,606.0,830.0
2018-05-01 14:00:00+02:00,334.0,244.0,708.0,18.0,180.0,118.0,710.0,850.0
2018-05-01 15:00:00+02:00,333.0,255.0,747.0,25.0,152.0,122.0,635.0,957.0
2018-05-01 16:00:00+02:00,340.0,255.0,838.0,24.0,138.0,123.0,656.0,1111.0
2018-05-01 17:00:00+02:00,403.0,252.0,810.0,22.0,102.0,121.0,739.0,1229.0
2018-05-01 18:00:00+02:00,552.0,249.0,795.0,21.0,57.0,121.0,772.0,1348.0
2018-05-01 19:00:00+02:00,646.0,278.0,790.0,25.0,23.0,123.0,809.0,1368.0
2018-05-01 20:00:00+02:00,546.0,247.0,730.0,19.0,4.0,119.0,962.0,1346.0
2018-05-01 21:00:00+02:00,476.0,246.0,732.0,19.0,0.0,119.0,933.0,1492.0
2018-05-01 22:00:00+02:00,444.0,245.0,680.0,19.0,0.0,119.0,859.0,1720.0
2018-05-01 23:00:00+02:00,394.0,196.0,650.0,18.0,0.0,119.0,833.0,1709.0
2018-05-02 00:00:00+02:00,348.0,175.0,520.0,17.0,0.0,118.0,807.0,1514.0
2018-05-02 01:00:00+02:00,334.0,170.0,461.0,18.0,0.0,120.0,832.0,1351.0
2018-05-02 02:00:00+02:00,343.0,168.0,379.0,17.0,0.0,119.0,734.0,1179.0
2018-05-02 03:00:00+02:00,363.0,161.0,395.0,23.0,0.0,119.0,709.0,989.0
2018-05-02 04:00:00+02:00,458.0,165.0,403.0,25.0,0.0,119.0,601.0,840.0
2018-05-02 05:00:00+02:00,444.0,172.0,479.0,28.0,2.0,120.0,476.0,842.0
2018-05-02 06:00:00+02:00,454.0,249.0,755.0,34.0,34.0,125.0,533.0,803.0
2018-05-02 07:00:00+02:00,450.0,334.0,787.0,35.0,123.0,125.0,587.0,766.0
2018-05-02 08:00:00+02:00,489.0,432.0,844.0,40.0,270.0,121.0,463.0,870.0
2018-05-02 09:00:00+02:00,463.0,414.0,686.0,36.0,422.0,92.0,437.0,1303.0
2018-05-02 10:00:00+02:00,407.0,396.0,560.0,40.0,560.0,93.0,393.0,1802.0
2018-05-02 11:00:00+02:00,514.0,398.0,444.0,39.0,622.0,99.0,388.0,2178.0
2018-05-02 12:00:00+02:00,489.0,373.0,412.0,35.0,610.0,104.0,502.0,2216.0
2018-05-02 13:00:00+02:00,482.0,372.0,411.0,27.0,567.0,108.0,535.0,2335.0
2018-05-02 14:00:00+02:00,427.0,361.0,407.0,24.0,514.0,109.0,541.0,2343.0
2018-05-02 15:00:00+02:00,415.0,282.0,400.0,24.0,473.0,107.0,488.0,2108.0
2018-05-02 16:00:00+02:00,436.0,238.0,369.0,17.0,406.0,101.0,466.0,2113.0
2018-05-02 17:00:00+02:00,496.0,265.0,406.0,22.0,302.0,103.0,481.0,1908.0
2018-05-02 18:00:00+02:00,693.0,356.0,666.0,25.0,175.0,116.0,450.0,1677.0
2018-05-02 19:00:00+02:00,621.0,349.0,692.0,21.0,71.0,119.0,668.0,1235.0
2018-05-02 20:00:00+02:00,523.0,327.0,593.0,19.0,14.0,116.0,789.0,1021.0
2018-05-02 21:00:00+02:00,534.0,324.0,516.0,19.0,0.0,117.0,748.0,1180.0
2018-05-02 22:00:00+02:00,615.0,298.0,535.0,19.0,0.0,118.0,737.0,1476.0
2018-05-02 23:00:00+02:00,578.0,259.0,520.0,19.0,0.0,117.0,740.0,1738.0
2018-05-03 00:00:00+02:00,521.0,194.0,470.0,20.0,0.0,115.0,598.0,1868.0
2018-05-03 01:00:00+02:00,517.0,183.0,444.0,20.0,0.0,113.0,500.0,1742.0
2018-05-03 02:00:00+02:00,474.0,181.0,408.0,20.0,0.0,115.0,591.0,1398.0
2018-05-03 03:00:00+02:00,339.0,183.0,413.0,20.0,0.0,115.0,710.0,1126.0
2018-05-03 04:00:00+02:00,303.0,174.0,385.0,18.0,0.0,114.0,746.0,1024.0
2018-05-03 05:00:00+02:00,376.0,179.0,423.0,19.0,1.0,117.0,690.0,994.0
2018-05-03 06:00:00+02:00,461.0,235.0,557.0,23.0,13.0,117.0,544.0,1312.0
2018-05-03 07:00:00+02:00,628.0,364.0,776.0,31.0,59.0,121.0,430.0,1397.0
2018-05-03 08:00:00+02:00,677.0,419.0,734.0,25.0,160.0,117.0,387.0,1443.0
