,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2018-10-01 00:00:00+02:00,107.0,565.0,472.0,0.0,5.0,7.0,1898.0,70.0,14.0,16.0,90.0
2018-10-01 00:15:00+02:00,106.0,542.0,488.0,0.0,5.0,7.0,1896.0,70.0,14.0,16.0,96.0
2018-10-01 00:30:00+02:00,106.0,538.0,441.0,0.0,5.0,7.0,1897.0,70.0,14.0,15.0,96.0
2018-10-01 00:45:00+02:00,106.0,523.0,430.0,0.0,6.0,7.0,1896.0,70.0,14.0,15.0,91.0
2018-10-01 01:00:00+02:00,106.0,542.0,484.0,0.0,6.0,7.0,1900.0,69.0,14.0,15.0,87.0
2018-10-01 01:15:00+02:00,106.0,555.0,471.0,0.0,6.0,7.0,1898.0,69.0,13.0,15.0,84.0
2018-10-01 01:30:00+02:00,106.0,547.0,462.0,0.0,6.0,7.0,1898.0,69.0,13.0,15.0,80.0
2018-10-01 01:45:00+02:00,104.0,548.0,440.0,0.0,6.0,7.0,1898.0,60.0,13.0,15.0,82.0
2018-10-01 02:00:00+02:00,104.0,517.0,469.0,0.0,6.0,7.0,1900.0,64.0,13.0,14.0,89.0
2018-10-01 02:15:00+02:00,104.0,498.0,468.0,0.0,5.0,7.0,1899.0,64.0,12.0,15.0,101.0
2018-10-01 02:30:00+02:00,101.0,464.0,465.0,0.0,6.0,7.0,1899.0,64.0,8.0,15.0,119.0
2018-10-01 02:45:00+02:00,96.0,464.0,436.0,0.0,6.0,7.0,1898.0,64.0,8.0,16.0,128.0
2018-10-01 03:00:00+02:00,87.0,462.0,457.0,0.0,6.0,7.0,1900.0,64.0,8.0,16.0,124.0
2018-10-01 03:15:00+02:00,78.0,457.0,454.0,0.0,6.0,7.0,1899.0,64.0,8.0,16.0,124.0
2018-10-01 03:30:00+02:00,74.0,462.0,453.0,0.0,6.0,7.0,1899.0,64.0,8.0,17.0,125.0
2018-10-01 03:45:00+02:00,74.0,457.0,450.0,0.0,6.0,7.0,1898.0,64.0,8.0,17.0,122.0
2018-10-01 04:00:00+02:00,74.0,459.0,377.0,0.0,6.0,7.0,1901.0,65.0,8.0,17.0,115.0
2018-10-01 04:15:00+02:00,74.0,459.0,410.0,0.0,6.0,7.0,1901.0,65.0,8.0,16.0,117.0
2018-10-01 04:30:00+02:00,74.0,459.0,468.0,0.0,6.0,7.0,1901.0,65.0,8.0,16.0,124.0
2018-10-01 04:45:00+02:00,74.0,458.0,496.0,0.0,6.0,7.0,1901.0,65.0,8.0,16.0,126.0
2018-10-01 05:00:00+02:00,74.0,438.0,359.0,0.0,6.0,7.0,1900.0,80.0,8.0,17.0,127.0
2018-10-01 05:15:00+02:00,77.0,459.0,416.0,0.0,6.0,7.0,1901.0,80.0,8.0,16.0,122.0
2018-10-01 05:30:00+02:00,82.0,512.0,529.0,0.0,6.0,7.0,1902.0,80.0,9.0,16.0,117.0
2018-10-01 05:45:00+02:00,88.0,543.0,614.0,0.0,6.0,7.0,1900.0,80.0,9.0,17.0,109.0
2018-10-01 06:00:00+02:00,92.0,512.0,473.0,0.0,6.0,7.0,1901.0,80.0,11.0,16.0,97.0
2018-10-01 06:15:00+02:00,94.0,537.0,587.0,0.0,6.0,7.0,1900.0,80.0,12.0,16.0,91.0
2018-10-01 06:30:00+02:00,100.0,564.0,688.0,0.0,6.0,7.0,1901.0,80.0,13.0,16.0,84.0
2018-10-01 06:45:00+02:00,106.0,567.0,744.0,0.0,6.0,7.0,1901.0,80.0,14.0,16.0,84.0
2018-10-01 07:00:00+02:00,106.0,552.0,676.0,0.0,7.0,7.0,1899.0,80.0,15.0,16.0,81.0
