,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2018-07-01 01:00:00+03:00,1371.0,1618.0,0.0,107.0,400.0,0.0,166.0
2018-07-01 02:00:00+03:00,1365.0,1325.0,0.0,18.0,418.0,0.0,188.0
2018-07-01 03:00:00+03:00,1371.0,1294.0,0.0,0.0,247.0,0.0,206.0
2018-07-01 04:00:00+03:00,1375.0,1249.0,0.0,0.0,197.0,0.0,207.0
2018-07-01 05:00:00+03:00,1365.0,1024.0,0.0,0.0,243.0,0.0,261.0
2018-07-01 06:00:00+03:00,1382.0,820.0,0.0,0.0,261.0,18.0,350.0
2018-07-01 07:00:00+03:00,1409.0,722.0,0.0,0.0,266.0,161.0,358.0
2018-07-01 08:00:00+03:00,1445.0,581.0,0.0,0.0,385.0,533.0,307.0
2018-07-01 09:00:00+03:00,1520.0,562.0,0.0,0.0,332.0,970.0,351.0
2018-07-01 10:00:00+03:00,1521.0,541.0,0.0,0.0,341.0,1327.0,362.0
2018-07-01 11:00:00+03:00,1611.0,551.0,0.0,57.0,405.0,1552.0,323.0
2018-07-01 12:00:00+03:00,1665.0,541.0,0.0,118.0,349.0,1672.0,257.0
2018-07-01 13:00:00+03:00,1680.0,530.0,0.0,72.0,298.0,1708.0,204.0
2018-07-01 14:00:00+03:00,1645.0,540.0,0.0,29.0,260.0,1648.0,173.0
2018-07-01 15:00:00+03:00,1640.0,568.0,0.0,0.0,282.0,1507.0,152.0
2018-07-01 16:00:00+03:00,1607.0,699.0,0.0,0.0,186.0,1261.0,130.0
2018-07-01 17:00:00+03:00,1522.0,1205.0,0.0,2.0,167.0,944.0,110.0
2018-07-01 18:00:00+03:00,1493.0,1629.0,0.0,123.0,368.0,526.0,96.0
2018-07-01 19:00:00+03:00,1629.0,1812.0,0.0,130.0,716.0,169.0,89.0
2018-07-01 20:00:00+03:00,1576.0,2038.0,0.0,176.0,874.0,24.0,75.0
2018-07-01 21:00:00+03:00,1515.0,2163.0,0.0,364.0,1011.0,0.0,81.0
2018-07-01 22:00:00+03:00,1530.0,2183.0,0.0,368.0,893.0,0.0,63.0
2018-07-01 23:00:00+03:00,1501.0,2172.0,0.0,230.0,794.0,0.0,57.0
2018-07-02 00:00:00+03:00,1452.0,2131.0,0.0,50.0,647.0,0.0,58.0
2018-07-02 01:00:00+03:00,1539.0,1825.0,0.0,52.0,605.0,0.0,65.0
2018-07-02 02:00:00+03:00,1598.0,1565.0,0.0,99.0,481.0,0.0,81.0
2018-07-02 03:00:00+03:00,1591.0,1591.0,0.0,16.0,328.0,0.0,94.0
2018-07-02 04:00:00+03:00,1587.0,1623.0,0.0,0.0,242.0,0.0,95.0
2018-07-02 05:00:00+03:00,1571.0,1665.0,0.0,0.0,239.0,0.0,99.0
2018-07-02 06:00:00+03:00,1560.0,1605.0,0.0,0.0,367.0,17.0,94.0
2018-07-02 07:00:00+03:00,1583.0,1398.0,0.0,80.0,896.0,161.0,100.0
2018-07-02 08:00:00+03:00,1660.0,1676.0,0.0,96.0,993.0,528.0,92.0
2018-07-02 09:00:00+03:00,1698.0,1685.0,0.0,111.0,1075.0,961.0,87.0
2018-07-02 10:00:00+03:00,1713.0,1665.0,0.0,126.0,1035.0,1304.0,87.0
2018-07-02 11:00:00+03:00,1642.0,1655.0,0.0,55.0,989.0,1542.0,87.0
2018-07-02 12:00:00+03:00,1654.0,1346.0,0.0,90.0,1089.0,1684.0,92.0
