,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2019-12-01 00:00:00+01:00,4805.0,15145.0,6515.0,6999.0,331.0,29.0,1066.0,1418.0,70.0,9229.0,415.0,196.0,0.0,498.0,289.0,6344.0
2019-12-01 00:15:00+01:00,4799.0,15038.0,6673.0,6865.0,331.0,29.0,640.0,1421.0,43.0,9215.0,415.0,196.0,0.0,498.0,325.0,6352.0
2019-12-01 00:30:00+01:00,4783.0,15046.0,6629.0,6567.0,331.0,29.0,267.0,1421.0,23.0,9217.0,415.0,196.0,0.0,490.0,326.0,6389.0
2019-12-01 00:45:00+01:00,4797.0,15079.0,6605.0,6406.0,331.0,29.0,532.0,1414.0,24.0,9221.0,415.0,196.0,0.0,485.0,290.0,6300.0
2019-12-01 01:00:00+01:00,4803.0,15098.0,6498.0,6407.0,331.0,29.0,461.0,1414.0,27.0,9194.0,415.0,196.0,0.0,489.0,340.0,6238.0
2019-12-01 01:15:00+01:00,4785.0,15105.0,6507.0,6428.0,331.0,29.0,421.0,1408.0,27.0,9206.0,415.0,196.0,0.0,482.0,416.0,6121.0
2019-12-01 01:30:00+01:00,4778.0,15147.0,6482.0,6365.0,331.0,29.0,277.0,1404.0,27.0,9227.0,415.0,196.0,0.0,485.0,359.0,6048.0
2019-12-01 01:45:00+01:00,4786.0,15104.0,6469.0,6302.0,331.0,29.0,207.0,1404.0,26.0,9214.0,415.0,196.0,0.0,480.0,255.0,5944.0
2019-12-01 02:00:00+01:00,4788.0,15176.0,6501.0,6347.0,331.0,29.0,308.0,1400.0,49.0,9232.0,415.0,196.0,0.0,482.0,226.0,5873.0
2019-12-01 02:15:00+01:00,4792.0,15155.0,6556.0,6344.0,331.0,29.0,78.0,1398.0,52.0,9232.0,415.0,196.0,0.0,488.0,274.0,5723.0
2019-12-01 02:30:00+01:00,4806.0,15128.0,6530.0,6283.0,331.0,29.0,25.0,1398.0,47.0,9235.0,415.0,196.0,0.0,480.0,363.0,5538.0
2019-12-01 02:45:00+01:00,4800.0,15071.0,6548.0,6281.0,331.0,29.0,13.0,1397.0,31.0,9223.0,415.0,196.0,0.0,487.0,337.0,5517.0
2019-12-01 03:00:00+01:00,4793.0,15083.0,6612.0,6189.0,331.0,29.0,33.0,1394.0,27.0,9246.0,415.0,196.0,0.0,479.0,280.0,5528.0
2019-12-01 03:15:00+01:00,4794.0,15132.0,6646.0,6025.0,331.0,29.0,25.0,1392.0,28.0,9235.0,415.0,196.0,0.0,482.0,270.0,5534.0
2019-12-01 03:30:00+01:00,4781.0,15136.0,6645.0,5876.0,331.0,29.0,29.0,1389.0,28.0,9239.0,415.0,196.0,0.0,478.0,287.0,5514.0
2019-12-01 03:45:00+01:00,4771.0,15114.0,6637.0,5857.0,331.0,29.0,21.0,1387.0,30.0,9235.0,415.0,196.0,0.0,475.0,285.0,5409.0
2019-12-01 04:00:00+01:00,4807.0,15059.0,6459.0,5697.0,331.0,29.0,42.0,1391.0,93.0,9249.0,412.0,196.0,0.0,473.0,281.0,5461.0
2019-12-01 04:15:00+01:00,4803.0,14989.0,6509.0,5696.0,331.0,28.0,4.0,1393.0,86.0,9240.0,412.0,196.0,0.0,475.0,274.0,5681.0
