,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-08-01 01:00:00+03:00,29.0,2015.0,169.0,60.0,0.0,85.0,9.0,2090.0,0.0,3.0,65.0
2019-08-01 02:00:00+03:00,29.0,1900.0,169.0,59.0,0.0,86.0,9.0,2091.0,0.0,3.0,90.0
2019-08-01 03:00:00+03:00,29.0,1851.0,169.0,58.0,0.0,87.0,9.0,2092.0,0.0,3.0,162.0
2019-08-01 04:00:00+03:00,29.0,1907.0,169.0,60.0,0.0,86.0,9.0,2093.0,0.0,3.0,175.0
2019-08-01 05:00:00+03:00,29.0,1840.0,169.0,57.0,0.0,87.0,9.0,2095.0,0.0,3.0,160.0
2019-08-01 06:00:00+03:00,28.0,1959.0,168.0,57.0,0.0,100.0,9.0,2096.0,7.0,3.0,137.0
2019-08-01 07:00:00+03:00,27.0,1991.0,165.0,58.0,0.0,118.0,82.0,2095.0,66.0,3.0,110.0
2019-08-01 08:00:00+03:00,26.0,1911.0,164.0,59.0,0.0,145.0,313.0,2092.0,192.0,3.0,133.0
2019-08-01 09:00:00+03:00,27.0,1908.0,166.0,59.0,0.0,159.0,360.0,2092.0,347.0,4.0,193.0
2019-08-01 10:00:00+03:00,27.0,1965.0,166.0,60.0,0.0,159.0,638.0,1668.0,481.0,3.0,190.0
2019-08-01 11:00:00+03:00,27.0,2095.0,178.0,59.0,0.0,146.0,901.0,1334.0,578.0,3.0,173.0
2019-08-01 12:00:00+03:00,24.0,2098.0,183.0,59.0,178.0,134.0,932.0,1086.0,610.0,3.0,75.0
2019-08-01 13:00:00+03:00,26.0,2087.0,185.0,59.0,211.0,178.0,1043.0,1049.0,577.0,3.0,54.0
2019-08-01 14:00:00+03:00,26.0,2078.0,186.0,59.0,212.0,194.0,1012.0,1050.0,520.0,3.0,80.0
2019-08-01 15:00:00+03:00,27.0,2081.0,183.0,58.0,199.0,188.0,721.0,1362.0,453.0,3.0,78.0
2019-08-01 16:00:00+03:00,27.0,2088.0,184.0,58.0,191.0,169.0,686.0,1444.0,366.0,3.0,73.0
2019-08-01 17:00:00+03:00,28.0,2087.0,183.0,57.0,44.0,192.0,753.0,1480.0,258.0,3.0,56.0
2019-08-01 18:00:00+03:00,30.0,2085.0,182.0,57.0,13.0,187.0,820.0,1552.0,141.0,3.0,40.0
2019-08-01 19:00:00+03:00,31.0,2022.0,183.0,58.0,132.0,191.0,831.0,1612.0,39.0,3.0,23.0
2019-08-01 20:00:00+03:00,31.0,2068.0,167.0,59.0,131.0,181.0,848.0,1657.0,6.0,2.0,40.0
2019-08-01 21:00:00+03:00,29.0,2078.0,182.0,56.0,132.0,173.0,813.0,1704.0,0.0,3.0,68.0
2019-08-01 22:00:00+03:00,31.0,2022.0,186.0,56.0,19.0,157.0,769.0,1759.0,0.0,3.0,92.0
2019-08-01 23:00:00+03:00,29.0,1983.0,167.0,56.0,0.0,159.0,548.0,1802.0,0.0,4.0,83.0
2019-08-02 00:00:00+03:00,14.0,1928.0,164.0,55.0,0.0,93.0,204.0,1809.0,0.0,4.0,125.0
2019-08-02 01:00:00+03:00,13.0,1930.0,164.0,56.0,0.0,80.0,30.0,1822.0,0.0,3.0,114.0
2019-08-02 02:00:00+03:00,13.0,1949.0,164.0,56.0,0.0,73.0,9.0,1842.0,0.0,2.0,106.0
2019-08-02 03:00:00+03:00,14.0,2001.0,164.0,57.0,0.0,75.0,9.0,1856.0,0.0,3.0,72.0
2019-08-02 04:00:00+03:00,12.0,1913.0,166.0,57.0,0.0,73.0,9.0,1866.0,0.0,3.0,114.0
2019-08-02 05:00:00+03:00,12.0,1983.0,167.0,59.0,0.0,67.0,9.0,1873.0,0.0,4.0,114.0
2019-08-02 06:00:00+03:00,13.0,1959.0,165.0,58.0,0.0,81.0,14.0,1886.0,7.0,4.0,127.0
2019-08-02 07:00:00+03:00,14.0,1979.0,168.0,58.0,0.0,91.0,282.0,1900.0,68.0,4.0,98.0
2019-08-02 08:00:00+03:00,14.0,2007.0,163.0,57.0,0.0,113.0,385.0,1912.0,226.0,4.0,45.0
2019-08-02 09:00:00+03:00,14.0,2005.0,161.0,57.0,0.0,152.0,423.0,1921.0,422.0,4.0,29.0
2019-08-02 10:00:00+03:00,14.0,1972.0,162.0,57.0,0.0,163.0,420.0,1929.0,571.0,4.0,22.0
2019-08-02 11:00:00+03:00,14.0,2054.0,161.0,58.0,0.0,147.0,408.0,1939.0,645.0,4.0,12.0
2019-08-02 12:00:00+03:00,14.0,1986.0,161.0,57.0,0.0,147.0,437.0,1952.0,687.0,4.0,14.0
2019-08-02 13:00:00+03:00,14.0,1972.0,162.0,57.0,0.0,162.0,449.0,1959.0,705.0,3.0,17.0
2019-08-02 14:00:00+03:00,13.0,1959.0,162.0,57.0,0.0,158.0,449.0,1970.0,681.0,3.0,23.0
2019-08-02 15:00:00+03:00,13.0,1945.0,160.0,56.0,0.0,153.0,516.0,1990.0,609.0,3.0,24.0
2019-08-02 16:00:00+03:00,15.0,1964.0,161.0,58.0,0.0,148.0,585.0,1994.0,498.0,3.0,37.0
2019-08-02 17:00:00+03:00,14.0,1945.0,162.0,59.0,0.0,146.0,675.0,1998.0,357.0,3.0,49.0
2019-08-02 18:00:00+03:00,14.0,1986.0,162.0,60.0,11.0,142.0,761.0,1999.0,181.0,3.0,56.0
2019-08-02 19:00:00+03:00,14.0,1943.0,164.0,58.0,142.0,142.0,735.0,1998.0,46.0,4.0,49.0
2019-08-02 20:00:00+03:00,13.0,1934.0,164.0,58.0,144.0,135.0,706.0,2006.0,2.0,4.0,63.0
2019-08-02 21:00:00+03:00,13.0,1968.0,164.0,58.0,147.0,128.0,768.0,2018.0,0.0,4.0,56.0
2019-08-02 22:00:00+03:00,13.0,1900.0,164.0,58.0,90.0,106.0,613.0,2037.0,0.0,4.0,70.0
2019-08-02 23:00:00+03:00,12.0,1940.0,164.0,58.0,0.0,68.0,396.0,2046.0,0.0,4.0,89.0
2019-08-03 00:00:00+03:00,25.0,1886.0,166.0,58.0,0.0,92.0,105.0,2056.0,0.0,4.0,115.0
2019-08-03 01:00:00+03:00,28.0,1696.0,166.0,59.0,0.0,96.0,9.0,2065.0,0.0,4.0,121.0
2019-08-03 02:00:00+03:00,28.0,1620.0,165.0,58.0,0.0,98.0,9.0,2075.0,0.0,4.0,90.0
2019-08-03 03:00:00+03:00,29.0,1631.0,166.0,58.0,0.0,97.0,9.0,2081.0,0.0,4.0,148.0
2019-08-03 04:00:00+03:00,29.0,1724.0,166.0,59.0,0.0,97.0,9.0,2081.0,0.0,3.0,124.0
2019-08-03 05:00:00+03:00,26.0,1727.0,167.0,58.0,0.0,101.0,9.0,2081.0,0.0,4.0,114.0
2019-08-03 06:00:00+03:00,27.0,1707.0,166.0,58.0,0.0,118.0,9.0,2082.0,6.0,4.0,88.0
2019-08-03 07:00:00+03:00,30.0,1839.0,164.0,57.0,0.0,123.0,9.0,2081.0,68.0,4.0,59.0
2019-08-03 08:00:00+03:00,30.0,2019.0,165.0,57.0,0.0,152.0,9.0,2082.0,223.0,4.0,75.0
2019-08-03 09:00:00+03:00,31.0,2080.0,165.0,57.0,0.0,169.0,104.0,2082.0,389.0,4.0,109.0
2019-08-03 10:00:00+03:00,29.0,2103.0,165.0,57.0,0.0,163.0,142.0,2086.0,517.0,4.0,135.0
2019-08-03 11:00:00+03:00,27.0,2070.0,166.0,57.0,0.0,176.0,216.0,2091.0,586.0,3.0,156.0
2019-08-03 12:00:00+03:00,26.0,2023.0,164.0,56.0,0.0,163.0,211.0,2092.0,614.0,3.0,238.0
2019-08-03 13:00:00+03:00,28.0,2002.0,164.0,57.0,0.0,143.0,161.0,2091.0,604.0,4.0,291.0
2019-08-03 14:00:00+03:00,29.0,1974.0,150.0,57.0,0.0,134.0,159.0,2089.0,520.0,3.0,335.0
2019-08-03 15:00:00+03:00,30.0,1947.0,165.0,57.0,0.0,133.0,162.0,2089.0,417.0,4.0,334.0
2019-08-03 16:00:00+03:00,29.0,1947.0,163.0,57.0,0.0,123.0,161.0,2088.0,296.0,4.0,392.0
2019-08-03 17:00:00+03:00,29.0,2008.0,161.0,57.0,0.0,142.0,173.0,2088.0,187.0,4.0,368.0
2019-08-03 18:00:00+03:00,29.0,1887.0,161.0,57.0,0.0,170.0,250.0,2089.0,118.0,4.0,427.0
2019-08-03 19:00:00+03:00,30.0,1949.0,163.0,57.0,0.0,176.0,251.0,2089.0,44.0,3.0,341.0
2019-08-03 20:00:00+03:00,29.0,1993.0,163.0,58.0,0.0,170.0,357.0,2089.0,4.0,4.0,200.0
2019-08-03 21:00:00+03:00,29.0,2054.0,163.0,57.0,0.0,166.0,474.0,2090.0,0.0,4.0,109.0
2019-08-03 22:00:00+03:00,29.0,2021.0,163.0,57.0,0.0,114.0,311.0,2090.0,0.0,80.0,210.0
2019-08-03 23:00:00+03:00,28.0,1898.0,164.0,57.0,0.0,141.0,61.0,2090.0,0.0,0.0,375.0
2019-08-04 00:00:00+03:00,29.0,1603.0,167.0,58.0,0.0,118.0,9.0,2093.0,0.0,4.0,416.0
