,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-11-01 00:00:00+01:00,333.0,4797.0,54.0,194.0,789.0,4508.0,1469.0,36740.0,0.0,225.0,2325.0
2019-11-01 01:00:00+01:00,334.0,4505.0,55.0,200.0,261.0,4321.0,971.0,36843.0,0.0,222.0,2484.0
2019-11-01 02:00:00+01:00,334.0,5689.0,54.0,201.0,38.0,4203.0,753.0,36816.0,0.0,213.0,2692.0
2019-11-01 03:00:00+01:00,333.0,5574.0,55.0,204.0,706.0,4056.0,411.0,36821.0,0.0,219.0,2938.0
2019-11-01 04:00:00+01:00,334.0,5509.0,55.0,204.0,1033.0,3972.0,293.0,36716.0,0.0,218.0,3229.0
2019-11-01 05:00:00+01:00,331.0,5530.0,55.0,204.0,1302.0,3980.0,309.0,36880.0,0.0,220.0,3471.0
2019-11-01 06:00:00+01:00,330.0,5690.0,55.0,204.0,747.0,4021.0,421.0,37201.0,0.0,218.0,3847.0
2019-11-01 07:00:00+01:00,332.0,5695.0,55.0,204.0,170.0,4093.0,712.0,37262.0,132.0,218.0,4422.0
2019-11-01 08:00:00+01:00,334.0,5478.0,55.0,204.0,99.0,4146.0,798.0,37060.0,363.0,216.0,4944.0
2019-11-01 09:00:00+01:00,335.0,5500.0,53.0,204.0,560.0,4266.0,844.0,37253.0,795.0,217.0,5439.0
2019-11-01 10:00:00+01:00,332.0,5685.0,53.0,204.0,349.0,4403.0,818.0,37149.0,1166.0,220.0,5891.0
2019-11-01 11:00:00+01:00,332.0,5757.0,54.0,204.0,637.0,4296.0,911.0,37294.0,1357.0,219.0,6412.0
2019-11-01 12:00:00+01:00,332.0,5677.0,55.0,201.0,1019.0,4156.0,976.0,37359.0,1489.0,217.0,6734.0
2019-11-01 13:00:00+01:00,332.0,5714.0,55.0,200.0,663.0,4194.0,1473.0,37082.0,1425.0,217.0,6991.0
2019-11-01 14:00:00+01:00,331.0,5679.0,55.0,204.0,321.0,4200.0,1378.0,36934.0,1194.0,217.0,7226.0
2019-11-01 15:00:00+01:00,331.0,5700.0,50.0,204.0,1462.0,4145.0,867.0,37101.0,826.0,217.0,6860.0
2019-11-01 16:00:00+01:00,331.0,5716.0,50.0,204.0,2009.0,4221.0,1308.0,36943.0,416.0,215.0,6421.0
2019-11-01 17:00:00+01:00,330.0,5653.0,51.0,204.0,639.0,4457.0,1827.0,37000.0,166.0,214.0,6476.0
2019-11-01 18:00:00+01:00,331.0,5414.0,50.0,204.0,794.0,4875.0,1588.0,37038.0,0.0,216.0,6717.0
2019-11-01 19:00:00+01:00,331.0,5540.0,50.0,204.0,932.0,4884.0,1358.0,37158.0,0.0,216.0,7139.0
2019-11-01 20:00:00+01:00,331.0,5367.0,50.0,204.0,324.0,4596.0,869.0,36949.0,0.0,216.0,7793.0
2019-11-01 21:00:00+01:00,332.0,4840.0,50.0,204.0,1637.0,4352.0,614.0,36848.0,0.0,218.0,8332.0
2019-11-01 22:00:00+01:00,333.0,4583.0,50.0,204.0,1452.0,4173.0,643.0,36820.0,0.0,218.0,8365.0
