,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2019-06-01 00:00:00+02:00,237.0,4361.0,41.0,1010.0,6430.0,144.0,1.0,288.0,52.0,413.0
2019-06-01 01:00:00+02:00,247.0,3966.0,40.0,1013.0,6399.0,148.0,1.0,288.0,52.0,330.0
2019-06-01 02:00:00+02:00,256.0,3768.0,40.0,1015.0,6274.0,148.0,0.0,288.0,52.0,275.0
2019-06-01 03:00:00+02:00,261.0,3735.0,41.0,1016.0,6222.0,149.0,0.0,288.0,52.0,236.0
2019-06-01 04:00:00+02:00,260.0,3625.0,42.0,1017.0,6246.0,148.0,0.0,288.0,52.0,226.0
2019-06-01 05:00:00+02:00,248.0,3420.0,42.0,1017.0,6419.0,147.0,0.0,288.0,52.0,181.0
2019-06-01 06:00:00+02:00,247.0,3558.0,42.0,1011.0,6908.0,148.0,0.0,288.0,52.0,129.0
2019-06-01 07:00:00+02:00,247.0,4097.0,42.0,1029.0,7577.0,150.0,0.0,278.0,52.0,58.0
2019-06-01 08:00:00+02:00,246.0,4685.0,41.0,1052.0,7975.0,148.0,143.0,315.0,52.0,19.0
2019-06-01 09:00:00+02:00,246.0,5155.0,41.0,1045.0,8167.0,146.0,206.0,313.0,52.0,36.0
2019-06-01 10:00:00+02:00,248.0,5149.0,40.0,1038.0,8281.0,144.0,210.0,326.0,52.0,107.0
2019-06-01 11:00:00+02:00,248.0,5135.0,40.0,1022.0,8257.0,142.0,208.0,327.0,52.0,218.0
2019-06-01 12:00:00+02:00,246.0,5116.0,40.0,1019.0,8171.0,141.0,144.0,330.0,52.0,247.0
2019-06-01 13:00:00+02:00,246.0,4864.0,40.0,1015.0,8006.0,142.0,82.0,331.0,52.0,277.0
2019-06-01 14:00:00+02:00,246.0,4705.0,40.0,1011.0,7521.0,141.0,41.0,327.0,52.0,397.0
2019-06-01 15:00:00+02:00,248.0,4555.0,41.0,1011.0,7430.0,141.0,5.0,322.0,52.0,419.0
2019-06-01 16:00:00+02:00,245.0,4628.0,41.0,1008.0,7222.0,141.0,20.0,314.0,52.0,340.0
2019-06-01 17:00:00+02:00,247.0,4357.0,41.0,1006.0,7106.0,139.0,260.0,315.0,52.0,315.0
2019-06-01 18:00:00+02:00,250.0,4142.0,41.0,1006.0,7229.0,139.0,347.0,318.0,52.0,278.0
2019-06-01 19:00:00+02:00,248.0,4003.0,41.0,1016.0,7461.0,139.0,368.0,318.0,52.0,230.0
2019-06-01 20:00:00+02:00,247.0,3948.0,41.0,1019.0,7497.0,140.0,450.0,328.0,52.0,208.0
2019-06-01 21:00:00+02:00,246.0,4459.0,41.0,993.0,7490.0,140.0,237.0,330.0,52.0,250.0
2019-06-01 22:00:00+02:00,246.0,4720.0,41.0,948.0,6630.0,140.0,10.0,308.0,52.0,461.0
2019-06-01 23:00:00+02:00,247.0,4347.0,41.0,934.0,5812.0,142.0,0.0,297.0,52.0,629.0
2019-06-02 00:00:00+02:00,241.0,3368.0,40.0,944.0,5856.0,142.0,0.0,280.0,40.0,575.0
2019-06-02 01:00:00+02:00,238.0,3370.0,41.0,946.0,5992.0,143.0,0.0,279.0,39.0,495.0
2019-06-02 02:00:00+02:00,240.0,3640.0,41.0,950.0,5907.0,146.0,0.0,279.0,39.0,467.0
2019-06-02 03:00:00+02:00,239.0,3671.0,41.0,950.0,5875.0,145.0,0.0,279.0,39.0,435.0
2019-06-02 04:00:00+02:00,247.0,3476.0,41.0,951.0,5887.0,145.0,0.0,279.0,39.0,371.0
2019-06-02 05:00:00+02:00,248.0,3418.0,41.0,950.0,5815.0,145.0,0.0,278.0,39.0,343.0
2019-06-02 06:00:00+02:00,247.0,3227.0,41.0,957.0,6022.0,145.0,0.0,282.0,39.0,235.0
2019-06-02 07:00:00+02:00,247.0,3372.0,41.0,973.0,6249.0,146.0,0.0,287.0,50.0,114.0
2019-06-02 08:00:00+02:00,248.0,3610.0,41.0,971.0,6481.0,145.0,92.0,313.0,52.0,80.0
2019-06-02 09:00:00+02:00,247.0,3760.0,40.0,956.0,6651.0,146.0,406.0,322.0,52.0,69.0
2019-06-02 10:00:00+02:00,247.0,3946.0,40.0,950.0,6799.0,146.0,206.0,324.0,52.0,81.0
2019-06-02 11:00:00+02:00,247.0,4051.0,40.0,941.0,6758.0,147.0,209.0,324.0,52.0,122.0
2019-06-02 12:00:00+02:00,247.0,4341.0,40.0,936.0,6657.0,147.0,208.0,324.0,50.0,197.0
2019-06-02 13:00:00+02:00,246.0,4285.0,40.0,936.0,6729.0,146.0,122.0,324.0,44.0,245.0
2019-06-02 14:00:00+02:00,247.0,3930.0,40.0,932.0,6665.0,146.0,46.0,324.0,40.0,222.0
2019-06-02 15:00:00+02:00,248.0,3901.0,41.0,931.0,6672.0,146.0,5.0,324.0,39.0,249.0
2019-06-02 16:00:00+02:00,247.0,3705.0,40.0,930.0,6625.0,145.0,0.0,321.0,39.0,200.0
2019-06-02 17:00:00+02:00,248.0,3755.0,40.0,931.0,6673.0,144.0,66.0,319.0,39.0,131.0
2019-06-02 18:00:00+02:00,249.0,3882.0,39.0,933.0,6743.0,150.0,134.0,310.0,39.0,122.0
2019-06-02 19:00:00+02:00,245.0,3962.0,39.0,941.0,6803.0,155.0,211.0,312.0,39.0,165.0
2019-06-02 20:00:00+02:00,248.0,3956.0,5.0,946.0,6749.0,156.0,465.0,321.0,39.0,385.0
2019-06-02 21:00:00+02:00,246.0,3946.0,0.0,922.0,6842.0,156.0,439.0,321.0,5.0,825.0
2019-06-02 22:00:00+02:00,247.0,3802.0,8.0,922.0,6486.0,157.0,237.0,306.0,0.0,1219.0
2019-06-02 23:00:00+02:00,248.0,3450.0,22.0,927.0,6018.0,157.0,0.0,281.0,0.0,1418.0
2019-06-03 00:00:00+02:00,241.0,3351.0,33.0,938.0,6390.0,157.0,0.0,277.0,0.0,1543.0
2019-06-03 01:00:00+02:00,238.0,3552.0,37.0,942.0,6228.0,156.0,0.0,277.0,0.0,1638.0
2019-06-03 02:00:00+02:00,238.0,3324.0,37.0,944.0,6273.0,157.0,0.0,277.0,0.0,1725.0
2019-06-03 03:00:00+02:00,238.0,3358.0,38.0,947.0,6433.0,157.0,0.0,277.0,0.0,1713.0
2019-06-03 04:00:00+02:00,244.0,3193.0,38.0,950.0,6480.0,155.0,0.0,277.0,0.0,1616.0
2019-06-03 05:00:00+02:00,248.0,3338.0,38.0,951.0,7062.0,153.0,0.0,267.0,0.0,1484.0
2019-06-03 06:00:00+02:00,248.0,3517.0,39.0,972.0,8630.0,153.0,1.0,264.0,46.0,1255.0
2019-06-03 07:00:00+02:00,247.0,4527.0,39.0,1010.0,9894.0,151.0,227.0,263.0,52.0,724.0
2019-06-03 08:00:00+02:00,247.0,5265.0,39.0,1025.0,10266.0,149.0,259.0,265.0,52.0,451.0
2019-06-03 09:00:00+02:00,247.0,5383.0,37.0,1008.0,10408.0,153.0,210.0,294.0,52.0,444.0
2019-06-03 10:00:00+02:00,247.0,5340.0,34.0,1000.0,10289.0,154.0,231.0,294.0,52.0,624.0
2019-06-03 11:00:00+02:00,246.0,5338.0,36.0,991.0,10202.0,154.0,373.0,291.0,52.0,901.0
2019-06-03 12:00:00+02:00,247.0,5398.0,37.0,988.0,10364.0,154.0,299.0,281.0,52.0,1028.0
2019-06-03 13:00:00+02:00,248.0,5156.0,37.0,981.0,10389.0,154.0,401.0,281.0,52.0,1119.0
2019-06-03 14:00:00+02:00,244.0,5052.0,39.0,978.0,10288.0,154.0,210.0,285.0,52.0,1115.0
2019-06-03 15:00:00+02:00,247.0,4917.0,39.0,977.0,10168.0,154.0,209.0,295.0,52.0,1078.0
2019-06-03 16:00:00+02:00,248.0,4759.0,41.0,975.0,9975.0,154.0,153.0,294.0,52.0,1145.0
2019-06-03 17:00:00+02:00,250.0,4297.0,41.0,978.0,10124.0,154.0,134.0,291.0,52.0,1184.0
2019-06-03 18:00:00+02:00,234.0,3695.0,41.0,983.0,10355.0,153.0,393.0,293.0,40.0,1158.0
2019-06-03 19:00:00+02:00,240.0,3300.0,41.0,988.0,10512.0,152.0,733.0,295.0,39.0,1228.0
2019-06-03 20:00:00+02:00,246.0,3250.0,42.0,996.0,10248.0,152.0,745.0,285.0,39.0,1496.0
2019-06-03 21:00:00+02:00,246.0,3277.0,42.0,974.0,10128.0,153.0,409.0,285.0,39.0,1774.0
2019-06-03 22:00:00+02:00,248.0,3241.0,42.0,966.0,9235.0,154.0,4.0,263.0,5.0,1936.0
2019-06-03 23:00:00+02:00,249.0,3028.0,42.0,972.0,8094.0,154.0,0.0,254.0,0.0,2116.0
2019-06-04 00:00:00+02:00,240.0,3088.0,42.0,981.0,8565.0,154.0,0.0,249.0,0.0,2031.0
2019-06-04 01:00:00+02:00,239.0,3133.0,42.0,985.0,8480.0,154.0,0.0,248.0,0.0,1845.0
2019-06-04 02:00:00+02:00,238.0,3078.0,42.0,986.0,8345.0,154.0,0.0,248.0,0.0,1779.0
2019-06-04 03:00:00+02:00,238.0,3095.0,42.0,988.0,8427.0,154.0,0.0,247.0,0.0,1623.0
2019-06-04 04:00:00+02:00,244.0,3085.0,42.0,991.0,8258.0,152.0,0.0,247.0,0.0,1504.0
2019-06-04 05:00:00+02:00,245.0,3026.0,42.0,992.0,8689.0,151.0,0.0,247.0,0.0,1442.0
2019-06-04 06:00:00+02:00,247.0,3713.0,42.0,1007.0,9608.0,151.0,1.0,247.0,0.0,1076.0
2019-06-04 07:00:00+02:00,248.0,4670.0,42.0,1028.0,10708.0,150.0,105.0,251.0,22.0,414.0
2019-06-04 08:00:00+02:00,248.0,5145.0,41.0,1018.0,10694.0,150.0,92.0,266.0,49.0,140.0
2019-06-04 09:00:00+02:00,247.0,5203.0,41.0,1000.0,10850.0,151.0,169.0,284.0,52.0,132.0
2019-06-04 10:00:00+02:00,248.0,5186.0,40.0,989.0,10701.0,152.0,208.0,283.0,52.0,195.0
2019-06-04 11:00:00+02:00,247.0,5411.0,40.0,981.0,10683.0,151.0,184.0,283.0,52.0,323.0
2019-06-04 12:00:00+02:00,248.0,5353.0,40.0,974.0,10928.0,151.0,104.0,284.0,52.0,337.0
2019-06-04 13:00:00+02:00,248.0,5210.0,40.0,965.0,10931.0,151.0,313.0,284.0,52.0,365.0
2019-06-04 14:00:00+02:00,248.0,5106.0,40.0,960.0,10820.0,151.0,224.0,281.0,52.0,372.0
2019-06-04 15:00:00+02:00,247.0,5196.0,40.0,960.0,10909.0,151.0,18.0,289.0,52.0,353.0
2019-06-04 16:00:00+02:00,247.0,5204.0,39.0,959.0,10764.0,149.0,105.0,296.0,40.0,330.0
2019-06-04 17:00:00+02:00,249.0,4597.0,39.0,965.0,10585.0,149.0,661.0,302.0,39.0,271.0
2019-06-04 18:00:00+02:00,247.0,4632.0,40.0,974.0,10200.0,149.0,754.0,301.0,39.0,281.0
2019-06-04 19:00:00+02:00,247.0,4578.0,40.0,977.0,10087.0,148.0,875.0,288.0,39.0,374.0
2019-06-04 20:00:00+02:00,247.0,4410.0,40.0,984.0,9876.0,149.0,943.0,284.0,39.0,575.0
2019-06-04 21:00:00+02:00,248.0,4601.0,40.0,963.0,9584.0,149.0,530.0,285.0,39.0,834.0
2019-06-04 22:00:00+02:00,248.0,3991.0,40.0,956.0,9076.0,149.0,338.0,284.0,5.0,1202.0
2019-06-04 23:00:00+02:00,247.0,3352.0,41.0,960.0,8485.0,149.0,55.0,267.0,0.0,1574.0
2019-06-05 00:00:00+02:00,240.0,3209.0,41.0,976.0,7890.0,149.0,0.0,254.0,0.0,1610.0
2019-06-05 01:00:00+02:00,238.0,3420.0,41.0,980.0,8178.0,149.0,0.0,253.0,0.0,1564.0
