,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-09-01 01:00:00+03:00,6.21,1339.88,68.6,26.240000000000002,0.0,1.272,0.216,25.104,0.0,0.0,1.793
2019-09-01 02:00:00+03:00,6.44,1285.76,69.09,24.6,0.0,1.272,0.216,25.104,0.0,0.0,2.255
2019-09-01 03:00:00+03:00,6.21,1293.14,69.09,24.6,0.0,1.272,0.216,25.116,0.0,0.0,2.508
2019-09-01 04:00:00+03:00,5.75,1292.3200000000002,69.58,24.6,0.0,1.272,0.216,25.14,0.0,0.0,2.9259999999999997
2019-09-01 05:00:00+03:00,6.21,1238.2,69.58,24.6,0.0,1.296,0.216,25.152,0.0,0.0,3.2449999999999997
2019-09-01 06:00:00+03:00,6.44,1216.88,68.6,45.1,0.0,1.344,0.216,25.164,0.0,0.0,3.278
2019-09-01 07:00:00+03:00,6.44,1315.2800000000002,70.07,50.02,0.0,1.776,0.216,25.164,1.804,0.0,2.7279999999999998
2019-09-01 08:00:00+03:00,6.44,1331.68,70.07,51.660000000000004,0.0,2.208,2.448,25.152,8.528,0.0,1.914
2019-09-01 09:00:00+03:00,6.44,1380.88,69.09,51.660000000000004,2.952,2.2560000000000002,2.592,25.176000000000002,17.097,0.0,1.639
2019-09-01 10:00:00+03:00,6.44,1384.16,69.09,51.660000000000004,2.352,1.872,3.48,25.176000000000002,24.067,0.0,2.09
2019-09-01 11:00:00+03:00,6.21,1416.14,68.6,47.56,0.0,1.488,5.5200000000000005,25.176000000000002,28.659000000000002,0.0,2.299
2019-09-01 12:00:00+03:00,6.21,1410.4,67.62,45.92,0.0,1.584,7.032,25.164,31.037000000000003,0.0,2.1559999999999997
2019-09-01 13:00:00+03:00,6.21,1410.4,67.13,46.74,0.0,1.56,6.12,25.14,31.16,0.0,1.98
2019-09-01 14:00:00+03:00,6.21,1339.88,67.13,45.92,0.0,1.584,7.248,25.128,29.602,0.0,1.7489999999999999
2019-09-01 15:00:00+03:00,6.44,1322.66,67.13,47.56,0.0,1.512,6.936,25.116,26.281000000000002,0.0,1.5619999999999998
2019-09-01 16:00:00+03:00,6.44,1435.8200000000002,66.15,46.74,0.0,1.488,8.304,25.116,20.746000000000002,0.0,1.276
2019-09-01 17:00:00+03:00,6.44,1568.66,65.66,45.92,0.0,1.6320000000000001,7.752,25.104,13.202,0.0,1.166
2019-09-01 18:00:00+03:00,6.21,1637.5400000000002,65.66,44.28,0.0,2.568,8.784,25.104,5.0840000000000005,0.0,0.8799999999999999
2019-09-01 19:00:00+03:00,6.21,1674.44,64.67999999999999,48.38,0.0,2.664,10.68,25.116,0.533,0.0,0.616
2019-09-01 20:00:00+03:00,5.98,1700.68,65.66,45.1,4.296,2.736,11.16,25.116,0.0,0.0,0.506
2019-09-01 21:00:00+03:00,5.98,1712.16,66.15,47.56,3.456,1.92,9.120000000000001,25.14,0.0,0.0,0.484
2019-09-01 22:00:00+03:00,6.44,1697.4,65.66,45.92,0.96,1.8,7.176,25.14,0.0,0.0,0.297
2019-09-01 23:00:00+03:00,6.44,1539.14,66.15,45.92,0.0,1.728,6.936,25.152,0.0,0.0,0.132
2019-09-02 00:00:00+03:00,6.44,1386.6200000000001,67.13,45.92,0.0,1.536,4.992,25.14,0.0,0.92222,0.09899999999999999
2019-09-02 01:00:00+03:00,6.21,1369.4,67.13,45.92,0.0,1.32,0.216,25.14,0.0,0.92222,0.10999999999999999
2019-09-02 02:00:00+03:00,6.21,1373.5,67.62,46.74,0.0,1.32,0.216,25.152,0.0,0.92222,0.121
2019-09-02 03:00:00+03:00,6.21,1368.5800000000002,67.62,46.74,0.0,1.32,0.216,25.14,0.0,0.92222,0.10999999999999999
2019-09-02 04:00:00+03:00,5.98,1431.72,67.62,46.74,0.0,1.296,0.216,25.14,0.0,0.92222,0.176
2019-09-02 05:00:00+03:00,5.98,1384.98,68.11,48.38,0.0,1.32,0.216,25.164,0.0,0.92222,0.21999999999999997
2019-09-02 06:00:00+03:00,5.98,1462.88,68.11,49.2,0.0,1.536,0.24,25.164,0.041,0.92222,0.242
2019-09-02 07:00:00+03:00,6.21,1593.2600000000002,70.07,49.2,0.0,1.776,0.36,25.164,1.845,0.92222,0.38499999999999995
2019-09-02 08:00:00+03:00,6.21,1653.94,68.6,50.02,0.0,2.736,0.624,25.176000000000002,8.733,0.92222,0.407
2019-09-02 09:00:00+03:00,5.98,1690.0200000000002,66.64,50.02,0.0,2.832,1.8,25.176000000000002,17.138,0.92222,0.352
2019-09-02 10:00:00+03:00,5.98,1607.2,66.64,50.02,0.0,2.592,2.112,25.164,23.862000000000002,0.92222,0.418
2019-09-02 11:00:00+03:00,5.98,1632.6200000000001,66.15,47.56,0.0,2.352,1.944,25.164,28.167,0.92222,0.638
2019-09-02 12:00:00+03:00,5.98,1630.16,66.15,48.38,0.0,2.04,1.872,25.152,30.504,0.92222,0.8909999999999999
2019-09-02 13:00:00+03:00,5.98,1613.7600000000002,66.64,49.2,0.0,2.2800000000000002,3.12,25.152,30.914,0.92222,1.067
2019-09-02 14:00:00+03:00,5.98,1598.18,66.64,49.2,0.0,2.208,4.344,25.176000000000002,29.356,0.92222,0.869
2019-09-02 15:00:00+03:00,6.21,1564.5600000000002,65.66,49.2,0.0,1.968,5.856,25.176000000000002,26.117,0.92222,1.045
2019-09-02 16:00:00+03:00,6.21,1591.6200000000001,66.15,49.2,0.0,2.064,7.6080000000000005,25.176000000000002,20.541,0.92222,1.056
2019-09-02 17:00:00+03:00,6.21,1502.24,66.64,49.2,0.0,1.968,10.344,25.14,12.915000000000001,0.92222,0.9349999999999999
2019-09-02 18:00:00+03:00,5.75,1609.66,66.64,49.2,0.0,2.3040000000000003,13.512,25.116,4.797000000000001,0.92222,0.748
2019-09-02 19:00:00+03:00,5.98,1620.3200000000002,66.15,47.56,1.8,2.328,13.272,25.116,0.451,0.92222,0.32999999999999996
2019-09-02 20:00:00+03:00,6.21,1713.8000000000002,66.15,48.38,4.8,1.92,13.296000000000001,25.128,0.0,0.92222,0.27499999999999997
2019-09-02 21:00:00+03:00,6.21,1701.5000000000002,67.62,48.38,4.392,1.704,10.08,25.128,0.0,0.92222,0.34099999999999997
2019-09-02 22:00:00+03:00,6.21,1637.5400000000002,67.62,48.38,3.432,1.344,5.712,25.104,0.0,0.92222,0.21999999999999997
2019-09-02 23:00:00+03:00,5.98,1524.38,67.62,47.56,0.12,1.296,5.928,25.116,0.0,0.92222,0.09899999999999999
