,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2019-06-01 00:00:00+02:00,73.83,0.0,0.0,4423.72,639.6,171.522,0.0,0.0,0.0,0.024,25.8,54.912,0.0,60.732,45.92,,28.700000000000003,240.69942,0.0,43.12
2019-06-01 01:00:00+02:00,74.29,0.0,0.0,4084.64,532.1800000000001,173.721,0.0,0.0,0.0,0.024,25.704,51.648,0.0,60.756,45.92,,28.700000000000003,239.77720000000002,0.0,41.282999999999994
2019-06-01 02:00:00+02:00,74.06,0.0,0.0,3999.87,408.36,174.454,0.0,0.0,0.0,0.024,24.72,41.664,0.0,60.756,45.92,,28.618000000000002,241.62164,0.0,40.172
2019-06-01 03:00:00+02:00,73.83,0.0,0.0,4024.37,246.82000000000002,164.192,0.0,0.0,0.0,0.024,24.240000000000002,39.096000000000004,0.0,60.744,46.74,,28.618000000000002,241.62164,0.0,38.565999999999995
2019-06-01 04:00:00+02:00,73.83,0.0,0.0,4011.63,296.84000000000003,161.26,0.0,0.0,0.0,3.696,23.616,41.448,0.0,60.744,46.74,,28.454,240.69942,0.0,36.663
2019-06-01 05:00:00+02:00,74.06,0.0,0.0,3967.04,412.46000000000004,158.328,0.0,0.0,0.0,8.088000000000001,23.304000000000002,36.816,0.0,60.756,46.74,,28.331,237.93276,0.0,33.792
2019-06-01 06:00:00+02:00,74.29,0.0,0.0,4598.16,415.74,158.328,0.0,0.0,0.0,9.24,23.64,29.064,0.0,60.756,45.1,,22.878,240.69942,0.0,29.15
2019-06-01 07:00:00+02:00,73.60000000000001,0.0,0.0,5178.32,435.42,159.79399999999998,0.0,0.0,0.0,6.912,24.36,27.192,0.0,60.756,45.92,,23.657,237.93276,0.0,26.191
2019-06-01 08:00:00+02:00,74.29,0.0,0.0,5344.43,434.6,159.79399999999998,0.0,0.0,0.0,1.6320000000000001,24.72,25.176000000000002,0.0,60.744,45.92,,60.434000000000005,237.01054000000002,0.0,23.616999999999997
2019-06-01 09:00:00+02:00,74.29,0.0,0.0,5379.22,469.04,159.79399999999998,0.0,0.0,0.0,0.024,25.032,35.04,0.0,60.732,46.74,,145.591,237.93276,0.0,21.669999999999998
2019-06-01 10:00:00+02:00,74.29,0.0,0.0,5342.47,528.08,158.328,0.0,0.0,0.0,0.024,25.008,41.568,0.0,60.708,45.92,,194.217,239.77720000000002,0.0,22.154
2019-06-01 11:00:00+02:00,73.14,0.0,0.0,5536.0199999999995,487.08000000000004,159.061,0.0,0.0,0.0,0.024,25.056,32.4,0.0,60.660000000000004,45.92,,215.37300000000002,237.01054000000002,0.0,23.023
2019-06-01 12:00:00+02:00,73.60000000000001,0.0,0.0,5465.95,502.66,153.93,0.0,0.0,0.0,0.024,25.608,29.712,0.0,60.612,45.92,,227.591,233.32166,0.0,25.168
2019-06-01 13:00:00+02:00,73.60000000000001,0.0,0.0,5500.25,498.56000000000006,155.396,0.0,0.0,0.0,0.024,25.968,24.624,0.0,60.564,45.1,,233.00300000000001,234.24388000000002,0.0,27.654
2019-06-01 14:00:00+02:00,72.68,0.0,0.0,5263.09,496.1,150.998,0.0,0.0,0.0,0.912,25.152,20.568,0.0,60.516,45.1,,233.29000000000002,237.01054000000002,0.0,29.776999999999997
2019-06-01 15:00:00+02:00,72.91,0.0,0.0,5293.47,441.98,144.401,0.0,0.0,0.0,3.192,24.6,16.152,0.0,60.468,45.1,,228.288,229.63278,0.0,32.208
2019-06-01 16:00:00+02:00,72.22,0.0,0.0,5024.46,423.12,143.668,0.0,0.0,0.0,6.264,23.64,14.904,0.0,60.456,45.1,,217.997,234.24388000000002,0.0,35.024
2019-06-01 17:00:00+02:00,71.76,0.0,0.0,4876.48,425.58000000000004,139.27,0.0,0.0,0.0,6.24,23.304000000000002,14.64,0.0,60.444,45.1,,200.03900000000002,228.71056000000002,0.0,36.971
2019-06-01 18:00:00+02:00,72.45,0.0,0.0,4980.36,422.3,139.27,0.0,0.0,0.0,6.24,23.232,15.168000000000001,0.0,60.444,45.92,,173.43,228.71056000000002,0.0,38.312999999999995
2019-06-01 19:00:00+02:00,72.22,0.0,0.0,5243.49,447.72,140.003,0.0,0.0,0.0,6.168,23.28,20.184,0.0,60.444,45.1,,137.924,235.1661,0.0,39.116
2019-06-01 20:00:00+02:00,73.14,0.0,0.0,5302.29,459.20000000000005,145.134,0.0,0.0,0.0,3.0,25.176000000000002,40.512,0.0,60.468,45.92,,84.911,234.24388000000002,0.0,40.007
2019-06-01 21:00:00+02:00,73.14,0.0,0.0,5339.04,505.12000000000006,145.867,0.0,0.0,0.0,0.024,26.400000000000002,47.064,0.0,60.516,45.92,,40.262,217.64392,0.0,43.89
2019-06-01 22:00:00+02:00,73.37,0.0,0.0,5295.43,492.00000000000006,132.673,0.0,0.0,0.0,0.024,26.448,43.776,0.0,60.54,45.92,,29.438000000000002,207.4995,0.0,48.037
2019-06-01 23:00:00+02:00,71.76,0.0,0.0,5122.46,460.84000000000003,132.673,0.0,0.0,0.0,3.048,25.656,33.12,0.0,60.564,45.92,,28.618000000000002,208.42172000000002,0.0,48.433
2019-06-02 00:00:00+02:00,73.60000000000001,0.0,0.0,4729.97,411.64000000000004,131.207,0.0,0.0,0.0,0.07200000000000001,25.824,32.376,0.0,60.564,45.1,,28.454,218.56614000000002,0.0,50.456999999999994
2019-06-02 01:00:00+02:00,73.60000000000001,0.0,0.0,4453.61,411.64000000000004,131.94,0.0,0.0,0.0,3.168,24.888,30.096,0.0,60.576,45.92,,28.372,222.25502,0.0,51.183
