,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2019-12-01 00:00:00+01:00,238.0,3700.0,218.0,245.0,285.0,7.0,0.0,94.0,5.0,3936.0,106.0,275.0,0.0,24.0,7.0
2019-12-01 01:00:00+01:00,235.0,3651.0,217.0,246.0,279.0,9.0,0.0,93.0,5.0,3936.0,103.0,275.0,0.0,24.0,6.0
2019-12-01 02:00:00+01:00,235.0,3712.0,220.0,253.0,290.0,9.0,0.0,92.0,5.0,3937.0,104.0,274.0,0.0,24.0,6.0
2019-12-01 03:00:00+01:00,236.0,3642.0,221.0,255.0,287.0,9.0,0.0,93.0,5.0,3937.0,104.0,273.0,0.0,24.0,7.0
2019-12-01 04:00:00+01:00,236.0,3649.0,221.0,258.0,291.0,9.0,0.0,94.0,5.0,3940.0,103.0,271.0,0.0,24.0,11.0
2019-12-01 05:00:00+01:00,236.0,3628.0,220.0,260.0,292.0,9.0,0.0,93.0,5.0,3943.0,106.0,269.0,0.0,24.0,13.0
2019-12-01 06:00:00+01:00,235.0,3623.0,218.0,272.0,292.0,9.0,0.0,91.0,12.0,3942.0,121.0,272.0,3.0,24.0,23.0
2019-12-01 07:00:00+01:00,236.0,3802.0,223.0,276.0,291.0,9.0,0.0,89.0,32.0,3943.0,123.0,276.0,15.0,24.0,37.0
2019-12-01 08:00:00+01:00,235.0,3804.0,223.0,276.0,289.0,9.0,0.0,91.0,30.0,3942.0,125.0,279.0,127.0,24.0,55.0
2019-12-01 09:00:00+01:00,230.0,3998.0,233.0,486.0,313.0,9.0,0.0,92.0,13.0,3942.0,129.0,281.0,292.0,24.0,71.0
2019-12-01 10:00:00+01:00,230.0,4093.0,230.0,939.0,315.0,9.0,0.0,92.0,13.0,3942.0,129.0,283.0,434.0,24.0,68.0
2019-12-01 11:00:00+01:00,232.0,4091.0,231.0,1033.0,315.0,9.0,79.0,90.0,19.0,3941.0,128.0,283.0,539.0,24.0,64.0
2019-12-01 12:00:00+01:00,235.0,3885.0,232.0,1007.0,310.0,9.0,77.0,87.0,57.0,3938.0,124.0,282.0,547.0,24.0,62.0
2019-12-01 13:00:00+01:00,235.0,3929.0,233.0,1008.0,310.0,9.0,81.0,90.0,14.0,3934.0,117.0,280.0,393.0,24.0,58.0
2019-12-01 14:00:00+01:00,236.0,3991.0,234.0,1009.0,313.0,9.0,0.0,89.0,69.0,3932.0,119.0,279.0,165.0,24.0,44.0
2019-12-01 15:00:00+01:00,236.0,4005.0,234.0,1014.0,315.0,9.0,10.0,91.0,20.0,3932.0,123.0,280.0,36.0,24.0,43.0
2019-12-01 16:00:00+01:00,236.0,4043.0,232.0,1017.0,330.0,9.0,732.0,90.0,74.0,3936.0,128.0,282.0,9.0,24.0,61.0
2019-12-01 17:00:00+01:00,236.0,4201.0,221.0,1013.0,342.0,9.0,669.0,92.0,76.0,3936.0,128.0,284.0,0.0,24.0,81.0
2019-12-01 18:00:00+01:00,236.0,4333.0,225.0,1021.0,339.0,9.0,762.0,91.0,115.0,3936.0,128.0,284.0,0.0,24.0,76.0
2019-12-01 19:00:00+01:00,237.0,4394.0,226.0,1031.0,339.0,9.0,785.0,91.0,83.0,3938.0,132.0,286.0,0.0,24.0,65.0
2019-12-01 20:00:00+01:00,236.0,4348.0,227.0,1029.0,319.0,9.0,415.0,89.0,76.0,3938.0,130.0,284.0,0.0,24.0,53.0
2019-12-01 21:00:00+01:00,236.0,4306.0,233.0,1021.0,298.0,9.0,207.0,90.0,62.0,3936.0,124.0,282.0,0.0,24.0,36.0
2019-12-01 22:00:00+01:00,237.0,4163.0,227.0,799.0,286.0,9.0,2.0,93.0,22.0,3934.0,109.0,276.0,0.0,24.0,26.0
2019-12-01 23:00:00+01:00,236.0,3956.0,218.0,251.0,280.0,9.0,0.0,91.0,21.0,3937.0,106.0,274.0,0.0,24.0,19.0
2019-12-02 00:00:00+01:00,235.0,3969.0,222.0,260.0,287.0,9.0,0.0,93.0,8.0,3937.0,105.0,274.0,0.0,24.0,17.0
2019-12-02 01:00:00+01:00,235.0,4043.0,220.0,260.0,286.0,9.0,0.0,92.0,8.0,3936.0,104.0,274.0,0.0,24.0,17.0
2019-12-02 02:00:00+01:00,235.0,4145.0,221.0,261.0,285.0,9.0,0.0,92.0,8.0,3936.0,104.0,273.0,0.0,24.0,21.0
2019-12-02 03:00:00+01:00,236.0,4207.0,222.0,263.0,282.0,9.0,0.0,90.0,8.0,3937.0,104.0,272.0,0.0,24.0,37.0
2019-12-02 04:00:00+01:00,235.0,4212.0,226.0,273.0,290.0,9.0,0.0,89.0,7.0,3937.0,104.0,271.0,0.0,24.0,46.0
2019-12-02 05:00:00+01:00,237.0,4401.0,227.0,534.0,296.0,9.0,0.0,86.0,7.0,3936.0,109.0,271.0,0.0,24.0,28.0
2019-12-02 06:00:00+01:00,237.0,4765.0,243.0,1043.0,321.0,9.0,13.0,83.0,51.0,3938.0,127.0,279.0,2.0,24.0,21.0
2019-12-02 07:00:00+01:00,238.0,4830.0,237.0,1116.0,342.0,9.0,345.0,77.0,265.0,3938.0,131.0,280.0,10.0,24.0,29.0
2019-12-02 08:00:00+01:00,236.0,4910.0,233.0,1045.0,352.0,9.0,318.0,75.0,423.0,3936.0,131.0,274.0,20.0,25.0,49.0
2019-12-02 09:00:00+01:00,237.0,5055.0,238.0,1054.0,222.0,9.0,636.0,75.0,343.0,3936.0,128.0,270.0,63.0,24.0,57.0
2019-12-02 10:00:00+01:00,237.0,5013.0,228.0,1049.0,211.0,9.0,279.0,77.0,152.0,3935.0,127.0,269.0,126.0,24.0,63.0
2019-12-02 11:00:00+01:00,237.0,5028.0,232.0,1038.0,215.0,9.0,137.0,81.0,93.0,3932.0,131.0,271.0,197.0,24.0,93.0
2019-12-02 12:00:00+01:00,238.0,4941.0,235.0,1015.0,298.0,9.0,0.0,81.0,92.0,3933.0,125.0,271.0,286.0,24.0,106.0
2019-12-02 13:00:00+01:00,237.0,4951.0,232.0,1030.0,333.0,9.0,19.0,86.0,93.0,3933.0,125.0,271.0,229.0,24.0,115.0
2019-12-02 14:00:00+01:00,236.0,4897.0,230.0,1035.0,367.0,9.0,143.0,84.0,105.0,3933.0,129.0,275.0,104.0,25.0,118.0
2019-12-02 15:00:00+01:00,237.0,4911.0,231.0,1038.0,366.0,9.0,291.0,81.0,267.0,3931.0,129.0,277.0,27.0,24.0,113.0
2019-12-02 16:00:00+01:00,237.0,4951.0,233.0,1045.0,352.0,9.0,445.0,80.0,373.0,3933.0,131.0,277.0,9.0,24.0,112.0
2019-12-02 17:00:00+01:00,237.0,4979.0,233.0,1050.0,359.0,9.0,632.0,84.0,132.0,3936.0,131.0,279.0,0.0,24.0,118.0
2019-12-02 18:00:00+01:00,236.0,4919.0,229.0,1039.0,352.0,9.0,897.0,85.0,106.0,3933.0,132.0,280.0,0.0,24.0,131.0
2019-12-02 19:00:00+01:00,236.0,5007.0,230.0,1039.0,351.0,9.0,475.0,88.0,32.0,3931.0,131.0,280.0,0.0,24.0,148.0
2019-12-02 20:00:00+01:00,236.0,4876.0,230.0,1044.0,326.0,9.0,100.0,86.0,23.0,3930.0,131.0,279.0,0.0,24.0,156.0
2019-12-02 21:00:00+01:00,236.0,4959.0,236.0,1045.0,302.0,9.0,0.0,87.0,12.0,3931.0,122.0,273.0,0.0,24.0,133.0
2019-12-02 22:00:00+01:00,235.0,4716.0,229.0,771.0,281.0,9.0,0.0,87.0,9.0,3933.0,107.0,269.0,0.0,24.0,137.0
2019-12-02 23:00:00+01:00,234.0,4438.0,224.0,262.0,282.0,9.0,0.0,90.0,8.0,3930.0,104.0,271.0,0.0,24.0,167.0
2019-12-03 00:00:00+01:00,235.0,4377.0,234.0,262.0,284.0,9.0,0.0,94.0,6.0,3928.0,108.0,277.0,0.0,24.0,165.0
2019-12-03 01:00:00+01:00,234.0,4328.0,225.0,260.0,283.0,9.0,0.0,93.0,5.0,3928.0,105.0,276.0,0.0,24.0,144.0
