,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2019-10-01 00:00:00+02:00,134.0,546.0,1001.0,0.0,11.0,6.0,1902.0,53.0,11.0,0.0,22.0,191.0
2019-10-01 00:15:00+02:00,130.0,539.0,965.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,21.0,173.0
2019-10-01 00:30:00+02:00,125.0,537.0,985.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,21.0,151.0
2019-10-01 00:45:00+02:00,123.0,534.0,945.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,21.0,148.0
2019-10-01 01:00:00+02:00,125.0,541.0,1015.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,20.0,143.0
2019-10-01 01:15:00+02:00,126.0,490.0,1016.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,21.0,131.0
2019-10-01 01:30:00+02:00,127.0,426.0,1061.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,22.0,116.0
2019-10-01 01:45:00+02:00,130.0,393.0,1060.0,0.0,11.0,6.0,1901.0,53.0,11.0,0.0,21.0,84.0
2019-10-01 02:00:00+02:00,131.0,428.0,1082.0,0.0,11.0,6.0,1903.0,52.0,10.0,0.0,20.0,50.0
2019-10-01 02:15:00+02:00,127.0,481.0,1054.0,0.0,11.0,6.0,1902.0,52.0,10.0,0.0,20.0,50.0
2019-10-01 02:30:00+02:00,126.0,505.0,1011.0,0.0,11.0,6.0,1902.0,52.0,9.0,0.0,21.0,56.0
2019-10-01 02:45:00+02:00,114.0,502.0,984.0,0.0,11.0,6.0,1902.0,52.0,9.0,0.0,22.0,49.0
2019-10-01 03:00:00+02:00,102.0,501.0,1028.0,0.0,10.0,6.0,1903.0,52.0,9.0,0.0,22.0,41.0
2019-10-01 03:15:00+02:00,94.0,492.0,1068.0,0.0,10.0,6.0,1902.0,52.0,8.0,0.0,22.0,44.0
2019-10-01 03:30:00+02:00,86.0,481.0,1067.0,0.0,10.0,6.0,1903.0,52.0,8.0,0.0,21.0,53.0
2019-10-01 03:45:00+02:00,85.0,462.0,1065.0,0.0,10.0,6.0,1903.0,52.0,8.0,0.0,21.0,48.0
2019-10-01 04:00:00+02:00,86.0,429.0,1027.0,0.0,10.0,6.0,1903.0,52.0,7.0,0.0,21.0,38.0
2019-10-01 04:15:00+02:00,86.0,477.0,1023.0,0.0,9.0,6.0,1903.0,52.0,7.0,0.0,20.0,21.0
2019-10-01 04:30:00+02:00,87.0,530.0,1069.0,0.0,10.0,6.0,1903.0,52.0,7.0,0.0,20.0,9.0
2019-10-01 04:45:00+02:00,87.0,541.0,1111.0,0.0,10.0,6.0,1903.0,52.0,7.0,0.0,20.0,2.0
2019-10-01 05:00:00+02:00,88.0,494.0,975.0,0.0,10.0,6.0,1903.0,53.0,7.0,0.0,21.0,1.0
2019-10-01 05:15:00+02:00,93.0,445.0,1023.0,0.0,10.0,6.0,1904.0,53.0,7.0,0.0,21.0,3.0
2019-10-01 05:30:00+02:00,101.0,442.0,1111.0,0.0,9.0,6.0,1904.0,53.0,7.0,0.0,23.0,2.0
2019-10-01 05:45:00+02:00,109.0,500.0,1153.0,0.0,9.0,6.0,1903.0,53.0,7.0,0.0,21.0,2.0
2019-10-01 06:00:00+02:00,113.0,487.0,983.0,0.0,9.0,6.0,1905.0,53.0,8.0,0.0,21.0,2.0
2019-10-01 06:15:00+02:00,113.0,517.0,1060.0,0.0,9.0,6.0,1905.0,53.0,9.0,0.0,21.0,3.0
2019-10-01 06:30:00+02:00,116.0,564.0,1100.0,0.0,9.0,6.0,1905.0,53.0,11.0,1.0,21.0,6.0
2019-10-01 06:45:00+02:00,125.0,598.0,1108.0,0.0,9.0,6.0,1905.0,53.0,12.0,7.0,20.0,9.0
2019-10-01 07:00:00+02:00,129.0,574.0,1061.0,0.0,10.0,6.0,1904.0,56.0,13.0,22.0,20.0,14.0
2019-10-01 07:15:00+02:00,129.0,573.0,1081.0,0.0,10.0,6.0,1905.0,56.0,13.0,46.0,21.0,17.0
2019-10-01 07:30:00+02:00,131.0,569.0,1089.0,0.0,10.0,6.0,1905.0,56.0,14.0,77.0,20.0,17.0
2019-10-01 07:45:00+02:00,127.0,523.0,1102.0,0.0,10.0,6.0,1905.0,56.0,14.0,114.0,21.0,25.0
2019-10-01 08:00:00+02:00,132.0,508.0,1130.0,0.0,10.0,6.0,1905.0,56.0,15.0,149.0,21.0,36.0
2019-10-01 08:15:00+02:00,133.0,561.0,1134.0,0.0,10.0,6.0,1905.0,56.0,15.0,194.0,21.0,36.0
2019-10-01 08:30:00+02:00,131.0,565.0,1133.0,0.0,10.0,6.0,1905.0,56.0,15.0,243.0,20.0,35.0
2019-10-01 08:45:00+02:00,133.0,515.0,1138.0,0.0,10.0,6.0,1905.0,56.0,15.0,285.0,20.0,31.0
2019-10-01 09:00:00+02:00,133.0,530.0,1143.0,0.0,10.0,6.0,1904.0,60.0,15.0,327.0,21.0,32.0
2019-10-01 09:15:00+02:00,133.0,550.0,1146.0,0.0,10.0,6.0,1905.0,60.0,14.0,362.0,21.0,39.0
2019-10-01 09:30:00+02:00,127.0,545.0,1148.0,0.0,10.0,6.0,1906.0,60.0,15.0,406.0,21.0,43.0
2019-10-01 09:45:00+02:00,128.0,502.0,1121.0,0.0,10.0,6.0,1907.0,60.0,16.0,452.0,20.0,47.0
2019-10-01 10:00:00+02:00,132.0,472.0,1148.0,0.0,10.0,6.0,1907.0,61.0,15.0,487.0,20.0,49.0
2019-10-01 10:15:00+02:00,130.0,502.0,1130.0,0.0,10.0,6.0,1907.0,61.0,15.0,514.0,21.0,52.0
2019-10-01 10:30:00+02:00,131.0,498.0,1125.0,0.0,10.0,6.0,1907.0,61.0,16.0,539.0,21.0,68.0
2019-10-01 10:45:00+02:00,130.0,453.0,1124.0,0.0,10.0,6.0,1907.0,61.0,15.0,551.0,21.0,88.0
2019-10-01 11:00:00+02:00,130.0,478.0,1127.0,0.0,10.0,6.0,1908.0,60.0,14.0,563.0,21.0,110.0
2019-10-01 11:15:00+02:00,126.0,514.0,1126.0,0.0,10.0,6.0,1907.0,60.0,13.0,581.0,21.0,121.0
2019-10-01 11:30:00+02:00,132.0,499.0,1124.0,0.0,10.0,6.0,1908.0,60.0,13.0,583.0,20.0,132.0
2019-10-01 11:45:00+02:00,134.0,477.0,1124.0,0.0,10.0,6.0,1907.0,63.0,14.0,584.0,21.0,148.0
2019-10-01 12:00:00+02:00,132.0,483.0,1334.0,0.0,10.0,6.0,1907.0,63.0,14.0,583.0,21.0,155.0
2019-10-01 12:15:00+02:00,124.0,534.0,1146.0,0.0,10.0,6.0,1907.0,63.0,14.0,577.0,22.0,160.0
2019-10-01 12:30:00+02:00,129.0,549.0,1128.0,0.0,10.0,6.0,1907.0,63.0,14.0,594.0,20.0,158.0
2019-10-01 12:45:00+02:00,129.0,532.0,1149.0,0.0,9.0,6.0,1907.0,63.0,13.0,594.0,20.0,173.0
2019-10-01 13:00:00+02:00,130.0,497.0,1144.0,0.0,9.0,6.0,1907.0,63.0,13.0,593.0,21.0,179.0
2019-10-01 13:15:00+02:00,126.0,531.0,1142.0,0.0,9.0,6.0,1906.0,63.0,14.0,582.0,21.0,175.0
2019-10-01 13:30:00+02:00,125.0,513.0,1136.0,0.0,8.0,6.0,1907.0,63.0,14.0,578.0,21.0,192.0
2019-10-01 13:45:00+02:00,127.0,454.0,1139.0,0.0,8.0,6.0,1906.0,63.0,14.0,567.0,21.0,184.0
2019-10-01 14:00:00+02:00,131.0,422.0,1137.0,0.0,8.0,6.0,1906.0,63.0,14.0,557.0,19.0,186.0
2019-10-01 14:15:00+02:00,126.0,454.0,1143.0,0.0,8.0,6.0,1906.0,63.0,14.0,548.0,20.0,186.0
2019-10-01 14:30:00+02:00,121.0,492.0,1142.0,0.0,8.0,6.0,1905.0,63.0,14.0,526.0,20.0,179.0
2019-10-01 14:45:00+02:00,120.0,516.0,1139.0,0.0,8.0,6.0,1904.0,63.0,15.0,500.0,20.0,178.0
2019-10-01 15:00:00+02:00,129.0,466.0,1095.0,0.0,8.0,6.0,1904.0,63.0,14.0,476.0,20.0,174.0
2019-10-01 15:15:00+02:00,129.0,438.0,1137.0,0.0,8.0,6.0,1904.0,63.0,15.0,446.0,20.0,174.0
2019-10-01 15:30:00+02:00,132.0,489.0,1137.0,0.0,8.0,6.0,1904.0,63.0,15.0,411.0,20.0,163.0
2019-10-01 15:45:00+02:00,132.0,547.0,1136.0,0.0,8.0,6.0,1903.0,63.0,15.0,372.0,18.0,157.0
2019-10-01 16:00:00+02:00,133.0,511.0,1114.0,0.0,8.0,6.0,1903.0,63.0,15.0,329.0,19.0,155.0
2019-10-01 16:15:00+02:00,133.0,500.0,1148.0,0.0,8.0,6.0,1902.0,63.0,15.0,284.0,20.0,157.0
2019-10-01 16:30:00+02:00,134.0,550.0,1148.0,0.0,8.0,6.0,1903.0,63.0,15.0,236.0,20.0,156.0
2019-10-01 16:45:00+02:00,133.0,593.0,1149.0,0.0,8.0,6.0,1902.0,63.0,15.0,186.0,21.0,148.0
2019-10-01 17:00:00+02:00,130.0,583.0,1108.0,0.0,8.0,6.0,1903.0,63.0,15.0,139.0,22.0,140.0
2019-10-01 17:15:00+02:00,131.0,558.0,1151.0,0.0,8.0,6.0,1903.0,63.0,15.0,95.0,22.0,137.0
2019-10-01 17:30:00+02:00,131.0,599.0,1147.0,0.0,9.0,6.0,1903.0,63.0,15.0,56.0,21.0,136.0
2019-10-01 17:45:00+02:00,128.0,626.0,1151.0,0.0,9.0,6.0,1903.0,63.0,15.0,26.0,21.0,118.0
2019-10-01 18:00:00+02:00,129.0,595.0,1024.0,0.0,9.0,6.0,1903.0,60.0,14.0,9.0,21.0,115.0
2019-10-01 18:15:00+02:00,130.0,526.0,1109.0,0.0,9.0,6.0,1905.0,60.0,13.0,1.0,21.0,103.0
2019-10-01 18:30:00+02:00,129.0,549.0,1218.0,0.0,10.0,6.0,1904.0,60.0,13.0,0.0,21.0,107.0
2019-10-01 18:45:00+02:00,130.0,607.0,1335.0,0.0,10.0,6.0,1903.0,60.0,13.0,0.0,21.0,112.0
2019-10-01 19:00:00+02:00,129.0,635.0,1219.0,0.0,10.0,6.0,1903.0,60.0,13.0,0.0,21.0,120.0
2019-10-01 19:15:00+02:00,131.0,644.0,1188.0,0.0,10.0,6.0,1902.0,60.0,13.0,0.0,22.0,135.0
