,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2019-09-01 00:00:00+02:00,79.0,525.0,882.0,0.0,5.0,8.0,1385.0,51.0,10.0,,0.0,23.0
2019-09-01 00:15:00+02:00,80.0,572.0,847.0,0.0,5.0,8.0,1384.0,51.0,10.0,,0.0,24.0
2019-09-01 00:30:00+02:00,79.0,589.0,806.0,0.0,5.0,8.0,1385.0,51.0,10.0,,0.0,28.0
2019-09-01 00:45:00+02:00,80.0,548.0,801.0,0.0,5.0,8.0,1385.0,51.0,10.0,,0.0,32.0
2019-09-01 01:00:00+02:00,80.0,567.0,819.0,0.0,5.0,8.0,1385.0,51.0,10.0,,0.0,34.0
2019-09-01 01:15:00+02:00,79.0,564.0,801.0,0.0,5.0,8.0,1384.0,51.0,10.0,,0.0,34.0
2019-09-01 01:30:00+02:00,79.0,507.0,796.0,0.0,5.0,8.0,1384.0,51.0,10.0,,0.0,41.0
2019-09-01 01:45:00+02:00,78.0,461.0,799.0,0.0,5.0,8.0,1384.0,51.0,10.0,,0.0,45.0
2019-09-01 02:00:00+02:00,79.0,464.0,789.0,0.0,5.0,8.0,1385.0,50.0,10.0,,0.0,46.0
2019-09-01 02:15:00+02:00,78.0,468.0,788.0,0.0,5.0,8.0,1384.0,50.0,9.0,,0.0,46.0
2019-09-01 02:30:00+02:00,78.0,437.0,787.0,0.0,5.0,8.0,1384.0,50.0,7.0,,0.0,45.0
2019-09-01 02:45:00+02:00,72.0,427.0,786.0,0.0,5.0,8.0,1384.0,50.0,7.0,,0.0,44.0
2019-09-01 03:00:00+02:00,62.0,399.0,764.0,0.0,5.0,8.0,1384.0,50.0,6.0,,0.0,42.0
2019-09-01 03:15:00+02:00,50.0,391.0,762.0,0.0,5.0,8.0,1384.0,50.0,6.0,,0.0,42.0
2019-09-01 03:30:00+02:00,47.0,385.0,748.0,0.0,5.0,8.0,1384.0,50.0,6.0,,0.0,39.0
2019-09-01 03:45:00+02:00,47.0,387.0,732.0,0.0,5.0,8.0,1385.0,50.0,6.0,,0.0,37.0
2019-09-01 04:00:00+02:00,48.0,387.0,717.0,0.0,5.0,8.0,1385.0,50.0,6.0,,0.0,34.0
2019-09-01 04:15:00+02:00,48.0,388.0,720.0,0.0,5.0,8.0,1385.0,50.0,6.0,,0.0,29.0
2019-09-01 04:30:00+02:00,48.0,388.0,726.0,0.0,5.0,8.0,1385.0,50.0,6.0,,0.0,22.0
2019-09-01 04:45:00+02:00,48.0,393.0,756.0,0.0,5.0,8.0,1385.0,50.0,6.0,,0.0,16.0
2019-09-01 05:00:00+02:00,48.0,443.0,765.0,0.0,5.0,8.0,1386.0,51.0,6.0,,0.0,13.0
2019-09-01 05:15:00+02:00,48.0,483.0,758.0,0.0,5.0,8.0,1385.0,51.0,6.0,,0.0,10.0
2019-09-01 05:30:00+02:00,48.0,472.0,753.0,0.0,5.0,8.0,1385.0,51.0,6.0,,0.0,8.0
2019-09-01 05:45:00+02:00,49.0,464.0,725.0,0.0,5.0,8.0,1385.0,51.0,7.0,,0.0,8.0
2019-09-01 06:00:00+02:00,50.0,446.0,682.0,0.0,5.0,8.0,1386.0,50.0,7.0,,0.0,8.0
2019-09-01 06:15:00+02:00,53.0,419.0,729.0,0.0,5.0,8.0,1386.0,50.0,6.0,,0.0,12.0
2019-09-01 06:30:00+02:00,57.0,449.0,741.0,0.0,5.0,8.0,1386.0,50.0,7.0,,0.0,13.0
2019-09-01 06:45:00+02:00,60.0,483.0,758.0,0.0,5.0,8.0,1386.0,50.0,7.0,,0.0,12.0
2019-09-01 07:00:00+02:00,61.0,504.0,711.0,0.0,6.0,8.0,1386.0,52.0,10.0,,0.0,10.0
2019-09-01 07:15:00+02:00,63.0,491.0,747.0,0.0,7.0,8.0,1387.0,52.0,12.0,,0.0,11.0
2019-09-01 07:30:00+02:00,70.0,517.0,750.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,12.0
2019-09-01 07:45:00+02:00,73.0,550.0,749.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,12.0
2019-09-01 08:00:00+02:00,79.0,551.0,729.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,10.0
2019-09-01 08:15:00+02:00,77.0,521.0,764.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,6.0
2019-09-01 08:30:00+02:00,74.0,541.0,773.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,3.0
2019-09-01 08:45:00+02:00,75.0,562.0,773.0,0.0,6.0,8.0,1387.0,52.0,13.0,,0.0,1.0
2019-09-01 09:00:00+02:00,79.0,550.0,755.0,0.0,6.0,8.0,1387.0,55.0,13.0,,0.0,0.0
2019-09-01 09:15:00+02:00,78.0,528.0,777.0,0.0,6.0,8.0,1386.0,55.0,13.0,,0.0,1.0
2019-09-01 09:30:00+02:00,77.0,533.0,777.0,0.0,6.0,8.0,1386.0,55.0,13.0,,0.0,1.0
2019-09-01 09:45:00+02:00,77.0,560.0,777.0,0.0,6.0,8.0,1386.0,55.0,12.0,,0.0,1.0
2019-09-01 10:00:00+02:00,75.0,565.0,767.0,0.0,6.0,8.0,1386.0,56.0,11.0,,0.0,1.0
2019-09-01 10:15:00+02:00,75.0,550.0,776.0,0.0,6.0,8.0,1386.0,56.0,10.0,,0.0,1.0
2019-09-01 10:30:00+02:00,78.0,566.0,776.0,0.0,6.0,8.0,1384.0,56.0,10.0,,0.0,1.0
2019-09-01 10:45:00+02:00,78.0,572.0,776.0,0.0,6.0,8.0,1385.0,56.0,11.0,,0.0,1.0
2019-09-01 11:00:00+02:00,78.0,596.0,773.0,0.0,6.0,8.0,1385.0,55.0,11.0,,0.0,1.0
2019-09-01 11:15:00+02:00,78.0,614.0,772.0,0.0,6.0,8.0,1384.0,55.0,11.0,,0.0,1.0
2019-09-01 11:30:00+02:00,77.0,618.0,772.0,0.0,6.0,8.0,1384.0,55.0,11.0,,0.0,0.0
2019-09-01 11:45:00+02:00,77.0,608.0,784.0,0.0,6.0,8.0,1384.0,58.0,11.0,,0.0,1.0
2019-09-01 12:00:00+02:00,77.0,614.0,789.0,0.0,7.0,8.0,1384.0,58.0,11.0,,0.0,1.0
2019-09-01 12:15:00+02:00,78.0,622.0,789.0,0.0,7.0,8.0,1384.0,58.0,11.0,,0.0,3.0
2019-09-01 12:30:00+02:00,78.0,632.0,780.0,0.0,7.0,8.0,1386.0,58.0,11.0,,0.0,4.0
2019-09-01 12:45:00+02:00,78.0,627.0,773.0,0.0,7.0,8.0,1386.0,58.0,11.0,,0.0,6.0
2019-09-01 13:00:00+02:00,79.0,629.0,789.0,0.0,7.0,8.0,1387.0,58.0,11.0,,0.0,10.0
2019-09-01 13:15:00+02:00,75.0,627.0,775.0,0.0,7.0,8.0,1387.0,58.0,11.0,,0.0,12.0
2019-09-01 13:30:00+02:00,75.0,631.0,778.0,0.0,7.0,8.0,1386.0,58.0,11.0,,0.0,15.0
