,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2019-12-01 00:00:00+01:00,32.89,273.88,500.28999999999996,0.0,0.456,0.432,23.232,46.74,,0.0,20.28884,0.044
2019-12-01 00:15:00+01:00,32.89,266.5,490.98,0.0,0.456,0.432,23.22,46.74,,0.0,19.36662,0.033
2019-12-01 00:30:00+01:00,32.43,265.68,480.2,0.0,0.456,0.432,23.232,46.74,,0.0,19.36662,0.044
2019-12-01 00:45:00+01:00,32.2,264.86,451.28999999999996,0.733,0.456,0.432,23.232,46.74,,0.0,21.21106,0.05499999999999999
2019-12-01 01:00:00+01:00,32.2,256.66,419.44,0.733,0.456,0.432,23.244,45.92,,0.0,19.36662,0.011
2019-12-01 01:15:00+01:00,33.120000000000005,248.46,402.78,0.733,0.456,0.432,23.232,45.92,,0.0,20.28884,0.011
2019-12-01 01:30:00+01:00,31.970000000000002,241.08,395.92,0.733,0.456,0.432,23.244,45.92,,0.0,20.28884,0.011
2019-12-01 01:45:00+01:00,31.970000000000002,226.32000000000002,377.3,0.733,0.456,0.432,23.244,45.92,,0.0,21.21106,0.0
2019-12-01 02:00:00+01:00,27.37,246.82000000000002,395.43,0.0,0.456,0.432,23.256,45.1,,0.0,21.21106,0.0
2019-12-01 02:15:00+01:00,24.61,236.16000000000003,400.82,0.0,0.456,0.432,23.256,45.1,,0.0,21.21106,0.0
2019-12-01 02:30:00+01:00,24.150000000000002,209.92000000000002,398.37,0.0,0.456,0.432,23.268,45.1,,0.0,20.28884,0.0
2019-12-01 02:45:00+01:00,23.92,206.64000000000001,382.2,0.0,0.456,0.432,23.268,45.1,,0.0,19.36662,0.0
2019-12-01 03:00:00+01:00,23.69,222.22000000000003,404.25,0.0,0.48,0.432,23.28,45.1,,0.0,20.28884,0.0
2019-12-01 03:15:00+01:00,23.69,225.50000000000003,401.8,0.0,0.48,0.432,23.28,45.1,,0.0,21.21106,0.0
2019-12-01 03:30:00+01:00,23.69,219.76000000000002,398.37,0.0,0.48,0.432,23.28,45.1,,0.0,20.28884,0.0
2019-12-01 03:45:00+01:00,24.150000000000002,214.84,391.02,0.0,0.48,0.432,23.28,45.1,,0.0,21.21106,0.0
2019-12-01 04:00:00+01:00,24.150000000000002,215.66000000000003,381.71,0.0,0.48,0.432,23.292,45.1,,0.0,21.21106,0.0
2019-12-01 04:15:00+01:00,23.46,214.84,393.96,0.0,0.48,0.432,23.28,45.1,,0.0,20.28884,0.011
2019-12-01 04:30:00+01:00,23.0,217.3,395.92,0.0,0.48,0.40800000000000003,23.292,45.1,,0.0,20.28884,0.011
2019-12-01 04:45:00+01:00,23.92,229.60000000000002,403.27,0.0,0.48,0.40800000000000003,23.268,45.1,,0.0,20.28884,0.022
2019-12-01 05:00:00+01:00,24.150000000000002,210.74,390.04,0.0,0.48,0.40800000000000003,23.256,45.92,,0.0,19.36662,0.022
2019-12-01 05:15:00+01:00,24.84,211.56,388.57,0.0,0.48,0.40800000000000003,23.268,45.92,,0.0,19.36662,0.033
2019-12-01 05:30:00+01:00,26.220000000000002,214.02,393.46999999999997,0.0,0.48,0.40800000000000003,23.256,45.92,,0.0,21.21106,0.044
2019-12-01 05:45:00+01:00,27.830000000000002,217.3,400.82,0.0,0.48,0.40800000000000003,23.256,45.92,,0.0,20.28884,0.05499999999999999
2019-12-01 06:00:00+01:00,28.290000000000003,221.4,366.52,0.0,0.48,0.40800000000000003,23.256,45.92,,0.0,20.28884,0.05499999999999999
2019-12-01 06:15:00+01:00,28.98,238.62,376.81,0.0,0.48,0.40800000000000003,23.256,45.92,,0.0,20.28884,0.088
