,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2019-04-01 00:00:00+02:00,122.82000000000001,105.84,188.60000000000002,11.728,0.0,126.34414000000001,1.728,2.3209999999999997
2019-04-01 01:00:00+02:00,108.79,100.94,171.38000000000002,10.995,0.0,126.34414000000001,1.044,1.155
2019-04-01 02:00:00+02:00,106.03,101.92,178.76000000000002,12.461,0.0,122.65526,0.552,0.407
2019-04-01 03:00:00+02:00,115.46000000000001,105.84,188.60000000000002,11.728,0.0,126.34414000000001,0.096,0.176
2019-04-01 04:00:00+02:00,125.12,113.67999999999999,209.92000000000002,10.262,0.0,127.26636,0.0,0.121
2019-04-01 05:00:00+02:00,151.57,133.28,332.1,11.728,0.0,131.87746,0.0,0.09899999999999999
2019-04-01 06:00:00+02:00,160.77,184.73,510.04,15.392999999999999,0.041,130.95524,0.024,0.132
2019-04-01 07:00:00+02:00,209.07000000000002,279.79,583.84,15.392999999999999,1.6400000000000001,134.64412000000002,0.036000000000000004,0.121
2019-04-01 08:00:00+02:00,211.14000000000001,297.92,530.5400000000001,17.592,7.134,142.94410000000002,0.012,0.16499999999999998
2019-04-01 09:00:00+02:00,173.42000000000002,276.85,502.66,18.325,14.76,160.46628,0.024,0.27499999999999997
2019-04-01 10:00:00+02:00,162.15,251.85999999999999,439.52000000000004,19.791,21.32,158.62184000000002,0.3,0.825
2019-04-01 11:00:00+02:00,157.78,237.65,389.50000000000006,18.325,24.477,153.08852000000002,0.66,2.167
2019-04-01 12:00:00+02:00,158.24,230.79,382.12,20.524,26.486,149.39964,0.552,2.4749999999999996
2019-04-01 13:00:00+02:00,155.71,211.19,435.42,17.592,27.019000000000002,129.1108,0.54,2.8379999999999996
2019-04-01 14:00:00+02:00,144.21,207.76,516.6,19.791,26.527,116.19972,0.528,3.19
2019-04-01 15:00:00+02:00,129.95000000000002,210.21,510.86,19.791,24.805,113.43306000000001,0.732,3.6519999999999997
2019-04-01 16:00:00+02:00,135.70000000000002,216.57999999999998,402.62,19.791,20.008,115.2775,0.924,4.114
2019-04-01 17:00:00+02:00,134.55,218.04999999999998,399.34000000000003,19.791,12.956000000000001,118.96638,1.356,5.159
2019-04-01 18:00:00+02:00,139.61,209.23,582.2,19.791,5.371,121.73304,2.076,5.962
2019-04-01 19:00:00+02:00,160.77,219.03,720.7800000000001,23.456,0.6970000000000001,118.04416,2.172,6.358
