,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2019-06-01 00:00:00+02:00,321.0,0.0,0.0,9028.0,780.0,234.0,0.0,0.0,0.0,1.0,1075.0,2288.0,0.0,5061.0,56.0,105.0,700.0,261.0,0.0,3920.0
2019-06-01 01:00:00+02:00,323.0,0.0,0.0,8336.0,649.0,237.0,0.0,0.0,0.0,1.0,1071.0,2152.0,0.0,5063.0,56.0,107.0,700.0,260.0,0.0,3753.0
2019-06-01 02:00:00+02:00,322.0,0.0,0.0,8163.0,498.0,238.0,0.0,0.0,0.0,1.0,1030.0,1736.0,0.0,5063.0,56.0,107.0,698.0,262.0,0.0,3652.0
2019-06-01 03:00:00+02:00,321.0,0.0,0.0,8213.0,301.0,224.0,0.0,0.0,0.0,1.0,1010.0,1629.0,0.0,5062.0,57.0,107.0,698.0,262.0,0.0,3506.0
2019-06-01 04:00:00+02:00,321.0,0.0,0.0,8187.0,362.0,220.0,0.0,0.0,0.0,154.0,984.0,1727.0,0.0,5062.0,57.0,106.0,694.0,261.0,0.0,3333.0
2019-06-01 05:00:00+02:00,322.0,0.0,0.0,8096.0,503.0,216.0,0.0,0.0,0.0,337.0,971.0,1534.0,0.0,5063.0,57.0,104.0,691.0,258.0,0.0,3072.0
2019-06-01 06:00:00+02:00,323.0,0.0,0.0,9384.0,507.0,216.0,0.0,0.0,0.0,385.0,985.0,1211.0,0.0,5063.0,55.0,105.0,558.0,261.0,0.0,2650.0
2019-06-01 07:00:00+02:00,320.0,0.0,0.0,10568.0,531.0,218.0,0.0,0.0,0.0,288.0,1015.0,1133.0,0.0,5063.0,56.0,105.0,577.0,258.0,0.0,2381.0
2019-06-01 08:00:00+02:00,323.0,0.0,0.0,10907.0,530.0,218.0,0.0,0.0,0.0,68.0,1030.0,1049.0,0.0,5062.0,56.0,108.0,1474.0,257.0,0.0,2147.0
2019-06-01 09:00:00+02:00,323.0,0.0,0.0,10978.0,572.0,218.0,0.0,0.0,0.0,1.0,1043.0,1460.0,0.0,5061.0,57.0,108.0,3551.0,258.0,0.0,1970.0
2019-06-01 10:00:00+02:00,323.0,0.0,0.0,10903.0,644.0,216.0,0.0,0.0,0.0,1.0,1042.0,1732.0,0.0,5059.0,56.0,110.0,4737.0,260.0,0.0,2014.0
2019-06-01 11:00:00+02:00,318.0,0.0,0.0,11298.0,594.0,217.0,0.0,0.0,0.0,1.0,1044.0,1350.0,0.0,5055.0,56.0,108.0,5253.0,257.0,0.0,2093.0
2019-06-01 12:00:00+02:00,320.0,0.0,0.0,11155.0,613.0,210.0,0.0,0.0,0.0,1.0,1067.0,1238.0,0.0,5051.0,56.0,111.0,5551.0,253.0,0.0,2288.0
2019-06-01 13:00:00+02:00,320.0,0.0,0.0,11225.0,608.0,212.0,0.0,0.0,0.0,1.0,1082.0,1026.0,0.0,5047.0,55.0,110.0,5683.0,254.0,0.0,2514.0
2019-06-01 14:00:00+02:00,316.0,0.0,0.0,10741.0,605.0,206.0,0.0,0.0,0.0,38.0,1048.0,857.0,0.0,5043.0,55.0,109.0,5690.0,257.0,0.0,2707.0
2019-06-01 15:00:00+02:00,317.0,0.0,0.0,10803.0,539.0,197.0,0.0,0.0,0.0,133.0,1025.0,673.0,0.0,5039.0,55.0,108.0,5568.0,249.0,0.0,2928.0
2019-06-01 16:00:00+02:00,314.0,0.0,0.0,10254.0,516.0,196.0,0.0,0.0,0.0,261.0,985.0,621.0,0.0,5038.0,55.0,109.0,5317.0,254.0,0.0,3184.0
2019-06-01 17:00:00+02:00,312.0,0.0,0.0,9952.0,519.0,190.0,0.0,0.0,0.0,260.0,971.0,610.0,0.0,5037.0,55.0,102.0,4879.0,248.0,0.0,3361.0
2019-06-01 18:00:00+02:00,315.0,0.0,0.0,10164.0,515.0,190.0,0.0,0.0,0.0,260.0,968.0,632.0,0.0,5037.0,56.0,97.0,4230.0,248.0,0.0,3483.0
2019-06-01 19:00:00+02:00,314.0,0.0,0.0,10701.0,546.0,191.0,0.0,0.0,0.0,257.0,970.0,841.0,0.0,5037.0,55.0,95.0,3364.0,255.0,0.0,3556.0
2019-06-01 20:00:00+02:00,318.0,0.0,0.0,10821.0,560.0,198.0,0.0,0.0,0.0,125.0,1049.0,1688.0,0.0,5039.0,56.0,99.0,2071.0,254.0,0.0,3637.0
2019-06-01 21:00:00+02:00,318.0,0.0,0.0,10896.0,616.0,199.0,0.0,0.0,0.0,1.0,1100.0,1961.0,0.0,5043.0,56.0,101.0,982.0,236.0,0.0,3990.0
2019-06-01 22:00:00+02:00,319.0,0.0,0.0,10807.0,600.0,181.0,0.0,0.0,0.0,1.0,1102.0,1824.0,0.0,5045.0,56.0,104.0,718.0,225.0,0.0,4367.0
2019-06-01 23:00:00+02:00,312.0,0.0,0.0,10454.0,562.0,181.0,0.0,0.0,0.0,127.0,1069.0,1380.0,0.0,5047.0,56.0,103.0,698.0,226.0,0.0,4403.0
2019-06-02 00:00:00+02:00,320.0,0.0,0.0,9653.0,502.0,179.0,0.0,0.0,0.0,3.0,1076.0,1349.0,0.0,5047.0,55.0,103.0,694.0,237.0,0.0,4587.0
2019-06-02 01:00:00+02:00,320.0,0.0,0.0,9089.0,502.0,180.0,0.0,0.0,0.0,132.0,1037.0,1254.0,0.0,5048.0,56.0,102.0,692.0,241.0,0.0,4653.0
2019-06-02 02:00:00+02:00,319.0,0.0,0.0,8787.0,511.0,180.0,0.0,0.0,0.0,308.0,1001.0,993.0,0.0,5048.0,56.0,102.0,688.0,241.0,0.0,4414.0
2019-06-02 03:00:00+02:00,317.0,0.0,0.0,8419.0,497.0,180.0,0.0,0.0,0.0,435.0,979.0,700.0,0.0,5050.0,57.0,105.0,685.0,249.0,0.0,4376.0
2019-06-02 04:00:00+02:00,321.0,0.0,0.0,8693.0,502.0,177.0,0.0,0.0,0.0,541.0,958.0,790.0,0.0,5052.0,57.0,101.0,682.0,255.0,0.0,3917.0
2019-06-02 05:00:00+02:00,317.0,0.0,0.0,8948.0,502.0,177.0,0.0,0.0,0.0,541.0,945.0,796.0,0.0,5053.0,56.0,101.0,679.0,261.0,0.0,3544.0
2019-06-02 06:00:00+02:00,315.0,0.0,0.0,9167.0,496.0,177.0,0.0,0.0,0.0,542.0,949.0,634.0,0.0,5054.0,56.0,100.0,535.0,260.0,0.0,3488.0
2019-06-02 07:00:00+02:00,317.0,0.0,0.0,9126.0,503.0,182.0,0.0,0.0,0.0,631.0,954.0,749.0,0.0,5053.0,56.0,100.0,561.0,257.0,0.0,3383.0
2019-06-02 08:00:00+02:00,319.0,0.0,0.0,9747.0,519.0,182.0,0.0,0.0,0.0,624.0,1016.0,860.0,0.0,5053.0,57.0,106.0,1418.0,250.0,0.0,2940.0
2019-06-02 09:00:00+02:00,320.0,0.0,0.0,9807.0,547.0,182.0,0.0,0.0,0.0,439.0,1015.0,863.0,0.0,5051.0,56.0,108.0,3355.0,234.0,0.0,2637.0
2019-06-02 10:00:00+02:00,318.0,0.0,0.0,10342.0,556.0,182.0,0.0,0.0,0.0,352.0,1021.0,863.0,0.0,5049.0,57.0,107.0,4618.0,239.0,0.0,2609.0
2019-06-02 11:00:00+02:00,317.0,0.0,0.0,10373.0,557.0,182.0,0.0,0.0,0.0,260.0,1016.0,740.0,0.0,5046.0,56.0,104.0,5174.0,249.0,0.0,2743.0
2019-06-02 12:00:00+02:00,314.0,0.0,0.0,10294.0,560.0,181.0,0.0,0.0,0.0,156.0,1035.0,826.0,0.0,5043.0,56.0,101.0,5452.0,254.0,0.0,2859.0
2019-06-02 13:00:00+02:00,316.0,0.0,0.0,10372.0,561.0,181.0,0.0,0.0,0.0,156.0,1052.0,893.0,0.0,5040.0,56.0,97.0,5566.0,256.0,0.0,3144.0
2019-06-02 14:00:00+02:00,312.0,0.0,0.0,10027.0,533.0,180.0,0.0,0.0,0.0,156.0,1014.0,680.0,0.0,5036.0,56.0,98.0,5550.0,257.0,0.0,3863.0
2019-06-02 15:00:00+02:00,311.0,0.0,0.0,9186.0,508.0,180.0,0.0,0.0,0.0,492.0,984.0,609.0,0.0,5032.0,57.0,98.0,5406.0,256.0,0.0,4355.0
2019-06-02 16:00:00+02:00,315.0,0.0,0.0,9308.0,510.0,161.0,0.0,0.0,0.0,859.0,968.0,598.0,0.0,5029.0,55.0,99.0,5109.0,253.0,0.0,4481.0
2019-06-02 17:00:00+02:00,311.0,0.0,0.0,9335.0,515.0,180.0,0.0,0.0,0.0,738.0,955.0,623.0,0.0,5027.0,56.0,94.0,4585.0,248.0,0.0,4613.0
2019-06-02 18:00:00+02:00,312.0,0.0,0.0,9456.0,523.0,184.0,0.0,0.0,0.0,549.0,950.0,632.0,0.0,5019.0,56.0,95.0,3887.0,250.0,0.0,4567.0
2019-06-02 19:00:00+02:00,313.0,0.0,0.0,10227.0,534.0,186.0,0.0,0.0,0.0,326.0,984.0,973.0,0.0,5016.0,56.0,97.0,2956.0,250.0,0.0,4353.0
2019-06-02 20:00:00+02:00,310.0,0.0,0.0,10615.0,569.0,187.0,0.0,0.0,0.0,117.0,1049.0,2357.0,0.0,5025.0,57.0,96.0,1733.0,253.0,0.0,3977.0
2019-06-02 21:00:00+02:00,312.0,0.0,0.0,10521.0,613.0,187.0,0.0,0.0,0.0,9.0,1084.0,3297.0,0.0,5032.0,57.0,96.0,901.0,252.0,0.0,4071.0
2019-06-02 22:00:00+02:00,310.0,0.0,0.0,10818.0,613.0,185.0,0.0,0.0,0.0,1.0,1092.0,3112.0,0.0,5035.0,57.0,91.0,701.0,251.0,0.0,4337.0
2019-06-02 23:00:00+02:00,304.0,0.0,0.0,10599.0,589.0,185.0,0.0,0.0,0.0,23.0,1101.0,1988.0,0.0,5039.0,57.0,90.0,693.0,252.0,0.0,4205.0
