,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2019-05-31 23:00:00+01:00,272.435,1798.055,0.0,0.0,0.0,3.444,30.288,0.41000000000000003,0.0,20.964000000000002,18.424999999999997
2019-05-31 23:30:00+01:00,272.09000000000003,1587.6,0.0,0.0,1.056,3.444,30.252,0.0,0.0,20.25,16.698
2019-06-01 00:00:00+01:00,271.285,1553.055,0.0,0.0,0.0,4.104,30.288,0.8200000000000001,0.0,19.512,16.247
2019-06-01 00:30:00+01:00,271.63,1470.735,0.0,0.0,0.0,4.116,30.294,0.8200000000000001,0.0,17.742,16.5165
2019-06-01 01:00:00+01:00,270.825,1481.0249999999999,0.0,0.0,0.0,3.3000000000000003,30.306,0.8200000000000001,0.0,16.044,16.758499999999998
2019-06-01 01:30:00+01:00,273.93,1467.305,0.0,0.0,0.0,2.976,30.288,1.23,0.0,14.772,18.744
2019-06-01 02:00:00+01:00,274.505,1483.965,0.0,0.0,0.0,2.988,30.288,1.6400000000000001,0.0,13.242,17.7045
2019-06-01 02:30:00+01:00,274.27500000000003,1473.675,0.0,0.0,0.0,2.82,30.282,1.23,0.0,12.426,17.644
2019-06-01 03:00:00+01:00,272.435,1479.8,0.0,0.0,0.0,2.7,30.288,0.41000000000000003,0.0,11.454,17.0005
2019-06-01 03:30:00+01:00,273.24,1416.835,0.0,0.0,0.0,2.676,30.336000000000002,0.41000000000000003,0.0,10.134,16.758499999999998
2019-06-01 04:00:00+01:00,275.425,1422.715,0.0,0.0,0.0,2.904,30.276,0.41000000000000003,0.0,9.09,15.960999999999999
2019-06-01 04:30:00+01:00,275.425,1408.995,0.0,0.0,0.0,2.904,30.252,0.0,0.0615,7.878,15.2295
2019-06-01 05:00:00+01:00,274.735,1418.305,0.0,0.0,0.0,3.108,30.306,0.0,1.1685,6.756,14.52
2019-06-01 05:30:00+01:00,273.815,1572.165,0.0,0.0,0.0,4.0200000000000005,30.3,0.0,5.0225,5.91,13.584999999999999
2019-06-01 06:00:00+01:00,269.1,1591.7649999999999,0.0,0.0,1.788,4.128,30.258,0.41000000000000003,11.5005,5.166,11.825
2019-06-01 06:30:00+01:00,266.34000000000003,1813.49,0.0,0.0,0.0,4.164,30.336000000000002,1.23,20.3565,4.95,11.891
2019-06-01 07:00:00+01:00,271.86,2009.245,0.0,0.0,1.668,4.272,30.174,2.87,32.185,4.266,11.956999999999999
2019-06-01 07:30:00+01:00,268.065,2248.855,0.0,0.0,3.156,4.296,30.192,2.46,45.1,3.678,11.4895
2019-06-01 08:00:00+01:00,270.25,2533.79,0.0,0.0,0.0,4.284,30.258,3.2800000000000002,58.63,3.2880000000000003,11.8965
2019-06-01 08:30:00+01:00,269.56,2589.895,0.0,0.0,6.216,4.26,30.3,2.46,71.34,3.0300000000000002,11.7645
2019-06-01 09:00:00+01:00,270.365,2705.045,0.0,0.0,7.164000000000001,4.248,30.27,2.46,82.0,2.64,11.4895
2019-06-01 09:30:00+01:00,269.79,2671.725,0.0,0.0,10.212,4.236,30.306,4.1000000000000005,95.53,2.25,11.522499999999999
2019-06-01 10:00:00+01:00,269.90500000000003,2723.91,0.0,0.0,6.636,4.08,30.318,1.23,106.60000000000001,2.412,11.830499999999999
2019-06-01 10:30:00+01:00,270.135,2731.75,0.0,0.0,3.948,4.0440000000000005,30.408,5.33,116.03,2.31,12.4795
2019-06-01 11:00:00+01:00,269.21500000000003,2639.875,0.0,0.0,3.2880000000000003,4.056,30.39,2.0500000000000003,126.28,2.892,13.299
2019-06-01 11:30:00+01:00,270.135,2708.23,0.0,0.0,0.624,3.888,30.336000000000002,6.15,135.71,2.976,13.9535
2019-06-01 12:00:00+01:00,270.25,2705.29,0.0,0.0,0.624,2.856,30.39,4.510000000000001,140.01500000000001,3.246,14.168
2019-06-01 12:30:00+01:00,272.665,2674.91,0.0,0.0,0.0,2.724,30.372,5.33,140.425,3.078,14.157
2019-06-01 13:00:00+01:00,260.475,2618.315,0.0,0.0,0.0,2.736,30.438000000000002,5.74,140.01500000000001,3.228,14.5695
2019-06-01 13:30:00+01:00,261.165,2448.5299999999997,0.0,0.0,0.0,2.724,30.39,5.74,134.89000000000001,3.492,15.377999999999998
2019-06-01 14:00:00+01:00,259.095,2451.225,0.0,0.0,0.792,2.712,30.366,6.15,129.97,4.104,14.619
2019-06-01 14:30:00+01:00,261.855,2491.16,0.0,0.0,0.0,2.7,30.372,5.33,124.025,4.5,14.135
2019-06-01 15:00:00+01:00,271.745,2392.67,0.0,0.0,2.172,2.82,30.408,5.33,114.595,5.124,13.5245
2019-06-01 15:30:00+01:00,271.515,2512.965,0.0,0.0,0.0,2.8080000000000003,30.426000000000002,4.1000000000000005,107.215,6.2940000000000005,12.6115
2019-06-01 16:00:00+01:00,272.09000000000003,2590.63,0.0,0.0,2.46,2.8080000000000003,30.39,4.92,94.50500000000001,6.66,11.962499999999999
2019-06-01 16:30:00+01:00,266.57,2694.265,0.0,0.0,6.948,2.82,30.42,4.92,81.795,6.714,12.2045
2019-06-01 17:00:00+01:00,257.485,2872.38,0.0,0.0,9.096,5.124,30.402,3.6900000000000004,67.855,7.0920000000000005,11.758999999999999
2019-06-01 17:30:00+01:00,264.845,2948.33,0.0,0.0,9.096,5.1000000000000005,30.39,5.33,53.505,7.914000000000001,11.5335
2019-06-01 18:00:00+01:00,263.81,2976.75,0.0,0.0,12.396,6.48,30.438000000000002,4.92,41.615,7.836,11.1045
2019-06-01 18:30:00+01:00,263.35,2948.33,0.0,0.0,17.292,6.492,30.414,6.5600000000000005,31.57,7.572,10.3125
2019-06-01 19:00:00+01:00,268.64,3020.85,0.0,0.0,15.096,6.5520000000000005,30.384,6.5600000000000005,22.14,6.606,8.7285
2019-06-01 19:30:00+01:00,270.825,3026.485,0.0,0.0,16.032,6.456,30.42,5.74,14.186,5.61,8.173
2019-06-01 20:00:00+01:00,270.595,3030.16,0.0,0.0,11.628,5.5200000000000005,30.366,5.33,6.6215,6.396,7.6065
