,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2019-08-01 00:00:00+02:00,649.0,783.0,15436.0,1385.0,84.0,661.0,96.0,4862.0,1458.0,3706.0,0.0,40.0,1176.0
2019-08-01 01:00:00+02:00,647.0,784.0,14572.0,1272.0,80.0,662.0,2.0,4267.0,896.0,3448.0,0.0,40.0,1235.0
2019-08-01 02:00:00+02:00,655.0,788.0,14362.0,1207.0,80.0,662.0,18.0,3380.0,585.0,3336.0,0.0,40.0,1386.0
2019-08-01 03:00:00+02:00,648.0,792.0,13732.0,1194.0,80.0,663.0,0.0,3277.0,546.0,3135.0,0.0,41.0,1398.0
2019-08-01 04:00:00+02:00,650.0,793.0,13694.0,1194.0,79.0,663.0,0.0,3351.0,592.0,3084.0,0.0,41.0,1282.0
2019-08-01 05:00:00+02:00,660.0,790.0,14711.0,1211.0,79.0,664.0,2.0,3377.0,689.0,3253.0,0.0,43.0,1213.0
2019-08-01 06:00:00+02:00,657.0,788.0,16757.0,1213.0,80.0,663.0,152.0,3555.0,795.0,3384.0,143.0,42.0,1196.0
2019-08-01 07:00:00+02:00,655.0,786.0,18086.0,1228.0,84.0,663.0,202.0,4294.0,1118.0,3678.0,1479.0,40.0,993.0
2019-08-01 08:00:00+02:00,628.0,784.0,18770.0,1291.0,80.0,655.0,358.0,5065.0,1426.0,3781.0,3966.0,39.0,754.0
2019-08-01 09:00:00+02:00,623.0,780.0,18422.0,1323.0,80.0,647.0,790.0,5426.0,1557.0,3908.0,6262.0,40.0,587.0
2019-08-01 10:00:00+02:00,626.0,775.0,18330.0,1327.0,79.0,647.0,201.0,5282.0,1471.0,3961.0,8137.0,39.0,595.0
2019-08-01 11:00:00+02:00,638.0,773.0,18162.0,1278.0,80.0,641.0,122.0,5158.0,1349.0,4000.0,9338.0,38.0,762.0
2019-08-01 12:00:00+02:00,647.0,769.0,18192.0,1252.0,80.0,647.0,118.0,4620.0,1050.0,3888.0,9881.0,38.0,952.0
2019-08-01 13:00:00+02:00,642.0,767.0,18341.0,1266.0,80.0,651.0,28.0,4336.0,1147.0,3977.0,9714.0,44.0,1212.0
2019-08-01 14:00:00+02:00,653.0,767.0,18937.0,1305.0,83.0,651.0,151.0,4582.0,1597.0,3961.0,9268.0,45.0,1218.0
2019-08-01 15:00:00+02:00,635.0,766.0,19347.0,1260.0,94.0,651.0,173.0,4831.0,1753.0,3930.0,8453.0,44.0,1167.0
2019-08-01 16:00:00+02:00,634.0,771.0,19886.0,1270.0,112.0,649.0,251.0,5527.0,1828.0,4056.0,7023.0,46.0,1187.0
2019-08-01 17:00:00+02:00,651.0,772.0,20293.0,1359.0,179.0,648.0,446.0,5925.0,1969.0,4205.0,5001.0,46.0,1113.0
2019-08-01 18:00:00+02:00,654.0,773.0,19848.0,1551.0,225.0,649.0,834.0,6206.0,2089.0,4566.0,2471.0,46.0,1157.0
2019-08-01 19:00:00+02:00,645.0,778.0,19947.0,1795.0,246.0,649.0,1659.0,6786.0,2235.0,4658.0,588.0,45.0,1106.0
2019-08-01 20:00:00+02:00,639.0,781.0,20427.0,1790.0,247.0,651.0,1412.0,6610.0,2137.0,4583.0,16.0,47.0,974.0
2019-08-01 21:00:00+02:00,642.0,782.0,20955.0,1748.0,246.0,652.0,935.0,6147.0,2188.0,4540.0,0.0,48.0,833.0
2019-08-01 22:00:00+02:00,644.0,782.0,20359.0,1576.0,227.0,654.0,573.0,5430.0,1667.0,4329.0,0.0,49.0,669.0
2019-08-01 23:00:00+02:00,639.0,784.0,18563.0,1531.0,234.0,653.0,0.0,4664.0,1362.0,4155.0,0.0,48.0,779.0
2019-08-02 00:00:00+02:00,656.0,784.0,16331.0,1377.0,218.0,650.0,0.0,3788.0,892.0,3732.0,0.0,48.0,763.0
2019-08-02 01:00:00+02:00,664.0,783.0,14578.0,1434.0,218.0,652.0,0.0,3633.0,855.0,3752.0,0.0,47.0,852.0
2019-08-02 02:00:00+02:00,668.0,785.0,13853.0,1426.0,218.0,654.0,0.0,3357.0,838.0,3602.0,0.0,49.0,909.0
2019-08-02 03:00:00+02:00,662.0,784.0,14015.0,1531.0,218.0,655.0,0.0,3302.0,812.0,3567.0,0.0,49.0,912.0
2019-08-02 04:00:00+02:00,649.0,783.0,14001.0,1673.0,218.0,655.0,3.0,3309.0,835.0,3537.0,0.0,50.0,732.0
2019-08-02 05:00:00+02:00,643.0,783.0,14293.0,1668.0,217.0,654.0,54.0,3540.0,844.0,3685.0,0.0,48.0,814.0
2019-08-02 06:00:00+02:00,641.0,789.0,15843.0,1769.0,218.0,650.0,152.0,4375.0,1228.0,3919.0,103.0,42.0,893.0
