,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-06-01 00:00:00+02:00,316.0,1845.0,8.0,149.0,234.0,6090.0,1214.0,38969.0,0.0,185.0,882.0
2019-06-01 01:00:00+02:00,313.0,882.0,8.0,147.0,398.0,5767.0,1044.0,38101.0,0.0,187.0,1016.0
2019-06-01 02:00:00+02:00,313.0,681.0,8.0,147.0,779.0,5569.0,1021.0,38003.0,0.0,187.0,1160.0
2019-06-01 03:00:00+02:00,315.0,651.0,8.0,147.0,1481.0,5429.0,736.0,37158.0,0.0,187.0,1269.0
2019-06-01 04:00:00+02:00,316.0,653.0,8.0,149.0,1996.0,5341.0,522.0,36913.0,0.0,188.0,1313.0
2019-06-01 05:00:00+02:00,316.0,652.0,8.0,149.0,1696.0,5311.0,640.0,36864.0,122.0,186.0,1302.0
2019-06-01 06:00:00+02:00,314.0,656.0,8.0,149.0,1588.0,5293.0,634.0,36956.0,216.0,179.0,1250.0
2019-06-01 07:00:00+02:00,314.0,655.0,9.0,149.0,953.0,5314.0,846.0,37046.0,683.0,178.0,1153.0
2019-06-01 08:00:00+02:00,313.0,655.0,9.0,147.0,567.0,5456.0,994.0,37298.0,1955.0,177.0,943.0
2019-06-01 09:00:00+02:00,312.0,653.0,9.0,147.0,398.0,5406.0,1115.0,37031.0,3545.0,178.0,737.0
2019-06-01 10:00:00+02:00,311.0,653.0,9.0,147.0,942.0,5370.0,1107.0,36989.0,4863.0,177.0,714.0
2019-06-01 11:00:00+02:00,311.0,650.0,9.0,147.0,1189.0,5287.0,902.0,36214.0,5781.0,176.0,775.0
2019-06-01 12:00:00+02:00,311.0,647.0,9.0,147.0,1350.0,5052.0,590.0,35980.0,6302.0,176.0,841.0
2019-06-01 13:00:00+02:00,310.0,611.0,9.0,147.0,1423.0,4892.0,507.0,35869.0,6468.0,176.0,845.0
2019-06-01 14:00:00+02:00,310.0,611.0,8.0,147.0,1607.0,4836.0,542.0,35847.0,6423.0,176.0,842.0
2019-06-01 15:00:00+02:00,305.0,625.0,8.0,147.0,1433.0,4910.0,661.0,36102.0,6072.0,178.0,818.0
2019-06-01 16:00:00+02:00,311.0,742.0,8.0,147.0,1193.0,5066.0,825.0,36486.0,5407.0,179.0,783.0
2019-06-01 17:00:00+02:00,311.0,1030.0,8.0,146.0,181.0,5326.0,1263.0,37803.0,4368.0,180.0,746.0
2019-06-01 18:00:00+02:00,311.0,1305.0,8.0,146.0,1618.0,5851.0,1514.0,38361.0,2968.0,181.0,724.0
2019-06-01 19:00:00+02:00,311.0,1426.0,8.0,147.0,2435.0,6131.0,1665.0,38621.0,1452.0,183.0,706.0
2019-06-01 20:00:00+02:00,308.0,1427.0,8.0,147.0,2440.0,6228.0,1778.0,38625.0,470.0,184.0,719.0
2019-06-01 21:00:00+02:00,302.0,1416.0,8.0,147.0,1998.0,6220.0,1919.0,38548.0,177.0,177.0,877.0
2019-06-01 22:00:00+02:00,302.0,1429.0,8.0,147.0,2283.0,6262.0,2103.0,38701.0,0.0,179.0,1163.0
2019-06-01 23:00:00+02:00,302.0,1430.0,8.0,147.0,2654.0,6260.0,1957.0,38817.0,0.0,178.0,1462.0
2019-06-02 00:00:00+02:00,302.0,846.0,8.0,145.0,1400.0,6100.0,1625.0,38277.0,0.0,178.0,1719.0
2019-06-02 01:00:00+02:00,302.0,666.0,8.0,145.0,308.0,5796.0,1303.0,37261.0,0.0,171.0,2013.0
2019-06-02 02:00:00+02:00,302.0,621.0,8.0,145.0,1004.0,5651.0,1089.0,36202.0,0.0,167.0,2213.0
2019-06-02 03:00:00+02:00,302.0,620.0,8.0,147.0,1418.0,5279.0,1337.0,33890.0,0.0,168.0,2400.0
2019-06-02 04:00:00+02:00,302.0,619.0,8.0,147.0,1784.0,4858.0,1133.0,33534.0,0.0,168.0,2665.0
2019-06-02 05:00:00+02:00,302.0,616.0,8.0,147.0,1472.0,4555.0,741.0,32538.0,124.0,168.0,2860.0
2019-06-02 06:00:00+02:00,302.0,611.0,8.0,147.0,1622.0,4493.0,610.0,32001.0,217.0,169.0,2989.0
2019-06-02 07:00:00+02:00,302.0,610.0,9.0,147.0,1557.0,4726.0,509.0,32066.0,672.0,170.0,2960.0
2019-06-02 08:00:00+02:00,302.0,611.0,9.0,147.0,965.0,4997.0,794.0,32973.0,1892.0,168.0,2186.0
2019-06-02 09:00:00+02:00,302.0,609.0,9.0,147.0,673.0,5102.0,982.0,33372.0,3440.0,167.0,1478.0
2019-06-02 10:00:00+02:00,301.0,609.0,9.0,147.0,1285.0,5195.0,998.0,32595.0,4725.0,169.0,1377.0
2019-06-02 11:00:00+02:00,300.0,603.0,8.0,147.0,1436.0,5229.0,935.0,31401.0,5644.0,168.0,1630.0
2019-06-02 12:00:00+02:00,299.0,606.0,8.0,147.0,1592.0,5081.0,862.0,30786.0,6149.0,168.0,2269.0
2019-06-02 13:00:00+02:00,292.0,605.0,8.0,147.0,1681.0,4648.0,335.0,28517.0,6315.0,169.0,3118.0
2019-06-02 14:00:00+02:00,296.0,598.0,8.0,147.0,1929.0,4536.0,302.0,27453.0,6233.0,168.0,3530.0
2019-06-02 15:00:00+02:00,295.0,599.0,8.0,147.0,1959.0,4501.0,374.0,27454.0,5884.0,169.0,3621.0
2019-06-02 16:00:00+02:00,294.0,602.0,8.0,147.0,1911.0,4641.0,780.0,29253.0,5112.0,170.0,3541.0
2019-06-02 17:00:00+02:00,294.0,630.0,8.0,147.0,1309.0,5107.0,1167.0,33360.0,4004.0,171.0,3178.0
2019-06-02 18:00:00+02:00,294.0,737.0,8.0,147.0,646.0,5645.0,1229.0,34980.0,2665.0,171.0,2597.0
2019-06-02 19:00:00+02:00,297.0,904.0,8.0,147.0,1380.0,5978.0,1874.0,35300.0,1235.0,174.0,2016.0
2019-06-02 20:00:00+02:00,300.0,1085.0,8.0,145.0,2307.0,6097.0,1960.0,35554.0,415.0,175.0,1643.0
2019-06-02 21:00:00+02:00,300.0,1076.0,8.0,145.0,2183.0,5920.0,1793.0,35532.0,165.0,175.0,1799.0
2019-06-02 22:00:00+02:00,300.0,1064.0,4.0,145.0,1893.0,5813.0,1457.0,35462.0,0.0,177.0,1970.0
2019-06-02 23:00:00+02:00,299.0,1021.0,3.0,145.0,1238.0,5733.0,1199.0,35272.0,0.0,177.0,2002.0
2019-06-03 00:00:00+02:00,301.0,736.0,3.0,145.0,109.0,5391.0,1119.0,35022.0,0.0,177.0,1885.0
2019-06-03 01:00:00+02:00,301.0,685.0,3.0,144.0,1599.0,5216.0,796.0,35129.0,0.0,169.0,1967.0
2019-06-03 02:00:00+02:00,301.0,738.0,5.0,143.0,1812.0,4990.0,559.0,34779.0,0.0,165.0,1980.0
2019-06-03 03:00:00+02:00,301.0,863.0,8.0,143.0,1952.0,4861.0,640.0,33537.0,0.0,168.0,1820.0
2019-06-03 04:00:00+02:00,301.0,967.0,8.0,143.0,1860.0,4730.0,519.0,33543.0,0.0,169.0,1794.0
2019-06-03 05:00:00+02:00,302.0,1461.0,8.0,143.0,1392.0,4794.0,593.0,34557.0,125.0,169.0,1817.0
2019-06-03 06:00:00+02:00,302.0,2123.0,8.0,146.0,228.0,5158.0,754.0,37134.0,202.0,169.0,1643.0
2019-06-03 07:00:00+02:00,302.0,3249.0,8.0,147.0,1554.0,5724.0,1508.0,39332.0,524.0,168.0,1510.0
2019-06-03 08:00:00+02:00,301.0,3702.0,8.0,147.0,1764.0,6043.0,1855.0,40149.0,1261.0,169.0,1168.0
2019-06-03 09:00:00+02:00,301.0,3904.0,8.0,147.0,1959.0,6053.0,2028.0,40344.0,2124.0,169.0,1143.0
2019-06-03 10:00:00+02:00,300.0,3980.0,8.0,146.0,1877.0,5882.0,1923.0,40271.0,2855.0,168.0,1239.0
2019-06-03 11:00:00+02:00,300.0,3952.0,8.0,146.0,1609.0,6004.0,1774.0,40253.0,3598.0,167.0,1340.0
2019-06-03 12:00:00+02:00,300.0,3957.0,8.0,147.0,1351.0,5866.0,1474.0,40284.0,4322.0,167.0,1309.0
2019-06-03 13:00:00+02:00,299.0,4020.0,9.0,147.0,1284.0,5526.0,1194.0,40382.0,4506.0,168.0,1246.0
2019-06-03 14:00:00+02:00,299.0,4012.0,9.0,146.0,1231.0,5274.0,1241.0,40456.0,4609.0,168.0,1108.0
