,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2019-09-01 00:00:00+02:00,77.74000000000001,1030.47,0.0,4.8,0.048,64.524,287.82000000000005,0.0,238.85498,3.144,3.4539999999999997
2019-09-01 01:00:00+02:00,77.28,854.0699999999999,0.0,0.024,0.048,65.07600000000001,287.0,0.0,234.24388000000002,5.784,2.332
2019-09-01 02:00:00+02:00,76.59,800.66,0.0,0.672,0.048,65.07600000000001,258.3,0.0,234.24388000000002,7.356,2.695
2019-09-01 03:00:00+02:00,77.05,814.87,0.0,8.52,0.048,65.136,255.02,0.0,230.555,6.168,2.332
2019-09-01 04:00:00+02:00,77.28,789.39,0.0,8.064,0.048,65.22,255.02,0.0,228.71056000000002,5.292,2.1559999999999997
2019-09-01 05:00:00+02:00,77.97,816.83,0.0,4.944,0.048,65.256,261.58000000000004,0.0,237.01054000000002,4.5600000000000005,1.98
2019-09-01 06:00:00+02:00,78.43,814.87,0.0,4.92,0.048,65.232,287.0,0.0,246.23274,4.416,1.628
2019-09-01 07:00:00+02:00,78.89,802.62,0.0,4.896,0.048,65.232,357.52000000000004,1.845,252.68828000000002,4.14,1.551
2019-09-01 08:00:00+02:00,79.12,819.77,0.0,3.528,0.048,65.244,418.20000000000005,10.783000000000001,254.53272,3.456,1.3639999999999999
2019-09-01 09:00:00+02:00,78.66,784.49,0.0,0.528,0.048,65.256,439.52000000000004,24.641000000000002,254.53272,3.156,1.0999999999999999
2019-09-01 10:00:00+02:00,78.43,769.3,0.0,0.456,0.048,65.172,446.08000000000004,38.95,254.53272,3.384,0.979
2019-09-01 11:00:00+02:00,77.74000000000001,819.77,0.0,2.928,0.048,65.136,480.52000000000004,47.355000000000004,253.6105,2.232,0.715
2019-09-01 12:00:00+02:00,77.05,793.31,0.0,2.7600000000000002,0.048,65.172,532.1800000000001,63.14,255.45494000000002,1.68,0.946
2019-09-01 13:00:00+02:00,77.51,720.79,0.0,3.2640000000000002,0.048,65.196,487.90000000000003,75.48100000000001,251.76606,1.32,1.375
2019-09-01 14:00:00+02:00,68.77,673.75,0.0,15.312000000000001,0.048,65.136,422.3,80.483,255.45494000000002,1.788,1.573
2019-09-01 15:00:00+02:00,58.88,743.8199999999999,0.0,11.088000000000001,0.07200000000000001,65.184,366.54,74.046,260.98826,1.716,1.551
2019-09-01 16:00:00+02:00,71.3,833.0,0.0,9.336,0.07200000000000001,65.22,430.50000000000006,58.794000000000004,260.06604,0.684,1.694
2019-09-01 17:00:00+02:00,77.74000000000001,935.9,0.0,1.704,0.07200000000000001,65.172,478.06000000000006,44.198,248.9994,0.672,1.6609999999999998
2019-09-01 18:00:00+02:00,79.12,1209.32,0.0,0.0,0.096,65.06400000000001,469.04,26.486,251.76606,1.944,2.057
2019-09-01 19:00:00+02:00,80.5,1162.77,0.0,0.0,0.07200000000000001,65.112,411.64000000000004,7.995,260.06604,4.284,1.837
2019-09-01 20:00:00+02:00,80.04,1185.31,0.0,0.0,0.048,65.292,323.08000000000004,0.41000000000000003,266.52158000000003,6.924,1.331
2019-09-01 21:00:00+02:00,79.35000000000001,1262.24,0.0,0.0,0.048,65.376,318.98,0.0,264.67714,6.456,1.6059999999999999
2019-09-01 22:00:00+02:00,79.35000000000001,1390.1299999999999,0.0,1.2,0.048,65.4,297.66,0.0,264.67714,2.964,1.6829999999999998
2019-09-01 23:00:00+02:00,79.35000000000001,1332.8,0.0,3.504,0.048,65.484,332.92,0.0,264.67714,0.42,1.3199999999999998
2019-09-02 00:00:00+02:00,79.81,1374.94,0.0,3.7920000000000003,0.048,65.532,321.44,0.0,257.29938,0.756,1.056
2019-09-02 01:00:00+02:00,79.35000000000001,1348.48,0.0,0.768,0.048,65.568,309.96000000000004,0.0,252.68828000000002,4.332,1.1219999999999999
2019-09-02 02:00:00+02:00,79.12,1203.93,0.0,0.12,0.048,65.64,270.6,0.0,250.84384,3.876,1.3199999999999998
2019-09-02 03:00:00+02:00,78.66,1195.6,0.0,12.24,0.048,65.736,268.14000000000004,0.0,248.9994,3.012,1.3199999999999998
2019-09-02 04:00:00+02:00,79.12,1248.52,0.0,11.592,0.048,65.84400000000001,273.06,0.0,253.6105,2.604,1.287
2019-09-02 05:00:00+02:00,79.35000000000001,1324.96,0.0,1.536,0.048,65.916,287.82000000000005,0.0,240.69942,2.448,1.21
2019-09-02 06:00:00+02:00,79.58,1406.3,0.0,0.0,0.048,65.904,339.48,0.0,242.54386000000002,2.46,1.034
2019-09-02 07:00:00+02:00,79.58,1533.7,0.0,0.0,0.048,65.868,453.46000000000004,4.182,248.07718,1.8,0.9349999999999999
