,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2019-05-01 00:00:00+02:00,14.950000000000001,3024.1600000000003,33.81,670.81,5416.1,115.081,0.0,3.864,0.456,11.418
2019-05-01 01:00:00+02:00,14.72,2782.26,33.81,673.26,5352.14,117.28,0.0,3.888,0.336,9.57
2019-05-01 02:00:00+02:00,14.72,2708.46,33.32,683.55,5258.660000000001,120.945,0.0,3.912,0.336,8.921
2019-05-01 03:00:00+02:00,14.72,2848.6800000000003,32.83,688.9399999999999,5288.18,123.877,0.0,3.912,0.336,8.679
2019-05-01 04:00:00+02:00,14.72,2845.4,32.339999999999996,694.33,5275.88,130.474,0.0,3.912,0.336,9.163
2019-05-01 05:00:00+02:00,14.72,2778.98,32.83,679.63,5230.780000000001,136.338,0.0,3.912,0.336,9.724
2019-05-01 06:00:00+02:00,14.72,2898.7000000000003,33.81,493.43,5344.76,136.338,0.0,3.912,0.336,8.546999999999999
2019-05-01 07:00:00+02:00,14.72,3161.92,33.81,387.59,5649.8,134.87199999999999,0.0,3.96,0.936,5.819
2019-05-01 08:00:00+02:00,14.72,3408.7400000000002,33.81,414.54,5795.76,135.605,0.024,4.032,1.248,3.96
2019-05-01 09:00:00+02:00,14.72,3598.1600000000003,33.32,416.5,6014.700000000001,136.338,1.08,4.32,1.272,4.388999999999999
2019-05-01 10:00:00+02:00,14.72,3473.5200000000004,33.81,413.56,5989.280000000001,135.605,5.712,4.824,1.272,6.754
2019-05-01 11:00:00+02:00,14.72,3034.82,34.3,413.07,6034.38,137.071,11.64,4.896,1.272,9.030999999999999
2019-05-01 12:00:00+02:00,14.72,2965.94,34.79,414.05,6131.14,137.071,11.856,4.92,1.272,9.636
2019-05-01 13:00:00+02:00,14.72,2674.02,36.26,481.67,5898.26,137.071,20.208000000000002,4.92,1.272,12.353
2019-05-01 14:00:00+02:00,15.41,2501.82,37.24,539.0,5522.700000000001,137.071,20.136,4.5120000000000005,1.056,14.453999999999999
2019-05-01 15:00:00+02:00,14.72,2546.1000000000004,37.24,465.99,5333.280000000001,137.071,18.648,4.2,0.72,16.302
2019-05-01 16:00:00+02:00,14.72,2989.7200000000003,36.75,437.57,4919.18,135.605,7.272,4.152,0.6960000000000001,20.493
