,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2019-12-01 00:00:00+01:00,143.0,334.0,1021.0,0.0,19.0,18.0,1936.0,57.0,14.0,0.0,22.0,4.0
2019-12-01 00:15:00+01:00,143.0,325.0,1002.0,0.0,19.0,18.0,1935.0,57.0,14.0,0.0,21.0,3.0
2019-12-01 00:30:00+01:00,141.0,324.0,980.0,0.0,19.0,18.0,1936.0,57.0,14.0,0.0,21.0,4.0
2019-12-01 00:45:00+01:00,140.0,323.0,921.0,1.0,19.0,18.0,1936.0,57.0,14.0,0.0,23.0,5.0
2019-12-01 01:00:00+01:00,140.0,313.0,856.0,1.0,19.0,18.0,1937.0,56.0,14.0,0.0,21.0,1.0
2019-12-01 01:15:00+01:00,144.0,303.0,822.0,1.0,19.0,18.0,1936.0,56.0,12.0,0.0,22.0,1.0
2019-12-01 01:30:00+01:00,139.0,294.0,808.0,1.0,19.0,18.0,1937.0,56.0,9.0,0.0,22.0,1.0
2019-12-01 01:45:00+01:00,139.0,276.0,770.0,1.0,19.0,18.0,1937.0,56.0,8.0,0.0,23.0,0.0
2019-12-01 02:00:00+01:00,119.0,301.0,807.0,0.0,19.0,18.0,1938.0,55.0,8.0,0.0,23.0,0.0
2019-12-01 02:15:00+01:00,107.0,288.0,818.0,0.0,19.0,18.0,1938.0,55.0,7.0,0.0,23.0,0.0
2019-12-01 02:30:00+01:00,105.0,256.0,813.0,0.0,19.0,18.0,1939.0,55.0,7.0,0.0,22.0,0.0
2019-12-01 02:45:00+01:00,104.0,252.0,780.0,0.0,19.0,18.0,1939.0,55.0,7.0,0.0,21.0,0.0
2019-12-01 03:00:00+01:00,103.0,271.0,825.0,0.0,20.0,18.0,1940.0,55.0,7.0,0.0,22.0,0.0
2019-12-01 03:15:00+01:00,103.0,275.0,820.0,0.0,20.0,18.0,1940.0,55.0,7.0,0.0,23.0,0.0
2019-12-01 03:30:00+01:00,103.0,268.0,813.0,0.0,20.0,18.0,1940.0,55.0,7.0,0.0,22.0,0.0
2019-12-01 03:45:00+01:00,105.0,262.0,798.0,0.0,20.0,18.0,1940.0,55.0,7.0,0.0,23.0,0.0
2019-12-01 04:00:00+01:00,105.0,263.0,779.0,0.0,20.0,18.0,1941.0,55.0,7.0,0.0,23.0,0.0
2019-12-01 04:15:00+01:00,102.0,262.0,804.0,0.0,20.0,18.0,1940.0,55.0,7.0,0.0,22.0,1.0
2019-12-01 04:30:00+01:00,100.0,265.0,808.0,0.0,20.0,17.0,1941.0,55.0,7.0,0.0,22.0,1.0
2019-12-01 04:45:00+01:00,104.0,280.0,823.0,0.0,20.0,17.0,1939.0,55.0,8.0,0.0,22.0,2.0
2019-12-01 05:00:00+01:00,105.0,257.0,796.0,0.0,20.0,17.0,1938.0,56.0,9.0,0.0,21.0,2.0
2019-12-01 05:15:00+01:00,108.0,258.0,793.0,0.0,20.0,17.0,1939.0,56.0,9.0,0.0,21.0,3.0
2019-12-01 05:30:00+01:00,114.0,261.0,803.0,0.0,20.0,17.0,1938.0,56.0,9.0,0.0,23.0,4.0
2019-12-01 05:45:00+01:00,121.0,265.0,818.0,0.0,20.0,17.0,1938.0,56.0,9.0,0.0,22.0,5.0
2019-12-01 06:00:00+01:00,123.0,270.0,748.0,0.0,20.0,17.0,1938.0,56.0,11.0,0.0,22.0,5.0
2019-12-01 06:15:00+01:00,126.0,291.0,769.0,0.0,20.0,17.0,1938.0,56.0,12.0,0.0,22.0,8.0
2019-12-01 06:30:00+01:00,132.0,303.0,817.0,0.0,20.0,17.0,1938.0,56.0,13.0,0.0,22.0,12.0
2019-12-01 06:45:00+01:00,134.0,310.0,821.0,0.0,20.0,17.0,1938.0,56.0,13.0,0.0,21.0,15.0
2019-12-01 07:00:00+01:00,139.0,292.0,770.0,1.0,20.0,17.0,1937.0,56.0,13.0,3.0,21.0,18.0
2019-12-01 07:15:00+01:00,138.0,257.0,814.0,1.0,20.0,17.0,1938.0,56.0,13.0,13.0,21.0,23.0
2019-12-01 07:30:00+01:00,137.0,298.0,842.0,1.0,20.0,17.0,1937.0,56.0,14.0,35.0,22.0,26.0
2019-12-01 07:45:00+01:00,136.0,334.0,832.0,1.0,20.0,17.0,1938.0,56.0,14.0,69.0,21.0,32.0
2019-12-01 08:00:00+01:00,138.0,326.0,907.0,1.0,20.0,17.0,1938.0,57.0,13.0,104.0,21.0,39.0
2019-12-01 08:15:00+01:00,140.0,277.0,952.0,0.0,20.0,17.0,1938.0,57.0,13.0,142.0,21.0,44.0
2019-12-01 08:30:00+01:00,138.0,256.0,1002.0,0.0,20.0,17.0,1939.0,57.0,14.0,185.0,21.0,55.0
2019-12-01 08:45:00+01:00,139.0,283.0,1003.0,0.0,20.0,17.0,1940.0,57.0,14.0,228.0,21.0,58.0
2019-12-01 09:00:00+01:00,141.0,300.0,997.0,0.0,20.0,17.0,1939.0,62.0,14.0,271.0,20.0,67.0
2019-12-01 09:15:00+01:00,138.0,263.0,994.0,0.0,20.0,17.0,1940.0,62.0,14.0,327.0,22.0,77.0
2019-12-01 09:30:00+01:00,136.0,261.0,1000.0,0.0,20.0,17.0,1939.0,62.0,14.0,378.0,22.0,75.0
2019-12-01 09:45:00+01:00,141.0,249.0,998.0,0.0,20.0,17.0,1939.0,62.0,14.0,415.0,22.0,62.0
2019-12-01 10:00:00+01:00,138.0,267.0,994.0,0.0,20.0,17.0,1938.0,63.0,14.0,450.0,20.0,58.0
2019-12-01 10:15:00+01:00,139.0,253.0,991.0,0.0,20.0,17.0,1938.0,63.0,14.0,468.0,21.0,49.0
2019-12-01 10:30:00+01:00,140.0,246.0,995.0,1.0,20.0,17.0,1938.0,63.0,14.0,483.0,21.0,39.0
2019-12-01 10:45:00+01:00,143.0,247.0,991.0,1.0,20.0,17.0,1938.0,63.0,15.0,477.0,22.0,41.0
2019-12-01 11:00:00+01:00,141.0,215.0,962.0,1.0,20.0,17.0,1938.0,62.0,13.0,499.0,22.0,47.0
2019-12-01 11:15:00+01:00,139.0,241.0,987.0,1.0,20.0,17.0,1938.0,62.0,14.0,493.0,22.0,54.0
2019-12-01 11:30:00+01:00,140.0,268.0,988.0,1.0,20.0,17.0,1938.0,62.0,15.0,487.0,22.0,61.0
2019-12-01 11:45:00+01:00,143.0,281.0,986.0,1.0,20.0,17.0,1937.0,62.0,15.0,478.0,22.0,71.0
2019-12-01 12:00:00+01:00,142.0,295.0,982.0,0.0,20.0,17.0,1938.0,61.0,15.0,455.0,21.0,77.0
2019-12-01 12:15:00+01:00,142.0,312.0,982.0,0.0,20.0,17.0,1937.0,61.0,15.0,431.0,21.0,75.0
2019-12-01 12:30:00+01:00,145.0,307.0,977.0,0.0,20.0,17.0,1937.0,61.0,15.0,405.0,21.0,80.0
2019-12-01 12:45:00+01:00,145.0,293.0,987.0,0.0,20.0,17.0,1937.0,61.0,15.0,378.0,22.0,82.0
2019-12-01 13:00:00+01:00,146.0,301.0,1005.0,0.0,20.0,17.0,1937.0,63.0,15.0,339.0,22.0,83.0
2019-12-01 13:15:00+01:00,147.0,298.0,1055.0,1.0,20.0,17.0,1937.0,63.0,15.0,299.0,21.0,82.0
2019-12-01 13:30:00+01:00,148.0,333.0,1043.0,0.0,20.0,17.0,1937.0,63.0,15.0,259.0,19.0,85.0
2019-12-01 13:45:00+01:00,145.0,328.0,1049.0,0.0,20.0,17.0,1936.0,63.0,15.0,217.0,20.0,91.0
2019-12-01 14:00:00+01:00,141.0,327.0,1009.0,0.0,20.0,17.0,1937.0,61.0,15.0,172.0,22.0,97.0
2019-12-01 14:15:00+01:00,143.0,341.0,1013.0,1.0,20.0,17.0,1937.0,61.0,15.0,137.0,23.0,100.0
2019-12-01 14:30:00+01:00,145.0,347.0,1047.0,1.0,20.0,17.0,1937.0,61.0,15.0,102.0,23.0,103.0
2019-12-01 14:45:00+01:00,144.0,349.0,1083.0,1.0,20.0,17.0,1937.0,61.0,15.0,73.0,23.0,109.0
2019-12-01 15:00:00+01:00,146.0,337.0,958.0,1.0,20.0,17.0,1937.0,61.0,15.0,46.0,23.0,115.0
2019-12-01 15:15:00+01:00,147.0,320.0,993.0,1.0,20.0,17.0,1937.0,61.0,15.0,25.0,23.0,125.0
2019-12-01 15:30:00+01:00,145.0,338.0,1018.0,0.0,20.0,17.0,1938.0,61.0,15.0,10.0,23.0,118.0
2019-12-01 15:45:00+01:00,146.0,359.0,1040.0,0.0,20.0,17.0,1938.0,61.0,15.0,2.0,22.0,122.0
2019-12-01 16:00:00+01:00,148.0,326.0,906.0,0.0,20.0,17.0,1938.0,61.0,15.0,0.0,22.0,125.0
2019-12-01 16:15:00+01:00,147.0,336.0,1022.0,0.0,20.0,16.0,1937.0,61.0,15.0,0.0,22.0,129.0
2019-12-01 16:30:00+01:00,147.0,355.0,1038.0,0.0,20.0,16.0,1937.0,61.0,15.0,0.0,23.0,136.0
2019-12-01 16:45:00+01:00,145.0,360.0,1084.0,0.0,20.0,16.0,1936.0,61.0,15.0,0.0,22.0,141.0
2019-12-01 17:00:00+01:00,145.0,358.0,1044.0,0.0,20.0,16.0,1937.0,61.0,15.0,0.0,22.0,137.0
2019-12-01 17:15:00+01:00,144.0,348.0,1038.0,0.0,20.0,16.0,1938.0,61.0,15.0,0.0,20.0,146.0
2019-12-01 17:30:00+01:00,150.0,349.0,1021.0,0.0,20.0,16.0,1939.0,61.0,15.0,0.0,21.0,167.0
2019-12-01 17:45:00+01:00,149.0,326.0,1007.0,0.0,20.0,16.0,1938.0,61.0,15.0,0.0,21.0,168.0
2019-12-01 18:00:00+01:00,149.0,334.0,1033.0,0.0,20.0,16.0,1939.0,55.0,15.0,0.0,22.0,162.0
2019-12-01 18:15:00+01:00,149.0,332.0,1046.0,0.0,20.0,16.0,1938.0,55.0,15.0,0.0,23.0,170.0
2019-12-01 18:30:00+01:00,144.0,348.0,1028.0,0.0,20.0,16.0,1938.0,55.0,15.0,0.0,21.0,172.0
2019-12-01 18:45:00+01:00,145.0,352.0,1028.0,0.0,20.0,16.0,1938.0,55.0,15.0,0.0,20.0,173.0
2019-12-01 19:00:00+01:00,149.0,336.0,1064.0,0.0,20.0,16.0,1939.0,55.0,15.0,0.0,21.0,175.0
2019-12-01 19:15:00+01:00,147.0,335.0,1057.0,0.0,20.0,16.0,1939.0,55.0,15.0,0.0,22.0,178.0
2019-12-01 19:30:00+01:00,151.0,332.0,1045.0,0.0,20.0,16.0,1939.0,55.0,15.0,0.0,23.0,165.0
2019-12-01 19:45:00+01:00,150.0,320.0,1039.0,0.0,20.0,16.0,1939.0,55.0,15.0,0.0,23.0,157.0
2019-12-01 20:00:00+01:00,151.0,319.0,1105.0,0.0,20.0,16.0,1940.0,57.0,15.0,0.0,21.0,158.0
2019-12-01 20:15:00+01:00,152.0,336.0,1077.0,0.0,20.0,16.0,1938.0,57.0,15.0,0.0,22.0,163.0
2019-12-01 20:30:00+01:00,151.0,336.0,1064.0,0.0,20.0,16.0,1939.0,57.0,15.0,0.0,21.0,166.0
2019-12-01 20:45:00+01:00,152.0,328.0,1044.0,0.0,20.0,16.0,1940.0,57.0,15.0,0.0,22.0,154.0
2019-12-01 21:00:00+01:00,151.0,335.0,1162.0,1.0,20.0,16.0,1940.0,57.0,15.0,0.0,22.0,150.0
2019-12-01 21:15:00+01:00,149.0,346.0,1140.0,1.0,20.0,16.0,1938.0,57.0,15.0,0.0,23.0,145.0
2019-12-01 21:30:00+01:00,146.0,356.0,1068.0,1.0,20.0,16.0,1939.0,57.0,15.0,0.0,23.0,145.0
2019-12-01 21:45:00+01:00,145.0,332.0,1047.0,1.0,20.0,16.0,1938.0,57.0,14.0,0.0,23.0,150.0
2019-12-01 22:00:00+01:00,148.0,343.0,1098.0,1.0,20.0,16.0,1939.0,57.0,14.0,0.0,23.0,148.0
2019-12-01 22:15:00+01:00,147.0,358.0,1085.0,1.0,20.0,15.0,1938.0,57.0,14.0,0.0,23.0,151.0
2019-12-01 22:30:00+01:00,146.0,350.0,1083.0,1.0,20.0,15.0,1939.0,57.0,14.0,0.0,23.0,151.0
2019-12-01 22:45:00+01:00,144.0,354.0,1076.0,0.0,20.0,15.0,1939.0,57.0,14.0,0.0,22.0,146.0
2019-12-01 23:00:00+01:00,142.0,360.0,1142.0,0.0,20.0,15.0,1939.0,57.0,14.0,0.0,22.0,148.0
2019-12-01 23:15:00+01:00,143.0,358.0,1083.0,0.0,20.0,15.0,1938.0,57.0,13.0,0.0,22.0,158.0
2019-12-01 23:30:00+01:00,145.0,340.0,1055.0,0.0,20.0,15.0,1939.0,57.0,13.0,0.0,23.0,158.0
2019-12-01 23:45:00+01:00,144.0,310.0,1059.0,0.0,20.0,15.0,1938.0,57.0,13.0,0.0,22.0,135.0
2019-12-02 00:00:00+01:00,144.0,319.0,1122.0,0.0,20.0,15.0,1940.0,57.0,13.0,0.0,22.0,131.0
2019-12-02 00:15:00+01:00,145.0,328.0,1093.0,0.0,20.0,15.0,1939.0,57.0,13.0,0.0,22.0,125.0
2019-12-02 00:30:00+01:00,147.0,322.0,1107.0,0.0,20.0,15.0,1938.0,57.0,12.0,0.0,23.0,118.0
2019-12-02 00:45:00+01:00,148.0,324.0,1054.0,0.0,20.0,15.0,1937.0,57.0,12.0,0.0,23.0,120.0
2019-12-02 01:00:00+01:00,146.0,304.0,966.0,0.0,20.0,15.0,1940.0,56.0,13.0,0.0,20.0,121.0
2019-12-02 01:15:00+01:00,145.0,285.0,953.0,0.0,20.0,15.0,1938.0,56.0,12.0,0.0,21.0,118.0
2019-12-02 01:30:00+01:00,146.0,276.0,957.0,0.0,20.0,15.0,1938.0,56.0,10.0,0.0,22.0,110.0
2019-12-02 01:45:00+01:00,139.0,268.0,954.0,0.0,20.0,14.0,1939.0,56.0,10.0,0.0,21.0,101.0
2019-12-02 02:00:00+01:00,125.0,283.0,974.0,0.0,20.0,14.0,1939.0,55.0,8.0,0.0,22.0,100.0
2019-12-02 02:15:00+01:00,108.0,260.0,975.0,0.0,20.0,15.0,1938.0,55.0,8.0,0.0,22.0,94.0
2019-12-02 02:30:00+01:00,106.0,241.0,969.0,0.0,20.0,15.0,1939.0,55.0,8.0,0.0,22.0,92.0
2019-12-02 02:45:00+01:00,104.0,228.0,957.0,0.0,20.0,15.0,1939.0,55.0,8.0,0.0,22.0,87.0
2019-12-02 03:00:00+01:00,105.0,234.0,950.0,0.0,20.0,15.0,1939.0,55.0,9.0,0.0,22.0,79.0
2019-12-02 03:15:00+01:00,105.0,237.0,926.0,0.0,20.0,15.0,1938.0,55.0,9.0,0.0,23.0,69.0
2019-12-02 03:30:00+01:00,105.0,231.0,942.0,0.0,20.0,15.0,1939.0,55.0,8.0,0.0,23.0,64.0
2019-12-02 03:45:00+01:00,105.0,222.0,964.0,1.0,20.0,15.0,1939.0,55.0,8.0,0.0,23.0,62.0
2019-12-02 04:00:00+01:00,105.0,224.0,895.0,1.0,20.0,15.0,1938.0,55.0,8.0,0.0,23.0,55.0
2019-12-02 04:15:00+01:00,107.0,227.0,923.0,1.0,20.0,15.0,1939.0,55.0,8.0,0.0,22.0,47.0
2019-12-02 04:30:00+01:00,111.0,234.0,994.0,1.0,20.0,15.0,1939.0,55.0,8.0,0.0,22.0,39.0
2019-12-02 04:45:00+01:00,116.0,243.0,1071.0,1.0,20.0,15.0,1938.0,55.0,8.0,0.0,22.0,29.0
2019-12-02 05:00:00+01:00,117.0,263.0,1047.0,1.0,20.0,15.0,1938.0,56.0,10.0,0.0,22.0,22.0
2019-12-02 05:15:00+01:00,127.0,297.0,1061.0,1.0,20.0,15.0,1939.0,56.0,11.0,0.0,22.0,20.0
2019-12-02 05:30:00+01:00,141.0,325.0,1156.0,1.0,20.0,14.0,1938.0,56.0,12.0,0.0,21.0,23.0
2019-12-02 05:45:00+01:00,144.0,349.0,1310.0,1.0,20.0,14.0,1937.0,56.0,12.0,0.0,20.0,20.0
2019-12-02 06:00:00+01:00,143.0,362.0,1147.0,0.0,20.0,14.0,1937.0,56.0,12.0,0.0,21.0,14.0
2019-12-02 06:15:00+01:00,144.0,376.0,1281.0,0.0,20.0,14.0,1937.0,56.0,12.0,0.0,20.0,9.0
2019-12-02 06:30:00+01:00,143.0,395.0,1417.0,0.0,20.0,14.0,1937.0,56.0,13.0,0.0,20.0,7.0
2019-12-02 06:45:00+01:00,138.0,409.0,1503.0,0.0,20.0,14.0,1936.0,56.0,14.0,0.0,22.0,4.0
2019-12-02 07:00:00+01:00,142.0,426.0,1416.0,0.0,20.0,14.0,1937.0,56.0,14.0,0.0,22.0,2.0
2019-12-02 07:15:00+01:00,142.0,461.0,1398.0,0.0,20.0,14.0,1937.0,56.0,14.0,0.0,21.0,1.0
2019-12-02 07:30:00+01:00,146.0,460.0,1441.0,0.0,20.0,14.0,1937.0,56.0,14.0,1.0,21.0,1.0
2019-12-02 07:45:00+01:00,144.0,478.0,1457.0,0.0,20.0,14.0,1936.0,56.0,15.0,3.0,22.0,2.0
2019-12-02 08:00:00+01:00,148.0,474.0,1378.0,0.0,20.0,10.0,1935.0,57.0,15.0,5.0,22.0,2.0
2019-12-02 08:15:00+01:00,147.0,480.0,1447.0,0.0,20.0,10.0,1936.0,57.0,14.0,7.0,22.0,5.0
2019-12-02 08:30:00+01:00,145.0,487.0,1462.0,0.0,20.0,11.0,1938.0,57.0,14.0,9.0,22.0,6.0
2019-12-02 08:45:00+01:00,142.0,504.0,1486.0,0.0,20.0,12.0,1937.0,57.0,15.0,11.0,23.0,9.0
2019-12-02 09:00:00+01:00,141.0,519.0,1473.0,1.0,20.0,12.0,1937.0,62.0,16.0,13.0,24.0,10.0
2019-12-02 09:15:00+01:00,146.0,521.0,1474.0,1.0,20.0,12.0,1938.0,62.0,15.0,17.0,22.0,9.0
2019-12-02 09:30:00+01:00,146.0,518.0,1498.0,0.0,20.0,12.0,1938.0,62.0,16.0,21.0,23.0,7.0
2019-12-02 09:45:00+01:00,143.0,525.0,1491.0,0.0,20.0,12.0,1939.0,62.0,16.0,20.0,16.0,9.0
2019-12-02 10:00:00+01:00,136.0,517.0,1490.0,0.0,13.0,12.0,1937.0,63.0,17.0,20.0,18.0,13.0
2019-12-02 10:15:00+01:00,139.0,517.0,1548.0,0.0,15.0,14.0,1935.0,63.0,16.0,20.0,20.0,16.0
2019-12-02 10:30:00+01:00,140.0,516.0,1583.0,0.0,20.0,14.0,1936.0,63.0,17.0,20.0,20.0,20.0
2019-12-02 10:45:00+01:00,139.0,523.0,1572.0,1.0,20.0,14.0,1937.0,63.0,17.0,19.0,20.0,24.0
2019-12-02 11:00:00+01:00,140.0,520.0,1565.0,1.0,20.0,14.0,1938.0,62.0,17.0,20.0,22.0,24.0
2019-12-02 11:15:00+01:00,139.0,521.0,1562.0,1.0,20.0,14.0,1937.0,62.0,16.0,20.0,20.0,32.0
2019-12-02 11:30:00+01:00,138.0,523.0,1602.0,1.0,20.0,14.0,1937.0,62.0,17.0,21.0,21.0,39.0
2019-12-02 11:45:00+01:00,138.0,522.0,1593.0,1.0,20.0,14.0,1937.0,62.0,16.0,22.0,20.0,57.0
2019-12-02 12:00:00+01:00,140.0,528.0,1583.0,1.0,20.0,13.0,1937.0,61.0,15.0,22.0,21.0,80.0
2019-12-02 12:15:00+01:00,142.0,529.0,1574.0,1.0,20.0,13.0,1937.0,61.0,15.0,21.0,20.0,105.0
2019-12-02 12:30:00+01:00,154.0,530.0,1557.0,1.0,20.0,13.0,1938.0,61.0,15.0,20.0,21.0,111.0
2019-12-02 12:45:00+01:00,151.0,533.0,1520.0,1.0,20.0,13.0,1937.0,61.0,15.0,20.0,21.0,105.0
