,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-01-01 01:00:00+02:00,2.5300000000000002,2181.2000000000003,144.55,50.84,0.0,0.28800000000000003,0.216,25.080000000000002,0.0,3.68888,0.044
2019-01-01 02:00:00+02:00,2.7600000000000002,2015.5600000000002,144.55,49.2,0.0,0.28800000000000003,0.216,25.056,0.0,3.68888,0.10999999999999999
2019-01-01 03:00:00+02:00,2.7600000000000002,1858.94,146.02,49.2,0.0,0.28800000000000003,0.216,25.044,0.0,3.68888,0.143
2019-01-01 04:00:00+02:00,2.7600000000000002,1834.3400000000001,146.02,48.38,0.0,0.28800000000000003,0.216,25.056,0.0,3.68888,0.286
2019-01-01 05:00:00+02:00,2.7600000000000002,1825.3200000000002,144.55,49.2,0.0,0.264,0.192,25.080000000000002,0.0,3.68888,0.253
2019-01-01 06:00:00+02:00,2.5300000000000002,1816.3000000000002,145.53,50.02,0.0,0.264,0.216,25.068,0.0,3.68888,0.264
2019-01-01 07:00:00+02:00,2.99,1825.3200000000002,146.02,50.84,0.0,0.384,0.216,25.080000000000002,0.0,3.68888,0.5609999999999999
2019-01-01 08:00:00+02:00,2.5300000000000002,1923.7200000000003,146.02,50.84,0.0,0.888,0.216,25.056,0.369,3.68888,0.418
2019-01-01 09:00:00+02:00,2.7600000000000002,2116.42,145.04,50.84,0.0,1.176,0.216,25.056,1.5170000000000001,3.68888,0.473
2019-01-01 10:00:00+02:00,2.7600000000000002,2212.36,143.57,52.480000000000004,0.0,0.96,0.216,25.056,2.952,3.68888,0.32999999999999996
2019-01-01 11:00:00+02:00,2.5300000000000002,2145.94,141.60999999999999,52.480000000000004,0.0,0.528,0.216,25.044,3.895,3.68888,0.264
2019-01-01 12:00:00+02:00,2.5300000000000002,1955.7,140.63,52.480000000000004,0.0,0.312,0.216,25.056,4.51,3.68888,0.176
2019-01-01 13:00:00+02:00,2.3000000000000003,1922.0800000000002,142.1,52.480000000000004,0.0,0.336,0.216,25.056,3.321,4.6111,0.10999999999999999
2019-01-01 14:00:00+02:00,2.7600000000000002,1917.9800000000002,142.1,51.660000000000004,0.0,0.432,0.216,25.056,2.173,3.68888,0.044
