,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2019-11-01 00:00:00+01:00,16.0,7555.0,2402.0,0.0,481.0,2717.0,0.0,136.0,516.0,278.0
2019-11-01 00:15:00+01:00,16.0,7734.0,2348.0,0.0,480.0,2720.0,0.0,134.0,490.0,270.0
2019-11-01 00:30:00+01:00,16.0,7726.0,2308.0,0.0,480.0,2699.0,0.0,134.0,448.0,254.0
2019-11-01 00:45:00+01:00,16.0,7746.0,2275.0,0.0,480.0,2757.0,0.0,129.0,436.0,252.0
2019-11-01 01:00:00+01:00,15.0,7726.0,2324.0,0.0,480.0,2737.0,0.0,133.0,423.0,270.0
2019-11-01 01:15:00+01:00,15.0,7625.0,2320.0,0.0,480.0,2728.0,0.0,133.0,395.0,293.0
2019-11-01 01:30:00+01:00,15.0,7703.0,2297.0,0.0,480.0,2717.0,0.0,132.0,346.0,317.0
2019-11-01 01:45:00+01:00,16.0,7767.0,2239.0,0.0,480.0,2713.0,0.0,132.0,304.0,317.0
2019-11-01 02:00:00+01:00,16.0,7434.0,2192.0,0.0,480.0,2722.0,0.0,124.0,300.0,312.0
2019-11-01 02:15:00+01:00,15.0,7333.0,2093.0,0.0,480.0,2696.0,0.0,124.0,307.0,304.0
2019-11-01 02:30:00+01:00,15.0,7348.0,2084.0,0.0,480.0,2694.0,0.0,125.0,280.0,289.0
2019-11-01 02:45:00+01:00,16.0,7375.0,2085.0,0.0,480.0,2670.0,0.0,126.0,263.0,271.0
2019-11-01 03:00:00+01:00,15.0,7564.0,2093.0,0.0,480.0,2679.0,0.0,128.0,256.0,273.0
2019-11-01 03:15:00+01:00,16.0,7463.0,2088.0,0.0,480.0,2674.0,0.0,129.0,259.0,281.0
2019-11-01 03:30:00+01:00,15.0,7417.0,2091.0,0.0,481.0,2661.0,0.0,131.0,239.0,292.0
2019-11-01 03:45:00+01:00,16.0,7461.0,2096.0,0.0,481.0,2668.0,0.0,130.0,226.0,300.0
2019-11-01 04:00:00+01:00,15.0,7670.0,2046.0,0.0,481.0,2694.0,0.0,133.0,239.0,297.0
2019-11-01 04:15:00+01:00,15.0,7681.0,2070.0,0.0,481.0,2700.0,0.0,135.0,255.0,296.0
2019-11-01 04:30:00+01:00,15.0,7697.0,2086.0,0.0,481.0,2693.0,0.0,135.0,275.0,294.0
2019-11-01 04:45:00+01:00,15.0,7679.0,2055.0,0.0,481.0,2734.0,0.0,134.0,290.0,296.0
