,date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
0,2020-10-01 00:00:00+02:00,436,4447,305,157,,3243,1293,34935,0,174,4428
1,2020-10-01 01:00:00+02:00,435,4158,163,165,,2975,657,35059,0,177,4664
2,2020-10-01 02:00:00+02:00,437,4614,,165,,2917,631,35195,0,177,4828
3,2020-10-01 03:00:00+02:00,438,4036,,165,,2826,622,34988,0,178,4723
4,2020-10-01 04:00:00+02:00,438,4175,,165,,2656,665,34969,0,177,4562
5,2020-10-01 05:00:00+02:00,439,4483,,165,,2626,626,34783,0,174,4742
6,2020-10-01 06:00:00+02:00,438,4844,,165,,2936,1186,35282,0,173,4771
7,2020-10-01 07:00:00+02:00,438,4776,,165,497,3501,1694,35347,145,171,5048
8,2020-10-01 08:00:00+02:00,438,4872,,165,966,3849,1296,35399,298,170,4983
9,2020-10-01 09:00:00+02:00,437,4950,,165,1158,3787,1216,35421,874,170,4983
10,2020-10-01 10:00:00+02:00,434,5001,2,165,1128,3662,1114,35570,1725,172,5149
11,2020-10-01 11:00:00+02:00,437,4858,3,165,626,3853,1016,35488,2409,169,5425
12,2020-10-01 12:00:00+02:00,437,4775,3,165,459,3696,1312,35507,3098,170,5890
13,2020-10-01 13:00:00+02:00,436,4681,3,165,391,3427,984,35493,3391,178,6447
14,2020-10-01 14:00:00+02:00,434,4703,3,165,410,3305,725,35475,3228,180,6641
15,2020-10-01 15:00:00+02:00,436,4747,3,165,494,3262,783,35490,2764,146,6269
16,2020-10-01 16:00:00+02:00,436,4877,3,165,710,3287,1280,35491,1930,123,5422
17,2020-10-01 17:00:00+02:00,436,4942,3,164,986,3536,2166,35593,1217,123,4440
18,2020-10-01 18:00:00+02:00,435,5006,3,165,1275,3947,2915,35599,471,130,3656
19,2020-10-01 19:00:00+02:00,437,5111,3,165,1749,4446,3146,35653,175,134,3083
20,2020-10-01 20:00:00+02:00,435,4964,3,165,1320,4234,2399,35505,146,137,3278
21,2020-10-01 21:00:00+02:00,435,4761,3,165,764,3770,2012,35043,0,138,3952
22,2020-10-01 22:00:00+02:00,434,4745,4,165,828,3590,1603,35023,0,139,4577
23,2020-10-01 23:00:00+02:00,436,4672,4,165,569,3652,1194,34822,0,139,5578
24,2020-10-02 00:00:00+02:00,326,3631,4,165,,3513,1466,34993,0,139,6410
25,2020-10-02 01:00:00+02:00,326,2854,4,165,,3238,1604,35253,0,139,7131
26,2020-10-02 02:00:00+02:00,326,2793,4,163,,3078,2074,35115,0,140,8198
27,2020-10-02 03:00:00+02:00,326,2606,4,163,,2985,1591,35063,0,139,8997
28,2020-10-02 04:00:00+02:00,327,2431,4,163,,2872,1199,34989,0,135,9239
29,2020-10-02 05:00:00+02:00,326,3000,4,163,,2665,1087,34686,0,132,9527
30,2020-10-02 06:00:00+02:00,326,3906,4,164,,2839,1355,34834,0,132,9440
31,2020-10-02 07:00:00+02:00,326,4601,4,165,232,3458,1970,35184,145,132,9387
