,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2019-02-01 00:00:00+01:00,4914,14678,6960,11936,478,21,2,1428,34,9475,387,172,0,434,3288,16009
1,2019-02-01 00:15:00+01:00,4895,14725,6822,11668,478,21,2,1421,29,9461,387,172,0,427,3344,16176
2,2019-02-01 00:30:00+01:00,4904,14749,6828,11364,476,21,2,1420,60,9470,388,172,0,438,3315,16355
3,2019-02-01 00:45:00+01:00,4894,14740,6724,11017,479,21,2,1417,25,9460,388,172,0,443,3288,16409
4,2019-02-01 01:00:00+01:00,4914,14738,6796,10775,479,21,2,1417,45,9479,387,172,0,439,3229,16415
5,2019-02-01 01:15:00+01:00,4893,14634,6822,10565,483,20,2,1410,27,9474,387,172,0,439,3352,16496
6,2019-02-01 01:30:00+01:00,4896,14481,6835,10407,483,20,2,1409,23,9460,387,172,0,428,3620,16402
7,2019-02-01 01:45:00+01:00,4891,14175,6813,10385,484,21,2,1406,25,9464,387,172,0,436,3839,16518
8,2019-02-01 02:00:00+01:00,4904,14050,6777,10070,481,20,2,1403,24,9462,387,172,0,443,4118,16622
9,2019-02-01 02:15:00+01:00,4901,13922,6745,10032,483,20,2,1398,20,9411,387,172,0,433,4354,16749
10,2019-02-01 02:30:00+01:00,4894,13840,6766,9965,483,20,2,1390,23,9444,387,172,0,438,4419,16850
11,2019-02-01 02:45:00+01:00,4913,13552,6730,9622,483,20,2,1387,63,9450,387,172,0,434,4407,16807
12,2019-02-01 03:00:00+01:00,4919,13147,6337,9064,481,20,2,1386,90,9476,387,172,0,430,4364,16844
13,2019-02-01 03:15:00+01:00,4904,13106,6361,8814,482,20,2,1382,44,9456,387,172,0,429,4410,16856
14,2019-02-01 03:30:00+01:00,4918,13140,6389,8743,483,20,2,1379,24,9444,387,172,0,427,4546,16771
15,2019-02-01 03:45:00+01:00,4923,13163,6308,8795,482,20,2,1369,25,9440,387,172,0,428,4719,16831
16,2019-02-01 04:00:00+01:00,4930,13135,6475,8945,483,20,2,1370,25,9460,388,172,0,432,4821,16871
17,2019-02-01 04:15:00+01:00,4927,13287,6573,9000,483,20,2,1369,26,9465,387,172,0,431,4729,16813
18,2019-02-01 04:30:00+01:00,4940,13404,6590,9152,483,20,2,1368,29,9471,387,172,0,433,4709,16822
19,2019-02-01 04:45:00+01:00,4921,13540,6618,9387,482,20,2,1364,25,9439,387,172,0,437,4784,16743
20,2019-02-01 05:00:00+01:00,4939,13774,6939,9892,483,20,2,1365,41,9473,387,172,0,434,4901,16591
21,2019-02-01 05:15:00+01:00,4931,14142,7067,10463,485,19,2,1362,43,9481,387,172,0,440,5004,16404
22,2019-02-01 05:30:00+01:00,4932,14318,7202,10868,484,19,2,1361,54,9482,386,172,0,442,5020,16421
23,2019-02-01 05:45:00+01:00,4902,14525,7497,11503,484,19,2,1358,38,9479,386,172,0,438,5066,16277
24,2019-02-01 06:00:00+01:00,4902,14626,7992,12569,485,19,2,1355,52,9456,385,172,0,432,4838,16354
