,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-05-01 00:00:00+02:00,2.952,2.232,12.576,36.072,0.0,0.088
2016-05-01 01:00:00+02:00,3.864,2.232,11.856,36.072,0.0,0.088
2016-05-01 02:00:00+02:00,3.696,2.232,11.76,36.084,0.0,0.09899999999999999
2016-05-01 03:00:00+02:00,3.216,2.232,12.24,36.06,0.0,0.088
2016-05-01 04:00:00+02:00,3.336,2.184,13.896,36.072,0.0,0.077
2016-05-01 05:00:00+02:00,2.208,2.184,12.456,36.108000000000004,0.0,0.066
2016-05-01 06:00:00+02:00,1.344,2.184,12.288,36.06,0.0,0.066
2016-05-01 07:00:00+02:00,2.064,2.184,14.040000000000001,36.12,0.246,0.066
2016-05-01 08:00:00+02:00,2.016,2.184,12.384,36.132,0.738,0.066
2016-05-01 09:00:00+02:00,2.592,2.208,11.712,36.096000000000004,1.312,0.05499999999999999
2016-05-01 10:00:00+02:00,2.4,2.232,12.936,36.12,2.009,0.044
2016-05-01 11:00:00+02:00,2.832,2.2560000000000002,12.84,36.072,2.337,0.044
2016-05-01 12:00:00+02:00,2.2800000000000002,2.2560000000000002,13.248000000000001,36.084,2.091,0.044
2016-05-01 13:00:00+02:00,2.064,2.2560000000000002,12.024000000000001,36.072,1.722,0.066
2016-05-01 14:00:00+02:00,2.952,2.2560000000000002,12.696,36.048,1.5170000000000001,0.077
2016-05-01 15:00:00+02:00,2.3040000000000003,2.2560000000000002,12.0,36.036,1.6400000000000001,0.088
2016-05-01 16:00:00+02:00,2.136,2.232,11.76,36.024,1.312,0.10999999999999999
2016-05-01 17:00:00+02:00,2.016,2.184,11.856,36.036,0.861,0.09899999999999999
2016-05-01 18:00:00+02:00,1.512,2.184,14.856,36.024,0.451,0.088
2016-05-01 19:00:00+02:00,2.52,2.184,16.776,36.012,0.20500000000000002,0.10999999999999999
2016-05-01 20:00:00+02:00,1.2,2.232,8.304,24.036,0.0,0.121
2016-05-01 21:00:00+02:00,2.088,2.2800000000000002,9.072000000000001,24.036,0.0,0.143
2016-05-01 22:00:00+02:00,2.52,2.2800000000000002,9.336,24.036,0.0,0.132
2016-05-01 23:00:00+02:00,1.968,2.2560000000000002,8.736,24.084,0.0,0.088
2016-05-02 00:00:00+02:00,3.48,2.4,12.504,36.048,0.0,0.10999999999999999
2016-05-02 01:00:00+02:00,2.976,2.4,11.616,36.072,0.0,0.10999999999999999
2016-05-02 02:00:00+02:00,2.976,2.4,12.0,36.036,0.0,0.09899999999999999
2016-05-02 03:00:00+02:00,3.0,2.4,12.24,36.06,0.0,0.09899999999999999
2016-05-02 04:00:00+02:00,2.088,2.4,12.072000000000001,36.06,0.0,0.09899999999999999
2016-05-02 05:00:00+02:00,3.624,2.4,14.376,36.048,0.0,0.143
2016-05-02 06:00:00+02:00,20.832,2.424,25.704,36.06,0.041,0.154
2016-05-02 07:00:00+02:00,44.352000000000004,2.448,47.304,36.012,0.41000000000000003,0.088
2016-05-02 08:00:00+02:00,43.296,2.472,48.768,36.012,1.23,0.066
2016-05-02 09:00:00+02:00,38.208,2.472,26.28,36.012,2.255,0.05499999999999999
2016-05-02 10:00:00+02:00,23.568,2.448,9.072000000000001,24.0,3.69,0.066
2016-05-02 11:00:00+02:00,19.68,2.448,8.928,23.952,4.961,0.05499999999999999
2016-05-02 12:00:00+02:00,7.488,2.448,2.424,4.464,5.617,0.044
2016-05-02 13:00:00+02:00,7.248,2.448,6.48,23.916,6.5600000000000005,0.05499999999999999
2016-05-02 14:00:00+02:00,2.976,1.824,4.5840000000000005,23.868000000000002,7.175000000000001,0.05499999999999999
2016-05-02 15:00:00+02:00,5.112,2.448,4.752,23.892,6.642,0.066
2016-05-02 16:00:00+02:00,7.128,2.448,6.432,23.856,5.371,0.066
2016-05-02 17:00:00+02:00,15.624,2.448,9.0,23.868000000000002,3.7720000000000002,0.066
2016-05-02 18:00:00+02:00,25.44,2.448,13.824,23.844,1.968,0.05499999999999999
2016-05-02 19:00:00+02:00,32.832,2.448,17.952,23.868000000000002,0.6970000000000001,0.033
2016-05-02 20:00:00+02:00,32.064,2.448,17.544,23.868000000000002,0.041,0.033
