,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2018-05-31 23:00:00+01:00,75.9,607.11,1439.92,1.992,15.288,1.92,35.260000000000005,0.0,11.418
2018-06-01 00:00:00+01:00,74.29,550.76,1439.92,0.0,11.472,0.984,28.700000000000003,0.0,11.725999999999999
2018-06-01 01:00:00+01:00,73.14,558.11,1439.92,0.0,8.088000000000001,0.72,27.880000000000003,0.0,11.561
2018-06-01 02:00:00+01:00,72.91,569.38,1426.8000000000002,0.0,7.5360000000000005,0.72,28.700000000000003,0.0,11.407
2018-06-01 03:00:00+01:00,72.91,596.33,1275.92,0.0,5.5200000000000005,0.72,29.520000000000003,0.0,11.616
2018-06-01 04:00:00+01:00,71.76,610.54,1275.92,0.0,5.496,0.72,28.700000000000003,0.0,11.154
2018-06-01 05:00:00+01:00,73.14,628.18,1276.74,0.0,10.248,1.44,27.880000000000003,0.0,9.812
2018-06-01 06:00:00+01:00,73.14,749.6999999999999,1276.74,0.0,15.144,2.16,28.700000000000003,0.164,10.285
2018-06-01 07:00:00+01:00,72.68,979.51,1382.5200000000002,1.6560000000000001,19.824,3.168,27.880000000000003,1.8860000000000001,11.814
2018-06-01 08:00:00+01:00,69.23,1124.06,1439.92,1.6560000000000001,21.504,3.216,27.060000000000002,6.437,10.681
2018-06-01 09:00:00+01:00,66.47,1126.02,1439.92,1.6560000000000001,21.024,3.216,28.700000000000003,8.815,10.494
2018-06-01 10:00:00+01:00,68.08,1107.8899999999999,1439.1000000000001,0.12,19.68,2.7840000000000003,28.700000000000003,10.619,10.889999999999999
2018-06-01 11:00:00+01:00,67.85000000000001,1161.3,1439.92,0.0,18.264,3.048,28.700000000000003,12.218,10.923
2018-06-01 12:00:00+01:00,69.23,1179.92,1409.5800000000002,0.0,17.592,3.072,28.700000000000003,12.956000000000001,11.209
