,Fossil Gas,Solar,Wind Onshore
2015-03-01 00:00:00+01:00,0.0,0.0,0.187
2015-03-01 01:00:00+01:00,0.0,0.0,0.209
2015-03-01 02:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 03:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 04:00:00+01:00,0.0,0.0,0.187
2015-03-01 05:00:00+01:00,0.0,0.0,0.187
2015-03-01 06:00:00+01:00,0.0,0.0,0.187
2015-03-01 07:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 08:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 09:00:00+01:00,0.0,0.041,0.19799999999999998
2015-03-01 10:00:00+01:00,0.0,0.082,0.19799999999999998
2015-03-01 11:00:00+01:00,0.0,0.082,0.19799999999999998
2015-03-01 12:00:00+01:00,0.0,0.123,0.176
2015-03-01 13:00:00+01:00,0.0,0.082,0.187
2015-03-01 14:00:00+01:00,0.0,0.082,0.176
2015-03-01 15:00:00+01:00,0.0,0.041,0.19799999999999998
2015-03-01 16:00:00+01:00,0.0,0.041,0.19799999999999998
2015-03-01 17:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 18:00:00+01:00,0.0,0.0,0.209
2015-03-01 19:00:00+01:00,0.0,0.0,0.187
2015-03-01 20:00:00+01:00,0.0,0.0,0.209
2015-03-01 21:00:00+01:00,0.0,0.0,0.209
2015-03-01 22:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-01 23:00:00+01:00,0.0,0.0,0.209
2015-03-02 00:00:00+01:00,0.0,0.0,0.21999999999999997
2015-03-02 01:00:00+01:00,0.0,0.0,0.209
2015-03-02 02:00:00+01:00,0.0,0.0,0.209
2015-03-02 03:00:00+01:00,0.0,0.0,0.209
2015-03-02 04:00:00+01:00,0.0,0.0,0.209
2015-03-02 05:00:00+01:00,0.0,0.0,0.21999999999999997
2015-03-02 06:00:00+01:00,0.0,0.0,0.209
2015-03-02 07:00:00+01:00,0.0,0.0,0.21999999999999997
2015-03-02 08:00:00+01:00,0.0,0.164,0.253
2015-03-02 09:00:00+01:00,0.0,0.451,0.242
2015-03-02 10:00:00+01:00,0.0,0.656,0.21999999999999997
2015-03-02 11:00:00+01:00,0.0,0.8200000000000001,0.209
2015-03-02 12:00:00+01:00,0.0,0.9430000000000001,0.209
2015-03-02 13:00:00+01:00,0.0,1.353,0.23099999999999998
2015-03-02 14:00:00+01:00,0.0,1.312,0.21999999999999997
2015-03-02 15:00:00+01:00,0.0,1.107,0.242
2015-03-02 16:00:00+01:00,0.0,0.6970000000000001,0.21999999999999997
2015-03-02 17:00:00+01:00,0.0,0.164,0.187
2015-03-02 18:00:00+01:00,0.0,0.0,0.209
2015-03-02 19:00:00+01:00,0.0,0.0,0.19799999999999998
2015-03-02 20:00:00+01:00,0.0,0.0,0.187
2015-03-02 21:00:00+01:00,0.0,0.0,0.16499999999999998
2015-03-02 22:00:00+01:00,0.0,0.0,0.10999999999999999
2015-03-02 23:00:00+01:00,0.0,0.0,0.121
2015-03-03 00:00:00+01:00,0.0,0.0,0.121
2015-03-03 01:00:00+01:00,0.0,0.0,0.132
2015-03-03 02:00:00+01:00,0.0,0.0,0.09899999999999999
2015-03-03 03:00:00+01:00,0.0,0.0,0.088
2015-03-03 04:00:00+01:00,0.0,0.0,0.077
2015-03-03 05:00:00+01:00,0.0,0.0,0.033
2015-03-03 06:00:00+01:00,0.0,0.0,0.011
2015-03-03 07:00:00+01:00,0.0,0.082,0.022
2015-03-03 08:00:00+01:00,0.0,0.5740000000000001,0.033
2015-03-03 09:00:00+01:00,0.0,1.3940000000000001,0.022
