,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2020-02-01 00:00:00+01:00,4878,4278,2864,2000,451,27,72,1371,104,7091,260,146,0,491,5786,30771
1,2020-02-01 00:15:00+01:00,4881,4256,2871,2020,451,27,139,1373,22,6945,248,140,0,489,5760,30952
2,2020-02-01 00:30:00+01:00,4891,4197,2842,2031,453,27,139,1374,23,6754,243,138,0,493,5756,30945
3,2020-02-01 00:45:00+01:00,4878,4063,2838,2121,452,27,154,1370,20,6683,243,138,0,490,5739,31112
4,2020-02-01 01:00:00+01:00,4902,4046,2805,2178,451,27,224,1368,32,6663,243,138,0,495,5749,31200
5,2020-02-01 01:15:00+01:00,4882,3988,2782,2210,451,27,224,1356,26,6558,249,138,0,484,5799,31321
6,2020-02-01 01:30:00+01:00,4845,4014,2751,2169,453,27,153,1358,26,6440,249,138,0,485,5813,31123
7,2020-02-01 01:45:00+01:00,4889,3990,2773,2105,454,27,128,1362,22,6507,249,138,0,490,5807,31058
8,2020-02-01 02:00:00+01:00,4873,3996,2749,2030,454,27,131,1357,26,6631,249,138,0,484,5789,31320
9,2020-02-01 02:15:00+01:00,4904,3970,2801,1982,454,27,72,1361,13,6599,249,138,0,480,5788,31513
10,2020-02-01 02:30:00+01:00,4898,3962,2801,1987,454,27,81,1362,25,6605,249,138,0,484,5785,31378
11,2020-02-01 02:45:00+01:00,4892,3928,2816,1994,454,28,75,1365,13,6532,249,138,0,476,5822,31402
12,2020-02-01 03:00:00+01:00,4894,3964,2788,2001,454,28,74,1366,14,6224,249,138,0,469,5985,31385
13,2020-02-01 03:15:00+01:00,4897,3943,2795,1991,454,27,4,1364,52,6048,247,137,0,467,5998,31109
14,2020-02-01 03:30:00+01:00,4894,3946,2775,2001,454,27,2,1365,70,6020,247,137,0,469,6025,31206
15,2020-02-01 03:45:00+01:00,4894,3948,2776,2021,454,28,1,1363,71,6029,247,137,0,482,6022,31318
16,2020-02-01 04:00:00+01:00,4892,3976,2720,2028,454,28,1,1367,44,6035,247,138,0,483,6129,31072
17,2020-02-01 04:15:00+01:00,4890,3947,2718,2021,456,28,1,1369,15,6016,247,137,0,479,6209,31228
18,2020-02-01 04:30:00+01:00,4887,3981,2691,2021,456,28,1,1371,36,6044,247,137,0,468,6197,31198
19,2020-02-01 04:45:00+01:00,4885,3957,2767,2005,456,28,0,1373,26,6075,247,137,0,477,6187,30994
20,2020-02-01 05:00:00+01:00,4891,4017,2784,2036,456,27,0,1375,23,6079,247,137,0,488,6185,30946
21,2020-02-01 05:15:00+01:00,4887,4020,2760,2041,456,27,0,1377,28,6078,247,137,0,484,6185,30848
22,2020-02-01 05:30:00+01:00,4885,4033,2732,2034,456,27,0,1377,22,6078,247,137,0,478,6184,30827
23,2020-02-01 05:45:00+01:00,4883,4028,2777,2036,457,27,0,1378,24,6086,247,137,0,453,6181,30667
24,2020-02-01 06:00:00+01:00,4857,3993,2758,2030,459,28,1,1373,39,6144,250,137,0,456,6193,31365
25,2020-02-01 06:15:00+01:00,4861,4003,2759,2023,460,28,1,1377,50,6161,250,137,0,344,6205,31557
26,2020-02-01 06:30:00+01:00,4856,4024,2753,2029,461,28,3,1371,30,6197,250,137,0,148,6206,31307
27,2020-02-01 06:45:00+01:00,4849,4014,2792,2041,460,27,6,1371,125,6311,250,137,0,148,6204,31097
28,2020-02-01 07:00:00+01:00,4844,4011,2821,2056,461,27,209,1373,22,6425,258,137,0,154,6204,30614
29,2020-02-01 07:15:00+01:00,4843,4006,2842,2064,461,27,536,1374,54,6549,258,137,0,155,6201,30617
