,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-03-01 00:00:00+01:00,72.45,1164.73,0.0,0.0,7.032,0.912,60.024,583.0200000000001,0.0,237.93276,4.92,8.987
2017-03-01 01:00:00+01:00,72.68,1021.16,0.0,0.0,13.056000000000001,0.984,59.988,546.94,0.0,237.93276,8.772,9.206999999999999
2017-03-01 02:00:00+01:00,71.99000000000001,1017.73,0.0,0.0,24.864,1.08,60.024,523.1600000000001,0.0,238.85498,8.82,9.933
2017-03-01 03:00:00+01:00,72.45,1019.1999999999999,0.0,0.0,24.744,0.984,60.036,517.4200000000001,0.0,237.01054000000002,8.868,10.703
2017-03-01 04:00:00+01:00,71.99000000000001,1027.53,0.0,0.0,25.296,0.912,60.036,505.94000000000005,0.0,237.93276,8.844,10.944999999999999
2017-03-01 05:00:00+01:00,71.3,1118.67,0.0,0.0,9.504,0.84,60.048,532.1800000000001,0.0,237.01054000000002,8.796,10.571
2017-03-01 06:00:00+01:00,71.53,1474.8999999999999,0.0,0.0,2.904,0.864,60.048,572.36,0.0,237.93276,8.748,10.142
2017-03-01 07:00:00+01:00,71.76,1633.66,0.0,0.0,3.2640000000000002,0.936,60.096000000000004,604.34,0.28700000000000003,235.1661,8.532,9.668999999999999
2017-03-01 08:00:00+01:00,70.61,1665.02,0.0,0.0,11.352,0.936,60.084,607.62,5.74,234.24388000000002,6.384,8.833
2017-03-01 09:00:00+01:00,71.3,1715.49,0.0,0.0,11.136000000000001,0.912,60.036,605.1600000000001,11.644,228.71056000000002,3.9,8.272
2017-03-01 10:00:00+01:00,71.07000000000001,1722.84,0.0,0.0,14.112,0.936,60.024,600.24,16.482,231.47722000000002,2.724,7.59
2017-03-01 11:00:00+01:00,70.84,1737.54,0.0,0.0,11.16,0.936,60.012,602.7,23.739,231.47722000000002,1.728,6.819999999999999
2017-03-01 12:00:00+01:00,71.07000000000001,1715.49,0.0,0.0,5.784,0.912,60.024,598.6,27.880000000000003,235.1661,1.8840000000000001,6.808999999999999
2017-03-01 13:00:00+01:00,71.53,1689.03,0.0,0.0,3.888,0.936,60.0,596.96,27.388,234.24388000000002,2.172,5.896
2017-03-01 14:00:00+01:00,71.99000000000001,1692.95,0.0,0.0,3.168,0.96,60.036,593.6800000000001,19.024,235.1661,2.328,6.688
2017-03-01 15:00:00+01:00,71.76,1631.21,0.0,0.0,0.024,0.96,60.012,585.48,10.906,237.01054000000002,3.7560000000000002,5.39
2017-03-01 16:00:00+01:00,70.84,1677.27,0.0,0.0,0.024,1.008,60.012,591.22,6.15,234.24388000000002,3.528,2.0789999999999997
2017-03-01 17:00:00+01:00,71.07000000000001,1728.72,0.0,0.0,1.368,1.032,60.084,618.2800000000001,1.968,235.1661,3.588,2.09
2017-03-01 18:00:00+01:00,71.99000000000001,1787.52,0.0,0.0,15.408,1.056,60.096000000000004,617.46,0.0,234.24388000000002,0.924,4.29
2017-03-01 19:00:00+01:00,72.68,1764.0,0.0,0.0,11.76,1.08,60.072,608.44,0.0,232.39944,0.12,6.324999999999999
2017-03-01 20:00:00+01:00,73.37,1730.19,0.0,0.0,6.264,1.056,60.048,600.24,0.0,237.93276,0.07200000000000001,6.720999999999999
2017-03-01 21:00:00+01:00,73.83,1706.18,0.0,0.0,5.28,1.008,60.0,609.26,0.0,237.01054000000002,0.06,7.832
2017-03-01 22:00:00+01:00,74.52000000000001,1715.49,0.0,0.0,4.968,0.936,59.988,601.88,0.0,237.01054000000002,0.744,8.756
2017-03-01 23:00:00+01:00,74.98,1648.85,0.0,0.0,1.968,0.96,59.988,591.22,0.0,235.1661,2.724,9.647
2017-03-02 00:00:00+01:00,74.75,1466.08,0.0,0.0,9.144,0.984,59.988,581.38,0.0,237.01054000000002,4.752,10.735999999999999
2017-03-02 01:00:00+01:00,75.9,1213.73,0.0,0.0,26.736,1.008,59.976,555.14,0.0,236.08832,8.484,12.045
2017-03-02 02:00:00+01:00,74.98,1089.27,0.0,0.0,26.952,1.056,59.976,499.38000000000005,0.0,230.555,8.34,12.847999999999999
2017-03-02 03:00:00+01:00,74.06,1190.7,0.0,0.0,27.6,1.056,60.0,497.74000000000007,0.0,234.24388000000002,7.0200000000000005,13.123
