,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2018-04-30 23:00:00+01:00,67.62,484.12,0.0,0.40800000000000003,41.496,0.552,31.160000000000004,0.0,12.418999999999999
2018-05-01 00:00:00+01:00,67.39,311.15,0.0,0.0,39.768,0.36,31.160000000000004,0.0,10.834999999999999
2018-05-01 01:00:00+01:00,69.69,347.9,0.0,0.0,32.64,0.36,30.340000000000003,0.0,9.107999999999999
2018-05-01 02:00:00+01:00,70.61,352.31,0.0,0.0,29.592000000000002,0.36,30.340000000000003,0.0,8.536
2018-05-01 03:00:00+01:00,70.15,305.76,0.0,0.0,29.52,0.36,30.340000000000003,0.0,8.854999999999999
2018-05-01 04:00:00+01:00,69.92,297.92,0.0,0.0,30.576,0.36,30.340000000000003,0.0,8.404
2018-05-01 05:00:00+01:00,71.53,294.49,0.0,0.0,30.048000000000002,0.36,31.160000000000004,0.0,8.602
2018-05-01 06:00:00+01:00,74.06,290.57,0.0,0.0,36.744,0.624,30.340000000000003,0.0,9.206999999999999
2018-05-01 07:00:00+01:00,73.60000000000001,220.99,0.0,0.0,48.072,3.48,29.520000000000003,1.2710000000000001,8.657
2018-05-01 08:00:00+01:00,72.91,192.57,0.0,0.024,45.12,3.072,27.060000000000002,4.961,7.545999999999999
2018-05-01 09:00:00+01:00,73.60000000000001,193.54999999999998,0.0,8.088000000000001,46.752,4.6080000000000005,28.700000000000003,8.036,8.293999999999999
2018-05-01 10:00:00+01:00,74.06,193.54999999999998,0.0,12.552,47.256,2.232,30.340000000000003,10.988000000000001,8.139999999999999
2018-05-01 11:00:00+01:00,73.83,193.54999999999998,0.0,13.08,43.2,6.5040000000000004,31.160000000000004,12.587,8.382
2018-05-01 12:00:00+01:00,74.29,192.57,0.0,14.256,44.352000000000004,4.992,31.160000000000004,13.981,7.8759999999999994
2018-05-01 13:00:00+01:00,71.99000000000001,194.04,0.0,6.072,42.888,8.616,27.880000000000003,14.514000000000001,7.622999999999999
2018-05-01 14:00:00+01:00,71.99000000000001,195.51,0.0,6.744,38.808,8.208,27.060000000000002,14.596,8.854999999999999
2018-05-01 15:00:00+01:00,73.37,195.02,0.0,0.0,38.52,10.536,29.520000000000003,13.735000000000001,10.846
2018-05-01 16:00:00+01:00,72.91,195.02,0.0,0.0,37.56,9.120000000000001,30.340000000000003,11.972000000000001,13.761
2018-05-01 17:00:00+01:00,73.60000000000001,195.51,0.0,0.72,37.512,4.152,31.160000000000004,8.815,16.698
2018-05-01 18:00:00+01:00,74.52000000000001,196.98,0.0,5.304,37.392,6.288,30.340000000000003,5.33,18.105999999999998
2018-05-01 19:00:00+01:00,76.13000000000001,198.94,0.0,21.216,39.096000000000004,6.336,30.340000000000003,1.3940000000000001,17.875
2018-05-01 20:00:00+01:00,75.67,199.43,0.0,44.616,44.184,15.072000000000001,29.520000000000003,0.041,19.47
2018-05-01 21:00:00+01:00,75.67,199.43,0.0,38.544000000000004,41.64,18.072,29.520000000000003,0.0,16.884999999999998
2018-05-01 22:00:00+01:00,75.67,199.43,0.0,19.080000000000002,37.584,9.120000000000001,30.340000000000003,0.0,14.212
2018-05-01 23:00:00+01:00,75.67,199.92,0.0,15.624,27.384,6.72,31.160000000000004,0.0,14.036
2018-05-02 00:00:00+01:00,76.36,197.47,0.0,11.88,20.736,6.0,30.340000000000003,0.0,12.748999999999999
2018-05-02 01:00:00+01:00,76.36,195.02,0.0,9.0,18.312,4.848,30.340000000000003,0.0,12.616999999999999
2018-05-02 02:00:00+01:00,74.98,192.07999999999998,0.0,0.336,19.152,4.8,31.980000000000004,0.0,12.782
2018-05-02 03:00:00+01:00,73.14,191.59,0.0,0.0,22.512,2.208,30.340000000000003,0.0,12.572999999999999
2018-05-02 04:00:00+01:00,72.68,193.54999999999998,34.440000000000005,0.0,23.304000000000002,1.104,30.340000000000003,0.0,12.716
2018-05-02 05:00:00+01:00,73.37,241.07999999999998,114.80000000000001,3.072,21.408,2.904,27.880000000000003,0.0,10.67
2018-05-02 06:00:00+01:00,74.52000000000001,331.73,246.00000000000003,27.240000000000002,27.024,12.384,28.700000000000003,0.041,8.283
2018-05-02 07:00:00+01:00,74.06,542.92,393.6,40.272,33.456,25.152,28.700000000000003,0.984,6.611
2018-05-02 08:00:00+01:00,73.14,649.74,482.16,43.176,40.536,28.632,27.880000000000003,4.182,5.335
2018-05-02 09:00:00+01:00,74.06,683.55,482.16,36.96,45.168,23.88,28.700000000000003,6.765000000000001,4.378
2018-05-02 10:00:00+01:00,74.06,691.88,482.98,36.408,50.664,22.056,30.340000000000003,8.487,3.2889999999999997
2018-05-02 11:00:00+01:00,74.29,728.14,483.8,35.736000000000004,50.016,25.056,30.340000000000003,8.938,2.904
2018-05-02 12:00:00+01:00,72.68,733.04,483.8,31.632,49.08,24.528000000000002,30.340000000000003,7.79,2.8049999999999997
2018-05-02 13:00:00+01:00,74.06,749.21,484.62000000000006,30.888,47.592,17.232,30.340000000000003,7.5440000000000005,3.102
2018-05-02 14:00:00+01:00,75.67,748.23,483.8,31.128,46.872,13.608,30.340000000000003,7.257000000000001,3.3219999999999996
2018-05-02 15:00:00+01:00,74.98,720.3,483.8,26.184,45.624,10.872,29.520000000000003,6.724,4.114
2018-05-02 16:00:00+01:00,75.44,710.99,483.8,13.848,39.84,7.368,31.160000000000004,5.125,4.872999999999999
2018-05-02 17:00:00+01:00,76.59,719.81,483.8,24.0,41.28,7.896,31.160000000000004,3.2800000000000002,5.027
2018-05-02 18:00:00+01:00,77.28,719.81,483.8,25.272000000000002,40.92,10.92,31.160000000000004,1.804,5.258
2018-05-02 19:00:00+01:00,77.74000000000001,730.59,483.8,33.528,41.592,11.544,30.340000000000003,0.615,5.5
2018-05-02 20:00:00+01:00,77.05,759.5,483.8,28.392,41.352000000000004,20.376,30.340000000000003,0.041,6.478999999999999
2018-05-02 21:00:00+01:00,74.98,751.17,483.8,21.264,42.336,15.456,29.520000000000003,0.0,8.491999999999999
2018-05-02 22:00:00+01:00,75.67,586.53,342.76000000000005,9.864,41.424,10.728,31.160000000000004,0.0,10.460999999999999
