,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2017-01-01 00:00:00+01:00,66.47,0.0,4017.5099999999998,1283.3000000000002,0.733,26.067999999999998,0.0,44.64,9.384,9980.220000000001,0.0,26.74438,11.484
2017-01-01 01:00:00+01:00,65.55,0.0,4006.73,1284.94,0.0,26.105999999999998,0.0,34.752,5.688,9886.740000000002,0.0,25.82216,9.57
2017-01-01 02:00:00+01:00,64.63000000000001,0.0,3822.49,1283.3000000000002,0.0,26.182,0.0,29.088,5.208,9422.62,0.0,25.82216,8.139999999999999
2017-01-01 03:00:00+01:00,64.63000000000001,0.0,3086.02,1278.38,0.0,26.182,0.0,26.52,1.752,8505.04,0.0,26.74438,6.941
2017-01-01 04:00:00+01:00,64.86,0.0,2997.33,1282.48,0.0,26.22,0.0,26.448,1.704,7591.56,0.0,26.74438,6.754
2017-01-01 05:00:00+01:00,64.63000000000001,0.0,3062.0099999999998,1281.66,0.0,26.22,0.0,25.92,1.728,7762.9400000000005,0.0,27.666600000000003,6.3469999999999995
2017-01-01 06:00:00+01:00,65.09,0.0,3044.86,1279.2,0.0,26.22,0.0,26.64,1.752,8415.66,0.0,26.74438,5.819
2017-01-01 07:00:00+01:00,63.940000000000005,0.0,3057.11,1279.2,0.0,26.067999999999998,0.0,29.136,2.3040000000000003,8389.42,2.255,25.82216,5.114999999999999
2017-01-01 08:00:00+01:00,64.86,0.0,2848.37,1282.48,0.0,26.105999999999998,0.0,32.472,5.496,8104.06,45.428000000000004,25.82216,4.51
2017-01-01 09:00:00+01:00,65.32000000000001,8.33,2589.16,1277.5600000000002,2.932,26.067999999999998,0.0,36.504,4.968,7690.780000000001,132.717,25.82216,3.146
2017-01-01 10:00:00+01:00,65.09,7.35,2476.46,1200.48,12.461,26.029999999999998,0.0,38.664,3.888,7353.76,217.95600000000002,25.82216,2.695
2017-01-01 11:00:00+01:00,65.55,14.7,2504.39,1244.76,21.99,25.954,0.0,36.72,2.688,7342.280000000001,261.088,26.74438,3.278
2017-01-01 12:00:00+01:00,65.09,0.0,2766.54,1175.0600000000002,38.849,25.916,0.0,35.52,4.296,7981.06,266.74600000000004,27.666600000000003,4.686
2017-01-01 13:00:00+01:00,64.86,0.49,2633.75,1116.02,43.247,25.878,0.0,30.528000000000002,3.72,7616.160000000001,238.292,25.82216,6.457
2017-01-01 14:00:00+01:00,64.63000000000001,1.47,2613.17,1079.94,43.247,25.954,0.0,29.28,3.528,7680.9400000000005,158.30100000000002,24.89994,7.326
2017-01-01 15:00:00+01:00,64.86,2.45,2924.32,1275.92,43.247,25.992,0.0,29.544,3.888,8707.58,67.732,25.82216,8.118
2017-01-01 16:00:00+01:00,64.63000000000001,1.47,3463.81,1285.76,75.499,25.992,0.14400000000000002,37.824,6.048,9698.960000000001,6.683000000000001,26.74438,10.549
2017-01-01 17:00:00+01:00,64.63000000000001,9.31,4068.96,1289.0400000000002,49.111,25.992,11.904,44.976,9.216000000000001,10263.94,0.0,25.82216,13.266
2017-01-01 18:00:00+01:00,65.09,19.6,4159.61,1285.76,43.247,25.954,16.344,66.21600000000001,15.24,10479.6,0.0,23.055500000000002,14.751
2017-01-01 19:00:00+01:00,64.17,24.5,4181.66,1283.3000000000002,45.446,25.992,24.912,74.784,14.76,10667.380000000001,0.0,23.97772,14.629999999999999
2017-01-01 20:00:00+01:00,63.940000000000005,27.439999999999998,4207.63,1284.94,62.305,26.029999999999998,22.32,71.52,15.576,10657.54,0.0,25.82216,14.828
2017-01-01 21:00:00+01:00,64.4,28.91,4299.26,1279.2,49.111,25.992,1.56,55.128,13.992,10476.320000000002,0.0,24.89994,16.555
2017-01-01 22:00:00+01:00,64.63000000000001,20.09,4335.03,1277.5600000000002,48.378,26.029999999999998,0.0,43.656,8.808,10332.820000000002,0.0,24.89994,17.038999999999998
2017-01-01 23:00:00+01:00,62.1,31.849999999999998,4049.36,1275.92,44.713,25.992,0.0,34.584,7.68,9675.18,0.0,24.89994,16.753
2017-01-02 00:00:00+01:00,45.31,0.0,2588.18,1275.92,36.65,19.227999999999998,0.0,25.968,5.976,9033.12,0.0,24.89994,17.798
2017-01-02 01:00:00+01:00,61.410000000000004,0.0,2777.32,1257.0600000000002,59.373,25.46,0.0,27.384,3.0,8706.76,0.041,24.89994,17.534
2017-01-02 02:00:00+01:00,45.31,0.0,1926.19,1241.48,34.451,19.227999999999998,0.0,19.056,1.416,8482.900000000001,0.0,25.82216,15.543
2017-01-02 03:00:00+01:00,58.650000000000006,0.0,2572.99,1211.14,47.644999999999996,25.535999999999998,0.0,24.024,1.944,7761.3,0.041,25.82216,14.85
2017-01-02 04:00:00+01:00,59.34,0.0,2639.14,1185.72,47.644999999999996,25.498,0.0,21.72,1.944,7862.160000000001,0.0,28.588820000000002,14.828
2017-01-02 05:00:00+01:00,60.260000000000005,0.0,2890.5099999999998,1187.3600000000001,49.111,25.498,0.0,22.416,2.04,8521.44,0.0,28.588820000000002,15.158
2017-01-02 06:00:00+01:00,60.03,0.0,3576.5099999999998,1188.18,58.64,25.46,0.0,26.256,5.5200000000000005,9806.380000000001,0.0,27.666600000000003,14.168
2017-01-02 07:00:00+01:00,62.330000000000005,0.0,4319.84,1160.3000000000002,60.106,25.46,2.88,38.784,8.76,11191.36,2.46,27.666600000000003,13.100999999999999
2017-01-02 08:00:00+01:00,48.53,0.0,3501.0499999999997,1079.94,47.644999999999996,19.266,8.736,48.0,16.2,11702.220000000001,40.672000000000004,31.35548,11.671
2017-01-02 09:00:00+01:00,63.71,0.0,4995.0599999999995,791.3000000000001,110.68299999999999,24.89,17.688,61.752,20.088,11813.740000000002,118.777,33.19992,11.154
2017-01-02 10:00:00+01:00,64.4,0.0,4856.39,792.12,94.557,24.814,13.848,55.512,15.672,11460.320000000002,192.413,35.044360000000005,12.551
