,Biomass
2015-01-04 00:00:00+01:00,62.790000000000006
2015-01-04 01:00:00+01:00,63.02
2015-01-04 02:00:00+01:00,64.17
2015-01-04 03:00:00+01:00,63.25
2015-01-04 04:00:00+01:00,64.86
2015-01-04 05:00:00+01:00,62.56
2015-01-04 06:00:00+01:00,63.25
2015-01-04 07:00:00+01:00,62.56
2015-01-04 08:00:00+01:00,63.02
2015-01-04 09:00:00+01:00,64.17
2015-01-04 10:00:00+01:00,65.09
2015-01-04 11:00:00+01:00,65.09
2015-01-04 12:00:00+01:00,66.7
2015-01-04 13:00:00+01:00,67.85000000000001
2015-01-04 14:00:00+01:00,68.54
2015-01-04 15:00:00+01:00,68.77
2015-01-04 16:00:00+01:00,68.31
2015-01-04 17:00:00+01:00,68.31
2015-01-04 18:00:00+01:00,67.85000000000001
2015-01-04 19:00:00+01:00,67.85000000000001
2015-01-04 20:00:00+01:00,67.85000000000001
2015-01-04 21:00:00+01:00,68.31
2015-01-04 22:00:00+01:00,68.31
2015-01-04 23:00:00+01:00,68.31
2015-01-07 00:00:00+01:00,72.91
2015-01-07 01:00:00+01:00,72.45
2015-01-07 02:00:00+01:00,72.91
2015-01-07 03:00:00+01:00,72.68
2015-01-07 04:00:00+01:00,72.91
2015-01-07 05:00:00+01:00,72.91
2015-01-07 06:00:00+01:00,71.53
2015-01-07 07:00:00+01:00,70.15
2015-01-07 08:00:00+01:00,70.84
2015-01-07 09:00:00+01:00,70.61
2015-01-07 10:00:00+01:00,65.09
2015-01-07 11:00:00+01:00,69.23
2015-01-07 12:00:00+01:00,70.61
2015-01-07 13:00:00+01:00,70.15
2015-01-07 14:00:00+01:00,70.38000000000001
2015-01-07 15:00:00+01:00,70.84
2015-01-07 16:00:00+01:00,70.61
2015-01-07 17:00:00+01:00,71.53
2015-01-07 18:00:00+01:00,72.45
2015-01-07 19:00:00+01:00,71.76
2015-01-07 20:00:00+01:00,71.3
2015-01-07 21:00:00+01:00,72.22
2015-01-07 22:00:00+01:00,72.91
2015-01-07 23:00:00+01:00,71.53
2015-01-10 00:00:00+01:00,72.45
2015-01-10 01:00:00+01:00,71.76
2015-01-10 02:00:00+01:00,71.53
2015-01-10 03:00:00+01:00,68.31
2015-01-10 04:00:00+01:00,69.0
2015-01-10 05:00:00+01:00,71.07000000000001
2015-01-10 06:00:00+01:00,71.07000000000001
2015-01-10 07:00:00+01:00,70.15
2015-01-10 08:00:00+01:00,70.38000000000001
2015-01-10 09:00:00+01:00,70.84
2015-01-10 10:00:00+01:00,71.07000000000001
2015-01-10 11:00:00+01:00,71.07000000000001
2015-01-10 12:00:00+01:00,71.3
2015-01-10 13:00:00+01:00,71.3
2015-01-10 14:00:00+01:00,70.84
2015-01-10 15:00:00+01:00,71.07000000000001
2015-01-10 16:00:00+01:00,71.07000000000001
2015-01-10 17:00:00+01:00,71.3
2015-01-10 18:00:00+01:00,71.07000000000001
2015-01-10 19:00:00+01:00,71.3
2015-01-10 20:00:00+01:00,71.53
2015-01-10 21:00:00+01:00,70.61
2015-01-10 22:00:00+01:00,70.15
2015-01-10 23:00:00+01:00,70.84
2015-01-13 00:00:00+01:00,70.38000000000001
2015-01-13 01:00:00+01:00,69.0
2015-01-13 02:00:00+01:00,69.46000000000001
2015-01-13 03:00:00+01:00,67.62
2015-01-13 04:00:00+01:00,69.0
2015-01-13 05:00:00+01:00,68.54
2015-01-13 06:00:00+01:00,68.54
2015-01-13 07:00:00+01:00,67.85000000000001
2015-01-13 08:00:00+01:00,68.54
2015-01-13 09:00:00+01:00,68.77
2015-01-13 10:00:00+01:00,68.77
2015-01-13 11:00:00+01:00,68.77
2015-01-13 12:00:00+01:00,69.92
2015-01-13 13:00:00+01:00,69.0
2015-01-13 14:00:00+01:00,69.23
2015-01-13 15:00:00+01:00,68.08
2015-01-13 16:00:00+01:00,68.77
2015-01-13 17:00:00+01:00,70.15
2015-01-13 18:00:00+01:00,70.15
2015-01-13 19:00:00+01:00,70.61
2015-01-13 20:00:00+01:00,73.37
2015-01-13 21:00:00+01:00,74.29
2015-01-13 22:00:00+01:00,73.60000000000001
2015-01-13 23:00:00+01:00,74.06
2015-01-25 00:00:00+01:00,66.93
2015-01-25 01:00:00+01:00,66.24000000000001
