,Biomass
2015-01-25 02:00:00+01:00,67.85000000000001
2015-01-25 03:00:00+01:00,66.93
2015-01-25 04:00:00+01:00,66.93
2015-01-25 05:00:00+01:00,67.62
2015-01-25 06:00:00+01:00,66.47
2015-01-25 07:00:00+01:00,66.01
2015-01-25 08:00:00+01:00,66.24000000000001
2015-01-25 09:00:00+01:00,67.16
2015-01-25 10:00:00+01:00,67.85000000000001
2015-01-25 11:00:00+01:00,67.62
2015-01-25 12:00:00+01:00,67.39
2015-01-25 13:00:00+01:00,66.47
2015-01-25 14:00:00+01:00,66.24000000000001
2015-01-25 15:00:00+01:00,66.24000000000001
2015-01-25 16:00:00+01:00,66.47
2015-01-25 17:00:00+01:00,64.17
2015-01-25 18:00:00+01:00,63.25
2015-01-25 19:00:00+01:00,63.480000000000004
2015-01-25 20:00:00+01:00,64.86
2015-01-25 21:00:00+01:00,63.940000000000005
2015-01-25 22:00:00+01:00,64.4
2015-01-25 23:00:00+01:00,64.4
2015-01-29 00:00:00+01:00,59.11
2015-01-29 01:00:00+01:00,60.03
2015-01-29 02:00:00+01:00,61.410000000000004
2015-01-29 03:00:00+01:00,60.03
2015-01-29 04:00:00+01:00,58.88
2015-01-29 05:00:00+01:00,58.42
2015-01-29 06:00:00+01:00,58.190000000000005
2015-01-29 07:00:00+01:00,58.42
2015-01-29 08:00:00+01:00,59.800000000000004
2015-01-29 09:00:00+01:00,59.11
2015-01-29 10:00:00+01:00,60.260000000000005
2015-01-29 11:00:00+01:00,63.02
2015-01-29 12:00:00+01:00,63.480000000000004
2015-01-29 13:00:00+01:00,62.56
2015-01-29 14:00:00+01:00,63.25
2015-01-29 15:00:00+01:00,62.56
2015-01-29 16:00:00+01:00,62.790000000000006
2015-01-29 17:00:00+01:00,61.870000000000005
2015-01-29 18:00:00+01:00,60.720000000000006
2015-01-29 19:00:00+01:00,60.95
2015-01-29 20:00:00+01:00,60.03
2015-01-29 21:00:00+01:00,61.18
2015-01-29 22:00:00+01:00,62.330000000000005
2015-01-29 23:00:00+01:00,62.56
2015-01-30 00:00:00+01:00,58.650000000000006
2015-01-30 01:00:00+01:00,58.42
2015-01-30 02:00:00+01:00,59.57
2015-01-30 03:00:00+01:00,57.96
2015-01-30 04:00:00+01:00,58.88
2015-01-30 05:00:00+01:00,58.88
2015-01-30 06:00:00+01:00,58.190000000000005
2015-01-30 07:00:00+01:00,57.730000000000004
2015-01-30 08:00:00+01:00,58.650000000000006
2015-01-30 09:00:00+01:00,60.95
2015-01-30 10:00:00+01:00,61.64
2015-01-30 11:00:00+01:00,63.25
2015-01-30 12:00:00+01:00,61.64
2015-01-30 13:00:00+01:00,63.71
2015-01-30 14:00:00+01:00,63.02
2015-01-30 15:00:00+01:00,63.25
2015-01-30 16:00:00+01:00,63.480000000000004
2015-01-30 17:00:00+01:00,63.940000000000005
2015-01-30 18:00:00+01:00,64.17
2015-01-30 19:00:00+01:00,63.480000000000004
2015-01-30 20:00:00+01:00,60.95
2015-01-30 21:00:00+01:00,60.720000000000006
2015-01-30 22:00:00+01:00,60.49
2015-01-30 23:00:00+01:00,60.720000000000006
