,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2019-02-01 00:00:00+01:00,31.970000000000002,3327.5600000000004,26.95,578.2,8392.7,170.05599999999998,0.024,4.008,0.0,6.688
2019-02-01 01:00:00+01:00,12.42,3256.2200000000003,26.95,577.71,8239.36,170.05599999999998,0.024,3.984,0.0,7.095
2019-02-01 02:00:00+01:00,12.42,3192.26,26.95,577.71,8167.200000000001,170.05599999999998,0.024,3.984,0.0,7.622999999999999
2019-02-01 03:00:00+01:00,12.42,3216.0400000000004,26.95,577.71,8084.380000000001,170.05599999999998,0.024,3.984,0.0,8.349
2019-02-01 04:00:00+01:00,12.42,3375.1200000000003,26.46,577.71,8022.880000000001,168.59,0.024,3.984,0.0,9.745999999999999
2019-02-01 05:00:00+01:00,14.26,3533.38,26.46,579.18,8193.44,167.857,0.024,3.984,0.0,10.747
2019-02-01 06:00:00+01:00,18.17,4086.0600000000004,26.95,582.12,8628.04,167.857,0.024,3.984,0.0,12.331
2019-02-01 07:00:00+01:00,20.01,4615.780000000001,26.95,590.45,9168.42,169.323,0.024,4.008,0.0,14.431999999999999
2019-02-01 08:00:00+01:00,20.01,4560.02,26.46,572.3199999999999,9343.08,178.119,2.7840000000000003,4.704,1.2,15.421999999999999
2019-02-01 09:00:00+01:00,20.01,4710.08,26.46,566.4399999999999,9485.76,178.119,3.168,5.112,1.368,15.322999999999999
2019-02-01 10:00:00+01:00,20.01,4903.6,26.95,563.99,9477.560000000001,180.31799999999998,0.912,5.136,1.3920000000000001,13.969999999999999
2019-02-01 11:00:00+01:00,20.01,4988.06,26.46,563.5,9545.62,179.585,0.096,5.136,1.368,14.200999999999999
2019-02-01 12:00:00+01:00,19.55,4918.360000000001,25.97,563.5,9487.400000000001,177.386,0.024,5.16,1.08,15.312
2019-02-01 13:00:00+01:00,19.78,4834.72,25.97,562.52,9375.880000000001,168.59,2.688,5.232,0.432,16.962
2019-02-01 14:00:00+01:00,20.01,4612.5,25.97,563.01,9155.300000000001,165.658,0.264,5.208,0.336,19.195
2019-02-01 15:00:00+01:00,20.01,4590.360000000001,26.46,567.42,9048.7,161.26,0.024,5.04,0.336,20.921999999999997
2019-02-01 16:00:00+01:00,20.01,4675.64,26.46,571.83,9144.640000000001,162.726,1.416,4.824,0.936,24.464
