,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2018-05-01 00:00:00+02:00,270.25,1293.755,288.2425,328.615,37.0165,0.22799999999999998,23.976,13.302,0.444,17.778,35.055,,0.0,73.085935,4.62,60.134249999999994
2018-05-01 00:15:00+02:00,269.79,1268.95,287.9975,333.94500000000005,37.0165,0.22799999999999998,20.736,13.254,0.384,17.793,35.055,,0.0,73.547045,4.992,61.88325
2018-05-01 00:30:00+02:00,269.7325,1269.3600000000001,246.225,353.42,37.0165,0.22799999999999998,13.542,13.176,0.24,17.727,35.055,,0.0,71.702605,4.731,63.662499999999994
2018-05-01 00:45:00+02:00,269.79,1243.325,285.3025,365.925,37.0165,0.22799999999999998,9.234,12.876,0.21,17.238,35.055,,0.0,71.93316,4.3950000000000005,65.93674999999999
2018-05-01 01:00:00+02:00,269.7325,1246.4,286.7725,370.64000000000004,37.0165,0.22799999999999998,6.018,12.69,0.318,16.983,34.85,,0.0,70.08872000000001,3.981,66.71225
2018-05-01 01:15:00+02:00,269.675,1253.3700000000001,284.8125,373.51000000000005,37.19975,0.22799999999999998,4.32,12.684000000000001,0.294,17.07,34.85,,0.0,71.47205000000001,4.167,67.54825
2018-05-01 01:30:00+02:00,270.365,1260.545,285.915,370.02500000000003,37.19975,0.22799999999999998,4.32,12.702,0.28200000000000003,16.974,34.85,,0.0,70.319275,4.371,68.01299999999999
2018-05-01 01:45:00+02:00,269.1575,1264.0300000000002,283.8325,364.69500000000005,37.383,0.2375,4.392,12.684000000000001,0.28800000000000003,16.551000000000002,34.85,,0.0,68.70539000000001,3.939,67.694
2018-05-01 02:00:00+02:00,269.27250000000004,1268.335,286.28249999999997,360.595,37.19975,0.2375,4.602,12.696,0.28200000000000003,15.939,34.85,,0.0,72.163715,4.041,68.19725
2018-05-01 02:15:00+02:00,270.1925,1262.595,285.425,354.65000000000003,37.19975,0.2375,3.744,12.708,0.28800000000000003,15.327,34.85,,0.0,72.624825,4.6530000000000005,69.5035
2018-05-01 02:30:00+02:00,270.3075,1257.6750000000002,246.1025,356.29,37.19975,0.2375,3.738,12.714,0.264,15.381,34.85,,0.0,71.01094,5.466,70.4935
2018-05-01 02:45:00+02:00,271.2275,1253.9850000000001,286.0375,352.19000000000005,37.19975,0.2375,3.36,12.714,0.24,15.264000000000001,34.85,,0.0,74.23871,5.799,69.66575
2018-05-01 03:00:00+02:00,270.25,1258.4950000000001,282.3625,352.6,37.19975,0.2375,2.4,12.69,0.234,15.567,34.85,,0.0,74.69982,5.8260000000000005,70.79875
2018-05-01 03:15:00+02:00,270.5375,1260.545,281.6275,352.805,37.19975,0.2375,2.376,12.684000000000001,0.228,15.357000000000001,34.85,,0.0,71.241495,5.808,71.797
2018-05-01 03:30:00+02:00,270.825,1266.9,285.18,352.6,37.19975,0.2375,2.376,12.672,0.252,15.447000000000001,34.85,,0.0,72.163715,4.971,73.557
2018-05-01 03:45:00+02:00,270.8825,1266.9,241.57,348.91,37.19975,0.2375,2.406,12.666,0.28200000000000003,15.489,34.85,,0.0,74.930375,4.884,73.64224999999999
2018-05-01 04:00:00+02:00,270.0775,1268.5400000000002,290.4475,351.78000000000003,37.383,0.2375,1.2,12.648,0.294,15.468,34.85,,0.0,75.16093000000001,4.92,72.96575
2018-05-01 04:15:00+02:00,269.6175,1262.1850000000002,289.1,350.345,37.383,0.2375,1.242,12.66,0.276,15.636000000000001,34.85,,0.0,75.85259500000001,4.7700000000000005,72.446
2018-05-01 04:30:00+02:00,269.445,1256.855,290.9375,353.83000000000004,37.19975,0.2375,1.17,12.642,0.264,15.348,34.85,,0.0,76.08315,4.737,73.7385
