,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2015-05-01 00:00:00+02:00,44.39,3062.7000000000003,110.74,63.21,360.8,3.665,0.0,2.4,1.1520000000000001,30.060000000000002,92.66000000000001,,0.0,11.98886,0.605
2015-05-01 01:00:00+02:00,47.61,3043.84,109.27,51.449999999999996,311.6,2.199,0.0,2.232,1.056,30.036,82.82000000000001,,0.0,11.98886,0.5499999999999999
2015-05-01 02:00:00+02:00,47.61,2979.88,106.82,52.43,302.58000000000004,2.199,1.6320000000000001,2.232,1.056,30.36,82.82000000000001,,0.0,11.98886,0.418
2015-05-01 03:00:00+02:00,47.61,2989.7200000000003,107.31,52.92,296.84000000000003,2.199,0.0,2.232,1.056,30.444,82.82000000000001,,0.0,11.98886,0.418
2015-05-01 04:00:00+02:00,47.61,3062.7000000000003,107.8,54.39,297.66,2.199,0.0,2.232,1.056,30.240000000000002,82.82000000000001,,0.0,11.98886,0.5389999999999999
2015-05-01 05:00:00+02:00,47.61,3036.46,106.33,54.879999999999995,297.66,2.199,0.0,2.208,1.1280000000000001,30.276,82.82000000000001,,0.28700000000000003,11.98886,0.495
2015-05-01 06:00:00+02:00,47.61,2946.26,115.14999999999999,57.33,289.46000000000004,2.199,0.0,2.208,2.832,30.36,91.02000000000001,,1.558,11.98886,0.495
2015-05-01 07:00:00+02:00,47.84,2989.7200000000003,118.58,57.33,288.64000000000004,2.199,0.0,2.2800000000000002,3.2880000000000003,30.492,97.58000000000001,,4.264,11.98886,0.528
2015-05-01 08:00:00+02:00,47.84,2947.9,116.62,55.37,286.18,2.199,0.0,2.184,4.824,30.444,100.86000000000001,,8.282,11.98886,0.407
2015-05-01 09:00:00+02:00,47.84,2993.82,120.05,55.37,305.04,2.199,1.704,1.944,4.728,30.54,102.50000000000001,,15.334000000000001,11.98886,0.495
2015-05-01 10:00:00+02:00,47.84,2996.28,120.53999999999999,54.879999999999995,279.62,2.199,3.408,1.944,3.0,30.408,100.04,,21.361,11.98886,0.363
2015-05-01 11:00:00+02:00,47.84,2987.26,118.09,53.9,275.52000000000004,2.199,3.912,2.16,1.368,30.624000000000002,98.4,,26.035,11.98886,0.264
2015-05-01 12:00:00+02:00,47.61,2961.0200000000004,119.07,52.92,282.08000000000004,2.199,0.048,2.208,1.176,30.756,95.12,,25.830000000000002,11.98886,0.23099999999999998
2015-05-01 13:00:00+02:00,47.61,2985.6200000000003,117.6,52.43,276.34000000000003,2.199,0.0,2.184,1.224,30.696,92.66000000000001,,24.026,11.98886,0.154
2015-05-01 14:00:00+02:00,47.61,2953.6400000000003,118.58,52.43,282.08000000000004,2.199,0.0,2.184,1.224,30.912,91.02000000000001,,21.894000000000002,11.98886,0.16499999999999998
2015-05-01 15:00:00+02:00,47.61,2949.5400000000004,117.11,53.9,281.26000000000005,2.199,0.0,2.184,1.296,30.912,91.84,,19.229,11.98886,0.176
2015-05-01 16:00:00+02:00,47.61,3020.0600000000004,118.58,53.41,285.36,2.199,0.0,2.2560000000000002,1.296,31.224,87.74000000000001,,14.514000000000001,11.98886,0.19799999999999998
2015-05-01 17:00:00+02:00,47.84,3011.86,120.05,57.82,294.38,2.199,0.0,2.088,4.968,32.148,99.22000000000001,,10.127,11.98886,0.132
2015-05-01 18:00:00+02:00,47.84,3093.0400000000004,122.00999999999999,58.8,324.72,2.199,0.0,2.088,7.776,32.46,100.86000000000001,,4.715,11.98886,0.121
2015-05-01 19:00:00+02:00,47.84,3110.26,123.48,59.78,348.5,2.199,5.6160000000000005,1.704,11.544,32.208,102.50000000000001,,1.107,11.98886,0.09899999999999999
2015-05-01 20:00:00+02:00,47.84,3052.0400000000004,118.58,59.78,355.88000000000005,2.199,11.088000000000001,1.704,10.344,32.568,100.86000000000001,,0.28700000000000003,11.98886,0.088
2015-05-01 21:00:00+02:00,47.84,3037.28,119.56,57.82,357.52000000000004,2.199,9.912,1.752,7.8,32.7,96.76,,0.0,11.98886,0.10999999999999999
2015-05-01 22:00:00+02:00,47.61,3030.7200000000003,107.8,56.35,359.16,2.199,10.32,1.824,4.944,32.868,91.02000000000001,,0.0,11.98886,0.09899999999999999
2015-05-01 23:00:00+02:00,47.61,3061.88,107.31,54.39,337.02000000000004,2.199,0.096,1.848,4.5360000000000005,33.336,86.10000000000001,,0.0,11.98886,0.121
2015-05-02 00:00:00+02:00,47.61,2769.1400000000003,68.6,54.879999999999995,335.38000000000005,2.199,0.0,1.968,2.712,33.6,72.16000000000001,,0.0,18.4444,0.143
2015-05-02 01:00:00+02:00,47.61,2583.82,61.74,54.39,314.06,2.199,0.0,2.016,2.352,33.984,72.16000000000001,,0.0,18.4444,0.176
2015-05-02 02:00:00+02:00,47.61,2542.0,62.72,54.39,300.12,2.199,0.0,2.016,2.352,34.02,72.98,,0.0,18.4444,0.209
2015-05-02 03:00:00+02:00,47.61,2546.92,62.23,53.9,288.64000000000004,2.199,0.0,2.016,2.352,34.128,72.16000000000001,,0.0,17.522180000000002,0.242
2015-05-02 04:00:00+02:00,47.61,2559.2200000000003,62.72,53.9,292.74,2.199,0.0,2.016,2.328,34.152,72.16000000000001,,0.0,16.59996,0.242
2015-05-02 05:00:00+02:00,47.61,2578.9,63.699999999999996,54.39,291.92,2.199,0.0,2.016,2.352,34.164,72.16000000000001,,0.28700000000000003,14.75552,0.286
2015-05-02 06:00:00+02:00,47.84,2518.2200000000003,61.74,56.839999999999996,287.0,2.199,0.0,2.112,4.272,34.248,82.82000000000001,,1.23,13.833300000000001,0.319
2015-05-02 07:00:00+02:00,47.84,2649.42,63.21,58.31,302.58000000000004,2.199,0.0,2.04,11.28,34.236000000000004,86.92,,5.0840000000000005,13.833300000000001,0.308
