,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2016-01-01 01:00:00+02:00,2311.5800000000004,498.33,0.733,0.0,2.904,0.0,5.06
2016-01-01 02:00:00+02:00,2080.34,528.71,0.733,0.0,2.472,0.0,4.136
2016-01-01 03:00:00+02:00,2066.4,458.64,0.733,0.0,1.92,0.0,3.5199999999999996
2016-01-01 04:00:00+02:00,1975.38,454.23,0.733,0.0,1.8960000000000001,0.0,2.75
2016-01-01 05:00:00+02:00,1909.7800000000002,456.68,0.733,0.0,1.968,0.0,2.2769999999999997
2016-01-01 06:00:00+02:00,1886.0000000000002,474.81,0.733,0.0,2.688,0.0,2.2439999999999998
2016-01-01 07:00:00+02:00,1881.0800000000002,511.07,0.733,0.0,2.616,0.041,1.936
2016-01-01 08:00:00+02:00,1891.7400000000002,604.66,0.733,0.0,1.968,5.289000000000001,1.474
2016-01-01 09:00:00+02:00,1871.2400000000002,678.16,0.733,0.0,2.208,22.017,0.979
2016-01-01 10:00:00+02:00,1880.2600000000002,767.83,0.733,0.0,2.496,38.95,0.5499999999999999
2016-01-01 11:00:00+02:00,1899.94,794.78,0.733,0.0,3.744,53.095,0.473
2016-01-01 12:00:00+02:00,1876.9800000000002,811.93,0.733,0.0,1.824,59.942,0.528
2016-01-01 13:00:00+02:00,1865.5000000000002,753.62,0.733,0.0,1.608,57.318000000000005,0.5389999999999999
2016-01-01 14:00:00+02:00,1855.66,769.79,0.733,0.0,1.584,48.298,0.6819999999999999
2016-01-01 15:00:00+02:00,1851.5600000000002,820.75,0.733,0.0,0.984,30.463,0.9019999999999999
2016-01-01 16:00:00+02:00,1842.5400000000002,1010.87,0.733,0.0,1.224,7.913,0.869
2016-01-01 17:00:00+02:00,1894.2,1185.8,0.733,0.096,10.272,0.082,0.858
2016-01-01 18:00:00+02:00,1977.8400000000001,1213.24,0.733,7.704,18.192,0.0,1.023
2016-01-01 19:00:00+02:00,1986.8600000000001,1219.12,0.733,5.856,21.384,0.0,1.617
2016-01-01 20:00:00+02:00,1986.8600000000001,1233.33,0.733,3.984,17.400000000000002,0.0,2.101
2016-01-01 21:00:00+02:00,2012.2800000000002,1255.87,0.733,2.184,12.6,0.0,2.222
2016-01-01 22:00:00+02:00,2039.3400000000001,1249.01,0.733,0.0,6.936,0.0,1.8809999999999998
2016-01-01 23:00:00+02:00,2045.9,1037.82,0.733,0.0,3.864,0.0,1.793
2016-01-02 00:00:00+02:00,2127.0800000000004,745.29,0.733,0.0,3.96,0.0,1.8479999999999999
2016-01-02 01:00:00+02:00,2101.6600000000003,505.68,0.733,0.0,1.512,0.0,2.299
2016-01-02 02:00:00+02:00,1959.8000000000002,531.16,0.733,0.0,1.776,0.0,2.6839999999999997
2016-01-02 03:00:00+02:00,1895.8400000000001,520.38,0.733,0.0,1.584,0.0,2.6069999999999998
2016-01-02 04:00:00+02:00,1864.68,477.26,0.733,0.0,1.488,0.0,2.046
2016-01-02 05:00:00+02:00,1838.44,516.46,0.733,0.0,1.536,0.0,1.5619999999999998
2016-01-02 06:00:00+02:00,1911.42,522.34,0.733,0.0,2.064,0.0,1.155
2016-01-02 07:00:00+02:00,1887.64,665.91,0.733,0.0,2.7840000000000003,0.0,0.6819999999999999
2016-01-02 08:00:00+02:00,1800.72,773.71,0.733,0.0,3.384,4.797000000000001,0.605
2016-01-02 09:00:00+02:00,1708.0600000000002,984.9,0.733,0.0,4.248,21.73,0.726
2016-01-02 10:00:00+02:00,1812.2,1040.76,0.733,0.0,3.504,41.533,0.6819999999999999
2016-01-02 11:00:00+02:00,1842.5400000000002,982.4499999999999,0.733,0.0,2.976,54.243,0.5389999999999999
2016-01-02 12:00:00+02:00,1853.2,968.24,0.733,0.0,1.944,57.523,0.34099999999999997
2016-01-02 13:00:00+02:00,1857.3000000000002,964.81,0.733,0.0,2.544,53.546,0.38499999999999995
2016-01-02 14:00:00+02:00,1829.42,945.6999999999999,0.733,0.0,2.2800000000000002,44.444,0.418
2016-01-02 15:00:00+02:00,1865.5000000000002,1140.23,0.733,0.0,1.68,27.429000000000002,0.583
2016-01-02 16:00:00+02:00,1898.3000000000002,1428.35,0.733,0.0,2.04,6.888,0.6489999999999999
2016-01-02 17:00:00+02:00,1979.4800000000002,1510.18,0.733,2.904,12.816,0.123,0.737
2016-01-02 18:00:00+02:00,2118.06,1611.12,0.733,7.992,18.264,0.0,0.6489999999999999
2016-01-02 19:00:00+02:00,2204.1600000000003,1673.84,0.733,8.112,14.664,0.0,0.715
2016-01-02 20:00:00+02:00,2195.1400000000003,1674.82,0.733,1.1520000000000001,13.512,0.0,0.9239999999999999
2016-01-02 21:00:00+02:00,2158.2400000000002,1595.44,0.733,0.0,8.688,0.0,1.4849999999999999
2016-01-02 22:00:00+02:00,2024.5800000000002,1405.81,0.733,0.0,3.864,0.0,1.8699999999999999
2016-01-02 23:00:00+02:00,1882.7200000000003,1066.24,0.733,0.0,2.328,0.0,2.5629999999999997
2016-01-03 00:00:00+02:00,1867.14,835.9399999999999,0.733,0.0,1.704,0.0,3.0909999999999997
2016-01-03 01:00:00+02:00,1776.1200000000001,629.16,0.733,0.0,1.968,0.0,3.5749999999999997
2016-01-03 02:00:00+02:00,1765.46,523.3199999999999,0.733,0.0,3.528,0.0,4.18
2016-01-03 03:00:00+02:00,1813.0200000000002,390.53,0.733,0.0,3.48,0.0,4.345
2016-01-03 04:00:00+02:00,1779.4,368.96999999999997,0.733,0.0,2.04,0.0,4.345
2016-01-03 05:00:00+02:00,1749.88,373.87,0.733,0.0,2.016,0.0,4.378
2016-01-03 06:00:00+02:00,1741.68,399.84,0.733,0.0,2.592,0.0,4.763
2016-01-03 07:00:00+02:00,1739.22,480.2,0.733,0.0,2.688,0.0,5.367999999999999
2016-01-03 08:00:00+02:00,1752.3400000000001,533.61,0.733,0.0,3.72,0.8200000000000001,5.851999999999999
2016-01-03 09:00:00+02:00,1791.7,682.5699999999999,0.733,0.744,3.888,3.116,6.633
2016-01-03 10:00:00+02:00,1775.3000000000002,904.54,0.733,0.864,4.008,4.961,7.975
2016-01-03 11:00:00+02:00,1904.8600000000001,925.61,0.733,0.984,10.344,6.683000000000001,8.866
2016-01-03 12:00:00+02:00,2184.48,875.63,0.733,0.888,8.904,6.478000000000001,9.745999999999999
2016-01-03 13:00:00+02:00,2223.84,881.51,0.733,0.768,6.6240000000000006,4.92,10.318
2016-01-03 14:00:00+02:00,2076.2400000000002,914.34,0.733,0.72,3.384,3.198,10.626
2016-01-03 15:00:00+02:00,1878.6200000000001,1028.02,0.733,0.744,2.2560000000000002,4.018,10.350999999999999
2016-01-03 16:00:00+02:00,1867.96,1048.11,0.733,0.744,2.232,1.23,10.516
2016-01-03 17:00:00+02:00,1852.38,1140.23,0.733,1.008,5.136,0.041,10.109
2016-01-03 18:00:00+02:00,1890.1000000000001,1156.4,0.733,4.44,11.064,0.0,9.690999999999999
2016-01-03 19:00:00+02:00,1895.8400000000001,1189.72,0.733,5.472,12.096,0.0,9.437999999999999
2016-01-03 20:00:00+02:00,1872.88,1217.16,0.733,3.7680000000000002,10.056000000000001,0.0,9.449
2016-01-03 21:00:00+02:00,1881.0800000000002,1163.75,0.733,0.48,7.008,0.0,9.042
2016-01-03 22:00:00+02:00,1854.0200000000002,954.03,0.733,0.0,3.6,0.0,8.899
2016-01-03 23:00:00+02:00,1832.7,761.46,0.733,0.0,1.944,0.0,9.042
2016-01-04 00:00:00+02:00,1829.42,497.84,0.733,0.0,2.568,0.0,8.811
2016-01-04 01:00:00+02:00,1820.4,281.75,0.733,0.0,3.192,0.0,8.062999999999999
