,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2019-01-01 00:00:00+01:00,88.55,50.96,335.38000000000005,20.524,0.0,84.84424,10.836,31.801
2019-01-01 01:00:00+01:00,73.83,44.589999999999996,314.06,13.193999999999999,0.0,77.46648,12.312,33.847
2019-01-01 02:00:00+01:00,69.92,43.61,239.44000000000003,12.461,0.0,77.46648,6.804,31.988
2019-01-01 03:00:00+01:00,71.3,44.1,238.62,12.461,0.0,77.46648,6.0360000000000005,31.526
2019-01-01 04:00:00+01:00,69.0,44.1,240.26000000000002,12.461,0.0,65.47762,5.892,30.601999999999997
2019-01-01 05:00:00+01:00,68.31,45.08,241.08,13.927,0.0,60.86652,5.88,29.755
2019-01-01 06:00:00+01:00,68.77,43.61,239.44000000000003,12.461,0.0,55.333200000000005,5.856,32.846
2019-01-01 07:00:00+01:00,81.65,43.61,249.28000000000003,12.461,0.0,51.64432,5.916,32.89
2019-01-01 08:00:00+01:00,81.19,46.06,277.16,12.461,0.0,62.71096,7.872,32.351
2019-01-01 09:00:00+01:00,74.52000000000001,46.06,272.24,12.461,0.902,63.63318,7.836,35.376
2019-01-01 10:00:00+01:00,106.72,58.31,311.6,12.461,3.362,63.63318,7.6080000000000005,34.550999999999995
2019-01-01 11:00:00+01:00,133.17000000000002,73.99,314.06,12.461,5.822,65.47762,11.208,32.614999999999995
2019-01-01 12:00:00+01:00,126.5,74.48,302.58000000000004,12.461,6.929,65.47762,11.028,32.439
2019-01-01 13:00:00+01:00,123.51,69.09,266.5,12.461,5.617,65.47762,6.984,34.914
2019-01-01 14:00:00+01:00,141.68,44.1,235.34000000000003,11.728,3.116,66.39984,6.5040000000000004,37.928
2019-01-01 15:00:00+01:00,159.16,49.98,244.36,13.193999999999999,0.738,69.1665,6.912,36.201
2019-01-01 16:00:00+01:00,147.43,48.019999999999996,237.8,12.461,0.041,71.93316,11.004,35.629
2019-01-01 17:00:00+01:00,126.96000000000001,63.21,255.02,14.66,0.0,80.23314,10.284,38.445
2019-01-01 18:00:00+01:00,119.83,55.37,266.5,14.66,0.0,71.93316,11.76,39.424
2019-01-01 19:00:00+01:00,117.30000000000001,56.839999999999996,275.52000000000004,17.592,0.0,71.01094,7.224,38.126
2019-01-01 20:00:00+01:00,126.27000000000001,48.019999999999996,241.9,13.193999999999999,0.0,58.09986,7.356,37.158
2019-01-01 21:00:00+01:00,100.05000000000001,44.589999999999996,249.28000000000003,12.461,0.0,54.41098,5.7,34.385999999999996
2019-01-01 22:00:00+01:00,110.63000000000001,44.589999999999996,249.28000000000003,12.461,0.0,54.41098,7.656000000000001,32.196999999999996
2019-01-01 23:00:00+01:00,80.04,48.51,238.62,15.392999999999999,0.0,46.111000000000004,5.88,30.525
2019-01-02 00:00:00+01:00,82.57000000000001,50.96,267.32,16.126,0.0,29.51104,5.916,28.215
2019-01-02 01:00:00+01:00,75.44,52.43,318.98,16.126,0.0,26.74438,5.892,27.576999999999998
2019-01-02 02:00:00+01:00,72.22,49.0,331.28000000000003,13.927,0.0,26.74438,5.844,27.06
2019-01-02 03:00:00+01:00,87.4,49.49,328.82000000000005,13.927,0.0,28.588820000000002,5.46,26.246
2019-01-02 04:00:00+01:00,93.61,52.92,332.1,14.66,0.0,40.57768,5.496,25.200999999999997
2019-01-02 05:00:00+01:00,100.51,59.78,339.48,15.392999999999999,0.0,48.87766,5.832,28.038999999999998
2019-01-02 06:00:00+01:00,119.14,124.46,394.42,16.858999999999998,0.0,61.788740000000004,7.572,30.942999999999998
2019-01-02 07:00:00+01:00,164.45000000000002,175.91,587.94,18.325,0.041,80.23314,12.384,28.918999999999997
2019-01-02 08:00:00+01:00,176.87,232.26,724.0600000000001,26.387999999999998,0.082,101.44420000000001,12.432,26.939
2019-01-02 09:00:00+01:00,183.54000000000002,261.17,866.74,30.053,1.681,108.82196,12.3,25.046999999999997
2019-01-02 10:00:00+01:00,188.14000000000001,277.34,856.9000000000001,30.053,5.74,113.43306000000001,12.024000000000001,23.441
2019-01-02 11:00:00+01:00,192.97,277.83,883.96,27.121,9.389000000000001,115.2775,11.448,21.868
2019-01-02 12:00:00+01:00,203.78,276.85,913.48,26.387999999999998,10.537,123.57748000000001,11.52,20.185
2019-01-02 13:00:00+01:00,194.81,278.81,909.3800000000001,31.519,9.225,133.7219,10.98,16.983999999999998
2019-01-02 14:00:00+01:00,172.27,284.2,973.34,27.854,5.412,130.95524,10.164,14.178999999999998
2019-01-02 15:00:00+01:00,177.1,263.62,965.96,25.655,1.0250000000000001,121.73304,9.336,11.373999999999999
2019-01-02 16:00:00+01:00,194.35,281.75,1002.0400000000001,27.121,0.041,125.42192,9.156,9.57
2019-01-02 17:00:00+01:00,199.64000000000001,276.85,1120.94,34.451,0.0,131.87746,8.508000000000001,8.392999999999999
2019-01-02 18:00:00+01:00,197.34,259.21,1111.1000000000001,30.053,0.0,133.7219,9.78,6.962999999999999
2019-01-02 19:00:00+01:00,195.96,241.07999999999998,1063.5400000000002,30.053,0.0,135.56634,9.732,5.709
2019-01-02 20:00:00+01:00,195.5,227.35999999999999,1097.16,29.32,0.0,129.1108,6.216,5.005
2019-01-02 21:00:00+01:00,195.73000000000002,213.15,1010.2400000000001,25.655,0.0,125.42192,4.368,4.741
2019-01-02 22:00:00+01:00,191.36,197.96,931.5200000000001,25.655,0.0,126.34414000000001,5.844,4.862
