,Fossil Gas,Nuclear,Solar,Wind Onshore
2015-04-05 02:00:00+02:00,0.0,,0.0,0.121
2015-04-05 03:00:00+02:00,0.0,,0.0,0.121
2015-04-05 04:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-05 05:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-05 06:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-05 07:00:00+02:00,0.0,,0.123,0.088
2015-04-05 08:00:00+02:00,0.0,,0.656,0.09899999999999999
2015-04-05 09:00:00+02:00,0.0,,1.353,0.10999999999999999
2015-04-05 10:00:00+02:00,0.0,,2.132,0.132
2015-04-05 11:00:00+02:00,0.0,,2.829,0.132
2015-04-05 12:00:00+02:00,0.0,,2.952,0.143
2015-04-05 13:00:00+02:00,0.0,,3.157,0.154
2015-04-05 14:00:00+02:00,0.0,,3.362,0.16499999999999998
2015-04-05 15:00:00+02:00,0.0,,3.2800000000000002,0.132
2015-04-05 16:00:00+02:00,0.0,,2.7470000000000003,0.121
2015-04-05 17:00:00+02:00,0.0,,1.968,0.10999999999999999
2015-04-05 18:00:00+02:00,0.0,,0.902,0.10999999999999999
2015-04-05 19:00:00+02:00,0.0,,0.20500000000000002,0.10999999999999999
2015-04-05 20:00:00+02:00,0.0,,0.0,0.132
2015-04-05 21:00:00+02:00,0.0,,0.0,0.132
2015-04-05 22:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-05 23:00:00+02:00,0.0,,0.0,0.121
2015-04-06 00:00:00+02:00,0.0,,0.0,0.143
2015-04-06 01:00:00+02:00,0.0,,0.0,0.143
2015-04-06 02:00:00+02:00,0.0,,0.0,0.154
2015-04-06 03:00:00+02:00,0.0,,0.0,0.121
2015-04-06 04:00:00+02:00,0.0,,0.0,0.143
2015-04-06 05:00:00+02:00,0.0,,0.0,0.132
2015-04-06 06:00:00+02:00,0.0,,0.0,0.143
2015-04-06 07:00:00+02:00,0.0,,0.20500000000000002,0.132
2015-04-06 08:00:00+02:00,0.0,,1.2710000000000001,0.10999999999999999
2015-04-06 09:00:00+02:00,0.0,,2.624,0.05499999999999999
2015-04-06 10:00:00+02:00,0.0,,3.69,0.033
2015-04-06 11:00:00+02:00,0.0,,4.346,0.044
2015-04-06 12:00:00+02:00,0.0,,4.469,0.088
2015-04-06 13:00:00+02:00,0.0,,3.649,0.088
2015-04-06 14:00:00+02:00,0.0,,2.7880000000000003,0.10999999999999999
2015-04-06 15:00:00+02:00,0.0,,2.337,0.10999999999999999
2015-04-06 16:00:00+02:00,0.0,,1.968,0.09899999999999999
2015-04-06 17:00:00+02:00,0.0,,1.312,0.09899999999999999
2015-04-06 18:00:00+02:00,0.0,,0.6970000000000001,0.09899999999999999
2015-04-06 19:00:00+02:00,0.0,,0.164,0.09899999999999999
2015-04-06 20:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-06 21:00:00+02:00,0.0,,0.0,0.121
2015-04-06 22:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-06 23:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-07 00:00:00+02:00,0.0,,0.0,0.154
2015-04-07 01:00:00+02:00,0.0,,0.0,0.176
2015-04-07 02:00:00+02:00,0.0,,0.0,0.16499999999999998
2015-04-07 03:00:00+02:00,0.0,,0.0,0.16499999999999998
2015-04-07 04:00:00+02:00,0.0,,0.0,0.176
2015-04-07 05:00:00+02:00,0.0,,0.0,0.187
2015-04-07 06:00:00+02:00,0.0,,0.0,0.187
2015-04-07 07:00:00+02:00,0.0,,0.246,0.187
2015-04-07 08:00:00+02:00,0.0,,1.353,0.16499999999999998
2015-04-07 09:00:00+02:00,0.0,,2.952,0.10999999999999999
2015-04-07 10:00:00+02:00,0.0,,4.346,0.088
2015-04-07 11:00:00+02:00,0.0,,5.33,0.09899999999999999
2015-04-07 12:00:00+02:00,0.0,,5.863,0.05499999999999999
2015-04-07 13:00:00+02:00,0.0,,5.986000000000001,0.066
2015-04-07 14:00:00+02:00,0.0,,5.699,0.09899999999999999
2015-04-07 15:00:00+02:00,0.0,,5.125,0.088
2015-04-07 16:00:00+02:00,0.0,,4.182,0.088
2015-04-07 17:00:00+02:00,0.0,,2.829,0.077
2015-04-07 18:00:00+02:00,0.0,,1.2710000000000001,0.088
2015-04-07 19:00:00+02:00,0.0,,0.20500000000000002,0.088
2015-04-07 20:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-07 21:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-07 22:00:00+02:00,0.0,,0.0,0.088
2015-04-07 23:00:00+02:00,0.0,,0.0,0.088
2015-04-08 00:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-08 01:00:00+02:00,0.0,,0.0,0.132
2015-04-08 02:00:00+02:00,0.0,,0.0,0.088
2015-04-08 03:00:00+02:00,0.0,,0.0,0.088
2015-04-08 04:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-08 05:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-08 06:00:00+02:00,0.0,,0.0,0.077
2015-04-08 07:00:00+02:00,0.0,,0.28700000000000003,0.088
2015-04-08 08:00:00+02:00,0.0,,1.476,0.10999999999999999
2015-04-08 09:00:00+02:00,0.0,,3.0340000000000003,0.066
2015-04-08 10:00:00+02:00,0.0,,4.305000000000001,0.033
2015-04-08 11:00:00+02:00,0.0,,5.207,0.022
2015-04-08 12:00:00+02:00,0.0,,5.74,0.011
2015-04-08 13:00:00+02:00,0.0,,5.863,0.033
2015-04-08 14:00:00+02:00,0.0,,5.658,0.05499999999999999
2015-04-08 15:00:00+02:00,0.0,,5.0840000000000005,0.066
2015-04-08 16:00:00+02:00,0.0,,4.141,0.066
2015-04-08 17:00:00+02:00,26.46,,2.7880000000000003,0.066
2015-04-08 18:00:00+02:00,4.9,,1.312,0.05499999999999999
2015-04-08 19:00:00+02:00,0.0,,0.246,0.05499999999999999
2015-04-08 20:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-08 21:00:00+02:00,18.62,,0.0,0.066
2015-04-08 22:00:00+02:00,9.31,,0.0,0.121
2015-04-08 23:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-09 00:00:00+02:00,0.0,,0.0,0.077
2015-04-09 01:00:00+02:00,0.0,,0.0,0.077
2015-04-09 02:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-09 03:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-09 04:00:00+02:00,0.0,,0.0,0.132
2015-04-09 05:00:00+02:00,0.0,,0.0,0.044
2015-04-09 06:00:00+02:00,0.0,,0.0,0.022
2015-04-09 07:00:00+02:00,0.0,,0.0,0.022
2015-04-09 08:00:00+02:00,0.0,,0.041,0.022
2015-04-09 09:00:00+02:00,31.36,,0.041,0.011
2015-04-09 10:00:00+02:00,24.5,,0.082,0.0
2015-04-09 11:00:00+02:00,2.45,,0.082,0.011
2015-04-09 12:00:00+02:00,0.0,,0.123,0.022
2015-04-09 13:00:00+02:00,0.0,,0.123,0.033
2015-04-09 14:00:00+02:00,40.18,,0.123,0.05499999999999999
2015-04-09 15:00:00+02:00,20.09,,0.082,0.066
2015-04-09 16:00:00+02:00,3.92,,0.082,0.066
2015-04-09 17:00:00+02:00,4.9,,0.041,0.05499999999999999
2015-04-09 18:00:00+02:00,10.29,,0.041,0.05499999999999999
2015-04-09 19:00:00+02:00,6.37,,0.0,0.05499999999999999
2015-04-09 20:00:00+02:00,9.31,,0.0,0.044
2015-04-09 21:00:00+02:00,20.58,,0.0,0.044
2015-04-09 22:00:00+02:00,8.33,,0.0,0.05499999999999999
2015-04-09 23:00:00+02:00,0.0,,0.0,0.066
2015-04-10 00:00:00+02:00,0.0,,0.0,0.077
2015-04-10 01:00:00+02:00,0.0,,0.0,0.088
2015-04-10 02:00:00+02:00,0.0,,0.0,0.077
2015-04-10 03:00:00+02:00,0.0,,0.0,0.077
2015-04-10 04:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-10 05:00:00+02:00,0.0,,0.0,0.044
2015-04-10 06:00:00+02:00,0.0,,0.0,0.044
2015-04-10 07:00:00+02:00,0.0,,0.328,0.05499999999999999
2015-04-10 08:00:00+02:00,0.0,,1.312,0.044
2015-04-10 09:00:00+02:00,0.0,,2.583,0.044
2015-04-10 10:00:00+02:00,0.0,,3.567,0.022
2015-04-10 11:00:00+02:00,0.0,,4.264,0.011
2015-04-10 12:00:00+02:00,0.0,,4.674,0.011
2015-04-10 13:00:00+02:00,4.41,,4.756,0.05499999999999999
2015-04-10 14:00:00+02:00,5.88,,4.51,0.066
2015-04-10 15:00:00+02:00,3.92,,3.936,0.066
2015-04-10 16:00:00+02:00,12.74,,3.0340000000000003,0.066
2015-04-10 17:00:00+02:00,5.39,,2.0500000000000003,0.066
2015-04-10 18:00:00+02:00,11.27,,0.984,0.044
2015-04-10 19:00:00+02:00,6.37,,0.246,0.044
2015-04-10 20:00:00+02:00,3.92,,0.0,0.05499999999999999
2015-04-10 21:00:00+02:00,12.74,,0.0,0.066
2015-04-10 22:00:00+02:00,0.49,,0.0,0.09899999999999999
2015-04-10 23:00:00+02:00,0.0,,0.0,0.066
2015-04-11 00:00:00+02:00,0.0,,0.0,0.154
2015-04-11 01:00:00+02:00,0.0,,0.0,0.154
2015-04-11 02:00:00+02:00,0.0,,0.0,0.143
2015-04-11 03:00:00+02:00,0.0,,0.0,0.121
2015-04-11 04:00:00+02:00,0.0,,0.0,0.088
2015-04-11 05:00:00+02:00,0.0,,0.0,0.09899999999999999
2015-04-11 06:00:00+02:00,0.0,,0.0,0.10999999999999999
2015-04-11 07:00:00+02:00,0.0,,0.246,0.077
2015-04-11 08:00:00+02:00,0.0,,1.189,0.044
2015-04-11 09:00:00+02:00,0.0,,2.0500000000000003,0.033
2015-04-11 10:00:00+02:00,0.0,,2.378,0.044
2015-04-11 11:00:00+02:00,0.49,,2.911,0.066
2015-04-11 12:00:00+02:00,8.33,,3.116,0.088
2015-04-11 13:00:00+02:00,14.209999999999999,,3.116,0.09899999999999999
2015-04-11 14:00:00+02:00,24.009999999999998,,3.2800000000000002,0.088
2015-04-11 15:00:00+02:00,0.98,,2.624,0.121
2015-04-11 16:00:00+02:00,0.0,,1.7630000000000001,0.10999999999999999
2015-04-11 17:00:00+02:00,0.0,,1.2710000000000001,0.077
2015-04-11 18:00:00+02:00,0.0,,0.861,0.05499999999999999
2015-04-11 19:00:00+02:00,0.0,,0.28700000000000003,0.05499999999999999
2015-04-11 20:00:00+02:00,0.0,,0.0,0.05499999999999999
2015-04-11 21:00:00+02:00,0.0,,0.0,0.044
2015-04-11 22:00:00+02:00,0.0,,0.0,0.044
2015-04-11 23:00:00+02:00,0.0,,0.0,0.044
2015-04-12 00:00:00+02:00,0.0,,0.0,0.033
2015-04-12 01:00:00+02:00,0.0,,0.0,0.011
2015-04-12 02:00:00+02:00,0.0,,0.0,0.011
2015-04-12 03:00:00+02:00,0.0,,0.0,0.011
2015-04-12 04:00:00+02:00,0.0,,0.0,0.011
2015-04-12 05:00:00+02:00,0.0,,0.0,0.011
2015-04-12 06:00:00+02:00,0.0,,0.0,0.011
2015-04-12 07:00:00+02:00,0.0,,0.28700000000000003,0.011
2015-04-12 08:00:00+02:00,0.0,,1.23,0.011
2015-04-12 09:00:00+02:00,0.0,,2.5420000000000003,0.011
2015-04-12 10:00:00+02:00,0.0,,3.7310000000000003,0.011
2015-04-12 11:00:00+02:00,0.0,,4.5920000000000005,0.011
2015-04-12 12:00:00+02:00,0.0,,4.961,0.011
2015-04-12 13:00:00+02:00,0.0,,5.002,0.011
2015-04-12 14:00:00+02:00,0.0,,4.756,0.011
2015-04-12 15:00:00+02:00,0.0,,4.346,0.033
2015-04-12 16:00:00+02:00,0.0,,3.567,0.05499999999999999
2015-04-12 17:00:00+02:00,0.0,,2.419,0.044
2015-04-12 18:00:00+02:00,0.0,,1.189,0.044
2015-04-12 19:00:00+02:00,0.0,,0.246,0.033
2015-04-12 20:00:00+02:00,0.0,,0.0,0.022
2015-04-12 21:00:00+02:00,0.0,,0.0,0.011
2015-04-12 22:00:00+02:00,0.0,,0.0,0.011
