,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2016-09-01 00:00:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,6.24,76.92,11.904,18.040000000000003,,0.0,92.22200000000001,2.8379999999999996
2016-09-01 00:15:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,1.464,76.632,11.832,18.040000000000003,,0.0,92.22200000000001,2.794
2016-09-01 00:30:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,0.528,76.72800000000001,10.656,18.040000000000003,,0.0,92.22200000000001,2.706
2016-09-01 00:45:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,0.0,76.44,10.656,18.040000000000003,,0.0,92.22200000000001,2.6399999999999997
2016-09-01 01:00:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,1.056,75.336,13.200000000000001,18.040000000000003,,0.0,92.22200000000001,2.4859999999999998
2016-09-01 01:15:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,0.48,74.44800000000001,13.728,18.040000000000003,,0.0,92.22200000000001,2.189
2016-09-01 01:30:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,0.6,74.016,13.416,18.040000000000003,,0.0,92.22200000000001,1.9029999999999998
2016-09-01 01:45:00+02:00,65.32000000000001,0.0,0.0,0.0,0.0,0.0,74.184,11.784,18.040000000000003,,0.0,92.22200000000001,1.8259999999999998
2016-09-01 02:00:00+02:00,65.32000000000001,4.41,0.0,0.0,0.0,0.0,73.896,13.128,18.040000000000003,,0.0,92.22200000000001,1.6609999999999998
2016-09-01 02:15:00+02:00,65.32000000000001,10.29,0.0,0.0,0.0,0.0,73.584,12.648,18.040000000000003,,0.0,92.22200000000001,1.529
2016-09-01 02:30:00+02:00,65.32000000000001,22.05,0.0,0.0,0.0,0.0,73.34400000000001,12.912,18.040000000000003,,0.0,92.22200000000001,1.474
2016-09-01 02:45:00+02:00,65.32000000000001,30.38,0.0,0.0,0.0,0.0,72.984,10.944,18.040000000000003,,0.0,92.22200000000001,1.474
2016-09-01 03:00:00+02:00,65.32000000000001,30.38,0.0,0.0,0.0,0.0,72.864,10.464,18.040000000000003,,0.0,92.22200000000001,1.496
2016-09-01 03:15:00+02:00,65.32000000000001,32.339999999999996,0.0,0.0,0.0,0.0,72.912,9.24,18.040000000000003,,0.0,92.22200000000001,1.507
2016-09-01 03:30:00+02:00,65.32000000000001,38.22,0.0,0.0,0.0,0.0,72.672,11.952,18.040000000000003,,0.0,92.22200000000001,1.5399999999999998
2016-09-01 03:45:00+02:00,65.32000000000001,43.61,0.0,0.0,0.0,0.0,72.864,12.048,18.040000000000003,,0.0,92.22200000000001,1.595
2016-09-01 04:00:00+02:00,65.32000000000001,48.51,0.0,0.0,0.0,0.0,73.464,12.312,18.040000000000003,,0.0,92.22200000000001,1.694
2016-09-01 04:15:00+02:00,65.32000000000001,53.9,0.0,0.0,0.0,0.0,73.176,12.696,18.040000000000003,,0.0,92.22200000000001,1.7049999999999998
2016-09-01 04:30:00+02:00,65.32000000000001,76.44,0.0,0.0,0.0,0.0,73.056,12.864,18.040000000000003,,0.0,92.22200000000001,1.716
2016-09-01 04:45:00+02:00,65.32000000000001,137.69,0.0,0.0,0.0,0.0,72.84,12.168000000000001,18.040000000000003,,0.0,92.22200000000001,1.7819999999999998
2016-09-01 05:00:00+02:00,65.32000000000001,169.54,0.0,0.0,0.0,0.0,72.60000000000001,11.472,18.040000000000003,,0.0,92.22200000000001,1.8479999999999999
2016-09-01 05:15:00+02:00,65.32000000000001,205.79999999999998,0.0,0.0,0.0,0.0,72.144,12.432,18.040000000000003,,0.0,92.22200000000001,1.936
2016-09-01 05:30:00+02:00,65.32000000000001,248.92,0.0,0.0,0.0,5.136,71.664,12.456,18.040000000000003,,0.0,92.22200000000001,2.1229999999999998
2016-09-01 05:45:00+02:00,65.32000000000001,249.9,0.0,0.0,0.0,8.976,72.024,14.088000000000001,18.040000000000003,,0.0,92.22200000000001,2.2439999999999998
2016-09-01 06:00:00+02:00,65.32000000000001,264.6,0.0,0.0,0.0,9.6,74.544,19.632,18.040000000000003,,0.082,92.22200000000001,2.376
2016-09-01 06:15:00+02:00,65.32000000000001,308.7,0.0,0.0,0.0,14.592,75.456,24.36,18.040000000000003,,0.20500000000000002,92.22200000000001,2.464
2016-09-01 06:30:00+02:00,65.32000000000001,310.65999999999997,0.0,0.0,0.0,21.168,77.856,23.952,18.040000000000003,,0.28700000000000003,92.22200000000001,2.255
2016-09-01 06:45:00+02:00,65.32000000000001,311.64,0.0,0.0,0.0,24.240000000000002,79.392,22.8,18.040000000000003,,0.41000000000000003,92.22200000000001,2.0349999999999997
2016-09-01 07:00:00+02:00,65.32000000000001,325.36,0.0,0.0,0.0,39.264,83.47200000000001,26.352,18.040000000000003,,1.3940000000000001,92.22200000000001,1.7489999999999999
2016-09-01 07:15:00+02:00,65.32000000000001,327.81,0.0,0.0,0.0,41.016,83.976,25.704,18.040000000000003,,2.173,92.22200000000001,1.4409999999999998
2016-09-01 07:30:00+02:00,64.4,376.32,0.0,0.0,0.0,43.728,83.4,21.624,18.040000000000003,,2.952,92.22200000000001,1.188
2016-09-01 07:45:00+02:00,64.4,392.98,0.0,0.0,0.0,46.2,83.232,22.152,18.040000000000003,,3.7310000000000003,92.22200000000001,0.9349999999999999
2016-09-01 08:00:00+02:00,64.4,416.99,0.0,0.0,0.0,44.928000000000004,83.06400000000001,20.904,18.040000000000003,,5.002,92.22200000000001,0.726
2016-09-01 08:15:00+02:00,64.4,460.11,0.0,0.0,0.0,45.072,82.72800000000001,21.792,18.040000000000003,,6.232,92.22200000000001,0.605
2016-09-01 08:30:00+02:00,64.4,531.65,0.0,0.0,0.0,43.704,82.152,21.744,18.040000000000003,,7.503,92.22200000000001,0.506
2016-09-01 08:45:00+02:00,64.4,526.26,0.0,0.0,0.0,41.112,81.816,21.528,18.040000000000003,,8.774000000000001,92.22200000000001,0.429
2016-09-01 09:00:00+02:00,64.4,560.56,0.0,0.0,0.0,40.344,81.288,26.28,18.040000000000003,,10.168000000000001,92.22200000000001,0.32999999999999996
2016-09-01 09:15:00+02:00,64.4,623.28,0.0,0.0,0.0,40.224000000000004,81.024,26.928,18.040000000000003,,11.521,92.22200000000001,0.27499999999999997
2016-09-01 09:30:00+02:00,64.4,693.35,0.0,0.0,0.0,39.216,80.592,26.496000000000002,18.040000000000003,,12.833,92.22200000000001,0.209
2016-09-01 09:45:00+02:00,64.4,759.99,0.0,0.0,0.0,33.888,80.44800000000001,25.128,18.040000000000003,,14.145000000000001,92.22200000000001,0.187
2016-09-01 10:00:00+02:00,64.4,759.99,0.0,0.0,0.0,17.88,78.336,24.96,18.040000000000003,,15.293000000000001,92.22200000000001,0.176
