,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-04-01 00:00:00+02:00,53.82,3328.38,29.4,286.65,5952.38,0.0,5.424,0.0,36.113
2015-04-01 01:00:00+02:00,53.82,3302.1400000000003,30.38,281.75,5890.06,0.0,5.424,0.0,36.971
2015-04-01 02:00:00+02:00,53.82,3217.6800000000003,30.38,281.75,5837.580000000001,0.0,5.424,0.0,36.597
2015-04-01 03:00:00+02:00,53.82,3286.5600000000004,30.38,281.75,5936.8,0.0,5.424,0.0,35.903999999999996
2015-04-01 04:00:00+02:00,53.82,3303.78,30.38,281.75,5939.26,0.0,5.4,0.0,35.86
2015-04-01 05:00:00+02:00,53.82,3522.7200000000003,30.87,286.65,5974.52,0.0,5.376,0.0,34.034
2015-04-01 06:00:00+02:00,54.28,4347.64,30.87,288.61,6242.660000000001,0.0,5.256,0.0,34.122
2015-04-01 07:00:00+02:00,54.97,5132.38,30.87,309.19,6627.240000000001,0.0,5.352,0.0,33.803
2015-04-01 08:00:00+02:00,55.2,5218.4800000000005,30.87,309.68,7061.02,1.44,6.072,0.672,33.759
2015-04-01 09:00:00+02:00,54.97,5193.06,30.87,307.23,7280.780000000001,1.92,6.24,0.672,35.607
2015-04-01 10:00:00+02:00,54.97,5235.700000000001,30.87,310.65999999999997,7261.1,1.92,6.288,0.672,36.608
2015-04-01 11:00:00+02:00,46.690000000000005,5368.54,26.95,311.64,7268.4800000000005,1.92,6.144,0.672,38.522
2015-04-01 12:00:00+02:00,32.660000000000004,5388.22,24.5,312.13,7317.68,1.92,5.904,0.6960000000000001,38.159
2015-04-01 13:00:00+02:00,35.88,5421.84,23.03,311.15,7198.780000000001,0.48,5.664,0.6960000000000001,39.864
2015-04-01 14:00:00+02:00,53.13,5411.18,23.52,310.17,6892.92,0.0,5.64,0.672,39.666
2015-04-01 15:00:00+02:00,54.74,5208.64,24.5,310.17,6777.3,0.528,5.6160000000000005,0.672,37.873
2015-04-01 16:00:00+02:00,54.74,4813.400000000001,24.99,308.21,6683.820000000001,2.952,5.832,0.6960000000000001,38.455999999999996
2015-04-01 17:00:00+02:00,54.97,4505.08,25.48,308.21,6851.92,5.832,5.856,0.6960000000000001,37.488
2015-04-01 18:00:00+02:00,55.2,4135.26,25.48,309.68,7006.900000000001,17.112000000000002,6.168,0.6960000000000001,36.068999999999996
2015-04-01 19:00:00+02:00,54.97,5067.6,25.97,317.52,7256.18,20.208000000000002,6.36,0.6960000000000001,34.836999999999996
2015-04-01 20:00:00+02:00,54.97,4951.9800000000005,26.46,321.93,7208.620000000001,21.576,6.36,0.672,36.366
2015-04-01 21:00:00+02:00,54.97,4459.9800000000005,27.439999999999998,320.46,6659.22,15.432,6.384,0.6960000000000001,37.235
2015-04-01 22:00:00+02:00,53.82,4184.46,27.93,303.31,6305.8,5.664,5.6160000000000005,0.0,37.102999999999994
2015-04-01 23:00:00+02:00,53.82,3644.9,28.91,306.74,6241.84,0.0,5.6160000000000005,0.0,37.543
