,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-02-01 00:00:00+01:00,10.35,3077.46,29.89,263.13,6455.040000000001,0.0,5.5680000000000005,0.0,25.894
2015-02-01 01:00:00+01:00,10.35,2857.7000000000003,28.91,262.15,6332.860000000001,0.0,5.376,0.0,25.651999999999997
2015-02-01 02:00:00+01:00,10.35,2793.7400000000002,28.419999999999998,262.15,6300.06,0.0,5.376,0.0,25.828
2015-02-01 03:00:00+01:00,10.35,2799.48,28.419999999999998,262.64,6295.96,0.0,5.376,0.0,24.573999999999998
2015-02-01 04:00:00+01:00,10.35,2795.38,28.419999999999998,262.15,6285.3,0.0,5.376,0.0,24.002
2015-02-01 05:00:00+01:00,10.35,2797.84,28.419999999999998,262.15,6295.14,0.0,5.376,0.0,23.506999999999998
2015-02-01 06:00:00+01:00,10.35,2895.42,28.91,264.11,6332.860000000001,0.0,5.376,0.0,24.584999999999997
2015-02-01 07:00:00+01:00,10.35,2990.5400000000004,28.91,270.96999999999997,6330.400000000001,0.0,5.4,0.0,24.584999999999997
2015-02-01 08:00:00+01:00,10.35,3321.0000000000005,29.4,270.96999999999997,6355.820000000001,0.0,6.0,0.0,23.375
2015-02-01 09:00:00+01:00,10.35,4105.740000000001,28.91,271.95,6343.52,0.0,6.192,0.0,21.813
2015-02-01 10:00:00+01:00,10.35,4614.14,29.4,276.36,6410.76,0.48,6.168,0.0,20.317
2015-02-01 11:00:00+01:00,10.35,4778.96,28.91,271.95,6603.460000000001,1.2,6.168,0.0,18.227
2015-02-01 12:00:00+01:00,10.35,4789.620000000001,28.419999999999998,272.44,6628.88,0.48,6.192,0.0,16.005
2015-02-01 13:00:00+01:00,10.35,4892.9400000000005,28.91,272.44,6619.860000000001,0.48,6.0,1.032,15.587
2015-02-01 14:00:00+01:00,10.35,4826.52,28.91,272.44,6512.4400000000005,0.0,5.664,0.0,14.322
