,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2017-08-31 23:00:00+01:00,0.0,2883.16,818.7700000000001,0.0,0.0,2.088,50.148,593.2700000000001,0.0,4.5600000000000005,3.9875
2017-08-31 23:30:00+01:00,0.0,2537.22,813.85,0.0,0.0,1.9080000000000001,50.19,593.6800000000001,0.0,3.432,3.795
2017-09-01 00:00:00+01:00,0.0,2314.7599999999998,728.57,0.0,0.0,1.692,50.388,593.6800000000001,0.0,2.244,3.63
2017-09-01 00:30:00+01:00,0.0,2162.86,680.19,0.0,0.0,1.68,50.634,592.86,0.0,1.4040000000000001,3.465
2017-09-01 01:00:00+01:00,0.0,2165.065,663.38,0.0,0.0,1.5,50.682,594.09,0.0,0.492,3.4154999999999998
2017-09-01 01:30:00+01:00,0.0,2040.85,763.83,0.0,0.0,1.44,50.652,594.09,0.0,0.342,3.2064999999999997
2017-09-01 02:00:00+01:00,0.0,2022.72,759.32,0.0,0.0,1.332,50.61,592.86,0.0,0.132,3.4979999999999998
2017-09-01 02:30:00+01:00,0.0,1962.205,739.23,0.0,0.0,1.332,50.616,592.45,0.0,0.216,3.476
2017-09-01 03:00:00+01:00,0.0,1918.595,645.75,0.0,0.0,1.308,50.652,592.86,0.0,0.3,3.256
2017-09-01 03:30:00+01:00,0.0,1911.735,648.21,0.0,0.0,1.272,50.712,593.6800000000001,0.0,0.234,3.1405
2017-09-01 04:00:00+01:00,0.0,1881.11,648.21,0.0,0.0,1.236,50.67,594.5,0.0205,0.594,3.388
2017-09-01 04:30:00+01:00,0.0,1896.79,659.2800000000001,0.0,0.0,1.224,50.718,594.5,0.0,0.54,3.5309999999999997
2017-09-01 05:00:00+01:00,0.0,1907.08,664.2,0.0,0.0,1.596,50.64,593.6800000000001,0.0,0.33,3.4044999999999996
2017-09-01 05:30:00+01:00,0.0,2033.01,670.35,0.0,0.0,1.848,50.712,595.32,0.0205,0.138,3.3219999999999996
2017-09-01 06:00:00+01:00,0.0,2353.225,734.3100000000001,0.0,0.468,2.568,50.688,603.11,0.0615,0.006,3.509
2017-09-01 07:00:00+01:00,0.0,2991.695,775.72,0.0,2.196,3.24,50.676,614.1800000000001,11.7875,0.20400000000000001,3.6079999999999997
2017-09-01 07:30:00+01:00,0.0,3461.115,747.0200000000001,0.0,1.812,3.156,50.76,614.59,24.805,0.21,3.7619999999999996
2017-09-01 08:00:00+01:00,0.0,3718.12,698.6400000000001,0.0,3.372,4.932,50.664,614.1800000000001,20.787000000000003,0.39,3.4484999999999997
2017-09-01 08:30:00+01:00,0.0,3831.7999999999997,712.58,0.0,4.416,6.12,50.694,612.5400000000001,56.375,0.684,3.3
2017-09-01 09:00:00+01:00,0.0,3783.535,725.2900000000001,0.0,5.5200000000000005,6.84,50.67,612.5400000000001,72.57000000000001,0.726,3.1734999999999998
2017-09-01 09:30:00+01:00,0.0,3722.5299999999997,728.57,0.0,5.604,6.072,50.736000000000004,612.5400000000001,89.38000000000001,0.558,3.146
2017-09-01 10:00:00+01:00,0.0,3595.13,732.6700000000001,0.0,2.196,5.508,50.712,612.95,102.705,0.462,3.1294999999999997
2017-09-01 10:30:00+01:00,0.0,3526.775,733.08,0.0,1.812,5.04,50.658,613.36,114.595,0.498,3.1845
2017-09-01 11:00:00+01:00,0.0,3452.0499999999997,719.5500000000001,0.0,1.848,4.5,50.694,613.36,125.25500000000001,0.54,3.2504999999999997
2017-09-01 11:30:00+01:00,0.0,3435.6349999999998,697.4100000000001,0.0,1.944,4.44,50.676,612.13,127.51,0.51,3.465
2017-09-01 12:00:00+01:00,0.0,3423.875,697.4100000000001,0.0,3.552,3.972,50.694,612.13,127.305,0.41400000000000003,3.5145
