,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-05-01 01:00:00+03:00,7.13,1656.4,1.992,10.824,12.288,0.0,0.066
2016-05-01 02:00:00+03:00,7.13,1640.8200000000002,0.6960000000000001,8.712,12.288,0.0,0.077
2016-05-01 03:00:00+03:00,6.67,1639.18,0.0,6.672,12.312,0.0,0.077
2016-05-01 04:00:00+03:00,6.67,1635.0800000000002,0.0,6.456,12.3,0.0,0.05499999999999999
2016-05-01 05:00:00+03:00,6.67,1642.46,0.0,6.5520000000000005,12.324,0.0,0.033
2016-05-01 06:00:00+03:00,7.13,1662.96,0.0,6.6000000000000005,12.288,0.41000000000000003,0.022
2016-05-01 07:00:00+03:00,7.13,1639.18,1.296,9.144,12.312,3.198,0.011
2016-05-01 08:00:00+03:00,7.13,1649.8400000000001,4.92,13.728,12.312,9.102,0.011
2016-05-01 09:00:00+03:00,6.9,1694.94,5.016,15.624,12.3,16.359,0.011
2016-05-01 10:00:00+03:00,6.9,1656.4,3.144,15.336,12.288,24.928,0.066
2016-05-01 11:00:00+03:00,7.13,1653.1200000000001,2.664,10.92,12.3,30.996000000000002,0.242
2016-05-01 12:00:00+03:00,7.13,1649.0200000000002,0.216,8.784,12.312,32.267,0.319
2016-05-01 13:00:00+03:00,7.13,1635.0800000000002,0.0,7.08,12.312,31.652,0.352
2016-05-01 14:00:00+03:00,7.13,1638.3600000000001,0.0,6.5760000000000005,12.3,29.274,0.407
2016-05-01 15:00:00+03:00,7.36,1621.14,0.0,6.672,12.288,26.609,0.352
2016-05-01 16:00:00+03:00,7.590000000000001,1622.7800000000002,0.0,6.672,12.288,21.648,0.473
2016-05-01 17:00:00+03:00,7.590000000000001,1630.98,0.36,6.984,12.288,13.940000000000001,0.429
2016-05-01 18:00:00+03:00,7.13,1647.38,6.216,7.464,12.3,5.494000000000001,0.38499999999999995
2016-05-01 19:00:00+03:00,7.13,1653.94,9.0,11.904,12.276,1.2710000000000001,0.38499999999999995
2016-05-01 20:00:00+03:00,7.13,1661.3200000000002,11.592,16.368000000000002,12.276,0.0,0.605
2016-05-01 21:00:00+03:00,6.9,1642.46,9.504,19.608,12.288,0.0,1.023
2016-05-01 22:00:00+03:00,7.13,1637.5400000000002,6.168,16.728,12.288,0.0,1.4189999999999998
2016-05-01 23:00:00+03:00,7.13,1682.64,4.032,12.312,12.288,0.0,1.397
2016-05-02 00:00:00+03:00,7.36,1696.5800000000002,1.6560000000000001,9.216000000000001,12.288,0.0,1.353
2016-05-02 01:00:00+03:00,7.590000000000001,1649.8400000000001,0.0,6.264,12.288,0.0,1.254
2016-05-02 02:00:00+03:00,7.82,1658.0400000000002,0.0,5.5200000000000005,12.3,0.0,1.133
2016-05-02 03:00:00+03:00,7.590000000000001,1633.44,0.0,5.136,12.3,0.0,1.2979999999999998
2016-05-02 04:00:00+03:00,7.590000000000001,1619.5000000000002,0.0,5.016,12.3,0.0,1.6059999999999999
2016-05-02 05:00:00+03:00,7.590000000000001,1618.68,0.0,5.5440000000000005,12.288,0.0,1.7489999999999999
