,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2018-08-31 23:00:00+01:00,176.065,2564.9049999999997,188.19000000000003,0.0,3.6,0.456,46.134,53.71,0.0,3.186,16.351499999999998
2018-08-31 23:30:00+01:00,175.60500000000002,2038.8899999999999,187.37,0.0,3.6,0.444,46.236000000000004,52.89,0.0,3.084,16.489
2018-09-01 00:00:00+01:00,176.64000000000001,1904.6299999999999,188.19000000000003,0.0,0.0,0.468,46.212,53.300000000000004,0.0,2.94,16.456
2018-09-01 00:30:00+01:00,176.18,1761.06,186.55,0.0,0.0,0.456,46.176,53.300000000000004,0.0,2.952,16.477999999999998
2018-09-01 01:00:00+01:00,176.64000000000001,1727.495,191.88000000000002,0.0,0.0,0.456,46.206,53.300000000000004,0.0,2.892,15.9775
2018-09-01 01:30:00+01:00,176.525,1578.29,205.00000000000003,0.0,0.0,0.456,46.2,53.300000000000004,0.0,3.168,16.1425
2018-09-01 02:00:00+01:00,175.72,1606.22,232.88000000000002,0.0,0.0,0.456,46.212,53.300000000000004,0.0,3.15,16.291
2018-09-01 02:30:00+01:00,175.95000000000002,1460.445,260.35,0.0,0.0,0.456,46.146,53.300000000000004,0.0,3.36,15.911499999999998
2018-09-01 03:00:00+01:00,,,,,,,,,0.0,3.5340000000000003,15.774
2018-09-01 03:30:00+01:00,176.065,1370.04,283.31,0.0,0.0,0.456,45.216,53.300000000000004,0.0,3.636,15.190999999999999
2018-09-01 04:00:00+01:00,174.11,1397.725,284.95000000000005,0.0,0.0,0.456,44.88,53.300000000000004,0.0205,3.672,14.7235
2018-09-01 04:30:00+01:00,174.8,1473.185,284.13,0.0,0.0,0.456,44.802,53.71,0.0,3.588,14.283499999999998
2018-09-01 05:00:00+01:00,175.26000000000002,1505.77,284.54,0.0,0.0,0.456,44.904,53.71,0.0,3.642,13.7005
2018-09-01 05:30:00+01:00,175.145,1556.73,285.77000000000004,0.0,0.0,0.396,44.85,53.71,0.0205,4.104,13.232999999999999
