,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2016-03-01 00:00:00+01:00,4772.0,16278.0,1978.0,11218.0,205.0,24.0,337.0,1939.0,68.0,,10562.0,4064.0,175.0,0.0,386.0,591.0,5745.0
1,2016-03-01 00:15:00+01:00,4774.0,16416.0,1801.0,11130.0,205.0,24.0,184.0,1944.0,27.0,,10523.0,4465.0,175.0,0.0,382.0,635.0,5255.0
2,2016-03-01 00:30:00+01:00,4773.0,16408.0,1763.0,11038.0,205.0,24.0,126.0,1946.0,71.0,,10537.0,4462.0,175.0,0.0,386.0,673.0,4934.0
3,2016-03-01 00:45:00+01:00,4769.0,16396.0,1756.0,11058.0,205.0,24.0,223.0,1949.0,102.0,,10544.0,4200.0,175.0,0.0,381.0,672.0,4649.0
4,2016-03-01 01:00:00+01:00,4763.0,16415.0,1745.0,11131.0,205.0,24.0,236.0,1946.0,50.0,,10563.0,3983.0,175.0,0.0,386.0,664.0,4392.0
5,2016-03-01 01:15:00+01:00,4763.0,16392.0,1753.0,10946.0,205.0,24.0,243.0,1946.0,38.0,,10555.0,4004.0,175.0,0.0,384.0,684.0,4073.0
6,2016-03-01 01:30:00+01:00,4760.0,16348.0,1764.0,10829.0,205.0,24.0,163.0,1947.0,19.0,,10543.0,4139.0,175.0,0.0,387.0,682.0,3753.0
7,2016-03-01 01:45:00+01:00,4757.0,16290.0,1759.0,10690.0,205.0,24.0,94.0,1949.0,17.0,,10510.0,4114.0,175.0,0.0,387.0,666.0,3485.0
8,2016-03-01 02:00:00+01:00,4721.0,16377.0,1765.0,10468.0,205.0,24.0,821.0,1945.0,79.0,,10553.0,3794.0,175.0,0.0,376.0,650.0,3310.0
9,2016-03-01 02:15:00+01:00,4715.0,16363.0,1760.0,10030.0,205.0,24.0,873.0,1945.0,69.0,,10535.0,3926.0,176.0,0.0,375.0,598.0,3193.0
10,2016-03-01 02:30:00+01:00,4708.0,16371.0,1776.0,10048.0,205.0,24.0,827.0,1947.0,67.0,,10542.0,3849.0,176.0,0.0,366.0,597.0,3007.0
11,2016-03-01 02:45:00+01:00,4715.0,16357.0,1788.0,9964.0,205.0,24.0,139.0,1947.0,76.0,,10523.0,3930.0,175.0,0.0,367.0,608.0,2919.0
12,2016-03-01 03:00:00+01:00,4714.0,16369.0,1780.0,9564.0,204.0,24.0,151.0,1945.0,28.0,,10530.0,3932.0,176.0,0.0,371.0,710.0,2881.0
13,2016-03-01 03:15:00+01:00,4715.0,16320.0,1787.0,9407.0,204.0,24.0,196.0,1953.0,77.0,,10533.0,3797.0,176.0,0.0,385.0,784.0,2857.0
14,2016-03-01 03:30:00+01:00,4705.0,16308.0,1799.0,9474.0,205.0,24.0,196.0,1948.0,87.0,,10537.0,3668.0,176.0,0.0,387.0,830.0,2882.0
15,2016-03-01 03:45:00+01:00,4680.0,16322.0,1780.0,9470.0,205.0,24.0,196.0,1943.0,70.0,,10526.0,3707.0,176.0,0.0,388.0,869.0,3057.0
16,2016-03-01 04:00:00+01:00,4684.0,16270.0,1796.0,9723.0,204.0,24.0,163.0,1946.0,68.0,,10540.0,3945.0,176.0,0.0,379.0,957.0,3194.0
17,2016-03-01 04:15:00+01:00,4697.0,16365.0,1802.0,9944.0,205.0,24.0,158.0,1950.0,21.0,,10515.0,3954.0,176.0,0.0,379.0,1105.0,3317.0
18,2016-03-01 04:30:00+01:00,4710.0,16436.0,1820.0,10030.0,205.0,24.0,157.0,1952.0,48.0,,10488.0,3947.0,176.0,0.0,388.0,1253.0,3391.0
19,2016-03-01 04:45:00+01:00,4707.0,16503.0,1888.0,10069.0,205.0,23.0,763.0,1948.0,51.0,,10460.0,4002.0,176.0,0.0,389.0,1384.0,3458.0
20,2016-03-01 05:00:00+01:00,4716.0,16598.0,1954.0,10347.0,207.0,23.0,11.0,1945.0,85.0,,10430.0,4245.0,175.0,0.0,383.0,1387.0,3624.0
21,2016-03-01 05:15:00+01:00,4723.0,16769.0,1963.0,10675.0,206.0,23.0,109.0,1947.0,66.0,,10447.0,4318.0,176.0,0.0,387.0,1439.0,3755.0
22,2016-03-01 05:30:00+01:00,4716.0,16796.0,1978.0,11058.0,206.0,23.0,113.0,1947.0,51.0,,10450.0,3966.0,175.0,0.0,394.0,1505.0,3755.0
23,2016-03-01 05:45:00+01:00,4717.0,16862.0,2036.0,11664.0,207.0,23.0,131.0,1935.0,54.0,,10455.0,4020.0,175.0,0.0,389.0,1482.0,3665.0
24,2016-03-01 06:00:00+01:00,4712.0,16923.0,2081.0,12541.0,207.0,23.0,264.0,1934.0,68.0,,10427.0,4778.0,175.0,0.0,380.0,1521.0,3505.0
25,2016-03-01 06:15:00+01:00,4711.0,17029.0,2123.0,13709.0,205.0,23.0,940.0,1935.0,84.0,,10497.0,5243.0,175.0,0.0,377.0,1610.0,3469.0
