,date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
0,2020-12-01 00:00:00+01:00,84.18,3849.93,589.58,134.139,,70.104,41.016,563.532,0,180.75512,69.861
1,2020-12-01 01:00:00+01:00,84.41,3784.76,588.76,129.741,,65.448,30.168,562.68,0,182.59956,74.316
2,2020-12-01 02:00:00+01:00,84.41,3605.91,582.2,129.741,,61.968,23.76,561.624,0,182.59956,77.044
3,2020-12-01 03:00:00+01:00,84.18,3542.21,585.48,129.741,,58.032,25.344,562.068,0,182.59956,75.746
4,2020-12-01 04:00:00+01:00,84.18,3453.03,587.94,129.741,,57.24,27.672,563.208,0,182.59956,75.185
5,2020-12-01 05:00:00+01:00,84.18,3503.5,593.68,129.741,,58.224,34.656,564.096,0,182.59956,77.836
6,2020-12-01 06:00:00+01:00,84.18,3739.68,605.16,129.741,,67.056,53.88,564.012,0,181.67734,77.352
7,2020-12-01 07:00:00+01:00,84.18,4088.56,726.52,129.741,8.736,85.752,78.528,564.732,0,178.91068,78.551
8,2020-12-01 08:00:00+01:00,84.41,4152.75,747.02,129.741,11.112,101.496,92.592,563.4,7.298,177.98846,78.419
9,2020-12-01 09:00:00+01:00,83.95,4229.19,864.28,129.741,25.008,108.6,122.208,559.44,18.04,177.06624,75.68
10,2020-12-01 10:00:00+01:00,84.18,4207.63,958.58,129.741,26.424,108.24,130.416,556.02,38.663,177.06624,72.985
11,2020-12-01 11:00:00+01:00,84.41,4203.22,1143.9,129.741,20.472,105.936,123.504,555.828,56.867,177.06624,75.691
12,2020-12-01 12:00:00+01:00,84.18,4212.04,1217.7,129.741,32.328,105.24,107.808,556.824,65.641,177.06624,79.772
13,2020-12-01 13:00:00+01:00,84.18,4201.26,1231.64,129.741,39.96,104.376,109.92,556.812,71.463,178.91068,78.529
14,2020-12-01 14:00:00+01:00,84.18,4201.75,1230,129.741,34.248,101.472,94.728,556.56,61.746,179.8329,76.153
15,2020-12-01 15:00:00+01:00,83.72,4193.42,1230.82,129.741,27.192,94.8,94.512,556.104,39.237,180.75512,74.712
16,2020-12-01 16:00:00+01:00,82.8,4195.87,1180.8,129.741,43.176,97.464,112.344,556.164,14.719,177.98846,70.807
17,2020-12-01 17:00:00+01:00,82.8,4159.12,1207.86,129.741,59.184,112.224,138.624,555.996,0,177.06624,67.991
18,2020-12-01 18:00:00+01:00,82.8,4224.29,1248.04,129.741,63.096,123.864,144.12,556.56,0,176.14402,68.376
19,2020-12-01 19:00:00+01:00,82.8,4227.23,1268.54,129.741,61.008,122.976,143.184,556.956,0,177.06624,69.344
20,2020-12-01 20:00:00+01:00,83.49,4169.9,1173.42,129.741,23.472,103.464,111.504,556.86,0,176.14402,70.851
21,2020-12-01 21:00:00+01:00,84.18,4068.47,1152.1,129.008,1.728,89.568,78.816,555.588,0,176.14402,71.676
22,2020-12-01 22:00:00+01:00,83.95,4033.19,1125.86,129.741,,76.872,61.056,554.4,0,176.14402,69.058
23,2020-12-01 23:00:00+01:00,83.95,3920,1104.54,129.741,,74.28,51.024,553.272,0,175.2218,66.858
24,2020-12-02 00:00:00+01:00,83.95,3851.89,1071.74,129.741,,71.376,46.488,553.236,0,176.14402,63.789
25,2020-12-02 01:00:00+01:00,84.18,3857.28,1016.8,129.741,,70.104,45.888,553.464,0,178.91068,59.851
26,2020-12-02 02:00:00+01:00,83.95,3858.26,1020.08,129.008,,69.192,45.912,552.888,0,193.6662,52.36
27,2020-12-02 03:00:00+01:00,84.41,3869.53,1039.76,129.741,,69.84,45.816,554.028,0,194.58842,47.927
28,2020-12-02 04:00:00+01:00,84.64,3861.69,1092.24,129.741,,66.96,45.528,554.748,0,195.51064,45.177
29,2020-12-02 05:00:00+01:00,84.87,3864.14,1120.12,129.741,,69.456,50.088,553.092,0,196.43286,42.57
30,2020-12-02 06:00:00+01:00,84.41,3968.51,1163.58,129.741,2.52,87.144,76.32,553.656,0,192.74398,39.292
31,2020-12-02 07:00:00+01:00,84.87,4287.99,1271,129.741,40.44,112.32,128.448,555.696,0,191.82176,34.628
32,2020-12-02 08:00:00+01:00,84.64,4433.03,1282.48,130.474,70.896,121.464,144.744,555.648,9.225,192.74398,31.009
33,2020-12-02 09:00:00+01:00,84.41,4509.96,1292.32,189.114,84.024,131.184,150.384,556.584,29.274,193.6662,27.379
