,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2017-10-01 00:00:00+02:00,14.950000000000001,609.26,185.71,0.0,0.264,0.36,22.836000000000002,70.52000000000001,,13.833300000000001,1.0779999999999998
2017-10-01 00:15:00+02:00,14.950000000000001,600.24,188.16,0.0,0.264,0.36,22.812,70.52000000000001,,12.91108,1.133
2017-10-01 00:30:00+02:00,14.950000000000001,583.84,175.91,0.0,0.264,0.36,22.788,70.52000000000001,,12.91108,1.21
2017-10-01 00:45:00+02:00,15.64,566.62,150.92,0.0,0.264,0.36,22.788,70.52000000000001,,13.833300000000001,1.287
2017-10-01 01:00:00+02:00,15.870000000000001,561.7,185.71,0.0,0.24,0.36,22.812,70.52000000000001,,13.833300000000001,1.276
2017-10-01 01:15:00+02:00,16.1,534.64,168.07,0.0,0.24,0.36,22.788,70.52000000000001,,14.75552,1.287
2017-10-01 01:30:00+02:00,16.330000000000002,538.74,137.2,0.0,0.24,0.36,22.812,70.52000000000001,,13.833300000000001,1.2979999999999998
2017-10-01 01:45:00+02:00,16.330000000000002,541.2,142.1,0.0,0.24,0.36,22.788,63.14000000000001,,12.91108,1.309
2017-10-01 02:00:00+02:00,16.330000000000002,547.76,162.19,0.0,0.24,0.36,22.824,64.78,,13.833300000000001,1.2979999999999998
2017-10-01 02:15:00+02:00,16.330000000000002,537.1,176.4,0.0,0.24,0.36,22.8,64.78,,13.833300000000001,1.2979999999999998
2017-10-01 02:30:00+02:00,16.1,527.26,147.98,0.0,0.24,0.36,22.8,64.78,,14.75552,1.287
2017-10-01 02:45:00+02:00,15.64,524.8000000000001,156.8,0.0,0.24,0.36,22.788,64.78,,14.75552,1.254
2017-10-01 03:00:00+02:00,14.26,511.68000000000006,168.56,0.0,0.24,0.36,22.8,67.24000000000001,,13.833300000000001,1.21
2017-10-01 03:15:00+02:00,12.42,503.48,183.75,0.0,0.24,0.36,22.788,67.24000000000001,,14.75552,1.166
2017-10-01 03:30:00+02:00,12.190000000000001,503.48,171.01,0.0,0.24,0.36,22.788,67.24000000000001,,13.833300000000001,1.1989999999999998
2017-10-01 03:45:00+02:00,11.5,504.3,162.19,0.0,0.24,0.36,22.788,67.24000000000001,,13.833300000000001,1.2429999999999999
2017-10-01 04:00:00+02:00,10.81,520.7,183.26,0.0,0.24,0.36,22.8,67.24000000000001,,12.91108,1.232
2017-10-01 04:15:00+02:00,10.120000000000001,549.4000000000001,179.34,0.0,0.24,0.36,22.788,67.24000000000001,,13.833300000000001,1.254
2017-10-01 04:30:00+02:00,9.89,553.5,173.46,0.733,0.24,0.36,22.788,67.24000000000001,,14.75552,1.331
2017-10-01 04:45:00+02:00,9.89,546.94,178.85,0.0,0.24,0.36,22.788,67.24000000000001,,14.75552,1.672
2017-10-01 05:00:00+02:00,10.120000000000001,528.9000000000001,142.59,0.0,0.24,0.36,22.776,80.36,,13.833300000000001,1.9689999999999999
2017-10-01 05:15:00+02:00,10.35,529.72,147.0,0.0,0.24,0.36,22.788,80.36,,12.91108,1.9689999999999999
2017-10-01 05:30:00+02:00,10.120000000000001,538.74,142.59,0.0,0.24,0.36,22.776,80.36,,13.833300000000001,1.815
2017-10-01 05:45:00+02:00,10.35,545.3000000000001,170.52,0.0,0.264,0.384,22.776,80.36,,14.75552,1.4849999999999999
2017-10-01 06:00:00+02:00,10.35,516.6,154.84,0.0,0.28800000000000003,0.36,22.764,79.54,,15.67774,1.375
2017-10-01 06:15:00+02:00,10.58,512.5,186.69,0.0,0.264,0.384,22.764,79.54,,14.75552,1.3419999999999999
2017-10-01 06:30:00+02:00,10.81,523.98,180.81,0.0,0.264,0.384,22.776,79.54,,15.67774,1.254
2017-10-01 06:45:00+02:00,10.81,553.5,196.49,0.0,0.28800000000000003,0.384,22.788,79.54,,15.67774,1.1989999999999998
2017-10-01 07:00:00+02:00,11.270000000000001,519.88,171.01,0.0,0.312,0.384,22.764,73.80000000000001,,15.67774,1.0999999999999999
2017-10-01 07:15:00+02:00,13.34,513.32,190.12,0.0,0.312,0.36,22.776,73.80000000000001,,14.75552,1.001
2017-10-01 07:30:00+02:00,15.870000000000001,551.86,207.27,0.0,0.312,0.384,22.764,73.80000000000001,,15.67774,0.9349999999999999
2017-10-01 07:45:00+02:00,16.330000000000002,604.34,202.37,0.0,0.312,0.384,22.776,73.80000000000001,,14.75552,0.858
2017-10-01 08:00:00+02:00,16.560000000000002,583.84,153.85999999999999,0.0,0.312,0.384,22.764,68.88000000000001,,14.75552,0.836
2017-10-01 08:15:00+02:00,16.560000000000002,563.34,166.6,0.0,0.312,0.36,22.776,68.88000000000001,,14.75552,0.737
2017-10-01 08:30:00+02:00,16.560000000000002,566.62,200.41,0.0,0.28800000000000003,0.336,22.788,68.88000000000001,,14.75552,0.594
2017-10-01 08:45:00+02:00,16.560000000000002,590.4000000000001,227.35999999999999,0.0,0.28800000000000003,0.336,22.788,68.88000000000001,,14.75552,0.484
2017-10-01 09:00:00+02:00,17.02,574.0,176.4,0.0,0.28800000000000003,0.336,22.776,68.06,,14.75552,0.34099999999999997
2017-10-01 09:15:00+02:00,17.25,567.44,189.14,0.0,0.28800000000000003,0.336,22.776,68.06,,13.833300000000001,0.21999999999999997
2017-10-01 09:30:00+02:00,17.25,584.6600000000001,194.53,0.0,0.28800000000000003,0.336,22.788,68.06,,13.833300000000001,0.154
2017-10-01 09:45:00+02:00,17.25,597.7800000000001,197.96,0.0,0.28800000000000003,0.336,22.8,68.06,,14.75552,0.132
2017-10-01 10:00:00+02:00,17.25,592.86,174.93,0.0,0.28800000000000003,0.336,22.788,68.06,,14.75552,0.132
2017-10-01 10:15:00+02:00,17.25,600.24,170.52,0.0,0.28800000000000003,0.336,22.788,68.06,,14.75552,0.154
