,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2018-06-01 00:00:00+02:00,24.240000000000002,6.48,21.432000000000002,37.464,0.0,0.10999999999999999
2018-06-01 01:00:00+02:00,21.144000000000002,6.5280000000000005,21.168,37.476,0.0,0.154
2018-06-01 02:00:00+02:00,17.856,6.5280000000000005,21.408,37.512,0.0,0.088
2018-06-01 03:00:00+02:00,15.576,6.5280000000000005,20.904,37.536,0.0,0.066
2018-06-01 04:00:00+02:00,15.024000000000001,6.5040000000000004,20.856,37.56,0.0,0.066
2018-06-01 05:00:00+02:00,16.656,6.456,20.88,37.572,0.041,0.05499999999999999
2018-06-01 06:00:00+02:00,29.28,6.408,25.872,37.608000000000004,0.615,0.033
2018-06-01 07:00:00+02:00,56.52,6.48,45.528,37.608000000000004,2.2960000000000003,0.022
2018-06-01 08:00:00+02:00,62.688,6.5040000000000004,55.944,37.608000000000004,4.797000000000001,0.011
2018-06-01 09:00:00+02:00,49.968,6.48,61.752,37.548,7.257000000000001,0.011
2018-06-01 10:00:00+02:00,40.296,6.312,49.992000000000004,37.44,8.938,0.011
2018-06-01 11:00:00+02:00,39.336,6.264,53.496,37.392,9.594000000000001,0.011
2018-06-01 12:00:00+02:00,28.8,6.336,45.744,37.308,9.881,0.011
2018-06-01 13:00:00+02:00,27.168,6.408,30.168,37.284,9.84,0.033
2018-06-01 14:00:00+02:00,22.128,6.5040000000000004,26.328,37.248,9.266,0.033
2018-06-01 15:00:00+02:00,19.32,6.456,28.104,37.188,8.200000000000001,0.088
2018-06-01 16:00:00+02:00,22.2,6.5040000000000004,30.792,37.212,6.437,0.09899999999999999
2018-06-01 17:00:00+02:00,37.608000000000004,6.5040000000000004,38.328,37.2,4.756,0.09899999999999999
2018-06-01 18:00:00+02:00,48.432,6.5040000000000004,48.312,36.972,3.2390000000000003,0.088
2018-06-01 19:00:00+02:00,58.728,6.5040000000000004,53.448,36.78,1.599,0.077
2018-06-01 20:00:00+02:00,45.432,6.5040000000000004,46.152,36.816,0.492,0.05499999999999999
2018-06-01 21:00:00+02:00,48.792,6.5040000000000004,46.776,36.9,0.041,0.044
2018-06-01 22:00:00+02:00,50.208,6.5040000000000004,46.44,36.936,0.0,0.044
2018-06-01 23:00:00+02:00,30.912,6.5040000000000004,29.976,36.996,0.0,0.033
2018-06-02 00:00:00+02:00,25.68,6.5040000000000004,32.256,36.972,0.0,0.011
2018-06-02 01:00:00+02:00,17.472,6.48,30.6,34.476,0.0,0.011
2018-06-02 02:00:00+02:00,12.696,6.48,29.112000000000002,31.296,0.0,0.0
2018-06-02 03:00:00+02:00,7.008,6.5040000000000004,29.832,28.152,0.0,0.0
2018-06-02 04:00:00+02:00,5.64,6.408,27.648,25.944,0.0,0.0
2018-06-02 05:00:00+02:00,4.008,6.48,23.16,25.92,0.041,0.0
2018-06-02 06:00:00+02:00,4.416,6.432,25.056,25.92,0.656,0.0
2018-06-02 07:00:00+02:00,8.952,6.384,34.608000000000004,25.92,2.2960000000000003,0.0
2018-06-02 08:00:00+02:00,23.568,6.432,34.704,25.872,4.797000000000001,0.0
2018-06-02 09:00:00+02:00,26.688,6.432,32.592,25.836000000000002,7.421,0.0
2018-06-02 10:00:00+02:00,18.336000000000002,6.456,28.104,25.752,9.389000000000001,0.0
